county,precinct,office,district,candidate,party,early voting,election day,votes
Cherokee,46,Straight Party,,,DEM,21,23,44
Cherokee,47,Straight Party,,,DEM,2,3,5
Cherokee,48,Straight Party,,,DEM,0,14,14
Cherokee,Total,Straight Party,,,DEM,1355,784,2139
Cherokee,12,Straight Party,,,LIB,2,1,3
Cherokee,13,Straight Party,,,LIB,0,2,2
Cherokee,14,Straight Party,,,LIB,3,1,4
Cherokee,15,Straight Party,,,LIB,5,3,8
Cherokee,22,Straight Party,,,LIB,0,0,0
Cherokee,23,Straight Party,,,LIB,0,0,0
Cherokee,24,Straight Party,,,LIB,4,0,4
Cherokee,25,Straight Party,,,LIB,0,1,1
Cherokee,26,Straight Party,,,LIB,0,0,0
Cherokee,27,Straight Party,,,LIB,1,1,2
Cherokee,28,Straight Party,,,LIB,0,0,0
Cherokee,32,Straight Party,,,LIB,2,1,3
Cherokee,33,Straight Party,,,LIB,2,0,2
Cherokee,34,Straight Party,,,LIB,3,2,5
Cherokee,35,Straight Party,,,LIB,0,0,0
Cherokee,36,Straight Party,,,LIB,4,4,8
Cherokee,37,Straight Party,,,LIB,0,0,0
Cherokee,38,Straight Party,,,LIB,1,2,3
Cherokee,42,Straight Party,,,LIB,1,0,1
Cherokee,43,Straight Party,,,LIB,3,1,4
Cherokee,44,Straight Party,,,LIB,0,1,1
Cherokee,45,Straight Party,,,LIB,0,0,0
Cherokee,46,Straight Party,,,LIB,1,1,2
Cherokee,47,Straight Party,,,LIB,0,1,1
Cherokee,48,Straight Party,,,LIB,0,0,0
Cherokee,Total,Straight Party,,,LIB,32,22,54
Cherokee,12,Straight Party,,,GRN,0,0,0
Cherokee,13,Straight Party,,,GRN,0,0,0
Cherokee,14,Straight Party,,,GRN,0,0,0
Cherokee,15,Straight Party,,,GRN,1,0,1
Cherokee,22,Straight Party,,,GRN,0,0,0
Cherokee,23,Straight Party,,,GRN,0,0,0
Cherokee,24,Straight Party,,,GRN,2,0,2
Cherokee,25,Straight Party,,,GRN,0,0,0
Cherokee,26,Straight Party,,,GRN,1,0,1
Cherokee,27,Straight Party,,,GRN,0,1,1
Cherokee,28,Straight Party,,,GRN,0,0,0
Cherokee,32,Straight Party,,,GRN,0,0,0
Cherokee,33,Straight Party,,,GRN,0,0,0
Cherokee,34,Straight Party,,,GRN,0,2,2
Cherokee,35,Straight Party,,,GRN,0,0,0
Cherokee,36,Straight Party,,,GRN,0,0,0
Cherokee,37,Straight Party,,,GRN,0,0,0
Cherokee,38,Straight Party,,,GRN,2,1,3
Cherokee,42,Straight Party,,,GRN,1,0,1
Cherokee,43,Straight Party,,,GRN,2,0,2
Cherokee,44,Straight Party,,,GRN,0,1,1
Cherokee,45,Straight Party,,,GRN,0,0,0
Cherokee,46,Straight Party,,,GRN,0,0,0
Cherokee,47,Straight Party,,,GRN,0,1,1
Cherokee,48,Straight Party,,,GRN,0,0,0
Cherokee,Total,Straight Party,,,GRN,9,6,15
Cherokee,12,President,,Donald J. Trump / Mike Pence,REP,458,203,661
Cherokee,13,President,,Donald J. Trump / Mike Pence,REP,412,213,625
Cherokee,14,President,,Donald J. Trump / Mike Pence,REP,659,186,845
Cherokee,15,President,,Donald J. Trump / Mike Pence,REP,1036,238,1274
Cherokee,22,President,,Donald J. Trump / Mike Pence,REP,212,44,256
Cherokee,23,President,,Donald J. Trump / Mike Pence,REP,430,179,609
Cherokee,24,President,,Donald J. Trump / Mike Pence,REP,611,181,792
Cherokee,25,President,,Donald J. Trump / Mike Pence,REP,206,277,483
Cherokee,26,President,,Donald J. Trump / Mike Pence,REP,318,94,412
Cherokee,27,President,,Donald J. Trump / Mike Pence,REP,407,104,511
Cherokee,28,President,,Donald J. Trump / Mike Pence,REP,212,156,368
Cherokee,32,President,,Donald J. Trump / Mike Pence,REP,266,142,408
Cherokee,33,President,,Donald J. Trump / Mike Pence,REP,431,306,737
Cherokee,34,President,,Donald J. Trump / Mike Pence,REP,466,309,775
Cherokee,35,President,,Donald J. Trump / Mike Pence,REP,303,192,495
Cherokee,36,President,,Donald J. Trump / Mike Pence,REP,647,251,898
Cherokee,37,President,,Donald J. Trump / Mike Pence,REP,101,43,144
Cherokee,38,President,,Donald J. Trump / Mike Pence,REP,97,37,134
Cherokee,42,President,,Donald J. Trump / Mike Pence,REP,102,29,131
Cherokee,43,President,,Donald J. Trump / Mike Pence,REP,275,92,367
Cherokee,44,President,,Donald J. Trump / Mike Pence,REP,542,210,752
Cherokee,45,President,,Donald J. Trump / Mike Pence,REP,158,155,313
Cherokee,46,President,,Donald J. Trump / Mike Pence,REP,168,221,389
Cherokee,47,President,,Donald J. Trump / Mike Pence,REP,92,108,200
Cherokee,48,President,,Donald J. Trump / Mike Pence,REP,106,234,340
Cherokee,Total,President,,Donald J. Trump / Mike Pence,REP,8715,4204,12919
Cherokee,12,President,,Hillary Clinton / Tim Kaine,DEM,114,38,152
Cherokee,13,President,,Hillary Clinton / Tim Kaine,DEM,55,6,61
Cherokee,14,President,,Hillary Clinton / Tim Kaine,DEM,64,29,93
Cherokee,15,President,,Hillary Clinton / Tim Kaine,DEM,297,153,450
Cherokee,22,President,,Hillary Clinton / Tim Kaine,DEM,56,28,84
Cherokee,23,President,,Hillary Clinton / Tim Kaine,DEM,50,19,69
Cherokee,24,President,,Hillary Clinton / Tim Kaine,DEM,181,57,238
Cherokee,25,President,,Hillary Clinton / Tim Kaine,DEM,47,53,100
Cherokee,26,President,,Hillary Clinton / Tim Kaine,DEM,107,58,165
Cherokee,27,President,,Hillary Clinton / Tim Kaine,DEM,103,63,166
Cherokee,28,President,,Hillary Clinton / Tim Kaine,DEM,25,3,28
Cherokee,32,President,,Hillary Clinton / Tim Kaine,DEM,42,20,62
Cherokee,33,President,,Hillary Clinton / Tim Kaine,DEM,109,52,161
Cherokee,34,President,,Hillary Clinton / Tim Kaine,DEM,52,30,82
Cherokee,35,President,,Hillary Clinton / Tim Kaine,DEM,108,55,163
Cherokee,36,President,,Hillary Clinton / Tim Kaine,DEM,121,58,179
Cherokee,37,President,,Hillary Clinton / Tim Kaine,DEM,43,43,86
Cherokee,38,President,,Hillary Clinton / Tim Kaine,DEM,87,57,144
Cherokee,42,President,,Hillary Clinton / Tim Kaine,DEM,297,152,449
Cherokee,43,President,,Hillary Clinton / Tim Kaine,DEM,138,74,212
Cherokee,44,President,,Hillary Clinton / Tim Kaine,DEM,58,38,96
Cherokee,45,President,,Hillary Clinton / Tim Kaine,DEM,60,73,133
Cherokee,46,President,,Hillary Clinton / Tim Kaine,DEM,30,35,65
Cherokee,47,President,,Hillary Clinton / Tim Kaine,DEM,4,5,9
Cherokee,48,President,,Hillary Clinton / Tim Kaine,DEM,9,22,31
Cherokee,Total,President,,Hillary Clinton / Tim Kaine,DEM,2257,1221,3478
Cherokee,12,President,,Gary Johnson / William Weld,LIB,11,5,16
Cherokee,13,President,,Gary Johnson / William Weld,LIB,5,8,13
Cherokee,14,President,,Gary Johnson / William Weld,LIB,8,6,14
Cherokee,15,President,,Gary Johnson / William Weld,LIB,36,12,48
Cherokee,22,President,,Gary Johnson / William Weld,LIB,3,2,5
Cherokee,23,President,,Gary Johnson / William Weld,LIB,8,2,10
Cherokee,24,President,,Gary Johnson / William Weld,LIB,19,2,21
Cherokee,25,President,,Gary Johnson / William Weld,LIB,4,7,11
Cherokee,26,President,,Gary Johnson / William Weld,LIB,0,3,3
Cherokee,27,President,,Gary Johnson / William Weld,LIB,4,0,4
Cherokee,28,President,,Gary Johnson / William Weld,LIB,8,3,11
Cherokee,32,President,,Gary Johnson / William Weld,LIB,6,4,10
Cherokee,33,President,,Gary Johnson / William Weld,LIB,11,5,16
Cherokee,34,President,,Gary Johnson / William Weld,LIB,11,8,19
Cherokee,35,President,,Gary Johnson / William Weld,LIB,6,2,8
Cherokee,36,President,,Gary Johnson / William Weld,LIB,12,6,18
Cherokee,37,President,,Gary Johnson / William Weld,LIB,0,1,1
Cherokee,38,President,,Gary Johnson / William Weld,LIB,4,4,8
Cherokee,42,President,,Gary Johnson / William Weld,LIB,8,2,10
Cherokee,43,President,,Gary Johnson / William Weld,LIB,19,7,26
Cherokee,44,President,,Gary Johnson / William Weld,LIB,4,4,8
Cherokee,45,President,,Gary Johnson / William Weld,LIB,3,4,7
Cherokee,46,President,,Gary Johnson / William Weld,LIB,3,3,6
Cherokee,47,President,,Gary Johnson / William Weld,LIB,1,3,4
Cherokee,48,President,,Gary Johnson / William Weld,LIB,4,4,8
Cherokee,Total,President,,Gary Johnson / William Weld,LIB,198,107,305
Cherokee,12,President,,Jill Stein / Ajamu Baraka,GRN,3,0,3
Cherokee,14,President,,Jill Stein / Ajamu Baraka,GRN,0,1,1
Cherokee,15,President,,Jill Stein / Ajamu Baraka,GRN,5,2,7
Cherokee,22,President,,Jill Stein / Ajamu Baraka,GRN,1,1,2
Cherokee,24,President,,Jill Stein / Ajamu Baraka,GRN,2,0,2
Cherokee,25,President,,Jill Stein / Ajamu Baraka,GRN,1,0,1
Cherokee,26,President,,Jill Stein / Ajamu Baraka,GRN,1,0,1
Cherokee,32,President,,Jill Stein / Ajamu Baraka,GRN,0,1,1
Cherokee,33,President,,Jill Stein / Ajamu Baraka,GRN,1,0,1
Cherokee,34,President,,Jill Stein / Ajamu Baraka,GRN,2,0,2
Cherokee,38,President,,Jill Stein / Ajamu Baraka,GRN,2,2,4
Cherokee,42,President,,Jill Stein / Ajamu Baraka,GRN,0,1,1
Cherokee,43,President,,Jill Stein / Ajamu Baraka,GRN,0,1,1
Cherokee,44,President,,Jill Stein / Ajamu Baraka,GRN,0,1,1
Cherokee,45,President,,Jill Stein / Ajamu Baraka,GRN,0,2,2
Cherokee,46,President,,Jill Stein / Ajamu Baraka,GRN,1,0,1
Cherokee,47,President,,Jill Stein / Ajamu Baraka,GRN,0,1,1
Cherokee,48,President,,Jill Stein / Ajamu Baraka,GRN,0,2,2
Cherokee,Total,President,,Jill Stein / Ajamu Baraka,GRN,19,15,34
Cherokee,13,President,,Darrell l castle/scott n bradley (w),,0,2,2
Cherokee,15,President,,Darrell l castle/scott n bradley (w),,2,0,2
Cherokee,25,President,,Darrell l castle/scott n bradley (w),,0,1,1
Cherokee,33,President,,Darrell l castle/scott n bradley (w),,0,1,1
Cherokee,34,President,,Darrell l castle/scott n bradley (w),,1,0,1
Cherokee,Total,President,,Darrell l castle/scott n bradley (w),,3,4,7
Cherokee,12,President,,Scott cubbler/michael rodriguez (w),,0,0,0
Cherokee,15,President,,Scott cubbler/michael rodriguez (w),,1,1,2
Cherokee,44,President,,Scott cubbler/michael rodriguez (w),,0,1,1
Cherokee,Total,President,,Scott cubbler/michael rodriguez (w),,1,2,3
Cherokee,25,President,,Tom hoefling/steve schulin (w),,1,0,1
Cherokee,36,President,,Tom hoefling/steve schulin (w),,0,1,1
Cherokee,Total,President,,Tom hoefling/steve schulin (w),,1,1,2
Cherokee,15,President,,Jonathan lee/jeffrey erskine (w),,1,0,1
Cherokee,34,President,,Jonathan lee/jeffrey erskine (w),,0,1,1
Cherokee,Total,President,,Jonathan lee/jeffrey erskine (w),,1,1,2
Cherokee,32,President,,Michael a maturen/juan a munoz (w),,1,0,1
Cherokee,Total,President,,Michael a maturen/juan a munoz (w),,1,0,1
Cherokee,12,President,,Evan mcmullin/nathan johnson (w),,3,0,3
Cherokee,13,President,,Evan mcmullin/nathan johnson (w),,2,0,2
Cherokee,14,President,,Evan mcmullin/nathan johnson (w),,3,0,3
Cherokee,15,President,,Evan mcmullin/nathan johnson (w),,3,0,3
Cherokee,24,President,,Evan mcmullin/nathan johnson (w),,1,2,3
Cherokee,34,President,,Evan mcmullin/nathan johnson (w),,4,5,9
Cherokee,35,President,,Evan mcmullin/nathan johnson (w),,1,0,1
Cherokee,36,President,,Evan mcmullin/nathan johnson (w),,1,0,1
Cherokee,42,President,,Evan mcmullin/nathan johnson (w),,0,1,1
Cherokee,Total,President,,Evan mcmullin/nathan johnson (w),,18,8,26
Cherokee,12,President,,Robert morrow/todd sanders (w),,1,0,1
Cherokee,Total,President,,Robert morrow/todd sanders (w),,1,0,1
Cherokee,12,President,,Tony valdivia/aaron barriere (w),,0,1,1
Cherokee,13,President,,Tony valdivia/aaron barriere (w),,0,1,1
Cherokee,14,President,,Tony valdivia/aaron barriere (w),,3,0,3
Cherokee,15,President,,Tony valdivia/aaron barriere (w),,7,0,7
Cherokee,24,President,,Tony valdivia/aaron barriere (w),,1,0,1
Cherokee,25,President,,Tony valdivia/aaron barriere (w),,0,1,1
Cherokee,33,President,,Tony valdivia/aaron barriere (w),,2,1,3
Cherokee,36,President,,Tony valdivia/aaron barriere (w),,2,0,2
Cherokee,43,President,,Tony valdivia/aaron barriere (w),,2,0,2
Cherokee,Total,President,,Tony valdivia/aaron barriere (w),,17,4,21
Cherokee,12,U.S. House,5,Jeb Hensarling,,451,212,663
Cherokee,13,U.S. House,5,Jeb Hensarling,,403,206,609
Cherokee,14,U.S. House,5,Jeb Hensarling,,666,185,851
Cherokee,15,U.S. House,5,Jeb Hensarling,,1101,262,1363
Cherokee,22,U.S. House,5,Jeb Hensarling,,207,46,253
Cherokee,23,U.S. House,5,Jeb Hensarling,,415,178,593
Cherokee,24,U.S. House,5,Jeb Hensarling,,626,183,809
Cherokee,25,U.S. House,5,Jeb Hensarling,,195,263,458
Cherokee,26,U.S. House,5,Jeb Hensarling,,314,88,402
Cherokee,27,U.S. House,5,Jeb Hensarling,,408,107,515
Cherokee,28,U.S. House,5,Jeb Hensarling,,211,144,355
Cherokee,32,U.S. House,5,Jeb Hensarling,,269,151,420
Cherokee,33,U.S. House,5,Jeb Hensarling,,437,299,736
Cherokee,34,U.S. House,5,Jeb Hensarling,,467,316,783
Cherokee,35,U.S. House,5,Jeb Hensarling,,311,192,503
Cherokee,36,U.S. House,5,Jeb Hensarling,,667,252,919
Cherokee,37,U.S. House,5,Jeb Hensarling,,100,50,150
Cherokee,38,U.S. House,5,Jeb Hensarling,,106,46,152
Cherokee,42,U.S. House,5,Jeb Hensarling,,118,34,152
Cherokee,43,U.S. House,5,Jeb Hensarling,,296,96,392
Cherokee,44,U.S. House,5,Jeb Hensarling,,535,209,744
Cherokee,45,U.S. House,5,Jeb Hensarling,,152,156,308
Cherokee,46,U.S. House,5,Jeb Hensarling,,161,212,373
Cherokee,47,U.S. House,5,Jeb Hensarling,,88,102,190
Cherokee,48,U.S. House,5,Jeb Hensarling,,110,223,333
Cherokee,Total,U.S. House,5,Jeb Hensarling,,8814,4212,13026
Cherokee,12,U.S. House,5,Ken Ashby,,71,16,87
Cherokee,13,U.S. House,5,Ken Ashby,,38,21,59
Cherokee,14,U.S. House,5,Ken Ashby,,43,29,72
Cherokee,15,U.S. House,5,Ken Ashby,,117,58,175
Cherokee,22,U.S. House,5,Ken Ashby,,32,5,37
Cherokee,23,U.S. House,5,Ken Ashby,,45,18,63
Cherokee,24,U.S. House,5,Ken Ashby,,79,25,104
Cherokee,25,U.S. House,5,Ken Ashby,,28,32,60
Cherokee,26,U.S. House,5,Ken Ashby,,39,31,70
Cherokee,27,U.S. House,5,Ken Ashby,,35,13,48
Cherokee,28,U.S. House,5,Ken Ashby,,19,10,29
Cherokee,32,U.S. House,5,Ken Ashby,,26,2,28
Cherokee,33,U.S. House,5,Ken Ashby,,60,33,93
Cherokee,34,U.S. House,5,Ken Ashby,,36,26,62
Cherokee,35,U.S. House,5,Ken Ashby,,42,26,68
Cherokee,36,U.S. House,5,Ken Ashby,,64,26,90
Cherokee,37,U.S. House,5,Ken Ashby,,20,21,41
Cherokee,38,U.S. House,5,Ken Ashby,,28,32,60
Cherokee,42,U.S. House,5,Ken Ashby,,71,27,98
Cherokee,43,U.S. House,5,Ken Ashby,,58,39,97
Cherokee,44,U.S. House,5,Ken Ashby,,41,26,67
Cherokee,45,U.S. House,5,Ken Ashby,,25,41,66
Cherokee,46,U.S. House,5,Ken Ashby,,21,23,44
Cherokee,47,U.S. House,5,Ken Ashby,,6,9,15
Cherokee,48,U.S. House,5,Ken Ashby,,6,23,29
Cherokee,Total,U.S. House,5,Ken Ashby,,1050,612,1662
Cherokee,12,Railroad Commissioner,,Wayne Christian,,433,193,626
Cherokee,13,Railroad Commissioner,,Wayne Christian,,387,197,584
Cherokee,14,Railroad Commissioner,,Wayne Christian,,614,173,787
Cherokee,15,Railroad Commissioner,,Wayne Christian,,993,224,1217
Cherokee,22,Railroad Commissioner,,Wayne Christian,,202,40,242
Cherokee,23,Railroad Commissioner,,Wayne Christian,,407,170,577
Cherokee,24,Railroad Commissioner,,Wayne Christian,,588,169,757
Cherokee,25,Railroad Commissioner,,Wayne Christian,,200,258,458
Cherokee,26,Railroad Commissioner,,Wayne Christian,,310,89,399
Cherokee,27,Railroad Commissioner,,Wayne Christian,,404,96,500
Cherokee,28,Railroad Commissioner,,Wayne Christian,,204,142,346
Cherokee,32,Railroad Commissioner,,Wayne Christian,,254,140,394
Cherokee,33,Railroad Commissioner,,Wayne Christian,,414,290,704
Cherokee,34,Railroad Commissioner,,Wayne Christian,,443,302,745
Cherokee,35,Railroad Commissioner,,Wayne Christian,,298,181,479
Cherokee,36,Railroad Commissioner,,Wayne Christian,,622,229,851
Cherokee,37,Railroad Commissioner,,Wayne Christian,,95,40,135
Cherokee,38,Railroad Commissioner,,Wayne Christian,,91,33,124
Cherokee,42,Railroad Commissioner,,Wayne Christian,,96,27,123
Cherokee,43,Railroad Commissioner,,Wayne Christian,,268,81,349
Cherokee,44,Railroad Commissioner,,Wayne Christian,,502,191,693
Cherokee,45,Railroad Commissioner,,Wayne Christian,,144,143,287
Cherokee,46,Railroad Commissioner,,Wayne Christian,,159,201,360
Cherokee,47,Railroad Commissioner,,Wayne Christian,,87,101,188
Cherokee,48,Railroad Commissioner,,Wayne Christian,,100,221,321
Cherokee,Total,Railroad Commissioner,,Wayne Christian,,8315,3931,12246
Cherokee,12,Railroad Commissioner,,Grady Yarbrough,,109,37,146
Cherokee,13,Railroad Commissioner,,Grady Yarbrough,,46,9,55
Cherokee,14,Railroad Commissioner,,Grady Yarbrough,,66,32,98
Cherokee,15,Railroad Commissioner,,Grady Yarbrough,,286,142,428
Cherokee,22,Railroad Commissioner,,Grady Yarbrough,,56,33,89
Cherokee,23,Railroad Commissioner,,Grady Yarbrough,,46,22,68
Cherokee,24,Railroad Commissioner,,Grady Yarbrough,,173,50,223
Cherokee,25,Railroad Commissioner,,Grady Yarbrough,,46,61,107
Cherokee,26,Railroad Commissioner,,Grady Yarbrough,,104,54,158
Cherokee,27,Railroad Commissioner,,Grady Yarbrough,,99,60,159
Cherokee,28,Railroad Commissioner,,Grady Yarbrough,,29,9,38
Cherokee,32,Railroad Commissioner,,Grady Yarbrough,,50,17,67
Cherokee,33,Railroad Commissioner,,Grady Yarbrough,,105,50,155
Cherokee,34,Railroad Commissioner,,Grady Yarbrough,,60,37,97
Cherokee,35,Railroad Commissioner,,Grady Yarbrough,,108,55,163
Cherokee,36,Railroad Commissioner,,Grady Yarbrough,,110,56,166
Cherokee,37,Railroad Commissioner,,Grady Yarbrough,,44,42,86
Cherokee,38,Railroad Commissioner,,Grady Yarbrough,,80,49,129
Cherokee,42,Railroad Commissioner,,Grady Yarbrough,,290,144,434
Cherokee,43,Railroad Commissioner,,Grady Yarbrough,,127,73,200
Cherokee,44,Railroad Commissioner,,Grady Yarbrough,,66,40,106
Cherokee,45,Railroad Commissioner,,Grady Yarbrough,,61,72,133
Cherokee,46,Railroad Commissioner,,Grady Yarbrough,,34,40,74
Cherokee,47,Railroad Commissioner,,Grady Yarbrough,,6,8,14
Cherokee,48,Railroad Commissioner,,Grady Yarbrough,,7,26,33
Cherokee,Total,Railroad Commissioner,,Grady Yarbrough,,2208,1218,3426
Cherokee,12,Railroad Commissioner,,Mark Miller,,23,9,32
Cherokee,13,Railroad Commissioner,,Mark Miller,,18,17,35
Cherokee,14,Railroad Commissioner,,Mark Miller,,27,9,36
Cherokee,15,Railroad Commissioner,,Mark Miller,,40,16,56
Cherokee,22,Railroad Commissioner,,Mark Miller,,6,1,7
Cherokee,23,Railroad Commissioner,,Mark Miller,,20,1,21
Cherokee,24,Railroad Commissioner,,Mark Miller,,23,5,28
Cherokee,25,Railroad Commissioner,,Mark Miller,,5,10,15
Cherokee,26,Railroad Commissioner,,Mark Miller,,4,8,12
Cherokee,27,Railroad Commissioner,,Mark Miller,,5,6,11
Cherokee,28,Railroad Commissioner,,Mark Miller,,6,5,11
Cherokee,32,Railroad Commissioner,,Mark Miller,,8,4,12
Cherokee,33,Railroad Commissioner,,Mark Miller,,30,15,45
Cherokee,34,Railroad Commissioner,,Mark Miller,,19,16,35
Cherokee,35,Railroad Commissioner,,Mark Miller,,7,5,12
Cherokee,36,Railroad Commissioner,,Mark Miller,,24,14,38
Cherokee,37,Railroad Commissioner,,Mark Miller,,2,2,4
Cherokee,38,Railroad Commissioner,,Mark Miller,,6,8,14
Cherokee,42,Railroad Commissioner,,Mark Miller,,6,4,10
Cherokee,43,Railroad Commissioner,,Mark Miller,,17,4,21
Cherokee,44,Railroad Commissioner,,Mark Miller,,18,7,25
Cherokee,45,Railroad Commissioner,,Mark Miller,,5,6,11
Cherokee,46,Railroad Commissioner,,Mark Miller,,5,8,13
Cherokee,47,Railroad Commissioner,,Mark Miller,,4,3,7
Cherokee,48,Railroad Commissioner,,Mark Miller,,7,8,15
Cherokee,Total,Railroad Commissioner,,Mark Miller,,335,191,526
Cherokee,12,Railroad Commissioner,,Martina Salinas,,7,0,7
Cherokee,13,Railroad Commissioner,,Martina Salinas,,8,3,11
Cherokee,14,Railroad Commissioner,,Martina Salinas,,5,4,9
Cherokee,15,Railroad Commissioner,,Martina Salinas,,17,10,27
Cherokee,22,Railroad Commissioner,,Martina Salinas,,3,0,3
Cherokee,23,Railroad Commissioner,,Martina Salinas,,5,2,7
Cherokee,24,Railroad Commissioner,,Martina Salinas,,9,7,16
Cherokee,25,Railroad Commissioner,,Martina Salinas,,1,1,2
Cherokee,26,Railroad Commissioner,,Martina Salinas,,3,1,4
Cherokee,27,Railroad Commissioner,,Martina Salinas,,6,1,7
Cherokee,28,Railroad Commissioner,,Martina Salinas,,1,0,1
Cherokee,32,Railroad Commissioner,,Martina Salinas,,2,2,4
Cherokee,33,Railroad Commissioner,,Martina Salinas,,7,4,11
Cherokee,34,Railroad Commissioner,,Martina Salinas,,3,1,4
Cherokee,35,Railroad Commissioner,,Martina Salinas,,2,1,3
Cherokee,36,Railroad Commissioner,,Martina Salinas,,11,4,15
Cherokee,37,Railroad Commissioner,,Martina Salinas,,1,1,2
Cherokee,38,Railroad Commissioner,,Martina Salinas,,6,8,14
Cherokee,42,Railroad Commissioner,,Martina Salinas,,4,4,8
Cherokee,43,Railroad Commissioner,,Martina Salinas,,9,7,16
Cherokee,44,Railroad Commissioner,,Martina Salinas,,8,2,10
Cherokee,45,Railroad Commissioner,,Martina Salinas,,0,5,5
Cherokee,46,Railroad Commissioner,,Martina Salinas,,1,5,6
Cherokee,47,Railroad Commissioner,,Martina Salinas,,0,1,1
Cherokee,48,Railroad Commissioner,,Martina Salinas,,1,1,2
Cherokee,Total,Railroad Commissioner,,Martina Salinas,,120,75,195
Cherokee,12,State Representative,11,Travis Clardy,,451,204,655
Cherokee,13,State Representative,11,Travis Clardy,,406,211,617
Cherokee,14,State Representative,11,Travis Clardy,,663,194,857
Cherokee,15,State Representative,11,Travis Clardy,,1063,250,1313
Cherokee,22,State Representative,11,Travis Clardy,,203,43,246
Cherokee,23,State Representative,11,Travis Clardy,,415,177,592
Cherokee,24,State Representative,11,Travis Clardy,,618,174,792
Cherokee,25,State Representative,11,Travis Clardy,,199,267,466
Cherokee,26,State Representative,11,Travis Clardy,,308,95,403
Cherokee,27,State Representative,11,Travis Clardy,,410,99,509
Cherokee,28,State Representative,11,Travis Clardy,,205,149,354
Cherokee,32,State Representative,11,Travis Clardy,,268,149,417
Cherokee,33,State Representative,11,Travis Clardy,,434,298,732
Cherokee,34,State Representative,11,Travis Clardy,,467,320,787
Cherokee,35,State Representative,11,Travis Clardy,,305,193,498
Cherokee,36,State Representative,11,Travis Clardy,,653,249,902
Cherokee,37,State Representative,11,Travis Clardy,,98,44,142
Cherokee,38,State Representative,11,Travis Clardy,,100,41,141
Cherokee,42,State Representative,11,Travis Clardy,,106,34,140
Cherokee,43,State Representative,11,Travis Clardy,,283,90,373
Cherokee,44,State Representative,11,Travis Clardy,,531,214,745
Cherokee,45,State Representative,11,Travis Clardy,,154,153,307
Cherokee,46,State Representative,11,Travis Clardy,,159,218,377
Cherokee,47,State Representative,11,Travis Clardy,,90,108,198
Cherokee,48,State Representative,11,Travis Clardy,,113,233,346
Cherokee,Total,State Representative,11,Travis Clardy,,8702,4207,12909
Cherokee,12,State Representative,11,Stephen J. Wright,,123,40,163
Cherokee,13,State Representative,11,Stephen J. Wright,,53,15,68
Cherokee,14,State Representative,11,Stephen J. Wright,,66,25,91
Cherokee,15,State Representative,11,Stephen J. Wright,,295,150,445
Cherokee,22,State Representative,11,Stephen J. Wright,,64,31,95
Cherokee,23,State Representative,11,Stephen J. Wright,,62,22,84
Cherokee,24,State Representative,11,Stephen J. Wright,,176,59,235
Cherokee,25,State Representative,11,Stephen J. Wright,,52,62,114
