county,precinct,office,district,candidate,party,absentee,early_voting,election_day,votes
Kenedy,1,Ballots Cast,,,,,,,55
Kenedy,2,Ballots Cast,,,,,,,69
Kenedy,3,Ballots Cast,,,,,,,13
Kenedy,4,Ballots Cast,,,,,,,25
Kenedy,5,Ballots Cast,,,,,,,21
Kenedy,6,Ballots Cast,,,,,,,21
Kenedy,Total,Ballots Cast,,,,,,,204
Kenedy,1,Straight Party,,,REP,0,3,5,8
Kenedy,2,Straight Party,,,REP,0,3,4,7
Kenedy,3,Straight Party,,,REP,0,0,1,1
Kenedy,4,Straight Party,,,REP,0,0,3,3
Kenedy,5,Straight Party,,,REP,0,0,2,2
Kenedy,6,Straight Party,,,REP,0,1,3,4
Kenedy,Total,Straight Party,,,REP,0,7,18,25
Kenedy,1,Straight Party,,,DEM,1,3,5,9
Kenedy,2,Straight Party,,,DEM,1,7,9,17
Kenedy,3,Straight Party,,,DEM,0,0,4,4
Kenedy,4,Straight Party,,,DEM,0,0,2,2
Kenedy,5,Straight Party,,,DEM,0,1,0,1
Kenedy,6,Straight Party,,,DEM,0,0,5,5
Kenedy,Total,Straight Party,,,DEM,2,11,25,38
Kenedy,1,Straight Party,,,LIB,0,0,0,0
Kenedy,2,Straight Party,,,LIB,0,0,0,0
Kenedy,3,Straight Party,,,LIB,0,0,0,0
Kenedy,4,Straight Party,,,LIB,0,0,0,0
Kenedy,5,Straight Party,,,LIB,0,0,0,0
Kenedy,6,Straight Party,,,LIB,0,0,0,0
Kenedy,Total,Straight Party,,,LIB,0,0,0,0
Kenedy,1,Straight Party,,,GRN,0,0,0,0
Kenedy,2,Straight Party,,,GRN,0,0,0,0
Kenedy,3,Straight Party,,,GRN,0,0,0,0
Kenedy,4,Straight Party,,,GRN,0,0,0,0
Kenedy,5,Straight Party,,,GRN,0,0,0,0
Kenedy,6,Straight Party,,,GRN,0,0,0,0
Kenedy,Total,Straight Party,,,GRN,0,0,0,0
Kenedy,1,Straight Party,,Over Votes,,0,0,0,0
Kenedy,2,Straight Party,,Over Votes,,0,0,0,0
Kenedy,3,Straight Party,,Over Votes,,0,0,0,0
Kenedy,4,Straight Party,,Over Votes,,0,0,0,0
Kenedy,5,Straight Party,,Over Votes,,0,0,0,0
Kenedy,6,Straight Party,,Over Votes,,0,0,0,0
Kenedy,Total,Straight Party,,Over Votes,,0,0,0,0
Kenedy,1,Straight Party,,Under Votes,,3,20,15,38
Kenedy,2,Straight Party,,Under Votes,,2,16,27,45
Kenedy,3,Straight Party,,Under Votes,,0,5,3,8
Kenedy,4,Straight Party,,Under Votes,,0,9,10,19
Kenedy,5,Straight Party,,Under Votes,,1,7,10,18
Kenedy,6,Straight Party,,Under Votes,,0,6,6,12
Kenedy,Total,Straight Party,,Under Votes,,6,63,71,140
Kenedy,1,President,,Donald Trump,REP,0,13,10,23
Kenedy,2,President,,Donald Trump,REP,0,12,15,27
Kenedy,3,President,,Donald Trump,REP,0,0,1,1
Kenedy,4,President,,Donald Trump,REP,0,10,10,20
Kenedy,5,President,,Donald Trump,REP,0,0,5,5
Kenedy,6,President,,Donald Trump,REP,0,3,5,8
Kenedy,Total,President,,Donald Trump,REP,0,38,46,84
Kenedy,1,President,,Hillary Clinton,DEM,3,10,14,27
Kenedy,2,President,,Hillary Clinton,DEM,3,12,17,32
Kenedy,3,President,,Hillary Clinton,DEM,0,4,7,11
Kenedy,4,President,,Hillary Clinton,DEM,0,0,4,4
Kenedy,5,President,,Hillary Clinton,DEM,1,6,7,14
Kenedy,6,President,,Hillary Clinton,DEM,0,3,8,11
Kenedy,Total,President,,Hillary Clinton,DEM,7,35,57,99
Kenedy,1,President,,Gary Johnson,LIB,0,0,1,1
Kenedy,2,President,,Gary Johnson,LIB,0,1,0,1
Kenedy,3,President,,Gary Johnson,LIB,0,0,0,0
Kenedy,4,President,,Gary Johnson,LIB,0,0,0,0
Kenedy,5,President,,Gary Johnson,LIB,0,0,0,0
Kenedy,6,President,,Gary Johnson,LIB,0,2,0,2
Kenedy,Total,President,,Gary Johnson,LIB,0,3,1,4
Kenedy,1,President,,Jill Stein,GRN,0,0,0,0
Kenedy,2,President,,Jill Stein,GRN,0,0,0,0
Kenedy,3,President,,Jill Stein,GRN,0,0,0,0
Kenedy,4,President,,Jill Stein,GRN,0,0,0,0
Kenedy,5,President,,Jill Stein,GRN,0,0,0,0
Kenedy,6,President,,Jill Stein,GRN,0,0,0,0
Kenedy,Total,President,,Jill Stein,GRN,0,0,0,0
Kenedy,1,President,,Over Votes,,0,0,0,0
Kenedy,2,President,,Over Votes,,0,0,0,0
Kenedy,3,President,,Over Votes,,0,0,0,0
Kenedy,4,President,,Over Votes,,0,0,0,0
Kenedy,5,President,,Over Votes,,0,0,0,0
Kenedy,6,President,,Over Votes,,0,0,0,0
Kenedy,Total,President,,Over Votes,,0,0,0,0
Kenedy,1,President,,Under Votes,,1,3,0,4
Kenedy,2,President,,Under Votes,,0,1,8,9
Kenedy,3,President,,Under Votes,,0,1,0,1
Kenedy,4,President,,Under Votes,,0,0,1,1
Kenedy,5,President,,Under Votes,,0,2,0,2
Kenedy,6,President,,Under Votes,,0,0,1,1
Kenedy,Total,President,,Under Votes,,1,7,10,18
Kenedy,1,U.S. House,34,Rey Gonzalez Jr.,REP,0,9,7,16
Kenedy,2,U.S. House,34,Rey Gonzalez Jr.,REP,0,7,16,23
Kenedy,3,U.S. House,34,Rey Gonzalez Jr.,REP,0,2,1,3
Kenedy,4,U.S. House,34,Rey Gonzalez Jr.,REP,0,5,8,13
Kenedy,5,U.S. House,34,Rey Gonzalez Jr.,REP,0,2,2,4
Kenedy,6,U.S. House,34,Rey Gonzalez Jr.,REP,0,3,3,6
Kenedy,Total,U.S. House,34,Rey Gonzalez Jr.,REP,0,28,37,65
Kenedy,1,U.S. House,34,Filemon B. Vela,DEM,2,9,15,26
