county,precinct,office,district,candidate,party,votes,early_voting,election_day
Atascosa,1,,,Ballots Cast,,485,358,127
Atascosa,2,,,Ballots Cast,,581,233,348
Atascosa,3,,,Ballots Cast,,764,536,228
Atascosa,4,,,Ballots Cast,,90,26,64
Atascosa,5,,,Ballots Cast,,848,490,358
Atascosa,6,,,Ballots Cast,,63,54,9
Atascosa,7,,,Ballots Cast,,799,444,355
Atascosa,8,,,Ballots Cast,,290,160,130
Atascosa,9,,,Ballots Cast,,83,34,49
Atascosa,10,,,Ballots Cast,,574,286,288
Atascosa,11,,,Ballots Cast,,42,13,29
Atascosa,12,,,Ballots Cast,,658,196,462
Atascosa,13,,,Ballots Cast,,1293,993,300
Atascosa,14,,,Ballots Cast,,216,126,90
Atascosa,15,,,Ballots Cast,,983,659,324
Atascosa,16,,,Ballots Cast,,137,99,38
Atascosa,17,,,Ballots Cast,,905,445,460
Atascosa,18,,,Ballots Cast,,834,423,411
Atascosa,19,,,Ballots Cast,,238,182,56
Atascosa,20,,,Ballots Cast,,2196,1745,451
Atascosa,21,,,Ballots Cast,,153,80,73
Atascosa,22,,,Ballots Cast,,447,269,178
Atascosa,23,,,Ballots Cast,,352,189,163
Atascosa,24,,,Ballots Cast,,826,296,530
Atascosa,Total,,,Ballots Cast,,13857,8336,5521
Atascosa,1,,,Registered Voters,,788,,
Atascosa,2,,,Registered Voters,,1265,,
Atascosa,3,,,Registered Voters,,1599,,
Atascosa,4,,,Registered Voters,,154,,
Atascosa,5,,,Registered Voters,,1810,,
Atascosa,6,,,Registered Voters,,86,,
Atascosa,7,,,Registered Voters,,1641,,
Atascosa,8,,,Registered Voters,,495,,
Atascosa,9,,,Registered Voters,,109,,
Atascosa,10,,,Registered Voters,,1061,,
Atascosa,11,,,Registered Voters,,52,,
Atascosa,12,,,Registered Voters,,1259,,
Atascosa,13,,,Registered Voters,,2333,,
Atascosa,14,,,Registered Voters,,409,,
Atascosa,15,,,Registered Voters,,2006,,
Atascosa,16,,,Registered Voters,,225,,
Atascosa,17,,,Registered Voters,,2190,,
Atascosa,18,,,Registered Voters,,1576,,
Atascosa,19,,,Registered Voters,,468,,
Atascosa,20,,,Registered Voters,,3267,,
Atascosa,21,,,Registered Voters,,219,,
Atascosa,22,,,Registered Voters,,652,,
Atascosa,23,,,Registered Voters,,729,,
Atascosa,24,,,Registered Voters,,1370,,
Atascosa,Total,,,Registered Voters,,25763,,
