county,precinct,office,district,party,candidate,early_voting,election_day,votes
Burleson,113,President,,DEM,Keith Judd,0,0,0
Burleson,113,President,,DEM,Willie L. Wilson,0,0,0
Burleson,113,President,,DEM,Star Locke,0,0,0
Burleson,113,President,,DEM,Martin J. O'Malley,0,0,0
Burleson,113,President,,DEM,Calvis L. Hawes,0,0,0
Burleson,113,President,,DEM,Bernie Sanders,0,2,2
Burleson,113,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0
Burleson,113,President,,DEM,Hillary Clinton,9,13,22
Burleson,113,U.S. House,17,DEM,William Matta,8,11,19
Burleson,113,Railroad Commissioner,,DEM,Lon Burnam,1,2,3
Burleson,113,Railroad Commissioner,,DEM,Cody Garrett,2,6,8
Burleson,113,Railroad Commissioner,,DEM,Grady Yarbrough,4,4,8
Burleson,113,State Representative,13,DEM,Cecil R. Webster,7,11,18
Burleson,114,President,,DEM,Keith Judd,0,0,0
Burleson,114,President,,DEM,Willie L. Wilson,1,0,1
Burleson,114,President,,DEM,Star Locke,0,0,0
Burleson,114,President,,DEM,Martin J. O'Malley,0,0,0
Burleson,114,President,,DEM,Calvis L. Hawes,0,0,0
Burleson,114,President,,DEM,Bernie Sanders,7,15,22
Burleson,114,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0
Burleson,114,President,,DEM,Hillary Clinton,29,34,63
Burleson,114,U.S. House,17,DEM,William Matta,27,38,65
Burleson,114,Railroad Commissioner,,DEM,Lon Burnam,7,6,13
Burleson,114,Railroad Commissioner,,DEM,Cody Garrett,10,17,27
Burleson,114,Railroad Commissioner,,DEM,Grady Yarbrough,12,16,28
Burleson,114,State Representative,13,DEM,Cecil R. Webster,26,37,63
Burleson,204,President,,DEM,Keith Judd,0,0,0
Burleson,204,President,,DEM,Willie L. Wilson,0,0,0
Burleson,204,President,,DEM,Star Locke,0,0,0
Burleson,204,President,,DEM,Martin J. O'Malley,0,0,0
Burleson,204,President,,DEM,Calvis L. Hawes,0,0,0
Burleson,204,President,,DEM,Bernie Sanders,8,1,9
Burleson,204,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0
Burleson,204,President,,DEM,Hillary Clinton,9,4,13
Burleson,204,U.S. House,17,DEM,William Matta,12,4,16
Burleson,204,Railroad Commissioner,,DEM,Lon Burnam,1,0,1
Burleson,204,Railroad Commissioner,,DEM,Cody Garrett,5,2,7
Burleson,204,Railroad Commissioner,,DEM,Grady Yarbrough,6,2,8
Burleson,204,State Representative,13,DEM,Cecil R. Webster,9,3,12
Burleson,203,President,,DEM,Keith Judd,0,0,0
Burleson,203,President,,DEM,Willie L. Wilson,0,0,0
Burleson,203,President,,DEM,Star Locke,0,0,0
Burleson,203,President,,DEM,Martin J. O'Malley,0,0,0
Burleson,203,President,,DEM,Calvis L. Hawes,0,0,0
Burleson,203,President,,DEM,Bernie Sanders,4,1,5
Burleson,203,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0
Burleson,203,President,,DEM,Hillary Clinton,7,10,17
Burleson,203,U.S. House,17,DEM,William Matta,7,8,15
Burleson,203,Railroad Commissioner,,DEM,Lon Burnam,1,1,2
Burleson,203,Railroad Commissioner,,DEM,Cody Garrett,5,1,6
Burleson,203,Railroad Commissioner,,DEM,Grady Yarbrough,4,3,7
Burleson,203,State Representative,13,DEM,Cecil R. Webster,8,7,15
Burleson,207,President,,DEM,Keith Judd,0,0,0
Burleson,207,President,,DEM,Willie L. Wilson,0,0,0
Burleson,207,President,,DEM,Star Locke,0,0,0
Burleson,207,President,,DEM,Martin J. O'Malley,0,0,0
Burleson,207,President,,DEM,Calvis L. Hawes,0,0,0
Burleson,207,President,,DEM,Bernie Sanders,0,9,9
Burleson,207,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0
Burleson,207,President,,DEM,Hillary Clinton,6,29,35
Burleson,207,U.S. House,17,DEM,William Matta,4,21,25
Burleson,207,Railroad Commissioner,,DEM,Lon Burnam,3,6,9
Burleson,207,Railroad Commissioner,,DEM,Cody Garrett,1,10,11
Burleson,207,Railroad Commissioner,,DEM,Grady Yarbrough,1,10,11
Burleson,207,State Representative,13,DEM,Cecil R. Webster,5,27,32
Burleson,211,President,,DEM,Keith Judd,0,0,0
Burleson,211,President,,DEM,Willie L. Wilson,0,0,0
Burleson,211,President,,DEM,Star Locke,0,0,0
Burleson,211,President,,DEM,Martin J. O'Malley,0,1,1
Burleson,211,President,,DEM,Calvis L. Hawes,0,0,0
Burleson,211,President,,DEM,Bernie Sanders,2,8,10
Burleson,211,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0
Burleson,211,President,,DEM,Hillary Clinton,12,24,36
Burleson,211,U.S. House,17,DEM,William Matta,11,19,30
Burleson,211,Railroad Commissioner,,DEM,Lon Burnam,6,4,10
Burleson,211,Railroad Commissioner,,DEM,Cody Garrett,3,7,10
Burleson,211,Railroad Commissioner,,DEM,Grady Yarbrough,3,12,15
Burleson,211,State Representative,13,DEM,Cecil R. Webster,8,22,30
