county,precinct,office,district,party,candidate,early_votes,election_day,votes
Jackson,8,U.S. House,27,Democratic,Raul (Roy) Barrera,13,39,52
Jackson,9,U.S. House,27,Democratic,Raul (Roy) Barrera,17,36,53
Jackson,Total,U.S. House,27,Democratic,Raul (Roy) Barrera,509,884,1393
Jackson,1,U.S. House,27,,Under Votes,38,61,99
Jackson,2,U.S. House,27,,Under Votes,591,52,643
Jackson,3,U.S. House,27,,Under Votes,38,52,90
Jackson,4,U.S. House,27,,Under Votes,6,10,16
Jackson,5,U.S. House,27,,Under Votes,4,11,15
Jackson,6,U.S. House,27,,Under Votes,11,18,29
Jackson,7,U.S. House,27,,Under Votes,23,3,26
Jackson,8,U.S. House,27,,Under Votes,7,18,25
Jackson,9,U.S. House,27,,Under Votes,10,15,25
Jackson,Total,U.S. House,27,,Under Votes,728,240,968
Jackson,1,Railroad Commissioner,,Republican,Wayne Christian,528,737,1265
Jackson,2,Railroad Commissioner,,Republican,Wayne Christian,608,1023,1631
Jackson,3,Railroad Commissioner,,Republican,Wayne Christian,720,862,1582
Jackson,4,Railroad Commissioner,,Republican,Wayne Christian,73,175,248
Jackson,5,Railroad Commissioner,,Republican,Wayne Christian,123,279,402
Jackson,6,Railroad Commissioner,,Republican,Wayne Christian,167,251,418
Jackson,7,Railroad Commissioner,,Republican,Wayne Christian,21,54,75
Jackson,8,Railroad Commissioner,,Republican,Wayne Christian,112,264,376
Jackson,9,Railroad Commissioner,,Republican,Wayne Christian,109,288,397
Jackson,Total,Railroad Commissioner,,Republican,Wayne Christian,2461,3933,6394
Jackson,1,Railroad Commissioner,,Democratic,Grady Yarbrough,182,290,472
Jackson,2,Railroad Commissioner,,Democratic,Grady Yarbrough,97,182,279
Jackson,3,Railroad Commissioner,,Democratic,Grady Yarbrough,119,166,285
Jackson,4,Railroad Commissioner,,Democratic,Grady Yarbrough,11,40,51
Jackson,5,Railroad Commissioner,,Democratic,Grady Yarbrough,31,60,91
Jackson,6,Railroad Commissioner,,Democratic,Grady Yarbrough,52,90,142
Jackson,7,Railroad Commissioner,,Democratic,Grady Yarbrough,3,9,12
Jackson,8,Railroad Commissioner,,Democratic,Grady Yarbrough,14,40,54
Jackson,9,Railroad Commissioner,,Democratic,Grady Yarbrough,4,39,43
Jackson,Total,Railroad Commissioner,,Democratic,Grady Yarbrough,513,916,1429
Jackson,1,Railroad Commissioner,,Libertarian,Mark Miller,18,25,43
Jackson,2,Railroad Commissioner,,Libertarian,Mark Miller,13,30,43
Jackson,3,Railroad Commissioner,,Libertarian,Mark Miller,14,22,36
Jackson,4,Railroad Commissioner,,Libertarian,Mark Miller,5,8,13
Jackson,5,Railroad Commissioner,,Libertarian,Mark Miller,3,9,12
Jackson,6,Railroad Commissioner,,Libertarian,Mark Miller,11,15,26
Jackson,7,Railroad Commissioner,,Libertarian,Mark Miller,0,1,1
Jackson,8,Railroad Commissioner,,Libertarian,Mark Miller,5,12,17
Jackson,9,Railroad Commissioner,,Libertarian,Mark Miller,10,16,26
Jackson,Total,Railroad Commissioner,,Libertarian,Mark Miller,79,138,217
Jackson,1,Railroad Commissioner,,Green,Martina Salinas,15,22,37
Jackson,2,Railroad Commissioner,,Green,Martina Salinas,9,15,24
Jackson,3,Railroad Commissioner,,Green,Martina Salinas,10,14,24
Jackson,4,Railroad Commissioner,,Green,Martina Salinas,1,1,2
Jackson,5,Railroad Commissioner,,Green,Martina Salinas,1,1,2
Jackson,6,Railroad Commissioner,,Green,Martina Salinas,7,9,16
Jackson,7,Railroad Commissioner,,Green,Martina Salinas,0,2,2
Jackson,8,Railroad Commissioner,,Green,Martina Salinas,3,10,13
Jackson,9,Railroad Commissioner,,Green,Martina Salinas,2,4,6
Jackson,Total,Railroad Commissioner,,Green,Martina Salinas,48,78,126
Jackson,1,Railroad Commissioner,,,Under Votes,45,72,117
Jackson,2,Railroad Commissioner,,,Under Votes,36,55,91
Jackson,3,Railroad Commissioner,,,Under Votes,52,69,121
Jackson,4,Railroad Commissioner,,,Under Votes,7,9,16
Jackson,5,Railroad Commissioner,,,Under Votes,8,15,23
Jackson,6,Railroad Commissioner,,,Under Votes,15,21,36
Jackson,7,Railroad Commissioner,,,Under Votes,14,3,17
Jackson,8,Railroad Commissioner,,,Under Votes,7,19,26
Jackson,9,Railroad Commissioner,,,Under Votes,18,16,34
Jackson,Total,Railroad Commissioner,,,Under Votes,202,279,481
Jackson,1,State Senate,18,Republican,Lois W. Kolkhorst,575,816,1391
Jackson,2,State Senate,18,Republican,Lois W. Kolkhorst,640,1083,1723
Jackson,3,State Senate,18,Republican,Lois W. Kolkhorst,775,938,1713
Jackson,4,State Senate,18,Republican,Lois W. Kolkhorst,78,185,263
Jackson,5,State Senate,18,Republican,Lois W. Kolkhorst,131,293,424
Jackson,6,State Senate,18,Republican,Lois W. Kolkhorst,191,285,476
Jackson,7,State Senate,18,Republican,Lois W. Kolkhorst,21,55,76
Jackson,8,State Senate,18,Republican,Lois W. Kolkhorst,117,281,398
Jackson,9,State Senate,18,Republican,Lois W. Kolkhorst,114,306,420
Jackson,Total,State Senate,18,Republican,Lois W. Kolkhorst,2642,4242,6884
Jackson,1,State Senate,18,Libertarian,Kathie L. Stone,61,93,154
Jackson,2,State Senate,18,Libertarian,Kathie L. Stone,35,70,105
Jackson,3,State Senate,18,Libertarian,Kathie L. Stone,44,68,112
Jackson,4,State Senate,18,Libertarian,Kathie L. Stone,7,12,19
Jackson,5,State Senate,18,Libertarian,Kathie L. Stone,6,20,26
Jackson,6,State Senate,18,Libertarian,Kathie L. Stone,25,42,67
Jackson,7,State Senate,18,Libertarian,Kathie L. Stone,2,7,9
Jackson,8,State Senate,18,Libertarian,Kathie L. Stone,8,25,33
Jackson,9,State Senate,18,Libertarian,Kathie L. Stone,8,16,24
Jackson,Total,State Senate,18,Libertarian,Kathie L. Stone,196,353,549
Jackson,1,State Senate,18,,Under Votes,152,237,389
Jackson,2,State Senate,18,,Under Votes,88,152,240
Jackson,3,State Senate,18,,Under Votes,96,127,223
Jackson,4,State Senate,18,,Under Votes,12,36,48
Jackson,5,State Senate,18,,Under Votes,29,51,80
Jackson,6,State Senate,18,,Under Votes,36,59,95
Jackson,7,State Senate,18,,Under Votes,1,7,8
Jackson,8,State Senate,18,,Under Votes,16,39,55
Jackson,9,State Senate,18,,Under Votes,21,41,62
Jackson,Total,State Senate,18,,Under Votes,451,749,1200
Jackson,1,State Representative,85,Republican,Phil Stephenson,563,785,1348
Jackson,2,State Representative,85,Republican,Phil Stephenson,627,1137,1764
Jackson,3,State Representative,85,Republican,Phil Stephenson,757,840,1597
Jackson,4,State Representative,85,Republican,Phil Stephenson,80,184,264
Jackson,5,State Representative,85,Republican,Phil Stephenson,130,295,425
Jackson,6,State Representative,85,Republican,Phil Stephenson,183,282,465
Jackson,7,State Representative,85,Republican,Phil Stephenson,20,55,75
Jackson,8,State Representative,85,Republican,Phil Stephenson,117,279,396
Jackson,9,State Representative,85,Republican,Phil Stephenson,117,308,425
Jackson,Total,State Representative,85,Republican,Phil Stephenson,2594,4165,6759
Jackson,1,State Representative,85,Democratic,John Davis,176,287,463
Jackson,2,State Representative,85,Democratic,John Davis,95,179,274
Jackson,3,State Representative,85,Democratic,John Davis,113,157,270
Jackson,4,State Representative,85,Democratic,John Davis,11,39,50
Jackson,5,State Representative,85,Democratic,John Davis,25,49,74
Jackson,6,State Representative,85,Democratic,John Davis,54,90,144
Jackson,7,State Representative,85,Democratic,John Davis,4,10,14
Jackson,8,State Representative,85,Democratic,John Davis,18,50,68
Jackson,9,State Representative,85,Democratic,John Davis,14,34,48
Jackson,Total,State Representative,85,Democratic,John Davis,510,895,1405
Jackson,1,State Representative,85,,Under Votes,49,74,123
Jackson,2,State Representative,85,,Under Votes,41,-11,30
Jackson,3,State Representative,85,,Under Votes,45,136,181
Jackson,4,State Representative,85,,Under Votes,6,10,16
Jackson,5,State Representative,85,,Under Votes,11,20,31
Jackson,6,State Representative,85,,Under Votes,15,14,29
Jackson,7,State Representative,85,,Under Votes,0,4,4
Jackson,8,State Representative,85,,Under Votes,6,16,22
Jackson,9,State Representative,85,,Under Votes,12,21,33
Jackson,Total,State Representative,85,,Under Votes,185,284,469
