county,precinct,office,district,candidate,party,votes,early_voting,election_day
Fayette,1 East La Grange,Registered Voters,,,,907,,
Fayette,1 North La Grange,Registered Voters,,,,2198,,
Fayette,1 West La Grange,Registered Voters,,,,719,,
Fayette,2 Rutersville,Registered Voters,,,,172,,
Fayette,3 Ellinger,Registered Voters,,,,417,,
Fayette,4 Fayetteville,Registered Voters,,,,744,,
Fayette,5 Willow Springs,Registered Voters,,,,233,,
Fayette,6 Warrenton,Registered Voters,,,,460,,
Fayette,7 Round Top,Registered Voters,,,,567,,
Fayette,8 Carmine,Registered Voters,,,,393,,
Fayette,9 Nechanitz,Registered Voters,,,,260,,
Fayette,10 Warda,Registered Voters,,,,570,,
Fayette,11 Winchester,Registered Voters,,,,414,,
Fayette,12 Plum,Registered Voters,,,,425,,
Fayette,13 West Point,Registered Voters,,,,651,,
Fayette,14 Muldoon,Registered Voters,,,,215,,
Fayette,15 Cistern,Registered Voters,,,,336,,
Fayette,16 Flatonia,Registered Voters,,,,1059,,
Fayette,17 Praha,Registered Voters,,,,413,,
Fayette,20 Hostyn,Registered Voters,,,,706,,
Fayette,21 Swiss Alp,Registered Voters,,,,237,,
Fayette,22 Ammannsville,Registered Voters,,,,166,,
Fayette,23 Holman,Registered Voters,,,,233,,
Fayette,24 Dubina,Registered Voters,,,,237,,
Fayette,25 Schulenburg,Registered Voters,,,,2553,,
Fayette,26 Mullins Prairie,Registered Voters,,,,534,,
Fayette,Total,Registered Voters,,,,15819,,
Fayette,1 East La Grange,Ballots Cast,,,,599,428,171
Fayette,1 North La Grange,Ballots Cast,,,,1439,"1,052",387
Fayette,1 West La Grange,Ballots Cast,,,,515,358,157
Fayette,2 Rutersville,Ballots Cast,,,,122,59,63
Fayette,3 Ellinger,Ballots Cast,,,,284,139,145
Fayette,4 Fayetteville,Ballots Cast,,,,561,271,290
Fayette,5 Willow Springs,Ballots Cast,,,,189,81,108
Fayette,6 Warrenton,Ballots Cast,,,,334,159,175
Fayette,7 Round Top,Ballots Cast,,,,439,195,244
Fayette,8 Carmine,Ballots Cast,,,,267,99,168
Fayette,9 Nechanitz,Ballots Cast,,,,189,100,89
Fayette,10 Warda,Ballots Cast,,,,411,248,163
Fayette,11 Winchester,Ballots Cast,,,,312,162,150
Fayette,12 Plum,Ballots Cast,,,,272,145,127
Fayette,13 West Point,Ballots Cast,,,,438,294,144
Fayette,14 Muldoon,Ballots Cast,,,,165,104,61
Fayette,15 Cistern,Ballots Cast,,,,230,101,129
Fayette,16 Flatonia,Ballots Cast,,,,995,375,620
Fayette,17 Praha,Ballots Cast,,,,304,101,203
Fayette,20 Hostyn,Ballots Cast,,,,534,368,166
Fayette,21 Swiss Alp,Ballots Cast,,,,186,101,85
Fayette,22 Ammannsville,Ballots Cast,,,,124,62,62
Fayette,23 Holman,Ballots Cast,,,,183,68,115
Fayette,24 Dubina,Ballots Cast,,,,187,60,127
Fayette,25 Schulenburg,Ballots Cast,,,,1615,695,920
Fayette,26 Mullins Prairie,Ballots Cast,,,,382,270,112
Fayette,Total,Ballots Cast,,,,11276,6095,5181
Fayette,1 East La Grange,Straight Party,,,REP,237,190,47
Fayette,1 North La Grange,Straight Party,,,REP,503,379,124
Fayette,1 West La Grange,Straight Party,,,REP,197,152,45
Fayette,2 Rutersville,Straight Party,,,REP,38,21,17
Fayette,3 Ellinger,Straight Party,,,REP,116,65,51
Fayette,4 Fayetteville,Straight Party,,,REP,217,106,111
Fayette,5 Willow Springs,Straight Party,,,REP,79,39,40
Fayette,6 Warrenton,Straight Party,,,REP,122,55,67
Fayette,7 Round Top,Straight Party,,,REP,179,81,98
Fayette,8 Carmine,Straight Party,,,REP,106,39,67
Fayette,9 Nechanitz,Straight Party,,,REP,72,48,24
Fayette,10 Warda,Straight Party,,,REP,165,100,65
Fayette,11 Winchester,Straight Party,,,REP,119,60,59
Fayette,12 Plum,Straight Party,,,REP,84,46,38
Fayette,13 West Point,Straight Party,,,REP,179,129,50
Fayette,14 Muldoon,Straight Party,,,REP,77,55,22
Fayette,15 Cistern,Straight Party,,,REP,82,46,36
Fayette,16 Flatonia,Straight Party,,,REP,396,169,227
Fayette,17 Praha,Straight Party,,,REP,128,48,80
Fayette,20 Hostyn,Straight Party,,,REP,205,152,53
Fayette,21 Swiss Alp,Straight Party,,,REP,68,42,26
Fayette,22 Ammannsville,Straight Party,,,REP,40,23,17
Fayette,23 Holman,Straight Party,,,REP,74,36,38
Fayette,24 Dubina,Straight Party,,,REP,73,32,41
