county,precinct,office,district,party,candidate,absentee_votes,early_votes,election_day,votes
Harrison,21,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,20,98,29,147
Harrison,21,"Justice, Supreme Court, Place 5",,,Tom Oxford,0,2,4,6
Harrison,21,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,0,1,1,2
Harrison,21,"Justice, Supreme Court, Place 9",,,Eva Guzman,14,212,97,323
Harrison,21,"Justice, Supreme Court, Place 9",,,Savannah Robinson,20,101,27,148
Harrison,21,"Justice, Supreme Court, Place 9",,,Don Fulton,0,8,5,13
Harrison,21,"Justice, Supreme Court, Place 9",,,Jim Chisholm,0,1,2,3
Harrison,21,"Judge, Court of Criminal Appeals, Place 2",,,Mary Lou Keel,14,211,99,324
Harrison,21,"Judge, Court of Criminal Appeals, Place 2",,,"Lawrence ""Larry"" Meyers",19,97,27,143
Harrison,21,"Judge, Court of Criminal Appeals, Place 2",,,Mark Ash,0,10,3,13
Harrison,21,"Judge, Court of Criminal Appeals, Place 2",,,Adam King Blackwell Reposa,1,1,1,3
Harrison,21,"Judge, Court of Criminal Appeals, Place 5",,,Scott Walker,14,213,98,325
Harrison,21,"Judge, Court of Criminal Appeals, Place 5",,,Betsy Johnson,19,104,26,149
Harrison,21,"Judge, Court of Criminal Appeals, Place 5",,,"William Bryan Strange, III",1,4,4,9
Harrison,21,"Judge, Court of Criminal Appeals, Place 5",,,Judith Sanders-Castro,0,2,2,4
Harrison,21,"Judge, Court of Criminal Appeals, Place 6",,,Michael E. Keasler,14,215,99,328
Harrison,21,"Judge, Court of Criminal Appeals, Place 6",,,Robert Burns,20,102,26,148
Harrison,21,"Judge, Court of Criminal Appeals, Place 6",,,Mark W. Bennett,0,5,5,10
Harrison,21,"Member, State Board of Education, District 9",,,Keven M. Ellis,14,212,99,325
Harrison,21,"Member, State Board of Education, District 9",,,Amanda M. Rudolph,20,104,28,152
Harrison,21,"Member, State Board of Education, District 9",,,Anastasia Wilford,0,6,5,11
Harrison,21,State Senate,1,Republican,Bryan Hughes,17,235,108,360
Harrison,21,State Representative,9,Republican,Chris Paddie,17,242,111,370
Harrison,21,"Chief Justice, 6th Court of Appeals District",,,Josh Morriss,17,233,106,356
Harrison,21,"District Judge, 71st Judicial District",,,Brad Morin,17,240,108,365
Harrison,21,Sheriff,,,Tom McCool,17,245,110,372
Harrison,21,Tax Assessor-Collector,,,Veronica King,20,250,111,381
Harrison,21,"County Commissioner, Precinct No. 1",,,William D. Hatfield,18,233,103,354
Harrison,21,"Constable, Precinct No. 1",,,John C. Hickey Jr,17,223,103,343
Harrison,22,Straight Party,,,Republican Party,27,178,38,243
Harrison,22,Straight Party,,,Democratic Party,43,248,88,379
Harrison,22,Straight Party,,,Libertarian Party,0,1,1,2
Harrison,22,Straight Party,,,Green Party,0,1,0,1
Harrison,22,President and Vice President,,Republican,Donald J. Trump / Mike Pence,45,321,71,437
Harrison,22,President and Vice President,,Democratic,Hillary Clinton / Tim Kaine,56,407,141,604
Harrison,22,President and Vice President,,Libertarian,Gary Johnson / William Weld,0,12,5,17
Harrison,22,President and Vice President,,Green,Jill Stein / Ajamu Baraka,0,2,0,2
Harrison,22,President and Vice President,,,Darrell L. Castle / Scott N. Bradley (W),0,0,0,0
Harrison,22,President and Vice President,,,Scott Cubbler / Michael Rodriguez (W),0,0,0,0
Harrison,22,President and Vice President,,,Cherunda Fox / Roger Kushner (W),0,0,0,0
Harrison,22,President and Vice President,,,Tom Hoefling / Steve Schulin (W),0,0,0,0
Harrison,22,President and Vice President,,,Laurence Kotlikoff / Edward Leamer (W),0,0,0,0
Harrison,22,President and Vice President,,,Jonathan Lee / Jeffrey Erskine (W),0,0,0,0
Harrison,22,President and Vice President,,,Michael A. Maturen / Juan A. Munoz (W),0,0,0,0
Harrison,22,President and Vice President,,,Evan McMullin / Nathan Johnson (W),0,0,2,2
Harrison,22,President and Vice President,,,Monica Moorehead / Lamon Lilly (W),0,0,0,0
Harrison,22,President and Vice President,,,Robert Morrow / Todd Sanders (W),0,0,0,0
Harrison,22,President and Vice President,,,Emidio Soltysik / Angela Walker (W),0,0,0,0
Harrison,22,President and Vice President,,,Dale Steffes / Paul E. Case (W),0,0,0,0
Harrison,22,President and Vice President,,,Tony Valdivia / Aaron Barriere (W),0,0,0,0
Harrison,22,U.S. House,1,Republican,Louie Gohmert,46,326,74,446
Harrison,22,U.S. House,1,Democratic,Shirley J. McKellar,51,388,130,569
Harrison,22,U.S. House,1,Libertarian,Phil Gray,0,15,6,21
Harrison,22,U.S. House,1,,Renee Culler (W),0,0,0,0
Harrison,22,Railroad Commissioner,,Republican,Wayne Christian,38,312,63,413
Harrison,22,Railroad Commissioner,,Democratic,Grady Yarbrough,54,372,130,556
Harrison,22,Railroad Commissioner,,Libertarian,Mark Miller,0,20,9,29
Harrison,22,Railroad Commissioner,,Green,Martina Salinas,0,18,8,26
Harrison,22,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,38,310,70,418
Harrison,22,"Justice, Supreme Court, Place 3",,,Mike Westergren,53,378,128,559
Harrison,22,"Justice, Supreme Court, Place 3",,,Kathie Glass,1,19,8,28
Harrison,22,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,0,12,5,17
Harrison,22,"Justice, Supreme Court, Place 5",,,Paul Green,40,311,66,417
Harrison,22,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,51,382,132,565
Harrison,22,"Justice, Supreme Court, Place 5",,,Tom Oxford,1,19,7,27
Harrison,22,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,1,6,5,12
Harrison,22,"Justice, Supreme Court, Place 9",,,Eva Guzman,40,304,65,409
Harrison,22,"Justice, Supreme Court, Place 9",,,Savannah Robinson,51,385,135,571
Harrison,22,"Justice, Supreme Court, Place 9",,,Don Fulton,2,15,5,22
Harrison,22,"Justice, Supreme Court, Place 9",,,Jim Chisholm,1,10,3,14
Harrison,22,"Judge, Court of Criminal Appeals, Place 2",,,Mary Lou Keel,37,318,73,428
Harrison,22,"Judge, Court of Criminal Appeals, Place 2",,,"Lawrence ""Larry"" Meyers",52,373,133,558
Harrison,22,"Judge, Court of Criminal Appeals, Place 2",,,Mark Ash,2,19,3,24
Harrison,22,"Judge, Court of Criminal Appeals, Place 2",,,Adam King Blackwell Reposa,1,8,1,10
Harrison,22,"Judge, Court of Criminal Appeals, Place 5",,,Scott Walker,39,307,67,413
Harrison,22,"Judge, Court of Criminal Appeals, Place 5",,,Betsy Johnson,54,382,134,570
Harrison,22,"Judge, Court of Criminal Appeals, Place 5",,,"William Bryan Strange, III",0,20,5,25
Harrison,22,"Judge, Court of Criminal Appeals, Place 5",,,Judith Sanders-Castro,0,10,4,14
Harrison,22,"Judge, Court of Criminal Appeals, Place 6",,,Michael E. Keasler,38,311,66,415
Harrison,22,"Judge, Court of Criminal Appeals, Place 6",,,Robert Burns,52,388,136,576
Harrison,22,"Judge, Court of Criminal Appeals, Place 6",,,Mark W. Bennett,1,20,8,29
Harrison,22,"Member, State Board of Education, District 9",,,Keven M. Ellis,39,302,63,404
Harrison,22,"Member, State Board of Education, District 9",,,Amanda M. Rudolph,55,397,136,588
Harrison,22,"Member, State Board of Education, District 9",,,Anastasia Wilford,1,20,10,31
Harrison,22,State Senate,1,Republican,Bryan Hughes,52,408,106,566
Harrison,22,State Representative,9,Republican,Chris Paddie,51,419,105,575
Harrison,22,"Chief Justice, 6th Court of Appeals District",,,Josh Morriss,47,393,104,544
Harrison,22,"District Judge, 71st Judicial District",,,Brad Morin,53,429,106,588
Harrison,22,Sheriff,,,Tom McCool,56,430,113,599
Harrison,22,Tax Assessor-Collector,,,Veronica King,54,437,114,605
Harrison,22,"Constable, Precinct No. 2",,,Brant Moore,65,488,167,720
Harrison,23,Straight Party,,,Republican Party,7,135,59,201
Harrison,23,Straight Party,,,Democratic Party,2,8,1,11
Harrison,23,Straight Party,,,Libertarian Party,0,0,0,0
Harrison,23,Straight Party,,,Green Party,0,0,0,0
Harrison,23,President and Vice President,,Republican,Donald J. Trump / Mike Pence,10,202,106,318
Harrison,23,President and Vice President,,Democratic,Hillary Clinton / Tim Kaine,3,12,4,19
Harrison,23,President and Vice President,,Libertarian,Gary Johnson / William Weld,0,0,1,1
Harrison,23,President and Vice President,,Green,Jill Stein / Ajamu Baraka,0,0,0,0
Harrison,23,President and Vice President,,,Darrell L. Castle / Scott N. Bradley (W),0,0,0,0
Harrison,23,President and Vice President,,,Scott Cubbler / Michael Rodriguez (W),0,0,0,0
Harrison,23,President and Vice President,,,Cherunda Fox / Roger Kushner (W),0,0,0,0
Harrison,23,President and Vice President,,,Tom Hoefling / Steve Schulin (W),0,0,0,0
Harrison,23,President and Vice President,,,Laurence Kotlikoff / Edward Leamer (W),0,0,0,0
Harrison,23,President and Vice President,,,Jonathan Lee / Jeffrey Erskine (W),0,0,0,0
Harrison,23,President and Vice President,,,Michael A. Maturen / Juan A. Munoz (W),0,0,0,0
Harrison,23,President and Vice President,,,Evan McMullin / Nathan Johnson (W),0,0,0,0
Harrison,23,President and Vice President,,,Monica Moorehead / Lamon Lilly (W),0,0,0,0
Harrison,23,President and Vice President,,,Robert Morrow / Todd Sanders (W),0,0,0,0
Harrison,23,President and Vice President,,,Emidio Soltysik / Angela Walker (W),0,0,0,0
Harrison,23,President and Vice President,,,Dale Steffes / Paul E. Case (W),0,0,0,0
Harrison,23,President and Vice President,,,Tony Valdivia / Aaron Barriere (W),0,0,0,0
Harrison,23,U.S. House,1,Republican,Louie Gohmert,12,203,107,322
Harrison,23,U.S. House,1,Democratic,Shirley J. McKellar,2,11,1,14
Harrison,23,U.S. House,1,Libertarian,Phil Gray,0,0,3,3
Harrison,23,U.S. House,1,,Renee Culler (W),0,0,0,0
Harrison,23,Railroad Commissioner,,Republican,Wayne Christian,12,198,102,312
Harrison,23,Railroad Commissioner,,Democratic,Grady Yarbrough,2,14,4,20
Harrison,23,Railroad Commissioner,,Libertarian,Mark Miller,0,1,3,4
Harrison,23,Railroad Commissioner,,Green,Martina Salinas,0,0,0,0
Harrison,23,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,12,200,100,312
Harrison,23,"Justice, Supreme Court, Place 3",,,Mike Westergren,2,12,3,17
Harrison,23,"Justice, Supreme Court, Place 3",,,Kathie Glass,0,2,5,7
Harrison,23,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,0,0,2,2
Harrison,23,"Justice, Supreme Court, Place 5",,,Paul Green,12,199,104,315
Harrison,23,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,2,13,2,17
Harrison,23,"Justice, Supreme Court, Place 5",,,Tom Oxford,0,0,3,3
Harrison,23,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,0,0,0,0
Harrison,23,"Justice, Supreme Court, Place 9",,,Eva Guzman,12,196,101,309
Harrison,23,"Justice, Supreme Court, Place 9",,,Savannah Robinson,2,13,3,18
Harrison,23,"Justice, Supreme Court, Place 9",,,Don Fulton,0,1,5,6
Harrison,23,"Justice, Supreme Court, Place 9",,,Jim Chisholm,0,1,1,2
Harrison,23,"Judge, Court of Criminal Appeals, Place 2",,,Mary Lou Keel,12,199,102,313
Harrison,23,"Judge, Court of Criminal Appeals, Place 2",,,"Lawrence ""Larry"" Meyers",2,11,2,15
Harrison,23,"Judge, Court of Criminal Appeals, Place 2",,,Mark Ash,0,3,5,8
Harrison,23,"Judge, Court of Criminal Appeals, Place 2",,,Adam King Blackwell Reposa,0,0,0,0
Harrison,23,"Judge, Court of Criminal Appeals, Place 5",,,Scott Walker,12,198,102,312
Harrison,23,"Judge, Court of Criminal Appeals, Place 5",,,Betsy Johnson,2,14,3,19
Harrison,23,"Judge, Court of Criminal Appeals, Place 5",,,"William Bryan Strange, III",0,1,4,5
Harrison,23,"Judge, Court of Criminal Appeals, Place 5",,,Judith Sanders-Castro,0,0,0,0
Harrison,23,"Judge, Court of Criminal Appeals, Place 6",,,Michael E. Keasler,12,199,100,311
Harrison,23,"Judge, Court of Criminal Appeals, Place 6",,,Robert Burns,2,14,3,19
Harrison,23,"Judge, Court of Criminal Appeals, Place 6",,,Mark W. Bennett,0,0,5,5
Harrison,23,"Member, State Board of Education, District 9",,,Keven M. Ellis,12,194,98,304
Harrison,23,"Member, State Board of Education, District 9",,,Amanda M. Rudolph,2,14,3,19
Harrison,23,"Member, State Board of Education, District 9",,,Anastasia Wilford,0,3,5,8
Harrison,23,State Senate,1,Republican,Bryan Hughes,12,198,106,316
Harrison,23,State Representative,9,Republican,Chris Paddie,12,202,102,316
Harrison,23,"Chief Justice, 6th Court of Appeals District",,,Josh Morriss,12,202,102,316
Harrison,23,"District Judge, 71st Judicial District",,,Brad Morin,12,200,102,314
Harrison,23,Sheriff,,,Tom McCool,12,200,104,316
Harrison,23,Tax Assessor-Collector,,,Veronica King,12,202,102,316
Harrison,23,"Justice of the Peace, Precinct No. 4 - Unexpired Term",,,Nancy Schnorbus George,13,198,100,311
Harrison,23,"Constable, Precinct No. 4",,,Darryl Griffin,12,198,104,314
Harrison,23,"Trustee, Place 1 Harleton",,,Charlie Mangham,0,9,11,20
Harrison,23,"Trustee, Place 1 Harleton",,,Kevin Wright,2,48,27,77
Harrison,23,"Trustee, Place 2 Harleton",,,Brad Nixon,0,36,26,62
Harrison,23,"Trustee, Place 2 Harleton",,,Randy Pilkington,1,20,11,32
Harrison,23,"Trustee, Place 3 Harleton",,,Mike Bullock,2,51,34,87
Harrison,23,"Trustee, Place 5 Harleton",,,Brian Degner,2,50,34,86
Harrison,23,"Trustee, Place 6 Harleton",,,Pat McGill,0,37,23,60
Harrison,23,"Trustee, Place 6 Harleton",,,Paul D. Wilson,2,18,15,35
Harrison,24,Straight Party,,,Republican Party,4,112,38,154
Harrison,24,Straight Party,,,Democratic Party,0,27,12,39
Harrison,24,Straight Party,,,Libertarian Party,0,0,0,0
Harrison,24,Straight Party,,,Green Party,0,0,0,0
Harrison,24,President and Vice President,,Republican,Donald J. Trump / Mike Pence,7,200,86,293
Harrison,24,President and Vice President,,Democratic,Hillary Clinton / Tim Kaine,1,44,17,62
Harrison,24,President and Vice President,,Libertarian,Gary Johnson / William Weld,1,2,2,5
Harrison,24,President and Vice President,,Green,Jill Stein / Ajamu Baraka,0,0,1,1
Harrison,24,President and Vice President,,,Darrell L. Castle / Scott N. Bradley (W),0,0,0,0
Harrison,24,President and Vice President,,,Scott Cubbler / Michael Rodriguez (W),0,0,0,0
Harrison,24,President and Vice President,,,Cherunda Fox / Roger Kushner (W),0,0,0,0
Harrison,24,President and Vice President,,,Tom Hoefling / Steve Schulin (W),0,0,0,0
Harrison,24,President and Vice President,,,Laurence Kotlikoff / Edward Leamer (W),0,0,0,0
Harrison,24,President and Vice President,,,Jonathan Lee / Jeffrey Erskine (W),0,0,0,0
Harrison,24,President and Vice President,,,Michael A. Maturen / Juan A. Munoz (W),0,0,0,0
Harrison,24,President and Vice President,,,Evan McMullin / Nathan Johnson (W),0,1,0,1
Harrison,24,President and Vice President,,,Monica Moorehead / Lamon Lilly (W),0,0,0,0
Harrison,24,President and Vice President,,,Robert Morrow / Todd Sanders (W),0,0,0,0
Harrison,24,President and Vice President,,,Emidio Soltysik / Angela Walker (W),0,0,0,0
Harrison,24,President and Vice President,,,Dale Steffes / Paul E. Case (W),0,0,0,0
Harrison,24,President and Vice President,,,Tony Valdivia / Aaron Barriere (W),0,0,0,0
Harrison,24,U.S. House,1,Republican,Louie Gohmert,8,199,89,296
Harrison,24,U.S. House,1,Democratic,Shirley J. McKellar,1,42,16,59
Harrison,24,U.S. House,1,Libertarian,Phil Gray,0,1,0,1
Harrison,24,U.S. House,1,,Renee Culler (W),0,0,0,0
Harrison,24,Railroad Commissioner,,Republican,Wayne Christian,8,193,77,278
Harrison,24,Railroad Commissioner,,Democratic,Grady Yarbrough,1,44,21,66
Harrison,24,Railroad Commissioner,,Libertarian,Mark Miller,0,3,4,7
Harrison,24,Railroad Commissioner,,Green,Martina Salinas,0,1,2,3
Harrison,24,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,6,192,78,276
Harrison,24,"Justice, Supreme Court, Place 3",,,Mike Westergren,3,44,21,68
Harrison,24,"Justice, Supreme Court, Place 3",,,Kathie Glass,0,4,3,7
Harrison,24,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,0,1,1,2
Harrison,24,"Justice, Supreme Court, Place 5",,,Paul Green,8,192,82,282
Harrison,24,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,1,43,18,62
Harrison,24,"Justice, Supreme Court, Place 5",,,Tom Oxford,0,0,1,1
Harrison,24,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,0,2,1,3
Harrison,24,"Justice, Supreme Court, Place 9",,,Eva Guzman,6,189,81,276
Harrison,24,"Justice, Supreme Court, Place 9",,,Savannah Robinson,2,46,20,68
Harrison,24,"Justice, Supreme Court, Place 9",,,Don Fulton,1,3,1,5
Harrison,24,"Justice, Supreme Court, Place 9",,,Jim Chisholm,0,0,0,0
Harrison,24,"Judge, Court of Criminal Appeals, Place 2",,,Mary Lou Keel,6,191,86,283
Harrison,24,"Judge, Court of Criminal Appeals, Place 2",,,"Lawrence ""Larry"" Meyers",2,45,16,63
Harrison,24,"Judge, Court of Criminal Appeals, Place 2",,,Mark Ash,1,2,1,4
Harrison,24,"Judge, Court of Criminal Appeals, Place 2",,,Adam King Blackwell Reposa,0,0,1,1
Harrison,24,"Judge, Court of Criminal Appeals, Place 5",,,Scott Walker,8,189,82,279
Harrison,24,"Judge, Court of Criminal Appeals, Place 5",,,Betsy Johnson,1,48,19,68
Harrison,24,"Judge, Court of Criminal Appeals, Place 5",,,"William Bryan Strange, III",0,0,3,3
Harrison,24,"Judge, Court of Criminal Appeals, Place 5",,,Judith Sanders-Castro,0,0,0,0
Harrison,24,"Judge, Court of Criminal Appeals, Place 6",,,Michael E. Keasler,8,191,82,281
Harrison,24,"Judge, Court of Criminal Appeals, Place 6",,,Robert Burns,1,43,19,63
Harrison,24,"Judge, Court of Criminal Appeals, Place 6",,,Mark W. Bennett,0,4,2,6
Harrison,24,"Member, State Board of Education, District 9",,,Keven M. Ellis,8,189,82,279
Harrison,24,"Member, State Board of Education, District 9",,,Amanda M. Rudolph,1,43,19,63
Harrison,24,"Member, State Board of Education, District 9",,,Anastasia Wilford,0,3,1,4
Harrison,24,State Senate,1,Republican,Bryan Hughes,8,202,86,296
Harrison,24,State Representative,9,Republican,Chris Paddie,8,199,87,294
Harrison,24,"Chief Justice, 6th Court of Appeals District",,,Josh Morriss,8,199,83,290
Harrison,24,"District Judge, 71st Judicial District",,,Brad Morin,8,205,86,299
Harrison,24,Sheriff,,,Tom McCool,8,204,86,298
Harrison,24,Tax Assessor-Collector,,,Veronica King,7,210,86,303
Harrison,24,"Justice of the Peace, Precinct No. 4 - Unexpired Term",,,Nancy Schnorbus George,8,207,87,302
Harrison,24,"Constable, Precinct No. 4",,,Darryl Griffin,8,201,85,294
Harrison,24,"Trustee, Place 1 Harleton",,,Charlie Mangham,4,54,34,92
Harrison,24,"Trustee, Place 1 Harleton",,,Kevin Wright,2,128,43,173
Harrison,24,"Trustee, Place 2 Harleton",,,Brad Nixon,4,78,38,120
Harrison,24,"Trustee, Place 2 Harleton",,,Randy Pilkington,2,107,41,150
Harrison,24,"Trustee, Place 3 Harleton",,,Mike Bullock,5,148,61,214
Harrison,24,"Trustee, Place 5 Harleton",,,Brian Degner,5,153,61,219
Harrison,24,"Trustee, Place 6 Harleton",,,Pat McGill,4,121,54,179
Harrison,24,"Trustee, Place 6 Harleton",,,Paul D. Wilson,2,63,25,90
Harrison,25,Straight Party,,,Republican Party,56,830,188,1074
Harrison,25,Straight Party,,,Democratic Party,10,102,28,140
Harrison,25,Straight Party,,,Libertarian Party,0,11,3,14
Harrison,25,Straight Party,,,Green Party,0,0,1,1
Harrison,25,President and Vice President,,Republican,Donald J. Trump / Mike Pence,83,1479,322,1884
Harrison,25,President and Vice President,,Democratic,Hillary Clinton / Tim Kaine,20,209,66,295
Harrison,25,President and Vice President,,Libertarian,Gary Johnson / William Weld,4,42,13,59
Harrison,25,President and Vice President,,Green,Jill Stein / Ajamu Baraka,0,1,3,4
Harrison,25,President and Vice President,,,Darrell L. Castle / Scott N. Bradley (W),0,1,0,1
Harrison,25,President and Vice President,,,Scott Cubbler / Michael Rodriguez (W),0,1,0,1
Harrison,25,President and Vice President,,,Cherunda Fox / Roger Kushner (W),0,0,0,0
Harrison,25,President and Vice President,,,Tom Hoefling / Steve Schulin (W),0,4,0,4
Harrison,25,President and Vice President,,,Laurence Kotlikoff / Edward Leamer (W),0,0,0,0
Harrison,25,President and Vice President,,,Jonathan Lee / Jeffrey Erskine (W),0,0,0,0
Harrison,25,President and Vice President,,,Michael A. Maturen / Juan A. Munoz (W),0,0,0,0
Harrison,25,President and Vice President,,,Evan McMullin / Nathan Johnson (W),0,8,1,9
Harrison,25,President and Vice President,,,Monica Moorehead / Lamon Lilly (W),0,0,0,0
Harrison,25,President and Vice President,,,Robert Morrow / Todd Sanders (W),0,0,0,0
Harrison,25,President and Vice President,,,Emidio Soltysik / Angela Walker (W),0,0,1,1
Harrison,25,President and Vice President,,,Dale Steffes / Paul E. Case (W),0,0,0,0
Harrison,25,President and Vice President,,,Tony Valdivia / Aaron Barriere (W),0,0,0,0
Harrison,25,U.S. House,1,Republican,Louie Gohmert,86,1503,329,1918
Harrison,25,U.S. House,1,Democratic,Shirley J. McKellar,20,200,63,283
Harrison,25,U.S. House,1,Libertarian,Phil Gray,1,38,15,54
Harrison,25,U.S. House,1,,Renee Culler (W),0,0,0,0
Harrison,25,Railroad Commissioner,,Republican,Wayne Christian,79,1440,316,1835
Harrison,25,Railroad Commissioner,,Democratic,Grady Yarbrough,19,193,56,268
Harrison,25,Railroad Commissioner,,Libertarian,Mark Miller,4,63,25,92
Harrison,25,Railroad Commissioner,,Green,Martina Salinas,1,12,6,19
Harrison,25,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,79,1445,324,1848
Harrison,25,"Justice, Supreme Court, Place 3",,,Mike Westergren,20,205,57,282
Harrison,25,"Justice, Supreme Court, Place 3",,,Kathie Glass,4,47,20,71
Harrison,25,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,0,10,5,15
Harrison,25,"Justice, Supreme Court, Place 5",,,Paul Green,83,1446,321,1850
Harrison,25,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,18,197,66,281
Harrison,25,"Justice, Supreme Court, Place 5",,,Tom Oxford,2,50,14,66
Harrison,25,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,0,9,3,12
Harrison,25,"Justice, Supreme Court, Place 9",,,Eva Guzman,80,1438,314,1832
Harrison,25,"Justice, Supreme Court, Place 9",,,Savannah Robinson,19,201,63,283
Harrison,25,"Justice, Supreme Court, Place 9",,,Don Fulton,4,47,21,72
Harrison,25,"Justice, Supreme Court, Place 9",,,Jim Chisholm,0,12,5,17
Harrison,25,"Judge, Court of Criminal Appeals, Place 2",,,Mary Lou Keel,79,1429,320,1828
Harrison,25,"Judge, Court of Criminal Appeals, Place 2",,,"Lawrence ""Larry"" Meyers",20,207,62,289
Harrison,25,"Judge, Court of Criminal Appeals, Place 2",,,Mark Ash,4,52,18,74
Harrison,25,"Judge, Court of Criminal Appeals, Place 2",,,Adam King Blackwell Reposa,0,3,4,7
Harrison,25,"Judge, Court of Criminal Appeals, Place 5",,,Scott Walker,82,1450,323,1855
Harrison,25,"Judge, Court of Criminal Appeals, Place 5",,,Betsy Johnson,19,201,64,284
Harrison,25,"Judge, Court of Criminal Appeals, Place 5",,,"William Bryan Strange, III",2,35,11,48
Harrison,25,"Judge, Court of Criminal Appeals, Place 5",,,Judith Sanders-Castro,0,8,5,13
Harrison,25,"Judge, Court of Criminal Appeals, Place 6",,,Michael E. Keasler,82,1454,326,1862
Harrison,25,"Judge, Court of Criminal Appeals, Place 6",,,Robert Burns,19,203,58,280
Harrison,25,"Judge, Court of Criminal Appeals, Place 6",,,Mark W. Bennett,2,42,17,61
Harrison,25,"Member, State Board of Education, District 9",,,Keven M. Ellis,80,1439,318,1837
Harrison,25,"Member, State Board of Education, District 9",,,Amanda M. Rudolph,22,218,62,302
Harrison,25,"Member, State Board of Education, District 9",,,Anastasia Wilford,2,43,22,67
Harrison,25,State Senate,1,Republican,Bryan Hughes,92,1518,359,1969
Harrison,25,State Representative,9,Republican,Chris Paddie,91,1524,362,1977
Harrison,25,"Chief Justice, 6th Court of Appeals District",,,Josh Morriss,91,1512,361,1964
Harrison,25,"District Judge, 71st Judicial District",,,Brad Morin,91,1508,361,1960
Harrison,25,Sheriff,,,Tom McCool,94,1521,369,1984
Harrison,25,Tax Assessor-Collector,,,Veronica King,93,1529,364,1986
Harrison,25,"County Commissioner, Precinct No. 3",,,Phillip G. Mauldin,91,1532,367,1990
Harrison,25,"Constable, Precinct No. 3",,,Jim Weatherall,91,1520,365,1976
Harrison,25,Proposition County JP3,,,For,48,957,262,1267
Harrison,25,Proposition County JP3,,,Against,47,534,96,677
Harrison,26,Straight Party,,,Republican Party,8,134,17,159
Harrison,26,Straight Party,,,Democratic Party,2,23,8,33
Harrison,26,Straight Party,,,Libertarian Party,0,0,0,0
Harrison,26,Straight Party,,,Green Party,0,0,0,0
Harrison,26,President and Vice President,,Republican,Donald J. Trump / Mike Pence,11,260,32,303
Harrison,26,President and Vice President,,Democratic,Hillary Clinton / Tim Kaine,4,40,15,59
Harrison,26,President and Vice President,,Libertarian,Gary Johnson / William Weld,0,3,0,3
Harrison,26,President and Vice President,,Green,Jill Stein / Ajamu Baraka,0,0,0,0
Harrison,26,President and Vice President,,,Darrell L. Castle / Scott N. Bradley (W),0,0,0,0
Harrison,26,President and Vice President,,,Scott Cubbler / Michael Rodriguez (W),0,0,0,0
Harrison,26,President and Vice President,,,Cherunda Fox / Roger Kushner (W),0,0,0,0
Harrison,26,President and Vice President,,,Tom Hoefling / Steve Schulin (W),0,0,0,0
Harrison,26,President and Vice President,,,Laurence Kotlikoff / Edward Leamer (W),0,0,0,0
Harrison,26,President and Vice President,,,Jonathan Lee / Jeffrey Erskine (W),0,0,0,0
Harrison,26,President and Vice President,,,Michael A. Maturen / Juan A. Munoz (W),0,0,0,0
Harrison,26,President and Vice President,,,Evan McMullin / Nathan Johnson (W),0,0,0,0
Harrison,26,President and Vice President,,,Monica Moorehead / Lamon Lilly (W),0,0,0,0
Harrison,26,President and Vice President,,,Robert Morrow / Todd Sanders (W),0,0,0,0
Harrison,26,President and Vice President,,,Emidio Soltysik / Angela Walker (W),0,0,0,0
Harrison,26,President and Vice President,,,Dale Steffes / Paul E. Case (W),0,0,0,0
Harrison,26,President and Vice President,,,Tony Valdivia / Aaron Barriere (W),0,0,0,0
Harrison,26,U.S. House,1,Republican,Louie Gohmert,11,249,33,293
Harrison,26,U.S. House,1,Democratic,Shirley J. McKellar,5,42,14,61
Harrison,26,U.S. House,1,Libertarian,Phil Gray,0,8,1,9
Harrison,26,U.S. House,1,,Renee Culler (W),0,0,0,0
Harrison,26,Railroad Commissioner,,Republican,Wayne Christian,11,248,32,291
Harrison,26,Railroad Commissioner,,Democratic,Grady Yarbrough,3,42,14,59
Harrison,26,Railroad Commissioner,,Libertarian,Mark Miller,1,6,1,8
Harrison,26,Railroad Commissioner,,Green,Martina Salinas,1,1,1,3
Harrison,26,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,12,246,32,290
Harrison,26,"Justice, Supreme Court, Place 3",,,Mike Westergren,3,44,13,60
Harrison,26,"Justice, Supreme Court, Place 3",,,Kathie Glass,1,4,2,7
