county,precinct,office,district,party,candidate,votes,early_voting,election_day
Baylor,1,Ballots Cast - Election Day,,DEM,,,,13
Baylor,1,President,,DEM,Martin J. O'Malley,,,0
Baylor,1,President,,DEM,Calvis L. Hawes,,,0
Baylor,1,President,,DEM,Willie L. Wilson,,,0
Baylor,1,President,,DEM,Star Locke,,,0
Baylor,1,President,,DEM,Bernie Sanders,,,4
Baylor,1,President,,DEM,Hillary Clinton,,,8
Baylor,1,President,,DEM,"Roque ""Rocky"" De La Fuente",,,0
Baylor,1,President,,DEM,Keith Judd,,,0
Baylor,1,Railroad Commissioner,,DEM,Lon Burnam,,,0
Baylor,1,Railroad Commissioner,,DEM,Grady Yarbrough,,,7
Baylor,1,Railroad Commissioner,,DEM,Cody Garrett,,,2
Baylor,1,"Justice, Supreme Court, Place 3",,DEM,Mike Westergren,,,8
Baylor,1,"Justice, Supreme Court, Place 5",,DEM,Dori Contreras Garza,,,7
Baylor,1,"Justice, Supreme Court, Place 9",,DEM,Savannah Robinson,,,7
Baylor,1,"Judge, Criminal Court of Appeals, Place 2",,DEM,"Lawrence ""Larry"" Meyers",,,7
Baylor,1,"Judge, Criminal Court of Appeals, Place 5",,DEM,Betsy Johnson,,,6
Baylor,1,"Judge, Criminal Court of Appeals, Place 6",,DEM,Robert Burns,,,6
Baylor,1,County Tax Assessor-Collector,,DEM,Jeanette Holub,,,10
Baylor,1,County Chair,,DEM,Marilyn Piatt,,,10
Baylor,1,Referenda Item #1,,DEM,For,,,9
Baylor,1,Referenda Item #1,,DEM,Against,,,3
Baylor,1,Referenda Item #2,,DEM,For,,,9
Baylor,1,Referenda Item #2,,DEM,Against,,,0
Baylor,1,Referenda Item #3,,DEM,For,,,9
Baylor,1,Referenda Item #3,,DEM,Against,,,0
Baylor,1,Referenda Item #4,,DEM,For,,,6
Baylor,1,Referenda Item #4,,DEM,Against,,,2
Baylor,1,Referenda Item #5,,DEM,For,,,9
Baylor,1,Referenda Item #5,,DEM,Against,,,1
Baylor,1,Referenda Item #6,,DEM,For,,,6
Baylor,1,Referenda Item #6,,DEM,Against,,,4
Baylor,2,Ballots Cast - Election Day,,DEM,,,,15
Baylor,2,President,,DEM,Martin J. O'Malley,,,0
Baylor,2,President,,DEM,Calvis L. Hawes,,,0
Baylor,2,President,,DEM,Willie L. Wilson,,,0
Baylor,2,President,,DEM,Star Locke,,,0
Baylor,2,President,,DEM,Bernie Sanders,,,6
Baylor,2,President,,DEM,Hillary Clinton,,,7
Baylor,2,President,,DEM,"Roque ""Rocky"" De La Fuente",,,1
Baylor,2,President,,DEM,Keith Judd,,,0
Baylor,2,Railroad Commissioner,,DEM,Lon Burnam,,,1
Baylor,2,Railroad Commissioner,,DEM,Grady Yarbrough,,,5
Baylor,2,Railroad Commissioner,,DEM,Cody Garrett,,,4
Baylor,2,"Justice, Supreme Court, Place 3",,DEM,Mike Westergren,,,9
Baylor,2,"Justice, Supreme Court, Place 5",,DEM,Dori Contreras Garza,,,10
Baylor,2,"Justice, Supreme Court, Place 9",,DEM,Savannah Robinson,,,10
Baylor,2,"Judge, Criminal Court of Appeals, Place 2",,DEM,"Lawrence ""Larry"" Meyers",,,10
Baylor,2,"Judge, Criminal Court of Appeals, Place 5",,DEM,Betsy Johnson,,,9
Baylor,2,"Judge, Criminal Court of Appeals, Place 6",,DEM,Robert Burns,,,10
Baylor,2,County Tax Assessor-Collector,,DEM,Jeanette Holub,,,11
Baylor,2,County Chair,,DEM,Marilyn Piatt,,,10
Baylor,2,Referenda Item #1,,DEM,For,,,9
Baylor,2,Referenda Item #1,,DEM,Against,,,3
Baylor,2,Referenda Item #2,,DEM,For,,,7
Baylor,2,Referenda Item #2,,DEM,Against,,,5
Baylor,2,Referenda Item #3,,DEM,For,,,8
Baylor,2,Referenda Item #3,,DEM,Against,,,5
Baylor,2,Referenda Item #4,,DEM,For,,,8
Baylor,2,Referenda Item #4,,DEM,Against,,,2
Baylor,2,Referenda Item #5,,DEM,For,,,8
Baylor,2,Referenda Item #5,,DEM,Against,,,5
Baylor,2,Referenda Item #6,,DEM,For,,,9
Baylor,2,Referenda Item #6,,DEM,Against,,,3
Baylor,3,Ballots Cast - Election Day,,DEM,,,,8
Baylor,3,President,,DEM,Martin J. O'Malley,,,0
Baylor,3,President,,DEM,Calvis L. Hawes,,,0
Baylor,3,President,,DEM,Willie L. Wilson,,,0
Baylor,3,President,,DEM,Star Locke,,,0
Baylor,3,President,,DEM,Bernie Sanders,,,2
Baylor,3,President,,DEM,Hillary Clinton,,,5
Baylor,3,President,,DEM,"Roque ""Rocky"" De La Fuente",,,0
Baylor,3,President,,DEM,Keith Judd,,,1
Baylor,3,Railroad Commissioner,,DEM,Lon Burnam,,,0
Baylor,3,Railroad Commissioner,,DEM,Grady Yarbrough,,,5
Baylor,3,Railroad Commissioner,,DEM,Cody Garrett,,,1
Baylor,3,"Justice, Supreme Court, Place 3",,DEM,Mike Westergren,,,6
Baylor,3,"Justice, Supreme Court, Place 5",,DEM,Dori Contreras Garza,,,6
Baylor,3,"Justice, Supreme Court, Place 9",,DEM,Savannah Robinson,,,6
Baylor,3,"Judge, Criminal Court of Appeals, Place 2",,DEM,"Lawrence ""Larry"" Meyers",,,6
Baylor,3,"Judge, Criminal Court of Appeals, Place 5",,DEM,Betsy Johnson,,,6
Baylor,3,"Judge, Criminal Court of Appeals, Place 6",,DEM,Robert Burns,,,6
Baylor,3,County Tax Assessor-Collector,,DEM,Jeanette Holub,,,7
Baylor,3,County Chair,,DEM,Marilyn Piatt,,,6
Baylor,3,Referenda Item #1,,DEM,For,,,5
Baylor,3,Referenda Item #1,,DEM,Against,,,1
Baylor,3,Referenda Item #2,,DEM,For,,,2
Baylor,3,Referenda Item #2,,DEM,Against,,,2
Baylor,3,Referenda Item #3,,DEM,For,,,3
Baylor,3,Referenda Item #3,,DEM,Against,,,1
Baylor,3,Referenda Item #4,,DEM,For,,,4
Baylor,3,Referenda Item #4,,DEM,Against,,,0
Baylor,3,Referenda Item #5,,DEM,For,,,4
Baylor,3,Referenda Item #5,,DEM,Against,,,0
Baylor,3,Referenda Item #6,,DEM,For,,,3
Baylor,3,Referenda Item #6,,DEM,Against,,,1
Baylor,4,Ballots Cast - Election Day,,DEM,,,,14
Baylor,4,President,,DEM,Martin J. O'Malley,,,0
Baylor,4,President,,DEM,Calvis L. Hawes,,,0
Baylor,4,President,,DEM,Willie L. Wilson,,,0
Baylor,4,President,,DEM,Star Locke,,,0
Baylor,4,President,,DEM,Bernie Sanders,,,4
Baylor,4,President,,DEM,Hillary Clinton,,,9
Baylor,4,President,,DEM,"Roque ""Rocky"" De La Fuente",,,0
Baylor,4,President,,DEM,Keith Judd,,,1
Baylor,4,Railroad Commissioner,,DEM,Lon Burnam,,,4
Baylor,4,Railroad Commissioner,,DEM,Grady Yarbrough,,,4
Baylor,4,Railroad Commissioner,,DEM,Cody Garrett,,,4
Baylor,4,"Justice, Supreme Court, Place 3",,DEM,Mike Westergren,,,9
Baylor,4,"Justice, Supreme Court, Place 5",,DEM,Dori Contreras Garza,,,9
Baylor,4,"Justice, Supreme Court, Place 9",,DEM,Savannah Robinson,,,9
Baylor,4,"Judge, Criminal Court of Appeals, Place 2",,DEM,"Lawrence ""Larry"" Meyers",,,9
Baylor,4,"Judge, Criminal Court of Appeals, Place 5",,DEM,Betsy Johnson,,,9
Baylor,4,"Judge, Criminal Court of Appeals, Place 6",,DEM,Robert Burns,,,9
Baylor,4,County Tax Assessor-Collector,,DEM,Jeanette Holub,,,11
Baylor,4,County Chair,,DEM,Marilyn Piatt,,,11
Baylor,4,Referenda Item #1,,DEM,For,,,11
Baylor,4,Referenda Item #1,,DEM,Against,,,2
Baylor,4,Referenda Item #2,,DEM,For,,,10
Baylor,4,Referenda Item #2,,DEM,Against,,,2
Baylor,4,Referenda Item #3,,DEM,For,,,8
Baylor,4,Referenda Item #3,,DEM,Against,,,4
Baylor,4,Referenda Item #4,,DEM,For,,,11
Baylor,4,Referenda Item #4,,DEM,Against,,,1
Baylor,4,Referenda Item #5,,DEM,For,,,11
Baylor,4,Referenda Item #5,,DEM,Against,,,1
Baylor,4,Referenda Item #6,,DEM,For,,,11
Baylor,4,Referenda Item #6,,DEM,Against,,,1
Baylor,Early,Ballots Cast - Early Voting,,DEM,,,30,
Baylor,Early,President,,DEM,Martin J. O'Malley,,1,
Baylor,Early,President,,DEM,Calvis L. Hawes,,0,
Baylor,Early,President,,DEM,Willie L. Wilson,,1,
Baylor,Early,President,,DEM,Star Locke,,0,
Baylor,Early,President,,DEM,Bernie Sanders,,8,
Baylor,Early,President,,DEM,Hillary Clinton,,17,
Baylor,Early,President,,DEM,"Roque ""Rocky"" De La Fuente",,0,
Baylor,Early,President,,DEM,Keith Judd,,0,
Baylor,Early,Railroad Commissioner,,DEM,Lon Burnam,,6,
Baylor,Early,Railroad Commissioner,,DEM,Grady Yarbrough,,13,
Baylor,Early,Railroad Commissioner,,DEM,Cody Garrett,,5,
Baylor,Early,"Justice, Supreme Court, Place 3",,DEM,Mike Westergren,,26,
Baylor,Early,"Justice, Supreme Court, Place 5",,DEM,Dori Contreras Garza,,26,
Baylor,Early,"Justice, Supreme Court, Place 9",,DEM,Savannah Robinson,,26,
Baylor,Early,"Judge, Criminal Court of Appeals, Place 2",,DEM,"Lawrence ""Larry"" Meyers",,24,
Baylor,Early,"Judge, Criminal Court of Appeals, Place 5",,DEM,Betsy Johnson,,26,
Baylor,Early,"Judge, Criminal Court of Appeals, Place 6",,DEM,Robert Burns,,24,
Baylor,Early,County Tax Assessor-Collector,,DEM,Jeanette Holub,,28,
Baylor,Early,County Chair,,DEM,Marilyn Piatt,,27,
Baylor,Early,Referenda Item #1,,DEM,For,,20,
Baylor,Early,Referenda Item #1,,DEM,Against,,5,
Baylor,Early,Referenda Item #2,,DEM,For,,22,
Baylor,Early,Referenda Item #2,,DEM,Against,,1,
Baylor,Early,Referenda Item #3,,DEM,For,,19,
Baylor,Early,Referenda Item #3,,DEM,Against,,3,
Baylor,Early,Referenda Item #4,,DEM,For,,19,
Baylor,Early,Referenda Item #4,,DEM,Against,,2,
Baylor,Early,Referenda Item #5,,DEM,For,,18,
Baylor,Early,Referenda Item #5,,DEM,Against,,5,
Baylor,Early,Referenda Item #6,,DEM,For,,18,
Baylor,Early,Referenda Item #6,,DEM,Against,,3,
Baylor,1,Ballots Cast - Election Day,,REP,,,,166
Baylor,1,President,,REP,Ted Cruz,,,86
Baylor,1,President,,REP,Donald J. Trump,,,41
Baylor,1,President,,REP,Jeb Bush,,,1
Baylor,1,President,,REP,Rand Paul,,,0
Baylor,1,President,,REP,Marco Rubio,,,14
Baylor,1,President,,REP,Mike Huckabee,,,2
Baylor,1,President,,REP,Carly Fiorina,,,0
Baylor,1,President,,REP,Rick Santorum,,,0
Baylor,1,President,,REP,Lindsey Graham,,,0
Baylor,1,President,,REP,Chris Christie,,,0
Baylor,1,President,,REP,Ben Carson,,,12
Baylor,1,President,,REP,Elizabeth Gray,,,0
Baylor,1,President,,REP,John R. Kasich,,,6
Baylor,1,President,,REP,Uncommitted,,,3
Baylor,1,U.S. House,13,REP,Mac Thornberry,,,146
Baylor,1,Railroad Commissioner,,REP,Lance N. Christian,,,23
Baylor,1,Railroad Commissioner,,REP,Ron Hale,,,33
Baylor,1,Railroad Commissioner,,REP,Doug Jeffrey,,,10
Baylor,1,Railroad Commissioner,,REP,Gary Gates,,,12
Baylor,1,Railroad Commissioner,,REP,Wayne Christian,,,14
Baylor,1,Railroad Commissioner,,REP,John Greytok,,,3
Baylor,1,Railroad Commissioner,,REP,Weston Martinez,,,3
Baylor,1,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,,,51
Baylor,1,"Justice, Supreme Court, Place 3",,REP,Michael Massengale,,,49
Baylor,1,"Justice, Supreme Court, Place 5",,REP,Rick Green,,,53
