county,precinct,office,district,candidate,party,votes,early_voting,election_day
Hemphill,101,Straight Party,,,REP,132,100,32
Hemphill,201,Straight Party,,,REP,144,78,66
Hemphill,202,Straight Party,,,REP,8,2,6
Hemphill,301,Straight Party,,,REP,132,90,42
Hemphill,302,Straight Party,,,REP,18,8,10
Hemphill,303,Straight Party,,,REP,28,13,15
Hemphill,401,Straight Party,,,REP,82,54,28
Hemphill,402,Straight Party,,,REP,38,19,19
Hemphill,Total,Straight Party,,,REP,582,,
Hemphill,101,Straight Party,,,DEM,20,12,8
Hemphill,201,Straight Party,,,DEM,16,10,6
Hemphill,202,Straight Party,,,DEM,0,0,0
Hemphill,301,Straight Party,,,DEM,11,7,4
Hemphill,302,Straight Party,,,DEM,0,0,0
Hemphill,303,Straight Party,,,DEM,6,4,2
Hemphill,401,Straight Party,,,DEM,8,0,8
Hemphill,402,Straight Party,,,DEM,3,3,0
Hemphill,Total,Straight Party,,,DEM,64,,
Hemphill,101,Straight Party,,,LIB,3,1,2
Hemphill,201,Straight Party,,,LIB,4,2,2
Hemphill,202,Straight Party,,,LIB,0,0,0
Hemphill,301,Straight Party,,,LIB,0,0,0
Hemphill,302,Straight Party,,,LIB,0,0,0
Hemphill,303,Straight Party,,,LIB,0,0,0
Hemphill,401,Straight Party,,,LIB,1,1,0
Hemphill,402,Straight Party,,,LIB,1,0,1
Hemphill,Total,Straight Party,,,LIB,9,,
Hemphill,101,Straight Party,,,GRN,1,1,0
Hemphill,201,Straight Party,,,GRN,1,0,1
Hemphill,202,Straight Party,,,GRN,0,0,0
Hemphill,301,Straight Party,,,GRN,0,0,0
Hemphill,302,Straight Party,,,GRN,0,0,0
Hemphill,303,Straight Party,,,GRN,0,0,0
Hemphill,401,Straight Party,,,GRN,1,0,1
Hemphill,402,Straight Party,,,GRN,0,0,0
Hemphill,Total,Straight Party,,,GRN,3,,
Hemphill,101,President,,Donald Trump,REP,305,214,91
Hemphill,201,President,,Donald Trump,REP,310,188,122
Hemphill,202,President,,Donald Trump,REP,22,3,19
Hemphill,301,President,,Donald Trump,REP,390,266,124
Hemphill,302,President,,Donald Trump,REP,36,18,18
Hemphill,303,President,,Donald Trump,REP,76,30,46
Hemphill,401,President,,Donald Trump,REP,246,154,92
Hemphill,402,President,,Donald Trump,REP,77,38,39
Hemphill,Total,President,,Donald Trump,REP,1462,,
Hemphill,101,President,,Hillary Clinton,DEM,49,37,12
Hemphill,201,President,,Hillary Clinton,DEM,43,28,15
Hemphill,202,President,,Hillary Clinton,DEM,0,0,0
Hemphill,301,President,,Hillary Clinton,DEM,44,30,14
Hemphill,302,President,,Hillary Clinton,DEM,0,0,0
Hemphill,303,President,,Hillary Clinton,DEM,9,5,4
Hemphill,401,President,,Hillary Clinton,DEM,26,7,19
Hemphill,402,President,,Hillary Clinton,DEM,10,8,2
Hemphill,Total,President,,Hillary Clinton,DEM,181,,
Hemphill,101,President,,Gary Johnson,LIB,12,7,5
Hemphill,201,President,,Gary Johnson,LIB,11,3,8
Hemphill,202,President,,Gary Johnson,LIB,0,0,0
Hemphill,301,President,,Gary Johnson,LIB,12,7,5
Hemphill,302,President,,Gary Johnson,LIB,0,0,0
Hemphill,303,President,,Gary Johnson,LIB,0,0,0
Hemphill,401,President,,Gary Johnson,LIB,7,2,5
Hemphill,402,President,,Gary Johnson,LIB,2,0,2
Hemphill,Total,President,,Gary Johnson,LIB,44,,
Hemphill,101,President,,Jill Stein,GRN,0,0,0
Hemphill,201,President,,Jill Stein,GRN,1,0,1
Hemphill,202,President,,Jill Stein,GRN,0,0,0
Hemphill,301,President,,Jill Stein,GRN,0,0,0
Hemphill,302,President,,Jill Stein,GRN,0,0,0
Hemphill,303,President,,Jill Stein,GRN,0,0,0
Hemphill,401,President,,Jill Stein,GRN,1,1,0
Hemphill,402,President,,Jill Stein,GRN,1,0,0
Hemphill,Total,President,,Jill Stein,GRN,3,,
Hemphill,101,President,,Write-in,,2,0,2
Hemphill,201,President,,Write-in,,9,5,4
Hemphill,202,President,,Write-in,,0,0,0
Hemphill,301,President,,Write-in,,2,2,0
Hemphill,302,President,,Write-in,,0,0,0
Hemphill,303,President,,Write-in,,0,0,0
Hemphill,401,President,,Write-in,,1,1,0
Hemphill,402,President,,Write-in,,1,0,1
Hemphill,Total,President,,Write-in,,15,,
Hemphill,101,U.S House,13,Mac Thornberry,REP,318,222,96
Hemphill,201,U.S House,13,Mac Thornberry,REP,321,197,124
Hemphill,202,U.S House,13,Mac Thornberry,REP,19,3,16
Hemphill,301,U.S House,13,Mac Thornberry,REP,392,272,120
Hemphill,302,U.S House,13,Mac Thornberry,REP,33,16,17
Hemphill,303,U.S House,13,Mac Thornberry,REP,75,30,45
Hemphill,401,U.S House,13,Mac Thornberry,REP,249,154,95
Hemphill,402,U.S House,13,Mac Thornberry,REP,80,39,41
Hemphill,Total,U.S House,13,Mac Thornberry,REP,1487,,
Hemphill,101,U.S House,13,Calvin DeWeese,LIB,23,14,9
Hemphill,201,U.S House,13,Calvin DeWeese,LIB,18,9,9
Hemphill,202,U.S House,13,Calvin DeWeese,LIB,1,0,1
Hemphill,301,U.S House,13,Calvin DeWeese,LIB,26,19,7
Hemphill,302,U.S House,13,Calvin DeWeese,LIB,0,0,0
Hemphill,303,U.S House,13,Calvin DeWeese,LIB,2,1,1
Hemphill,401,U.S House,13,Calvin DeWeese,LIB,14,6,8
