office,district,candidate,incumbent,party,votes,pct
State Representative,70,Ken Paxton,False,REP,28012,78.50
State Representative,70,Fred Lusk,False,DEM,7074,19.82
State Representative,70,Robert Worthington,False,LIB,600,1.68
State Representative,70,Total,,,35686,
State Representative,71,Bob Hunter,True,REP,26784,91.04
State Representative,71,George Schwappach,False,LIB,2636,8.96
State Representative,71,Total,,,29420,
State Representative,72,Scott Campbell,False,REP,21433,68.40
State Representative,72,Jeri Slone,False,DEM,9521,30.38
State Representative,72,Robert K. Restivo,False,LIB,383,1.22
State Representative,72,Total,,,31337,
State Representative,73,Carter Casteel,False,REP,35314,79.15
State Representative,73,Virgil Yanta,False,DEM,9305,20.85
State Representative,73,Total,,,44619,
State Representative,74,"Pedro ""Pete"" Nieto",False,REP,8688,28.95
State Representative,74,Pete P. Gallego,True,DEM,21326,71.05
State Representative,74,Total,,,30014,
State Representative,75,Chente Quintanilla,False,DEM,13267,99.41
State Representative,75,"Paul Johnson, Jr.",False,WI,79,0.59
State Representative,75,Total,,,13346,
State Representative,76,Norma Chavez,True,DEM,17387,100.00
State Representative,76,Total,,,17387,
State Representative,77,Paul C. Moreno,True,DEM,13914,100.00
State Representative,77,Total,,,13914,
State Representative,78,Pat Haggerty,True,REP,18598,100.00
State Representative,78,Total,,,18598,
State Representative,79,Joe C. Pickett,True,DEM,14170,100.00
State Representative,79,Total,,,14170,
State Representative,80,Ben Martinez,False,REP,11327,44.20
State Representative,80,"Timoteo ""Timo"" Garza",False,DEM,14302,55.80
State Representative,80,Total,,,25629,
State Representative,81,"G.E. ""Buddy"" West",True,REP,21583,100.00
State Representative,81,Total,,,21583,
State Representative,82,Tom Craddick,True,REP,28968,100.00
State Representative,82,Total,,,28968,
State Representative,83,Delwin L. Jones,True,REP,31551,91.10
State Representative,83,"David ""Inky"" Scott",False,LIB,3083,8.90
State Representative,83,Total,,,34634,
State Representative,84,Carl H. Isett,True,REP,18088,66.27
State Representative,84,Yolanda Guerrero,False,DEM,8547,31.31
State Representative,84,Tim Turnipseed,False,LIB,661,2.42
State Representative,84,Total,,,27296,
State Representative,85,Judy Strickland,False,REP,11559,35.37
State Representative,85,"James E. ""Pete"" Laney",True,DEM,21121,64.63
State Representative,85,Total,,,32680,
State Representative,86,John Smithee,True,REP,32387,100.00
State Representative,86,Total,,,32387,
State Representative,87,David Swinford,True,REP,17086,65.82
State Representative,87,Jesse Quackenbush,False,DEM,8872,34.18
State Representative,87,Total,,,25958,
State Representative,88,Warren Chisum,True,REP,27880,100.00
State Representative,88,Total,,,27880,
State Representative,89,Jodie Laubenberg,False,REP,28776,77.73
State Representative,89,Lehman Harris,False,DEM,8245,22.27
State Representative,89,Total,,,37021,
State Representative,90,Larry Keilberg,False,REP,4511,27.77
State Representative,90,Lon Burnam,True,DEM,11731,72.23
State Representative,90,Total,,,16242,
State Representative,91,Bob E. Griggs,False,REP,21227,84.41
State Representative,91,Ron C. West,False,LIB,3921,15.59
State Representative,91,Total,,,25148,
State Representative,92,Todd Smith,True,REP,25248,88.51
State Representative,92,Mark V. Peters,False,LIB,3278,11.49
State Representative,92,Total,,,28526,
State Representative,93,Toby Goodman,True,REP,13089,56.61
State Representative,93,Mike Gregory,False,DEM,10033,43.39
State Representative,93,Total,,,23122,
State Representative,94,Kent Grusendorf,True,REP,28892,100.00
State Representative,94,Total,,,28892,
State Representative,95,Glenn Lewis,True,DEM,25188,100.00
State Representative,95,Total,,,25188,
State Representative,96,Bill Zedler,False,REP,21896,60.01
State Representative,96,Darrel Cox,False,DEM,14589,39.99
State Representative,96,Total,,,36485,
State Representative,97,Anna Mowery,True,REP,29579,67.42
State Representative,97,Nancy R. Stevens,False,DEM,14291,32.58
State Representative,97,Total,,,43870,
State Representative,98,Vicki Truitt,True,REP,37366,100.00
State Representative,98,Total,,,37366,
State Representative,99,Charlie Geren,True,REP,23427,68.89
State Representative,99,Mimi Coffey,False,DEM,10012,29.44
State Representative,99,"Bobby E. Hearn, Jr.",False,LIB,566,1.66
State Representative,99,Total,,,34005,
State Representative,100,Terri Hodge,True,DEM,16679,95.16
State Representative,100,Barry V. Smith,False,LIB,849,4.84
State Representative,100,Total,,,17528,
State Representative,101,Elvira Reyna,True,REP,16947,100.00
State Representative,101,Total,,,16947,
State Representative,102,Tony Goolsby,True,REP,19136,100.00
State Representative,102,Total,,,19136,
State Representative,103,Andy Olivo,False,REP,3828,29.22
State Representative,103,Steve Wolens,True,DEM,9006,68.75
State Representative,103,David Mason,False,LIB,266,2.03
State Representative,103,Total,,,13100,
State Representative,104,Joe Hernandez,False,REP,3523,26.01
State Representative,104,Roberto R. Alonzo,False,DEM,10023,73.99
State Representative,104,Total,,,13546,
State Representative,105,Linda HarperBrown,False,REP,13461,75.85
State Representative,105,Robert Mohler,False,LIB,1249,7.04
State Representative,105,Sheril Blackmon,False,GRN,653,3.68
State Representative,105,Bob Romano,False,IND,2385,13.44
State Representative,105,Total,,,17748,
State Representative,106,Ray Allen,True,REP,13851,100.00
State Representative,106,Total,,,13851,
State Representative,107,Bill Keffer,False,REP,20764,58.41
State Representative,107,Theresa Daniel,False,DEM,14786,41.59
State Representative,107,Total,,,35550,
State Representative,108,Dan Branch,False,REP,21514,66.45
State Representative,108,Malcolm Dade,False,DEM,10862,33.55
State Representative,108,Total,,,32376,
State Representative,109,Joseph L. Sam,False,REP,9155,25.50
State Representative,109,Helen Giddings,True,DEM,26747,74.50
State Representative,109,Total,,,35902,
State Representative,110,Jesse W. Jones,True,DEM,19511,100.00
State Representative,110,Total,,,19511,
State Representative,111,Yvonne  Davis,True,DEM,25721,100.00
State Representative,111,Total,,,25721,
State Representative,112,Fred Hill,True,REP,24548,70.95
State Representative,112,Brian Booker,False,DEM,10053,29.05
State Representative,112,Total,,,34601,
State Representative,113,Joe Driver,True,REP,18065,100.00
State Representative,113,Total,,,18065,
State Representative,114,Will Hartnett,True,REP,24503,100.00
State Representative,114,Total,,,24503,
State Representative,115,Kenny Marchant,True,REP,23823,71.30
State Representative,115,Lisa Sutter,False,DEM,9588,28.70
State Representative,115,Total,,,33411,
State Representative,116,Trey Martinez Fischer,True,DEM,15174,100.00
State Representative,116,Total,,,15174,
State Representative,117,Ken Mercer,False,REP,11703,58.98
State Representative,117,Raul Prado,False,DEM,8138,41.02
State Representative,117,Total,,,19841,
State Representative,118,"Carlos ""Charlie"" Uresti",True,DEM,14416,100.00
State Representative,118,Total,,,14416,
State Representative,119,Robert R. Puente,True,DEM,15451,100.00
State Representative,119,Total,,,15451,
State Representative,120,Ruth Jones McClendon,True,DEM,15280,100.00
State Representative,120,Total,,,15280,
State Representative,121,Elizabeth Ames Jones,True,REP,30720,89.93
State Representative,121,Harlan McVea,False,GRN,3441,10.07
State Representative,121,Total,,,34161,
State Representative,122,"Frank J. Corte, Jr.",True,REP,39048,88.45
State Representative,122,David Travis Kelly,False,LIB,3362,7.62
State Representative,122,Jack Nottingham,False,GRN,1738,3.94
State Representative,122,Total,,,44148,
State Representative,123,John Barger,False,REP,8088,35.28
State Representative,123,Mike  Villarreal,True,DEM,14461,63.09
State Representative,123,Don H. Culwell,False,LIB,373,1.63
State Representative,123,Total,,,22922,
State Representative,124,Jose Menendez,True,DEM,14970,100.00
State Representative,124,Total,,,14970,
State Representative,125,Nelson H. Balido,False,REP,10143,39.72
State Representative,125,Joaquin Castro,False,DEM,15391,60.28
State Representative,125,Total,,,25534,
State Representative,126,Peggy Hamric,True,REP,24197,100.00
State Representative,126,Total,,,24197,
State Representative,127,Joe Crabb,True,REP,28214,100.00
State Representative,127,Total,,,28214,
State Representative,128,Wayne Smith,False,REP,16421,100.00
State Representative,128,Total,,,16421,
State Representative,129,John E. Davis,True,REP,26664,100.00
State Representative,129,Total,,,26664,
State Representative,130,Corbin Van Arsdale,False,REP,29652,100.00
State Representative,130,Total,,,29652,
State Representative,131,Ron Wilson,True,DEM,18572,100.00
State Representative,131,Total,,,18572,
State Representative,132,Bill Callegari,True,REP,21079,90.45
State Representative,132,Michael J. Sotir,False,LIB,1488,6.39
State Representative,132,Michael J. Bolzenius,False,GRN,737,3.16
State Representative,132,Total,,,23304,
State Representative,133,Joe Nixon,True,REP,15189,65.14
State Representative,133,"Bernard ""Bernardo"" Amadi",False,DEM,8128,34.86
State Representative,133,Total,,,23317,
State Representative,134,Martha Wong,False,REP,24520,52.55
State Representative,134,Debra  Danburg,True,DEM,21645,46.39
State Representative,134,Nathaniel Joe LaFleur,False,LIB,492,1.05
State Representative,134,Total,,,46657,
State Representative,135,Gary Elkins,True,REP,17186,70.24
State Representative,135,Eric H. Krebs,False,DEM,7280,29.76
State Representative,135,Total,,,24466,
State Representative,136,Beverly Woolley,True,REP,31763,100.00
State Representative,136,Total,,,31763,
State Representative,137,Dionne L. Roberts,False,REP,5200,45.25
State Representative,137,Scott Hochberg,True,DEM,6292,54.75
State Representative,137,Total,,,11492,
State Representative,138,Dwayne Bohac,False,REP,14682,59.42
State Representative,138,Ken Yarbrough,True,DEM,10026,40.58
State Representative,138,Total,,,24708,
State Representative,139,Sylvester Turner,True,DEM,18559,100.00
State Representative,139,Total,,,18559,
State Representative,140,Anthony Samuel Palasota,False,REP,3045,26.37
State Representative,140,Kevin Bailey,True,DEM,8503,73.63
State Representative,140,Total,,,11548,
State Representative,141,Senfronia Thompson,True,DEM,16478,100.00
State Representative,141,Total,,,16478,
State Representative,142,"Harold V. Dutton, Jr.",True,DEM,20574,100.00
State Representative,142,Total,,,20574,
State Representative,143,Joe E. Moreno,True,DEM,10175,91.77
State Representative,143,Bob W. Townsend,False,LIB,913,8.23
State Representative,143,Total,,,11088,
State Representative,144,Robert E. Talton,True,REP,15417,87.51
State Representative,144,Tom Maxton,False,LIB,2201,12.49
State Representative,144,Total,,,17618,
State Representative,145,Richard ,True,DEM,11087,100.00
State Representative,145,Total,,,11087,
State Representative,146,Al Edwards,True,DEM,24558,92.64
State Representative,146,Stacey Bourland,False,LIB,1951,7.36
State Representative,146,Total,,,26509,
State Representative,147,Garnet F.  Coleman,True,DEM,21253,100.00
State Representative,147,Total,,,21253,
State Representative,148,Jessica Farrar,True,DEM,14633,100.00
State Representative,148,Total,,,14633,
State Representative,149,Talmadge L. Heflin,True,REP,13144,55.52
State Representative,149,Andrew Tran,False,DEM,10530,44.48
State Representative,149,Total,,,23674,
State Representative,150,Debbie Riddle,False,REP,26174,100.00
State Representative,150,Total,,,26174,
"Chief Justice, 3rd Court of Appeals District",,Ken Law,False,REP,313304,100.00
"Chief Justice, 3rd Court of Appeals District",,Total,,,313304,
"Chief Justice, 4th Court of Appeals District",,Paul W. Green,False,REP,209177,47.51
"Chief Justice, 4th Court of Appeals District",,Alma L. Lopez,False,DEM,231103,52.49
"Chief Justice, 4th Court of Appeals District",,Total,,,440280,
"Chief Justice, 6th Court of Appeals District  Unexpired Term",,Josh Morriss,True,REP,90956,55.46
"Chief Justice, 6th Court of Appeals District  Unexpired Term",,Jim Lovett,False,DEM,73034,44.54
"Chief Justice, 6th Court of Appeals District  Unexpired Term",,Total,,,163990,
"Chief Justice, 7th Court of Appeals District",,Phil Johnson,False,REP,120430,67.54
"Chief Justice, 7th Court of Appeals District",,Floyd Holder,False,DEM,57868,32.46
"Chief Justice, 7th Court of Appeals District",,Total,,,178298,
"Chief Justice, 8th Court of Appeals District",,"Peter S. Peca, Jr.",False,REP,85120,49.35
"Chief Justice, 8th Court of Appeals District",,Richard Barajas,True,DEM,87377,50.65
"Chief Justice, 8th Court of Appeals District",,Total,,,172497,
"Chief Justice, 9th Court of Appeals District",,Steve McKeithen,False,REP,114491,54.00
"Chief Justice, 9th Court of Appeals District",,Ronald L. Walker,True,DEM,97523,46.00
"Chief Justice, 9th Court of Appeals District",,Total,,,212014,
"Chief Justice, 12th Court of Appeals District",,Jim Worthen,False,REP,149131,100.00
"Chief Justice, 12th Court of Appeals District",,Total,,,149131,
"Chief Justice, 14th Court of Appeals District",,Scott Brister,True,REP,588862,100.00
"Chief Justice, 14th Court of Appeals District",,Total,,,588862,
"Justice, 1st Court of Appeals District, Place 1",,Laura Carter Higley,False,REP,577638,100.00
"Justice, 1st Court of Appeals District, Place 1",,Total,,,577638,
"Justice, 1st Court of Appeals District, Place 2",,Sam Nuchia,True,REP,566673,100.00
"Justice, 1st Court of Appeals District, Place 2",,Total,,,566673,
"Justice, 1st Court of Appeals District, Place 3  Unexpired Term",,Sherry Radack,True,REP,567366,100.00
"Justice, 1st Court of Appeals District, Place 3  Unexpired Term",,Total,,,567366,
"Justice, 1st Court of Appeals District, Place 4  Unexpired Term",,Elsa Alcala,False,REP,488062,55.66
"Justice, 1st Court of Appeals District, Place 4  Unexpired Term",,Austin M. O'Toole,False,DEM,388836,44.34
"Justice, 1st Court of Appeals District, Place 4  Unexpired Term",,Total,,,876898,
"Justice, 1st Court of Appeals District, Place 5  Unexpired Term",,Evelyn Keyes,False,REP,492832,56.11
"Justice, 1st Court of Appeals District, Place 5  Unexpired Term",,Mary Thompson,False,DEM,385548,43.89
"Justice, 1st Court of Appeals District, Place 5  Unexpired Term",,Total,,,878380,
"Justice, 2nd Court of Appeals District, Place 2",,Dixon W. Holman,True,REP,281462,100.00
"Justice, 2nd Court of Appeals District, Place 2",,Total,,,281462,
"Justice, 2nd Court of Appeals, Place 7",,Terrie Livingston,True,REP,281379,100.00
"Justice, 2nd Court of Appeals, Place 7",,Total,,,281379,
"Justice, 4th Court of Appeals District  Unexpired Term",,Sandee Bryan Marion,True,REP,266493,100.00
"Justice, 4th Court of Appeals District  Unexpired Term",,Total,,,266493,
"Justice, 5th Court of Appeals District, Place 1",,Mark Whittington,True,REP,270594,100.00
"Justice, 5th Court of Appeals District, Place 1",,Total,,,270594,
"Justice, 5th Court of Appeals District, Place 2",,David L. Bridges,True,REP,267218,100.00
"Justice, 5th Court of Appeals District, Place 2",,Total,,,267218,
"Justice, 5th Court of Appeals District, Place 3",,Kerry Fitzgerald,True,REP,266108,100.00
"Justice, 5th Court of Appeals District, Place 3",,Total,,,266108,
"Justice, 5th Court of Appeals District, Place 4",,Molly Francis,True,REP,265575,100.00
"Justice, 5th Court of Appeals District, Place 4",,Total,,,265575,
"Justice, 6th Court of Appeals",,Jack Carter,False,DEM,107227,100.00
"Justice, 6th Court of Appeals",,Total,,,107227,
"Justice, 10th Court of Appeals District",,Bill Vance,True,DEM,123116,100.00
"Justice, 10th Court of Appeals District",,Total,,,123116,
"Justice, 11th Court of Appeals District",,Jim R. Wright,True,REP,74300,100.00
"Justice, 11th Court of Appeals District",,Total,,,74300,
"Justice, 13th Court of Appeals District",,Bradford M. Condit,False,REP,112778,42.02
"Justice, 13th Court of Appeals District",,Dori Contreras Garza,False,DEM,155586,57.98
"Justice, 13th Court of Appeals District",,Total,,,268364,
"Justice, 14th Court of Appeals District",,Kem Thompson Frost,True,REP,475090,54.07
"Justice, 14th Court of Appeals District",,Denise Crawford,False,DEM,403638,45.93
"Justice, 14th Court of Appeals District",,Total,,,878728,
"Justice, 14th Court of Appeals District  Unexpired Term",,Eva Guzman,True,REP,562203,100.00
"Justice, 14th Court of Appeals District  Unexpired Term",,Total,,,562203,
District Judge,Judicial District 1A,Monte D. Lawlis,True,DEM,11375,100.00
District Judge,Judicial District 1A,Total,,,11375,
District Judge,7th Judicial District  Unexpired Term,Kerry L. Russell,True,REP,32188,71.17
District Judge,7th Judicial District  Unexpired Term,Clifton L. Roberson,False,DEM,13039,28.83
District Judge,7th Judicial District  Unexpired Term,Total,,,45227,
District Judge,30th Judicial District,Bob Brotherton,True,REP,19740,100.00
District Judge,30th Judicial District,Total,,,19740,
District Judge,31st Judicial District,Steven R. Emmert,True,REP,8349,100.00
District Judge,31st Judicial District,Total,,,8349,
District Judge,36th Judicial District,Boyd Bauer,False,REP,14133,48.72
District Judge,36th Judicial District,Mike Welborn,True,DEM,14875,51.28
District Judge,36th Judicial District,Total,,,29008,
District Judge,39th Judicial District,Charles Chapman,True,DEM,2516,100.00
District Judge,39th Judicial District,Total,,,2516,
District Judge,40th Judicial District,Gene Knize,True,REP,21536,100.00
District Judge,40th Judicial District,Total,,,21536,
District Judge,44th Judicial District,David Kelton,False,REP,213429,50.51
District Judge,44th Judicial District,Sarah Saldana,False,DEM,209139,49.49
District Judge,44th Judicial District,Total,,,422568,
District Judge,45th Judicial District,Wade B. Shelton,False,REP,124167,48.34
District Judge,45th Judicial District,Barbara Hanson Nellermoe,False,DEM,132671,51.66
District Judge,45th Judicial District,Total,,,256838,
District Judge,46th Judicial District,Tom  Neely,True,DEM,3121,100.00
District Judge,46th Judicial District,Total,,,3121,
District Judge,47th Judicial District,Hal Miner,False,REP,34266,68.40
District Judge,47th Judicial District,Adrian Castillo,False,DEM,15834,31.60
District Judge,47th Judicial District,Total,,,50100,
District Judge,49th Judicial District,Manuel R. Flores,True,DEM,36036,100.00
District Judge,49th Judicial District,Total,,,36036,
District Judge,54th Judicial District,George Allen,True,DEM,36746,100.00
District Judge,54th Judicial District,Total,,,36746,
District Judge,55th Judicial District,Jeff Brown,True,REP,331961,54.82
District Judge,55th Judicial District,Lee Arellano,False,DEM,273609,45.18
District Judge,55th Judicial District,Total,,,605570,
District Judge,58th Judicial District,"James W. ""Jim"" Mehaffy",True,DEM,39800,100.00
District Judge,58th Judicial District,Total,,,39800,
District Judge,64th Judicial District,Rob Kinkaid,False,REP,6676,59.29
District Judge,64th Judicial District,Paul Holloway,False,DEM,4584,40.71
District Judge,64th Judicial District,Total,,,11260,
District Judge,66th Judicial District,F.B. ,True,DEM,5378,100.00
District Judge,66th Judicial District,Total,,,5378,
District Judge,68th Judicial District,Charles Stokes,False,REP,109048,100.00
District Judge,68th Judicial District,Total,,,109048,
District Judge,69th Judicial District,Ron Enns,True,REP,6295,100.00
District Judge,69th Judicial District,Total,,,6295,
District Judge,70th Judicial District,"J.V. ""Jay"" Gibson",True,DEM,14608,100.00
District Judge,70th Judicial District,Total,,,14608,
District Judge,75th Judicial District,"C.T. ""Rusty"" Hight",False,DEM,9433,100.00
District Judge,75th Judicial District,Total,,,9433,
District Judge,81st Judicial District,Donna Rayes,False,DEM,18249,100.00
District Judge,81st Judicial District,Total,,,18249,
District Judge,82nd Judicial District,Robert Stem,True,DEM,7717,100.00
District Judge,82nd Judicial District,Total,,,7717,
District Judge,83rd Judicial District,Carl Pendergrass,True,REP,7467,100.00
District Judge,83rd Judicial District,Total,,,7467,
District Judge,85th Judicial District,J.D. Langley,True,REP,20752,100.00
District Judge,85th Judicial District,Total,,,20752,
District Judge,86th Judicial District,Howard Tygrett,False,REP,9808,55.39
District Judge,86th Judicial District,"Louis W. ""Bill"" Conradt, Jr.",False,DEM,7899,44.61
District Judge,86th Judicial District,Total,,,17707,
District Judge,87th Judicial District,Deborah Oakes Evans,False,REP,13785,54.19
District Judge,87th Judicial District,Joe Cannon,False,DEM,11652,45.81
District Judge,87th Judicial District,Total,,,25437,
District Judge,94th Judicial District,Jack E. Hunter,True,DEM,45788,100.00
District Judge,94th Judicial District,Total,,,45788,
District Judge,101st Judicial District,Jay Patterson,True,REP,109048,100.00
District Judge,101st Judicial District,Total,,,109048,
District Judge,102nd Judicial District,John  Miller,True,DEM,16209,100.00
District Judge,102nd Judicial District,Total,,,16209,
District Judge,103rd Judicial District,"Menton Murray, Jr.",True,DEM,34796,100.00
District Judge,103rd Judicial District,Total,,,34796,
District Judge,104th Judicial District,Lee Hamilton,False,REP,24454,100.00
District Judge,104th Judicial District,Total,,,24454,
District Judge,105th Judicial District,J. Manuel Banales,True,DEM,48813,100.00
District Judge,105th Judicial District,Total,,,48813,
District Judge,106th Judicial District,Carter T. Schildknecht,True,REP,4931,60.94
District Judge,106th Judicial District,W. Calloway (Cal) Huffaker,False,DEM,3161,39.06
District Judge,106th Judicial District,Total,,,8092,
District Judge,107th Judicial District,"Benjamin Euresti, Jr",True,DEM,33972,100.00
District Judge,107th Judicial District,Total,,,33972,
District Judge,109th Judicial District,James L. Rex,True,DEM,4490,100.00
District Judge,109th Judicial District,Total,,,4490,
District Judge,110th Judicial District,Tempie T. Francis,False,REP,1664,41.13
District Judge,110th Judicial District,Randy Hollums,True,DEM,2382,58.87
District Judge,110th Judicial District,Total,,,4046,
District Judge,111th Judicial District,Raul Vasquez,True,DEM,33856,100.00
District Judge,111th Judicial District,Total,,,33856,
District Judge,112th Judicial District,Brock Jones,True,DEM,5543,100.00
District Judge,112th Judicial District,Total,,,5543,
District Judge,113th Judicial District,Patricia Hancock,True,REP,344145,56.79
District Judge,113th Judicial District,Frank Svetlik,False,DEM,261865,43.21
District Judge,113th Judicial District,Total,,,606010,
District Judge,115th Judicial District,"Lauren ""Laurie"" Parish",True,DEM,8059,100.00
District Judge,115th Judicial District,Total,,,8059,
District Judge,116th Judicial District,Carlos Lopez,True,REP,109048,100.00
District Judge,116th Judicial District,Total,,,109048,
District Judge,117th Judicial District,Sandra Watts,False,DEM,44394,100.00
District Judge,117th Judicial District,Total,,,44394,
District Judge,118th Judicial District,"Robert H. Moore, III",True,REP,6195,100.00
District Judge,118th Judicial District,Total,,,6195,
District Judge,120th Judicial District,Luis Aguilar,False,DEM,73182,100.00
District Judge,120th Judicial District,Total,,,73182,
District Judge,122nd Judicial District,John Ellisor,False,REP,30133,51.68
District Judge,122nd Judicial District,Helen Stewart Truscott,False,DEM,28175,48.32
District Judge,122nd Judicial District,Total,,,58308,
District Judge,129th Judicial District  Unexpired Term,Grant Dorfman,False,REP,332333,54.84
District Judge,129th Judicial District  Unexpired Term,Antonia Martinez Ingversen,False,DEM,273694,45.16
District Judge,129th Judicial District  Unexpired Term,Total,,,606027,
District Judge,134th Judicial District,Anne Ashby,True,REP,109048,100.00
District Judge,134th Judicial District,Total,,,109048,
District Judge,137th Judicial District,Cecil G. Puryear,True,REP,43855,100.00
District Judge,137th Judicial District,Total,,,43855,
District Judge,141st Judicial District,Len Wade,False,REP,203237,81.57
District Judge,141st Judicial District,Brooks Harrington,False,IND,45925,18.43
District Judge,141st Judicial District,Total,,,249162,
District Judge,144th Judicial District,Mark R. Luitjen,True,REP,154918,100.00
District Judge,144th Judicial District,Total,,,154918,
District Judge,147th Judicial District,"Wilford ""Wil"" Flowers",True,DEM,139262,100.00
District Judge,147th Judicial District,Total,,,139262,
District Judge,148th Judicial District,Rose Vela,True,DEM,43055,100.00
District Judge,148th Judicial District,Total,,,43055,
District Judge,149th Judicial District,"Robert ""Bob"" May",True,REP,35832,100.00
District Judge,149th Judicial District,Total,,,35832,
District Judge,150th Judicial District,Janet Littlejohn,True,REP,132903,51.02
District Judge,150th Judicial District,Maricela Cavazos,False,DEM,127579,48.98
District Judge,150th Judicial District,Total,,,260482,
District Judge,152nd Judicial District  Unexpired Term,Ken Wise,False,REP,326495,53.67
District Judge,152nd Judicial District  Unexpired Term,Diane Feiler,False,DEM,281800,46.33
District Judge,152nd Judicial District  Unexpired Term,Total,,,608295,
District Judge,154th Judicial District,Felix Klein,True,REP,2271,100.00
District Judge,154th Judicial District,Total,,,2271,
District Judge,155th Judicial District,Dan R. Beck,True,DEM,14546,100.00
District Judge,155th Judicial District,Total,,,14546,
District Judge,156th Judicial District,Joel B. Johnson,True,DEM,19608,100.00
District Judge,156th Judicial District,Total,,,19608,
District Judge,157th Judicial District,"George C. Hanks, Jr.",True,REP,387386,100.00
District Judge,157th Judicial District,Total,,,387386,
District Judge,158th Judicial District,Jake Collier,False,REP,77796,100.00
District Judge,158th Judicial District,Total,,,77796,
District Judge,159th Judicial District,Paul White,True,REP,11595,100.00
District Judge,159th Judicial District,Total,,,11595,
District Judge,160th Judicial District,Joe Cox,False,REP,215368,51.15
District Judge,160th Judicial District,Patrick Strauss,False,DEM,205705,48.85
District Judge,160th Judicial District,Total,,,421073,
District Judge,168th Judicial District,Guadalupe Rivera,True,DEM,74227,100.00
District Judge,168th Judicial District,Total,,,74227,
District Judge,169th Judicial District,Gordon G. Adams,True,REP,28622,100.00
District Judge,169th Judicial District,Total,,,28622,
District Judge,170th Judicial District,Jim Meyer,False,REP,30935,60.36
District Judge,170th Judicial District,Steve Fontaine,False,DEM,20316,39.64
District Judge,170th Judicial District,Total,,,51251,
District Judge,171st Judicial District,Bonnie Rangel,True,DEM,73485,100.00
District Judge,171st Judicial District,Total,,,73485,
District Judge,172nd Judicial District,Donald J. Floyd,True,DEM,38313,100.00
District Judge,172nd Judicial District,Total,,,38313,
District Judge,173rd Judicial District,Jack Holland,True,DEM,3015,100.00
District Judge,173rd Judicial District,Total,,,3015,
District Judge,180th Judicial District,Debbie Mantooth Stricklin,True,REP,380173,100.00
District Judge,180th Judicial District,Total,,,380173,
District Judge,181st Judicial District,John B. Board,True,REP,40237,100.00
District Judge,181st Judicial District,Total,,,40237,
District Judge,182nd Judicial District,Jeannine Barr,True,REP,335652,55.60
District Judge,182nd Judicial District,"Grant U. Hardeway, Sr.",False,DEM,268033,44.40
District Judge,182nd Judicial District,Total,,,603685,
District Judge,183rd Judicial District,Joan Huffman,True,REP,333950,55.41
District Judge,183rd Judicial District,W. Robert Voigt,False,DEM,268779,44.59
District Judge,183rd Judicial District,Total,,,602729,
District Judge,184th Judicial District,Jan Krocker,True,REP,336998,55.84
District Judge,184th Judicial District,Bennie  House,False,DEM,266470,44.16
District Judge,184th Judicial District,Total,,,603468,
District Judge,185th Judicial District,Susan Brown,True,REP,377460,100.00
District Judge,185th Judicial District,Total,,,377460,
District Judge,186th Judicial District,Jeff Mulliner,False,REP,128404,49.98
District Judge,186th Judicial District,"Maria Teresa ""Tessa"" Herr",False,DEM,128496,50.02
District Judge,186th Judicial District,Total,,,256900,
District Judge,187th Judicial District,Raymond Angelini,True,REP,133586,52.20
District Judge,187th Judicial District,Andrew D. Thomas,False,DEM,122306,47.80
District Judge,187th Judicial District,Total,,,255892,
District Judge,188th Judicial District,David Brabham,True,REP,19945,100.00
District Judge,188th Judicial District,Total,,,19945,
District Judge,189th Judicial District,Jeff Work,True,REP,370963,100.00
District Judge,189th Judicial District,Total,,,370963,
District Judge,190th Judicial District,Jennifer W. Elrod,False,REP,330226,54.46
District Judge,190th Judicial District,Rick Molina,False,DEM,276171,45.54
District Judge,190th Judicial District,Total,,,606397,
District Judge,191st Judicial District,Catharina Haynes,True,REP,224191,53.22
District Judge,191st Judicial District,Greg Gray,False,DEM,197046,46.78
District Judge,191st Judicial District,Total,,,421237,
District Judge,192nd Judicial District,Merrill Hartman,True,REP,109048,100.00
District Judge,192nd Judicial District,Total,,,109048,
District Judge,193rd Judicial District,David Evans,True,REP,109048,100.00
District Judge,193rd Judicial District,Total,,,109048,
District Judge,194th Judicial District,Mary E. Miller,False,REP,225179,53.64
District Judge,194th Judicial District,Heath  Harris,False,DEM,194634,46.36
District Judge,194th Judicial District,Total,,,419813,
District Judge,195th Judicial District,John Nelms,True,REP,219466,52.39
District Judge,195th Judicial District,R.D. Rucker,False,DEM,199441,47.61
District Judge,195th Judicial District,Total,,,418907,
District Judge,196th Judicial District,Joe M. Leonard,True,DEM,9876,100.00
District Judge,196th Judicial District,Total,,,9876,
District Judge,197th Judicial District,Migdalia Lopez,True,DEM,33927,100.00
District Judge,197th Judicial District,Total,,,33927,
District Judge,198th Judicial District,Emil Karl Prohl,True,REP,15602,100.00
District Judge,198th Judicial District,Total,,,15602,
District Judge,201st Judicial District,Suzanne Covington,True,DEM,138647,100.00
District Judge,201st Judicial District,Total,,,138647,
District Judge,203rd Judicial District,Lana McDaniel,True,REP,109048,100.00
District Judge,203rd Judicial District,Total,,,109048,
District Judge,204th Judicial District,Mark Nancarrow,True,REP,211965,50.71
District Judge,204th Judicial District,Lena Levario,False,DEM,206041,49.29
District Judge,204th Judicial District,Total,,,418006,
District Judge,205th Judicial District,Kathleen H. Olivares,True,DEM,74090,100.00
