office,district,candidate,incumbent,party,votes,pct
Member State Board of Education,5,Total,,,59178,
Member State Board of Education,6,DOUG CANNON,FALSE,REP,19060,44.57
Member State Board of Education,6,TERRI LEO,FALSE,REP,23703,55.43
Member State Board of Education,6,Total,,,42763,
Member State Board of Education,7,DAVID BRADLEY,TRUE,REP,26371,79.99
Member State Board of Education,7,"JASON W. CEYANES, SR",FALSE,REP,6597,20.01
Member State Board of Education,7,Total,,,32968,
Member State Board of Education,8,LINDA BAUER,FALSE,REP,32569,64.17
Member State Board of Education,8,GRACE SHORE,TRUE,REP,18189,35.83
Member State Board of Education,8,Total,,,50758,
Member State Board of Education,9,"PATRICIA ""PAT"" HARPER",FALSE,REP,19519,48.77
Member State Board of Education,9,DON MCLEROY,TRUE,REP,20503,51.23
Member State Board of Education,9,Total,,,40022,
Member State Board of Education,10,CYNTHIA A. THORNTON,TRUE,REP,43575,100
Member State Board of Education,10,Total,,,43575,
Member State Board of Education,11,BLANCA A. CASTILLO,FALSE,REP,4178,9.4
Member State Board of Education,11,"PATRICIA ""PAT"" HARDY",FALSE,REP,23585,53.06
Member State Board of Education,11,WARREN NORRED,FALSE,REP,16684,37.54
Member State Board of Education,11,Total,,,44447,
Member State Board of Education,12,"GERALDINE ""TINCY"" MILLER",TRUE,REP,35189,100
Member State Board of Education,12,Total,,,35189,
Member State Board of Education,14,LYNN EDWARD ALLEN,FALSE,REP,17911,39.84
Member State Board of Education,14,GAIL LOWE,FALSE,REP,27050,60.16
Member State Board of Education,14,Total,,,44961,
Member State Board of Education,15,BOB CRAIG,FALSE,REP,36767,57.42
Member State Board of Education,15,JOYCE HERRON,FALSE,REP,27265,42.58
Member State Board of Education,15,Total,,,64032,
State Senate,1,BILL RATLIFF,TRUE,REP,20367,69.79
State Senate,1,JERRY YOST,FALSE,REP,8816,30.21
State Senate,1,Total,,,29183,
State Senate,2,BOB DEUELL,FALSE,REP,15116,100
State Senate,2,Total,,,15116,
State Senate,3,TODD STAPLES,TRUE,REP,24179,100
State Senate,3,Total,,,24179,
State Senate,4,MARTIN BASALDUA,FALSE,REP,4571,20.01
State Senate,4,MICHAEL GALLOWAY,FALSE,REP,7947,34.79
State Senate,4,TOMMY WILLIAMS,FALSE,REP,10327,45.2
State Senate,4,Total,,,22845,
State Senate,5,STEVE OGDEN,TRUE,REP,28126,100
State Senate,5,Total,,,28126,
State Senate,7,JON LINDSAY,TRUE,REP,26555,100
State Senate,7,Total,,,26555,
State Senate,8,FLORENCE SHAPIRO,TRUE,REP,20142,100
State Senate,8,Total,,,20142,
State Senate,9,CHRIS HARRIS,TRUE,REP,9992,100
State Senate,9,Total,,,9992,
State Senate,10,KIM BRIMER,FALSE,REP,11823,62.88
State Senate,10,"KAREN ""KERRY"" LUNDELIUS",FALSE,REP,6979,37.12
State Senate,10,Total,,,18802,
State Senate,11,MIKE JACKSON,TRUE,REP,16402,100
State Senate,11,Total,,,16402,
State Senate,12,JANE NELSON,TRUE,REP,17031,100
State Senate,12,Total,,,17031,
State Senate,14,BEN BENTZIN,FALSE,REP,13026,100
State Senate,14,Total,,,13026,
State Senate,15,SAM TEXAS,FALSE,REP,1698,16.96
State Senate,15,MICHAEL P. WOLFE,FALSE,REP,8314,83.04
State Senate,15,Total,,,10012,
State Senate,16,JOHN CARONA,TRUE,REP,19181,100
State Senate,16,Total,,,19181,
State Senate,17,KYLE JANEK,FALSE,REP,16250,65.81
State Senate,17,GARY POLLAND,FALSE,REP,8444,34.19
State Senate,17,Total,,,24694,
State Senate,18,LESTER PHIPPS,FALSE,REP,11774,50.13
State Senate,18,MICHAEL ROZELL,FALSE,REP,11713,49.87
State Senate,18,Total,,,23487,
State Senate,22,KIP AVERITT,FALSE,REP,20074,57.63
State Senate,22,ED HARRISON,FALSE,REP,14758,42.37
State Senate,22,Total,,,34832,
State Senate,24,TROY FRASER,TRUE,REP,28443,100
State Senate,24,Total,,,28443,
State Senate,25,JOHN H. SHIELDS,FALSE,REP,25265,48.83
State Senate,25,JEFF WENTWORTH,TRUE,REP,26481,51.17
State Senate,25,Total,,,51746,
State Senate,28,ROBERT DUNCAN,TRUE,REP,30309,100
State Senate,28,Total,,,30309,
State Senate,30,DAVE DEISON,FALSE,REP,11508,42.3
State Senate,30,CRAIG ESTES,TRUE,REP,15698,57.7
State Senate,30,Total,,,27206,
State Senate,31,TEEL BIVINS,TRUE,REP,35245,100
State Senate,31,Total,,,35245,
State Representative,1,DAN TEAFATILLER,FALSE,REP,930,100
State Representative,1,Total,,,930,
State Representative,2,MICKEY COOPER,FALSE,REP,447,8.29
State Representative,2,DAN FLYNN,FALSE,REP,3046,56.48
State Representative,2,SUE ANN HARTING,FALSE,REP,1900,35.23
State Representative,2,Total,,,5393,
State Representative,4,BETTY BROWN,TRUE,REP,5082,100
State Representative,4,Total,,,5082,
State Representative,5,BRYAN HUGHES,FALSE,REP,4044,100
State Representative,5,Total,,,4044,
State Representative,6,LEO BERMAN,TRUE,REP,9604,100
State Representative,6,Total,,,9604,
State Representative,7,CURT HINSHAW,FALSE,REP,4851,40.47
State Representative,7,TOMMY MERRITT,TRUE,REP,7136,59.53
State Representative,7,Total,,,11987,
State Representative,8,BYRON COOK,FALSE,REP,1947,53.55
State Representative,8,GORDON K. LEE,FALSE,REP,250,6.88
State Representative,8,JAN PHILLIPS,FALSE,REP,1439,39.58
State Representative,8,Total,,,3636,
State Representative,9,WAYNE CHRISTIAN,TRUE,REP,4552,100
State Representative,9,Total,,,4552,
State Representative,10,JIM PITTS,TRUE,REP,7237,100
State Representative,10,Total,,,7237,
State Representative,11,KENNETH G. DURRETT,FALSE,REP,1747,100
State Representative,11,Total,,,1747,
State Representative,12,DALE INGLE,FALSE,REP,1616,100
State Representative,12,Total,,,1616,
State Representative,13,LOIS W. KOLKHORST,TRUE,REP,7398,100
State Representative,13,Total,,,7398,
State Representative,14,FRED BROWN,TRUE,REP,7862,74.41
State Representative,14,AL JONES,FALSE,REP,2704,25.59
State Representative,14,Total,,,10566,
State Representative,15,ROB EISSLER,FALSE,REP,4326,47.4
State Representative,15,VICKY RUDY,FALSE,REP,1981,21.7
State Representative,15,JEFF VANFLEET,FALSE,REP,1340,14.68
State Representative,15,KERRY WILLIAMS,FALSE,REP,1480,16.22
State Representative,15,Total,,,9127,
State Representative,16,CHARLES BRANDON CREIGHTON,FALSE,REP,4884,44.36
State Representative,16,RUBEN HOPE,TRUE,REP,6126,55.64
State Representative,16,Total,,,11010,
State Representative,17,JEAN KILLGORE,FALSE,REP,3631,100
State Representative,17,Total,,,3631,
State Representative,18,EDDIE SHAUBERGER,FALSE,REP,2630,100
State Representative,18,Total,,,2630,
State Representative,19,DON BURNETT,FALSE,REP,1114,43.82
State Representative,19,"MIKE ""TUFFY"" HAMILTON",FALSE,REP,1428,56.18
State Representative,19,Total,,,2542,
State Representative,20,DAN GATTIS,FALSE,REP,3846,44.65
State Representative,20,DUSTIN LITTLE,FALSE,REP,350,4.06
State Representative,20,KATHI SEAY,FALSE,REP,1436,16.67
State Representative,20,JOHN WHITWORTH,FALSE,REP,2981,34.61
State Representative,20,Total,,,8613,
State Representative,21,RIFE SCOTT KIMLER,FALSE,REP,2201,100
State Representative,21,Total,,,2201,
State Representative,24,JOHN HART,FALSE,REP,414,8
State Representative,24,TAD NELSON,FALSE,REP,1970,38.09
State Representative,24,LARRY TAYLOR,FALSE,REP,2788,53.91
State Representative,24,Total,,,5172,
State Representative,25,DENNIS BONNEN,TRUE,REP,5668,100
State Representative,25,Total,,,5668,
State Representative,26,CHARLIE HOWARD,TRUE,REP,6095,100
State Representative,26,Total,,,6095,
State Representative,27,MARK A. RUBAL,FALSE,REP,3485,100
State Representative,27,Total,,,3485,
State Representative,28,KEN CANNATA,FALSE,REP,2100,25.85
State Representative,28,GARY GATES,FALSE,REP,2280,28.07
State Representative,28,GLENN HEGAR,FALSE,REP,2402,29.57
State Representative,28,CYNTHIA NEWMAN,FALSE,REP,490,6.03
State Representative,28,GREG TRAVIS,FALSE,REP,851,10.48
State Representative,28,Total,,,8123,
State Representative,29,GLENDA DAWSON,FALSE,REP,2920,100
State Representative,29,Total,,,2920,
State Representative,30,GEANIE W. MORRISON,TRUE,REP,3170,100
State Representative,30,Total,,,3170,
State Representative,32,GENE SEAMAN,TRUE,REP,6463,100
State Representative,32,Total,,,6463,
State Representative,33,LAURO CUELLAR,FALSE,REP,2925,100
State Representative,33,Total,,,2925,
State Representative,34,ROBERT PATE,FALSE,REP,3117,100
State Representative,34,Total,,,3117,
State Representative,35,"JOSE ""CHEMO"" GARCIA",FALSE,REP,213,8.34
State Representative,35,ERIC OPIELA,FALSE,REP,989,38.72
State Representative,35,CLARK WELDER,FALSE,REP,1352,52.94
State Representative,35,Total,,,2554,
State Representative,38,HUMBERTO ZAMORA,FALSE,REP,727,100
State Representative,38,Total,,,727,
State Representative,43,ED CYGANIEWICZ,FALSE,REP,911,77.01
State Representative,43,RON LOZANO,FALSE,REP,272,22.99
State Representative,43,Total,,,1183,
State Representative,44,KEVIN M. KOLB,FALSE,REP,3473,34.45
State Representative,44,EDMUND KUEMPEL,TRUE,REP,6607,65.55
State Representative,44,Total,,,10080,
State Representative,45,RICK GREEN,TRUE,REP,5149,70.91
State Representative,45,RANDY ROBINSON,FALSE,REP,2112,29.09
State Representative,45,Total,,,7261,
State Representative,47,TERRY KEEL,TRUE,REP,5064,100
State Representative,47,Total,,,5064,
State Representative,48,TODD BAXTER,FALSE,REP,4510,100
State Representative,48,Total,,,4510,
State Representative,49,ANDREW PACETTI,FALSE,REP,1807,100
State Representative,49,Total,,,1807,
State Representative,50,KRIS GILLESPIE,FALSE,REP,1101,23.32
State Representative,50,JERRY MIKUS,FALSE,REP,888,18.81
State Representative,50,BOB RICHARDSON,FALSE,REP,1542,32.66
State Representative,50,JACK STICK,FALSE,REP,1191,25.22
State Representative,50,Total,,,4722,
State Representative,52,MIKE KRUSEE,TRUE,REP,4785,100
State Representative,52,Total,,,4785,
State Representative,53,HARVEY HILDERBRAN,TRUE,REP,8390,100
State Representative,53,Total,,,8390,
State Representative,54,SUZANNA GRATIA HUPP,TRUE,REP,4796,100
State Representative,54,Total,,,4796,
State Representative,55,DIANNE WHITE DELISI,TRUE,REP,5400,100
State Representative,55,Total,,,5400,
State Representative,56,"CHARLES ""DOC"" ANDERSON",FALSE,REP,2178,20.54
State Representative,56,WALT FAIR,FALSE,REP,4079,38.47
State Representative,56,HOLT GETTERMAN,FALSE,REP,4346,40.99
State Representative,56,Total,,,10603,
State Representative,57,JEFFREY T. HIBBS,FALSE,REP,2291,100
State Representative,57,Total,,,2291,
State Representative,58,RON CROOK,FALSE,REP,2384,33.13
State Representative,58,ARLENE WOHLGEMUTH,TRUE,REP,4811,66.87
State Representative,58,Total,,,7195,
State Representative,59,SID MILLER,TRUE,REP,3322,100
State Representative,59,Total,,,3322,
State Representative,60,MADELL BAILEY,FALSE,REP,855,11.1
State Representative,60,JAMES L.,TRUE,REP,4815,62.52
State Representative,60,CHARLES LUKE,FALSE,REP,2031,26.37
State Representative,60,Total,,,7701,
State Representative,61,PHIL KING,TRUE,REP,7272,100
State Representative,61,Total,,,7272,
State Representative,62,RON CLARK,TRUE,REP,4732,100
State Representative,62,Total,,,4732,
State Representative,63,MARY DENNY,TRUE,REP,4472,59.65
State Representative,63,CLAYTON DOWNING,FALSE,REP,3025,40.35
State Representative,63,Total,,,7497,
State Representative,64,MYRA CROWNOVER,TRUE,REP,5265,100
State Representative,64,Total,,,5265,
State Representative,65,BURT SOLOMONS,TRUE,REP,1946,59.24
State Representative,65,PAUL WILLIAMS,FALSE,REP,1339,40.76
State Representative,65,Total,,,3285,
State Representative,66,BRIAN MCCALL,TRUE,REP,3208,68.66
State Representative,66,FRED MOSES,FALSE,REP,1464,31.34
State Representative,66,Total,,,4672,
State Representative,67,JERRY MADDEN,TRUE,REP,2236,56.88
State Representative,67,"JOHN R. ROACH, JR.",FALSE,REP,1695,43.12
State Representative,67,Total,,,3931,
State Representative,68,RICK HARDCASTLE,TRUE,REP,2987,100
State Representative,68,Total,,,2987,
State Representative,69,BRUCE HARRIS,FALSE,REP,4046,100
State Representative,69,Total,,,4046,
State Representative,70,C.L. MATT MATTHEWS,FALSE,REP,1100,20.02
State Representative,70,KEN PAXTON,FALSE,REP,2168,39.45
State Representative,70,HARRY L. PIERCE,FALSE,REP,102,1.86
State Representative,70,ROBERT RANKINS,FALSE,REP,954,17.36
State Representative,70,W.H. BILL VITZ,FALSE,REP,1171,21.31
State Representative,70,Total,,,5495,
State Representative,71,BOB HUNTER,TRUE,REP,4452,100
State Representative,71,Total,,,4452,
State Representative,72,MARK BROWN,FALSE,REP,670,7.22
State Representative,72,SCOTT CAMPBELL,FALSE,REP,4664,50.26
State Representative,72,DREW DARBY,FALSE,REP,3498,37.69
State Representative,72,TOM GOFF,FALSE,REP,448,4.83
State Representative,72,Total,,,9280,
State Representative,73,CARTER CASTEEL,FALSE,REP,9290,53.99
State Representative,73,DIANE DASHER,FALSE,REP,7916,46.01
State Representative,73,Total,,,17206,
State Representative,74,"PEDRO ""PETE"" NIETO",FALSE,REP,954,100
State Representative,74,Total,,,954,
State Representative,78,PAT HAGGERTY,TRUE,REP,2770,100
State Representative,78,Total,,,2770,
State Representative,80,BEN MARTINEZ,FALSE,REP,788,100
State Representative,80,Total,,,788,
State Representative,81,"G.E. ""BUDDY"" WEST",TRUE,REP,3918,100
State Representative,81,Total,,,3918,
State Representative,82,TOM CRADDICK,TRUE,REP,5651,100
State Representative,82,Total,,,5651,
State Representative,83,DELWIN L. JONES,TRUE,REP,6469,52.27
State Representative,83,GARY L. WALKER,TRUE,REP,5907,47.73
State Representative,83,Total,,,12376,
State Representative,84,CARL H. ISETT,TRUE,REP,6584,100
State Representative,84,Total,,,6584,
State Representative,85,JUDY STRICKLAND,FALSE,REP,3245,100
State Representative,85,Total,,,3245,
State Representative,86,JOHN SMITHEE,TRUE,REP,12668,100
State Representative,86,Total,,,12668,
State Representative,87,DAVID SWINFORD,TRUE,REP,5657,100
State Representative,87,Total,,,5657,
State Representative,88,WARREN CHISUM,TRUE,REP,9300,100
State Representative,88,Total,,,9300,
State Representative,89,TOMMY HOOPER,FALSE,REP,1854,25.36
State Representative,89,JODIE LAUBENBERG,FALSE,REP,3084,42.18
State Representative,89,MIKE LAWSHE,FALSE,REP,2374,32.47
State Representative,89,Total,,,7312,
State Representative,90,LARRY KEILBERG,FALSE,REP,752,100
State Representative,90,Total,,,752,
State Representative,91,BOB E. GRIGGS,FALSE,REP,2842,100
State Representative,91,Total,,,2842,
State Representative,92,TODD SMITH,TRUE,REP,3279,100
State Representative,92,Total,,,3279,
State Representative,93,TOBY GOODMAN,TRUE,REP,1473,100
State Representative,93,Total,,,1473,
State Representative,94,KENT GRUSENDORF,TRUE,REP,4326,100
State Representative,94,Total,,,4326,
State Representative,96,DAN T. SERNA,FALSE,REP,1145,31.9
State Representative,96,KELLYE ANN SWANDA,FALSE,REP,467,13.01
State Representative,96,BILL ZEDLER,FALSE,REP,1977,55.08
State Representative,96,Total,,,3589,
State Representative,97,ANNA MOWERY,TRUE,REP,6388,100
State Representative,97,Total,,,6388,
State Representative,98,VICKI TRUITT,TRUE,REP,3291,100
State Representative,98,Total,,,3291,
State Representative,99,CHARLIE GEREN,TRUE,REP,3816,100
State Representative,99,Total,,,3816,
State Representative,101,ELVIRA REYNA,TRUE,REP,2247,100
State Representative,101,Total,,,2247,
State Representative,102,TONY GOOLSBY,TRUE,REP,3183,100
State Representative,102,Total,,,3183,
State Representative,103,ANDY OLIVO,FALSE,REP,507,100
State Representative,103,Total,,,507,
State Representative,104,JOE HERNANDEZ,FALSE,REP,435,100
State Representative,104,Total,,,435,
State Representative,105,ROSE CANNADAY,FALSE,REP,1728,48.88
State Representative,105,LINDA HARPERBROWN,FALSE,REP,1807,51.12
State Representative,105,Total,,,3535,
State Representative,106,RAY ALLEN,TRUE,REP,1606,100
State Representative,106,Total,,,1606,
State Representative,107,TONY AGUILAR,FALSE,REP,699,11.21
State Representative,107,LARRY JEFFUS,FALSE,REP,1677,26.88
State Representative,107,BILL KEFFER,FALSE,REP,2353,37.72
State Representative,107,MIKE LEE,FALSE,REP,1509,24.19
State Representative,107,Total,,,6238,
State Representative,108,DAN BRANCH,FALSE,REP,3790,69.52
State Representative,108,FARRELL RAY,FALSE,REP,1662,30.48
State Representative,108,Total,,,5452,
State Representative,109,JOSEPH L. SAM,FALSE,REP,1172,100
State Representative,109,Total,,,1172,
State Representative,112,FRED HILL,TRUE,REP,3919,100
State Representative,112,Total,,,3919,
State Representative,113,JOE DRIVER,TRUE,REP,2388,100
State Representative,113,Total,,,2388,
State Representative,114,WILL HARTNETT,TRUE,REP,4728,100
State Representative,114,Total,,,4728,
State Representative,115,KENNY MARCHANT,TRUE,REP,3022,100
State Representative,115,Total,,,3022,
State Representative,117,JANIE MARTINEZ GONZALEZ,FALSE,REP,765,36.97
State Representative,117,KEN MERCER,FALSE,REP,1304,63.03
State Representative,117,Total,,,2069,
State Representative,121,ELIZABETH AMES JONES,TRUE,REP,8225,100
State Representative,121,Total,,,8225,
State Representative,122,"FRANK J. CORTE, JR.",TRUE,REP,9172,100
State Representative,122,Total,,,9172,
State Representative,123,JOHN BARGER,FALSE,REP,2082,100
State Representative,123,Total,,,2082,
State Representative,125,NELSON H. BALIDO,FALSE,REP,1762,100
State Representative,125,Total,,,1762,
State Representative,126,PEGGY HAMRIC,TRUE,REP,4490,100
State Representative,126,Total,,,4490,
State Representative,127,JOE CRABB,TRUE,REP,4514,66.98
State Representative,127,JOE STUNJA,FALSE,REP,1440,21.37
State Representative,127,MIKE SULLIVAN,FALSE,REP,785,11.65
State Representative,127,Total,,,6739,
State Representative,128,TOM BUTLER,FALSE,REP,1592,40.75
State Representative,128,REGGIE GONZALES,FALSE,REP,601,15.38
State Representative,128,WAYNE SMITH,FALSE,REP,1714,43.87
State Representative,128,Total,,,3907,
State Representative,129,JOHN E. DAVIS,TRUE,REP,3939,100
State Representative,129,Total,,,3939,
State Representative,130,BILL O'BRIEN,FALSE,REP,2504,41.91
State Representative,130,CORBIN VAN ARSDALE,FALSE,REP,3470,58.09
State Representative,130,Total,,,5974,
State Representative,132,BILL CALLEGARI,TRUE,REP,3276,100
State Representative,132,Total,,,3276,
State Representative,133,JOE NIXON,TRUE,REP,3637,100
State Representative,133,Total,,,3637,
State Representative,134,MICHAEL BUNCH,FALSE,REP,103,1.17
State Representative,134,MARK COLE,FALSE,REP,2498,28.36
State Representative,134,STEVE MUNISTERI,FALSE,REP,1920,21.8
State Representative,134,ROB ROWLAND,FALSE,REP,872,9.9
State Representative,134,MARTHA WONG,FALSE,REP,3416,38.78
State Representative,134,Total,,,8809,
State Representative,135,GARY ELKINS,TRUE,REP,2414,100
State Representative,135,Total,,,2414,
State Representative,136,BEVERLY WOOLLEY,TRUE,REP,7557,100
State Representative,136,Total,,,7557,
State Representative,137,DIONNE L. ROBERTS,FALSE,REP,1481,100
State Representative,137,Total,,,1481,
State Representative,138,DWAYNE BOHAC,FALSE,REP,3973,81.11
State Representative,138,STILLMAN MAXON,FALSE,REP,141,2.88
State Representative,138,DAVE WILSON,FALSE,REP,784,16.01
State Representative,138,Total,,,4898,
State Representative,140,ANTHONY SAMUEL PALASOTA,FALSE,REP,603,100
State Representative,140,Total,,,603,
