county,office,district,candidate,incumbent,party,votes,pct
ANDERSON,U. S. Senator,,John Cornyn,False,REP,6347,61.38
ANDERSON,U. S. Senator,,Ron Kirk,False,DEM,3882,37.54
ANDERSON,U. S. Senator,,Scott Lanier Jameson,False,LIB,77,0.74
ANDERSON,U. S. Senator,,Roy H. Williams,False,GRN,33,0.32
ANDERSON,U. S. Senator,,"James W. ""Jim"" Wright",False,WI,1,0.01
ANDERSON,U. S. Senator,,Total,,,10340,
ANDERSON,U. S. Representative,5,Jeb Hensarling,False,REP,6060,59.53
ANDERSON,U. S. Representative,5,Ron Chapman,False,DEM,4018,39.47
ANDERSON,U. S. Representative,5,Dan Michalski,False,LIB,61,0.60
ANDERSON,U. S. Representative,5,Thomas J. Kemper,False,GRN,41,0.40
ANDERSON,U. S. Representative,5,Total,,,10180,
ANDERSON,Governor,,Rick Perry,True,REP,6386,62.02
ANDERSON,Governor,,Tony Sanchez,False,DEM,3758,36.50
ANDERSON,Governor,,Jeff Daiell,False,LIB,129,1.25
ANDERSON,Governor,,Rahul Mahajan,False,GRN,22,0.21
ANDERSON,Governor,,Elaine Eure Henderson,False,WI,1,0.01
ANDERSON,Governor,,Earl W. (Bill) O'Neil,False,WI,1,0.01
ANDERSON,Governor,,Total,,,10297,
ANDERSON,Lieutenant Governor,,David Dewhurst,False,REP,5703,55.33
ANDERSON,Lieutenant Governor,,John Sharp,False,DEM,4478,43.45
ANDERSON,Lieutenant Governor,,Mark David Gessner,False,LIB,94,0.91
ANDERSON,Lieutenant Governor,,Nathalie Paravicini,False,GRN,32,0.31
ANDERSON,Lieutenant Governor,,Total,,,10307,
ANDERSON,Attorney General,,Greg Abbott,False,REP,6282,61.52
ANDERSON,Attorney General,,Kirk Watson,False,DEM,3774,36.96
ANDERSON,Attorney General,,Jon Roland,False,LIB,101,0.99
ANDERSON,Attorney General,,David Keith Cobb,False,GRN,54,0.53
ANDERSON,Attorney General,,Total,,,10211,
ANDERSON,Comptroller of Public Accounts,,Carole Keeton Rylander,True,REP,7034,68.83
ANDERSON,Comptroller of Public Accounts,,Marty Akins,False,DEM,3091,30.24
ANDERSON,Comptroller of Public Accounts,,Bowie Ibarra,False,LIB,52,0.51
ANDERSON,Comptroller of Public Accounts,,Ruben L. Reyes,False,GRN,43,0.42
ANDERSON,Comptroller of Public Accounts,,Total,,,10220,
ANDERSON,Commissioner of the General Land Office,,Jerry Patterson,False,REP,5492,54.79
ANDERSON,Commissioner of the General Land Office,,David Bernsen,False,DEM,4259,42.49
ANDERSON,Commissioner of the General Land Office,,Barbara A. Hernandez,False,LIB,227,2.26
ANDERSON,Commissioner of the General Land Office,,Michael B. McInerney,False,GRN,46,0.46
ANDERSON,Commissioner of the General Land Office,,Total,,,10024,
ANDERSON,Commissioner of Agriculture,,Susan Combs,True,REP,6406,63.11
ANDERSON,Commissioner of Agriculture,,Tom Ramsay,False,DEM,3617,35.64
ANDERSON,Commissioner of Agriculture,,Vincent J. May,False,LIB,79,0.78
ANDERSON,Commissioner of Agriculture,,Jane Woodward Elioseff,False,GRN,48,0.47
ANDERSON,Commissioner of Agriculture,,Total,,,10150,
ANDERSON,Railroad Commissioner,,Michael L. Williams,True,REP,5771,57.51
ANDERSON,Railroad Commissioner,,Sherry Boyles,False,DEM,4126,41.12
ANDERSON,Railroad Commissioner,,Nazirite R. Flores Perez,False,LIB,98,0.98
ANDERSON,Railroad Commissioner,,Charles L. Mauch,False,GRN,40,0.40
ANDERSON,Railroad Commissioner,,Total,,,10035,
ANDERSON,"Chief Justice, Supreme Court",,Tom Phillips,True,REP,6081,61.04
ANDERSON,"Chief Justice, Supreme Court",,Richard G. Baker,False,DEM,3758,37.72
ANDERSON,"Chief Justice, Supreme Court",,Eugene J. Flynn,False,LIB,124,1.24
ANDERSON,"Chief Justice, Supreme Court",,Total,,,9963,
ANDERSON,"Justice, Supreme Court, Place 1",,Mike Schneider,False,REP,6037,60.73
ANDERSON,"Justice, Supreme Court, Place 1",,Linda Yanez,False,DEM,3580,36.02
ANDERSON,"Justice, Supreme Court, Place 1",,Quanah Parker,False,LIB,323,3.25
ANDERSON,"Justice, Supreme Court, Place 1",,Total,,,9940,
ANDERSON,"Justice, Supreme Court, Place 2",,Dale Wainwright,False,REP,4705,46.43
ANDERSON,"Justice, Supreme Court, Place 2",,Jim Parsons,False,DEM,5359,52.89
ANDERSON,"Justice, Supreme Court, Place 2",,Brad Rockwell,False,GRN,69,0.68
ANDERSON,"Justice, Supreme Court, Place 2",,Total,,,10133,
ANDERSON,"Justice, Supreme Court, Place 3  Unexpired Term",,Wallace B. Jefferson,True,REP,5815,59.22
ANDERSON,"Justice, Supreme Court, Place 3  Unexpired Term",,William E. Moody,False,DEM,4005,40.78
ANDERSON,"Justice, Supreme Court, Place 3  Unexpired Term",,Total,,,9820,
ANDERSON,"Justice, Supreme Court, Place 4  Unexpired Term",,Steven Wayne Smith,False,REP,5832,59.21
ANDERSON,"Justice, Supreme Court, Place 4  Unexpired Term",,Margaret Mirabal,False,DEM,4018,40.79
ANDERSON,"Justice, Supreme Court, Place 4  Unexpired Term",,Total,,,9850,
