county,precinct,office,district,candidate,party,early_voting,election_day,votes
Anderson,1,U.S. Senate,,John Cornyn,Rep,258,183,441
Anderson,1,U.S. Senate,,David M. Alameel,Dem,54,56,110
Anderson,1,U.S. Senate,,Rebecca Paddock,Lib,5,7,12
Anderson,1,U.S. Senate,,"Emily ""Spicybrown"" Sanchez",Grn,3,4,7
Anderson,1,U.S. Senate,,Write-In,,0,0,0
Anderson,1,U.S. House,5,Jeb Hensarling,Rep,265,190,455
Anderson,1,U.S. House,5,Ken Ashby,Lib,28,27,55
Anderson,1,Governor,,Greg Abbott,Rep,250,174,424
Anderson,1,Governor,,Wendy R. Davis,Dem,67,63,130
Anderson,1,Governor,,Kathie Glass,Lib,7,8,15
Anderson,1,Governor,,Brandon Parmer,Grn,1,4,5
Anderson,1,Governor,,Write-In, ,0,2,2
Anderson,1,Lieutenant Governor,,Dan Patrick,Rep,246,173,419
Anderson,1,Lieutenant Governor,,Leticia Van de Putte,Dem,67,63,130
Anderson,1,Lieutenant Governor,,Robert D. Butler,Lib,9,10,19
Anderson,1,Lieutenant Governor,,Chandrakantha Courtney,Grn,0,4,4
Anderson,1,Attorney General,,Ken Paxton,Rep,247,179,426
Anderson,1,Attorney General,,Sam Houston,Dem,67,61,128
Anderson,1,Attorney General,,Jamie Balagia,Lib,7,8,15
Anderson,1,Attorney General,,Jamar Osborne,Grn,1,2,3
Anderson,1,Comptroller of Public Accounts,,Glenn Hegar,Rep,242,175,417
Anderson,1,Comptroller of Public Accounts,,Mike Collier,Dem,66,64,130
Anderson,1,Comptroller of Public Accounts,,Ben Sanders,Lib,8,8,16
Anderson,1,Comptroller of Public Accounts,,Deb Shafto,Grn,3,2,5
Anderson,1,Comm. Of the Gen. Land Office,,George P. Bush,Rep,244,180,424
Anderson,1,Comm. Of the Gen. Land Office,,John Cook,Dem,67,59,126
Anderson,1,Comm. Of the Gen. Land Office,,Justin Knight,Lib,8,10,18
Anderson,1,Comm. Of the Gen. Land Office,,Valerie Alessi,Grn,4,2,6
Anderson,1,Commissioner of Agriculture,,Sid Miller,Rep,240,172,412
Anderson,1,Commissioner of Agriculture,,Jim Hogan,Dem,69,64,133
Anderson,1,Commissioner of Agriculture,,David ( Rocky) Palmquist,Lib,8,7,15
Anderson,1,Commissioner of Agriculture,,Kenneth Kendrick,Grn,4,3,7
Anderson,1,Railroad Commissioner,,Ryan Sitton,Rep,242,171,413
Anderson,1,Railroad Commissioner,,Steve Brown,Dem,66,65,131
Anderson,1,Railroad Commissioner,,Mark A. Miller,Lib,6,11,17
Anderson,1,Railroad Commissioner,,Martina Salinas,Grn,5,1,6
Anderson,1,"Chief Justice, Supreme Court",,Nathan Hecht,Rep,246,176,422
Anderson,1,"Chief Justice, Supreme Court",,William Moody,Dem,65,62,127
Anderson,1,"Chief Justice, Supreme Court",,Tom Oxford,Lib,5,9,14
Anderson,1,"Justice, Supreme Court, Pl 6",,Jeff Brown,Rep,248,177,425
Anderson,1,"Justice, Supreme Court, Pl 6",,Lawrence Edward Meyers,Dem,62,62,124
Anderson,1,"Justice, Supreme Court, Pl 6",,Mark Ash,Lib,8,10,18
Anderson,1,"Justice, Supreme Court, Pl 7",,Jeff Boyd,Rep,249,181,430
Anderson,1,"Justice, Supreme Court, Pl 7",,Gina Benavidas,Dem,61,58,119
Anderson,1,"Justice, Supreme Court, Pl 7",,Don Fulton,Lib,7,9,16
Anderson,1,"Justice, Supreme Court, Pl 7",,Charles E. Waterbury,Grn,6,1,7
Anderson,1,"Justice, Supreme Court, Pl 8",,Phil Johnson,Rep,265,187,452
Anderson,1,"Justice, Supreme Court, Pl 8",,RS Roberto Koelsch,Lib,14,20,34
Anderson,1,"Justice, Supreme Court, Pl 8",,Jim Chisolm,Grn,9,8,17
Anderson,1,"Judge, Crt. Of Criminal Appl. Pl3",,Bert Richardson,Rep,246,174,420
Anderson,1,"Judge, Crt. Of Criminal Appl. Pl3",,John Granberg,Dem,60,60,120
Anderson,1,"Judge, Crt. Of Criminal Appl. Pl3",,Mark W. Bennett,Lib,12,13,25
Anderson,1,"Judge, Crt. Of Criminal Appl. Pl 4",,Kevin Patrick Yeary,Rep,258,180,438
Anderson,1,"Judge, Crt. Of Criminal Appl. Pl 4",,Quanah Parker,Lib,19,25,44
Anderson,1,"Judge, Crt. Of Criminal Appl. Pl 4",,Judith Sanders-Castro,Grn,8,8,16
Anderson,1,"Judge, Crt of Criminal Appl. Pl 9",,David Newell,Rep,259,184,443
Anderson,1,"Judge, Crt of Criminal Appl. Pl 9",,"William Bryan Strange, III",Lib,20,23,43
Anderson,1,"Judge, Crt of Criminal Appl. Pl 9",,George Joseph Altgelt,Grn,6,7,13
Anderson,1,State Senate,3,Robert Nochols,Rep,261,191,452
Anderson,1,State Senate,3,J. Tyler Lindsey,Lib,28,23,51
Anderson,1,State Representative,8,Byron Cook,Rep,258,187,445
Anderson,1,State Representative,8,John Wilford,Lib,32,28,60
Anderson,1,"Chief Justice, 12th Crt. Of Appl. Dis",,Jim Worthen,Rep,264,195,459
Anderson,1,"Dist. Judge, 87th Judicial Dist.",,Deborah Oakes Evans,Rep,263,196,459
Anderson,1,"Dist. Judge, 369th Judicial Dist.",,Bascom W. Bentley. III,Rep,268,197,465
Anderson,1,Criminal District Attorney,,Allyson Mitchell,Rep,280,200,480
Anderson,1,Constitutional Amend.,,For ,,215,175,390
Anderson,1,Constitutional Amend.,,Against,,48,39,87
Anderson,2,U.S. Senate,,John Cornyn,Rep,267,410,677
Anderson,2,U.S. Senate,,David M. Alameel,Dem,39,41,80
Anderson,2,U.S. Senate,,Rebecca Paddock,Lib,6,12,18
Anderson,2,U.S. Senate,,"Emily ""Spicybrown"" Sanchez",Grn,0,9,9
Anderson,2,U.S. Senate,,Write-In,,0,0,0
Anderson,2,U.S. House,5,Jeb Hensarling,Rep,275,417,692
