county,precinct,office,district,party,candidate,election_day,early_voting,absentee,votes
Guadalupe,0101,Registered Voters,,,,,,,623.0
Guadalupe,0101,Ballots Cast,,,,,,,290.0
Guadalupe,0102,Registered Voters,,,,,,,1030.0
Guadalupe,0102,Ballots Cast,,,,,,,432.0
Guadalupe,0103,Registered Voters,,,,,,,708.0
Guadalupe,0103,Ballots Cast,,,,,,,303.0
Guadalupe,0104,Registered Voters,,,,,,,905.0
Guadalupe,0104,Ballots Cast,,,,,,,341.0
Guadalupe,0105,Registered Voters,,,,,,,2578.0
Guadalupe,0105,Ballots Cast,,,,,,,948.0
Guadalupe,0106,Registered Voters,,,,,,,2459.0
Guadalupe,0106,Ballots Cast,,,,,,,1284.0
Guadalupe,0107,Registered Voters,,,,,,,982.0
Guadalupe,0107,Ballots Cast,,,,,,,459.0
Guadalupe,0108,Registered Voters,,,,,,,625.0
Guadalupe,0108,Ballots Cast,,,,,,,273.0
Guadalupe,0109,Registered Voters,,,,,,,538.0
Guadalupe,0109,Ballots Cast,,,,,,,221.0
Guadalupe,0110,Registered Voters,,,,,,,213.0
Guadalupe,0110,Ballots Cast,,,,,,,97.0
Guadalupe,0111,Registered Voters,,,,,,,169.0
Guadalupe,0111,Ballots Cast,,,,,,,46.0
Guadalupe,0112,Registered Voters,,,,,,,80.0
Guadalupe,0112,Ballots Cast,,,,,,,12.0
Guadalupe,0113,Registered Voters,,,,,,,1104.0
Guadalupe,0113,Ballots Cast,,,,,,,379.0
Guadalupe,0114,Registered Voters,,,,,,,742.0
Guadalupe,0114,Ballots Cast,,,,,,,213.0
Guadalupe,0115,Registered Voters,,,,,,,259.0
Guadalupe,0115,Ballots Cast,,,,,,,101.0
Guadalupe,0116,Registered Voters,,,,,,,2261.0
Guadalupe,0116,Ballots Cast,,,,,,,841.0
Guadalupe,0117,Registered Voters,,,,,,,2620.0
Guadalupe,0117,Ballots Cast,,,,,,,1099.0
Guadalupe,0118,Registered Voters,,,,,,,62.0
Guadalupe,0118,Ballots Cast,,,,,,,30.0
Guadalupe,0119,Registered Voters,,,,,,,1713.0
Guadalupe,0119,Ballots Cast,,,,,,,746.0
Guadalupe,0120,Registered Voters,,,,,,,1048.0
Guadalupe,0120,Ballots Cast,,,,,,,450.0
Guadalupe,0121,Registered Voters,,,,,,,110.0
Guadalupe,0121,Ballots Cast,,,,,,,78.0
Guadalupe,0122,Registered Voters,,,,,,,35.0
Guadalupe,0122,Ballots Cast,,,,,,,20.0
Guadalupe,0123,Registered Voters,,,,,,,2.0
Guadalupe,0123,Ballots Cast,,,,,,,0.0
