county,precinct,office,district,candidate,party,early_voting,election day,votes
Coke,1,Commissioner of the General Land Office,,Over Votes,REP,0,0,0
Coke,1,Commissioner of the General Land Office,,Under Votes,REP,2,2,4
Coke,1,Commissioner of Agriculture,,Tommy Merritt,REP,10,14,24
Coke,1,Commissioner of Agriculture,,Eric Opiela,REP,5,6,11
Coke,1,Commissioner of Agriculture,,Sid Miller,REP,15,19,34
Coke,1,Commissioner of Agriculture,,J Allen Carnes,REP,11,10,21
Coke,1,Commissioner of Agriculture,,Joe Cotten,REP,11,13,24
Coke,1,Commissioner of Agriculture,,Over Votes,REP,0,0,0
Coke,1,Commissioner of Agriculture,,Under Votes,REP,5,11,16
Coke,1,Railroad Commissioner,,Becky Berger,REP,12,7,19
Coke,1,Railroad Commissioner,,Ryan Sitton,REP,21,15,36
Coke,1,Railroad Commissioner,,Malachi Boyuls,REP,4,2,6
Coke,1,Railroad Commissioner,,Wayne Christian,REP,17,32,49
Coke,1,Railroad Commissioner,,Over Votes,REP,0,0,0
Coke,1,Railroad Commissioner,,Under Votes,REP,6,17,23
Coke,1,Ballots Cast,,,REP,,,133
Coke,1,Ballots Cast,,,REP,,,133
Coke,1,State Representative,72,Drew Darby,REP,45,49,94
Coke,1,State Representative,72,Shannon Thomason,REP,15,21,36
Coke,1,State Representative,72,Over Votes,REP,0,0,0
Coke,1,State Representative,72,Under Votes,REP,0,3,3
Coke,1,Ballots Cast,,,REP,,,133
Coke,2,Ballots Cast,,,REP,,,211
Coke,2,U.S. Senate,,Dwayne Stovall,REP,4,13,17
Coke,2,U.S. Senate,,Chris Mapp,REP,0,0,0
Coke,2,U.S. Senate,,Steve Stockman,REP,4,23,27
Coke,2,U.S. Senate,,Linda Vega,REP,5,4,9
Coke,2,U.S. Senate,,Reid Reasor,REP,2,0,2
Coke,2,U.S. Senate,,Ken Cope,REP,1,3,4
Coke,2,U.S. Senate,,John Cornyn,REP,33,59,92
Coke,2,U.S. Senate,,Curt Cleaver,REP,2,0,2
Coke,2,U.S. Senate,,Over Votes,REP,0,0,0
Coke,2,U.S. Senate,,Under Votes,REP,7,16,23
Coke,2,U.S. House,11,Wade Brown,REP,14,23,37
Coke,2,U.S. House,11,Mike Conaway,REP,39,85,124
Coke,2,U.S. House,11,Over Votes,REP,0,0,0
Coke,2,U.S. House,11,Under Votes,REP,6,10,16
Coke,2,Governor,,Lisa Fritsch,REP,4,3,7
Coke,2,Governor,,Greg Abbott,REP,47,104,151
Coke,2,Governor,,SECEDE Kilgore,REP,1,0,1
Coke,2,Governor,,Miriam Martinez,REP,0,1,1
Coke,2,Governor,,Over Votes,REP,0,0,0
Coke,2,Governor,,Under Votes,REP,7,10,17
Coke,2,Lieutenant Governor,,Todd Staples,REP,7,21,28
Coke,2,Lieutenant Governor,,Jerry Patterson,REP,4,10,14
Coke,2,Lieutenant Governor,,David Dewhurst,REP,26,52,78
Coke,2,Lieutenant Governor,,Dan Patrick,REP,11,16,27
Coke,2,Lieutenant Governor,,Over Votes,REP,0,0,0
Coke,2,Lieutenant Governor,,Under Votes,REP,10,19,29
Coke,2,Attorney General,,Barry Smitherman,REP,27,33,60
Coke,2,Attorney General,,Ken Paxton,REP,8,30,38
Coke,2,Attorney General,,Dan Branch,REP,8,24,32
Coke,2,Attorney General,,Over Votes,REP,0,0,0
Coke,2,Attorney General,,Under Votes,REP,15,31,46
Coke,2,Ballots Cast,,,REP,,,211
Coke,2,Comptroller of Public Accounts,,Glenn Hegar,REP,17,20,37
Coke,2,Comptroller of Public Accounts,,Debra Medina,REP,6,15,21
Coke,2,Comptroller of Public Accounts,,Raul Torres,REP,1,3,4
Coke,2,Comptroller of Public Accounts,,Harvey Hilderbran,REP,17,50,67
Coke,2,Comptroller of Public Accounts,,Over Votes,REP,0,0,0
Coke,2,Comptroller of Public Accounts,,Under Votes,REP,16,30,46
Coke,2,Commissioner of the General Land Office,,David Watts,REP,12,24,36
Coke,2,Commissioner of the General Land Office,,George P. Bush,REP,42,78,120
Coke,2,Commissioner of the General Land Office,,Over Votes,REP,0,0,0
Coke,2,Commissioner of the General Land Office,,Under Votes,REP,4,16,20
Coke,2,Commissioner of Agriculture,,Tommy Merritt,REP,4,22,26
Coke,2,Commissioner of Agriculture,,Eric Opiela,REP,2,6,8
Coke,2,Commissioner of Agriculture,,Sid Miller,REP,20,22,42
Coke,2,Commissioner of Agriculture,,J Allen Carnes,REP,6,7,13
Coke,2,Commissioner of Agriculture,,Joe Cotten,REP,8,30,38
Coke,2,Commissioner of Agriculture,,Over Votes,REP,0,0,0
Coke,2,Commissioner of Agriculture,,Under Votes,REP,17,31,48
Coke,2,Railroad Commissioner,,Becky Berger,REP,9,19,28
Coke,2,Railroad Commissioner,,Ryan Sitton,REP,10,28,38
Coke,2,Railroad Commissioner,,Malachi Boyuls,REP,43,5,48
Coke,2,Railroad Commissioner,,Wayne Christian,REP,13,34,47
Coke,2,Railroad Commissioner,,Over Votes,REP,0,0,0
Coke,2,Railroad Commissioner,,Under Votes,REP,18,32,50
Coke,2,Ballots Cast,,,REP,,,211
Coke,2,Ballots Cast,,,REP,,,211
Coke,2,State Representative,72,Drew Darby,REP,39,86,125
Coke,2,State Representative,72,Shannon Thomason,REP,13,20,33
Coke,2,State Representative,72,Over Votes,REP,0,0,0
Coke,2,State Representative,72,Under Votes,REP,6,12,18
Coke,2,Ballots Cast,,,REP,,,211
Coke,3,Ballots Cast,,,REP,,,93
Coke,3,U.S. Senate,,Dwayne Stovall,REP,3,6,9
Coke,3,U.S. Senate,,Chris Mapp,REP,2,1,3
Coke,3,U.S. Senate,,Steve Stockman,REP,6,7,13
Coke,3,U.S. Senate,,Linda Vega,REP,2,0,2
Coke,3,U.S. Senate,,Reid Reasor,REP,1,1,2
Coke,3,U.S. Senate,,Ken Cope,REP,2,2,4
Coke,3,U.S. Senate,,John Cornyn,REP,34,18,52
Coke,3,U.S. Senate,,Curt Cleaver,REP,0,0,0
Coke,3,U.S. Senate,,Over Votes,REP,0,0,0
Coke,3,U.S. Senate,,Under Votes,REP,3,4,7
Coke,3,U.S. House,11,Wade Brown,REP,9,15,24
Coke,3,U.S. House,11,Mike Conaway,REP,45,21,66
Coke,3,U.S. House,11,Over Votes,REP,0,0,0
Coke,3,U.S. House,11,Under Votes,REP,0,3,3
Coke,3,Governor,,Lisa Fritsch,REP,2,1,3
Coke,3,Governor,,Greg Abbott,REP,51,36,87
Coke,3,Governor,,SECEDE Kilgore,REP,1,0,1
Coke,3,Governor,,Miriam Martinez,REP,0,0,0
Coke,3,Governor,,Over Votes,REP,0,0,0
Coke,3,Governor,,Under Votes,REP,0,2,2
Coke,3,Lieutenant Governor,,Todd Staples,REP,6,12,18
Coke,3,Lieutenant Governor,,Jerry Patterson,REP,2,3,5
Coke,3,Lieutenant Governor,,David Dewhurst,REP,24,15,39
Coke,3,Lieutenant Governor,,Dan Patrick,REP,18,6,24
Coke,3,Lieutenant Governor,,Over Votes,REP,0,0,0
Coke,3,Lieutenant Governor,,Under Votes,REP,2,3,5
Coke,3,Attorney General,,Barry Smitherman,REP,23,4,27
Coke,3,Attorney General,,Ken Paxton,REP,7,15,22
Coke,3,Attorney General,,Dan Branch,REP,17,15,32
Coke,3,Attorney General,,Over Votes,REP,0,0,0
Coke,3,Attorney General,,Under Votes,REP,3,5,8
Coke,3,Ballots Cast,,,REP,,,93
Coke,3,Comptroller of Public Accounts,,Glenn Hegar,REP,10,8,18
Coke,3,Comptroller of Public Accounts,,Debra Medina,REP,4,9,13
Coke,3,Comptroller of Public Accounts,,Raul Torres,REP,0,1,1
Coke,3,Comptroller of Public Accounts,,Harvey Hilderbran,REP,29,15,44
Coke,3,Comptroller of Public Accounts,,Over Votes,REP,0,0,0
Coke,3,Comptroller of Public Accounts,,Under Votes,REP,7,6,13
Coke,3,Commissioner of the General Land Office,,David Watts,REP,6,9,15
Coke,3,Commissioner of the General Land Office,,George P. Bush,REP,43,27,70
Coke,3,Commissioner of the General Land Office,,Over Votes,REP,0,0,0
Coke,3,Commissioner of the General Land Office,,Under Votes,REP,5,3,8
Coke,3,Commissioner of Agriculture,,Tommy Merritt,REP,9,11,20
Coke,3,Commissioner of Agriculture,,Eric Opiela,REP,2,0,2
Coke,3,Commissioner of Agriculture,,Sid Miller,REP,16,12,28
Coke,3,Commissioner of Agriculture,,J Allen Carnes,REP,13,2,15
Coke,3,Commissioner of Agriculture,,Joe Cotten,REP,6,7,13
Coke,3,Commissioner of Agriculture,,Over Votes,REP,0,0,0
Coke,3,Commissioner of Agriculture,,Under Votes,REP,6,7,13
Coke,3,Railroad Commissioner,,Becky Berger,REP,7,9,16
Coke,3,Railroad Commissioner,,Ryan Sitton,REP,19,10,29
Coke,3,Railroad Commissioner,,Malachi Boyuls,REP,9,2,11
Coke,3,Railroad Commissioner,,Wayne Christian,REP,10,8,18
Coke,3,Railroad Commissioner,,Over Votes,REP,0,0,0
Coke,3,Railroad Commissioner,,Under Votes,REP,7,10,17
Coke,3,Ballots Cast,,,REP,,,93
Coke,3,Ballots Cast,,,REP,,,93
Coke,3,State Representative,72,Drew Darby,REP,50,24,74
Coke,3,State Representative,72,Shannon Thomason,REP,3,12,15
Coke,3,State Representative,72,Over Votes,REP,0,0,0
Coke,3,State Representative,72,Under Votes,REP,1,3,4
Coke,3,Ballots Cast,,,REP,,,93
Coke,4,Ballots Cast,,,REP,,,144
Coke,4,U.S. Senate,,Dwayne Stovall,REP,3,14,17
Coke,4,U.S. Senate,,Chris Mapp,REP,0,1,1
Coke,4,U.S. Senate,,Steve Stockman,REP,0,8,8
Coke,4,U.S. Senate,,Linda Vega,REP,1,0,1
Coke,4,U.S. Senate,,Reid Reasor,REP,0,1,1
Coke,4,U.S. Senate,,Ken Cope,REP,3,2,5
Coke,4,U.S. Senate,,John Cornyn,REP,29,58,87
Coke,4,U.S. Senate,,Curt Cleaver,REP,0,1,1
Coke,4,U.S. Senate,,Over Votes,REP,0,0,0
Coke,4,U.S. Senate,,Under Votes,REP,7,16,23
Coke,4,U.S. House,11,Wade Brown,REP,7,15,22
Coke,4,U.S. House,11,Mike Conaway,REP,33,78,111
Coke,4,U.S. House,11,Over Votes,REP,0,0,0
Coke,4,U.S. House,11,Under Votes,REP,3,8,11
Coke,4,Governor,,Lisa Fritsch,REP,6,8,14
Coke,4,Governor,,Greg Abbott,REP,32,80,112
Coke,4,Governor,,SECEDE Kilgore,REP,0,3,3
Coke,4,Governor,,Miriam Martinez,REP,2,4,6
Coke,4,Governor,,Over Votes,REP,0,0,0
Coke,4,Governor,,Under Votes,REP,3,6,9
Coke,4,Lieutenant Governor,,Todd Staples,REP,8,21,29
Coke,4,Lieutenant Governor,,Jerry Patterson,REP,6,8,14
Coke,4,Lieutenant Governor,,David Dewhurst,REP,19,50,69
Coke,4,Lieutenant Governor,,Dan Patrick,REP,5,7,12
Coke,4,Lieutenant Governor,,Over Votes,REP,0,0,0
Coke,4,Lieutenant Governor,,Under Votes,REP,5,15,20
Coke,4,Attorney General,,Barry Smitherman,REP,19,23,42
Coke,4,Attorney General,,Ken Paxton,REP,9,23,32
Coke,4,Attorney General,,Dan Branch,REP,6,34,40
Coke,4,Attorney General,,Over Votes,REP,0,0,0
Coke,4,Attorney General,,Under Votes,REP,9,21,30
Coke,4,Ballots Cast,,,REP,,,144
Coke,4,Comptroller of Public Accounts,,Glenn Hegar,REP,8,12,20
Coke,4,Comptroller of Public Accounts,,Debra Medina,REP,6,17,23
Coke,4,Comptroller of Public Accounts,,Raul Torres,REP,3,3,6
Coke,4,Comptroller of Public Accounts,,Harvey Hilderbran,REP,15,43,58
Coke,4,Comptroller of Public Accounts,,Over Votes,REP,0,0,0
Coke,4,Comptroller of Public Accounts,,Under Votes,REP,8,26,34
Coke,4,Commissioner of the General Land Office,,David Watts,REP,9,22,31
Coke,4,Commissioner of the General Land Office,,George P. Bush,REP,28,63,91
Coke,4,Commissioner of the General Land Office,,Over Votes,REP,0,0,0
Coke,4,Commissioner of the General Land Office,,Under Votes,REP,6,16,22
Coke,4,Commissioner of Agriculture,,Tommy Merritt,REP,3,14,17
Coke,4,Commissioner of Agriculture,,Eric Opiela,REP,4,5,9
Coke,4,Commissioner of Agriculture,,Sid Miller,REP,8,17,25
Coke,4,Commissioner of Agriculture,,J Allen Carnes,REP,11,12,23
Coke,4,Commissioner of Agriculture,,Joe Cotten,REP,3,20,23
Coke,4,Commissioner of Agriculture,,Over Votes,REP,0,0,0
Coke,4,Commissioner of Agriculture,,Under Votes,REP,10,33,43
Coke,4,Railroad Commissioner,,Becky Berger,REP,4,11,15
Coke,4,Railroad Commissioner,,Ryan Sitton,REP,5,22,27
Coke,4,Railroad Commissioner,,Malachi Boyuls,REP,4,6,10
Coke,4,Railroad Commissioner,,Wayne Christian,REP,15,28,43
Coke,4,Railroad Commissioner,,Over Votes,REP,0,0,0
Coke,4,Railroad Commissioner,,Under Votes,REP,10,34,44
Coke,4,Ballots Cast,,,REP,,,144
Coke,4,Ballots Cast,,,REP,,,144
Coke,4,State Representative,72,Drew Darby,REP,37,73,110
Coke,4,State Representative,72,Shannon Thomason,REP,4,17,21
Coke,4,State Representative,72,Over Votes,REP,0,0,0
Coke,4,State Representative,72,Under Votes,REP,1,11,12
Coke,4,Ballots Cast,,,REP,,,144
Coke,1,Ballots Cast,,,DEM,,,5
Coke,1,U.S. Senate,,"Michael ""Fjet"" Fjetland",DEM,0,0,0
Coke,1,U.S. Senate,,Maxey Marie Scherr,DEM,0,0,0
Coke,1,U.S. Senate,,Harry Kim,DEM,0,0,0
Coke,1,U.S. Senate,,David M. Alameel,DEM,0,0,0
Coke,1,U.S. Senate,,Kesha Rogers,DEM,2,0,2
Coke,1,U.S. Senate,,Over Votes,DEM,0,0,0
Coke,1,U.S. Senate,,Under Votes,DEM,1,1,2
Coke,1,Governor,,"Reynaldo ""Ray"" Madrigal",DEM,0,0,0
Coke,1,Governor,,Wendy R. Davis,DEM,4,0,4
Coke,1,Governor,,Over Votes,DEM,0,0,0
Coke,1,Governor,,Under Votes,DEM,0,1,1
Coke,1,Lieutenant Governor,,Leticia Van de Putte,DEM,3,0,3
Coke,1,Lieutenant Governor,,Over Votes,DEM,0,0,0
Coke,1,Lieutenant Governor,,Under Votes,DEM,0,1,1
Coke,1,Attorney General,,Sam Houston,DEM,3,0,3
Coke,1,Attorney General,,Over Votes,DEM,0,0,0
Coke,1,Attorney General,,Under Votes,DEM,0,1,1
Coke,1,Comptroller of Public Accounts,,Mike Collier,DEM,3,0,3
Coke,1,Comptroller of Public Accounts,,Over Votes,DEM,0,0,0
Coke,1,Comptroller of Public Accounts,,Under Votes,DEM,0,1,1
Coke,1,Commissioner of the General Land Office,,John Cook,DEM,3,0,3
Coke,1,Commissioner of the General Land Office,,Over Votes,DEM,0,0,0
Coke,1,Commissioner of the General Land Office,,Under Votes,DEM,0,1,1
Coke,1,Ballots Cast,,,DEM,,,5
Coke,1,Commissioner of Agriculture,,Jim Hogan,DEM,1,0,1
Coke,1,Commissioner of Agriculture,,"Richard ""Kinky"" Friedman",DEM,1,0,1
Coke,1,Commissioner of Agriculture,,Hugh Asa Fitzsimons III,DEM,1,0,1
Coke,1,Commissioner of Agriculture,,Over Votes,DEM,0,0,0
Coke,1,Commissioner of Agriculture,,Under Votes,DEM,0,1,1
Coke,1,Railroad Commissioner,,Steve Brown,DEM,1,0,1
Coke,1,Railroad Commissioner,,Dale Henry,DEM,2,0,2
Coke,1,Railroad Commissioner,,Over Votes,DEM,0,0,0
Coke,1,Railroad Commissioner,,Under Votes,DEM,0,1,1
Coke,1,Ballots Cast,,,DEM,,,5
Coke,2,Ballots Cast,,,DEM,,,4
Coke,2,U.S. Senate,,"Michael ""Fjet"" Fjetland",DEM,0,0,0
Coke,2,U.S. Senate,,Maxey Marie Scherr,DEM,1,1,2
Coke,2,U.S. Senate,,Harry Kim,DEM,0,1,1
Coke,2,U.S. Senate,,David M. Alameel,DEM,0,1,1
Coke,2,U.S. Senate,,Kesha Rogers,DEM,0,0,0
Coke,2,U.S. Senate,,Over Votes,DEM,0,0,0
Coke,2,U.S. Senate,,Under Votes,DEM,0,0,0
Coke,2,Governor,,"Reynaldo ""Ray"" Madrigal",DEM,0,2,2
Coke,2,Governor,,Wendy R. Davis,DEM,1,1,2
Coke,2,Governor,,Over Votes,DEM,0,0,0
Coke,2,Governor,,Under Votes,DEM,0,0,0
Coke,2,Lieutenant Governor,,Leticia Van de Putte,DEM,1,3,4
Coke,2,Lieutenant Governor,,Over Votes,DEM,0,0,0
Coke,2,Lieutenant Governor,,Under Votes,DEM,0,0,0
Coke,2,Attorney General,,Sam Houston,DEM,1,3,4
Coke,2,Attorney General,,Over Votes,DEM,0,0,0
Coke,2,Attorney General,,Under Votes,DEM,0,0,0
Coke,2,Comptroller of Public Accounts,,Mike Collier,DEM,1,3,4
Coke,2,Comptroller of Public Accounts,,Over Votes,DEM,0,0,0
Coke,2,Comptroller of Public Accounts,,Under Votes,DEM,0,0,0
Coke,2,Commissioner of the General Land Office,,John Cook,DEM,1,3,4
Coke,2,Commissioner of the General Land Office,,Over Votes,DEM,0,0,0
Coke,2,Commissioner of the General Land Office,,Under Votes,DEM,0,0,0
Coke,2,Ballots Cast,,,DEM,,,4
Coke,2,Commissioner of Agriculture,,Jim Hogan,DEM,0,1,1
Coke,2,Commissioner of Agriculture,,"Richard ""Kinky"" Friedman",DEM,1,2,3
Coke,2,Commissioner of Agriculture,,Hugh Asa Fitzsimons III,DEM,0,0,0
Coke,2,Commissioner of Agriculture,,Over Votes,DEM,0,0,0
Coke,2,Commissioner of Agriculture,,Under Votes,DEM,0,0,0
Coke,2,Railroad Commissioner,,Steve Brown,DEM,0,2,2
Coke,2,Railroad Commissioner,,Dale Henry,DEM,1,1,2
Coke,2,Railroad Commissioner,,Over Votes,DEM,0,0,0
Coke,2,Railroad Commissioner,,Under Votes,DEM,0,0,0
Coke,2,Ballots Cast,,,DEM,,,4
Coke,2,Ballots Cast,,,DEM,,,4
Coke,3,Ballots Cast,,,DEM,,,13
Coke,3,U.S. Senate,,"Michael ""Fjet"" Fjetland",DEM,0,0,0
Coke,3,U.S. Senate,,Maxey Marie Scherr,DEM,1,0,1
Coke,3,U.S. Senate,,Harry Kim,DEM,3,0,3
Coke,3,U.S. Senate,,David M. Alameel,DEM,2,3,5
Coke,3,U.S. Senate,,Kesha Rogers,DEM,0,1,1
Coke,3,U.S. Senate,,Over Votes,DEM,0,0,0
Coke,3,U.S. Senate,,Under Votes,DEM,1,1,2
Coke,3,Governor,,"Reynaldo ""Ray"" Madrigal",DEM,1,0,1
Coke,3,Governor,,Wendy R. Davis,DEM,7,4,11
Coke,3,Governor,,Over Votes,DEM,0,0,0
Coke,3,Governor,,Under Votes,DEM,0,1,1
Coke,3,Lieutenant Governor,,Leticia Van de Putte,DEM,5,3,8
Coke,3,Lieutenant Governor,,Over Votes,DEM,0,0,0
Coke,3,Lieutenant Governor,,Under Votes,DEM,2,2,4
Coke,3,Attorney General,,Sam Houston,DEM,6,2,8
Coke,3,Attorney General,,Over Votes,DEM,0,0,0
Coke,3,Attorney General,,Under Votes,DEM,1,3,4
Coke,3,Comptroller of Public Accounts,,Mike Collier,DEM,5,3,8
Coke,3,Comptroller of Public Accounts,,Over Votes,DEM,0,0,0
Coke,3,Comptroller of Public Accounts,,Under Votes,DEM,1,2,3
Coke,3,Commissioner of the General Land Office,,John Cook,DEM,6,3,9
Coke,3,Commissioner of the General Land Office,,Over Votes,DEM,0,0,0
Coke,3,Commissioner of the General Land Office,,Under Votes,DEM,1,2,3
Coke,3,Ballots Cast,,,DEM,,,13
Coke,3,Commissioner of Agriculture,,Jim Hogan,DEM,5,0,5
Coke,3,Commissioner of Agriculture,,"Richard ""Kinky"" Friedman",DEM,3,1,4
Coke,3,Commissioner of Agriculture,,Hugh Asa Fitzsimons III,DEM,0,2,2
Coke,3,Commissioner of Agriculture,,Over Votes,DEM,0,0,0
Coke,3,Commissioner of Agriculture,,Under Votes,DEM,0,2,2
Coke,3,Railroad Commissioner,,Steve Brown,DEM,5,1,6
Coke,3,Railroad Commissioner,,Dale Henry,DEM,3,2,5
Coke,3,Railroad Commissioner,,Over Votes,DEM,0,0,0
Coke,3,Railroad Commissioner,,Under Votes,DEM,0,2,2
Coke,3,Ballots Cast,,,DEM,,,13
Coke,4,Ballots Cast,,,DEM,,,5
Coke,4,U.S. Senate,,"Michael ""Fjet"" Fjetland",DEM,0,0,0
Coke,4,U.S. Senate,,Maxey Marie Scherr,DEM,2,1,3
Coke,4,U.S. Senate,,Harry Kim,DEM,0,0,0
Coke,4,U.S. Senate,,David M. Alameel,DEM,1,0,1
Coke,4,U.S. Senate,,Kesha Rogers,DEM,0,0,0
Coke,4,U.S. Senate,,Over Votes,DEM,0,0,0
Coke,4,U.S. Senate,,Under Votes,DEM,0,0,0
Coke,4,Governor,,"Reynaldo ""Ray"" Madrigal",DEM,0,0,0
Coke,4,Governor,,Wendy R. Davis,DEM,3,1,4
Coke,4,Governor,,Over Votes,DEM,0,0,0
Coke,4,Governor,,Under Votes,DEM,0,0,0
Coke,4,Lieutenant Governor,,Leticia Van de Putte,DEM,3,1,4
Coke,4,Lieutenant Governor,,Over Votes,DEM,0,0,0
Coke,4,Lieutenant Governor,,Under Votes,DEM,0,0,0
Coke,4,Attorney General,,Sam Houston,DEM,3,1,4
Coke,4,Attorney General,,Over Votes,DEM,0,0,0
Coke,4,Attorney General,,Under Votes,DEM,0,0,0
Coke,4,Comptroller of Public Accounts,,Mike Collier,DEM,3,1,4
Coke,4,Comptroller of Public Accounts,,Over Votes,DEM,0,0,0
Coke,4,Comptroller of Public Accounts,,Under Votes,DEM,0,0,0
Coke,4,Commissioner of the General Land Office,,John Cook,DEM,3,1,4
Coke,4,Commissioner of the General Land Office,,Over Votes,DEM,0,0,0
Coke,4,Commissioner of the General Land Office,,Under Votes,DEM,0,0,0
Coke,4,Ballots Cast,,,DEM,,,5
Coke,4,Commissioner of Agriculture,,Jim Hogan,DEM,2,0,2
Coke,4,Commissioner of Agriculture,,"Richard ""Kinky"" Friedman",DEM,0,1,1
Coke,4,Commissioner of Agriculture,,Hugh Asa Fitzsimons III,DEM,1,0,1
Coke,4,Commissioner of Agriculture,,Over Votes,DEM,0,0,0
Coke,4,Commissioner of Agriculture,,Under Votes,DEM,0,0,0
Coke,4,Railroad Commissioner,,Steve Brown,DEM,2,0,2
Coke,4,Railroad Commissioner,,Dale Henry,DEM,1,1,2
Coke,4,Railroad Commissioner,,Over Votes,DEM,0,0,0
Coke,4,Railroad Commissioner,,Under Votes,DEM,0,0,0
Coke,4,Ballots Cast,,,DEM,,,5
Coke,4,Ballots Cast,,,DEM,,,5
