county,precinct,office,district,party,candidate,votes,early_votes,election_day
Liberty,1,Straight Party,,,Over Votes,0,0,0
Liberty,1,Straight Party,,,Under Votes,83,18,65
Liberty,1,Registered Voters,,,,812,,
Liberty,1,Ballots Cast,,,,190,47,143
Liberty,1,Straight Party,,REP,Republican Party,85,25,143
Liberty,1,Straight Party,,,Over Votes,0,0,0
Liberty,1,Straight Party,,,Under Votes,83,18,65
Liberty,1,Straight Party,,DEM,Democratic Party,17,3,143
Liberty,1,Straight Party,,LIB,Libertarian Party,3,0,143
Liberty,1,Straight Party,,GRN,Green Party,2,1,143
Liberty,1,U.S. Senate,,REP,John Cornyn,141,35,143
Liberty,1,U.S. Senate,,,Over Votes,0,0,0
Liberty,1,U.S. Senate,,,Under Votes,10,4,6
Liberty,1,U.S. Senate,,DEM,David M. Alameel,29,6,143
Liberty,1,U.S. Senate,,LIB,Rebecca Paddock,8,1,143
Liberty,1,U.S. Senate,,GRN,"Emily ""Spicybrown"" Sanchez",2,1,143
Liberty,1,United States Representative,36,REP,Brian Babin,144,38,143
Liberty,1,United States Representative,36,,Over Votes,0,0,0
Liberty,1,United States Representative,36,,Under Votes,3,1,2
Liberty,1,United States Representative,36,DEM,Michael K. Cole,32,6,143
Liberty,1,United States Representative,36,LIB,Rodney Veach,8,1,143
Liberty,1,United States Representative,36,GRN,"Hal J. Ridley, Jr.",3,1,143
Liberty,1,Governor,,REP,Greg Abbott,145,38,143
Liberty,1,Governor,,,Over Votes,0,0,0
Liberty,1,Governor,,,Under Votes,2,1,1
Liberty,1,Governor,,DEM,Wendy R. Davis,34,6,143
Liberty,1,Governor,,LIB,Kathie Glass,6,1,143
Liberty,1,Governor,,GRN,Brandon Parmer,3,1,143
Liberty,1,Lieutenant Governor,,REP,Dan Patrick,146,39,143
Liberty,1,Lieutenant Governor,,,Over Votes,0,0,0
Liberty,1,Lieutenant Governor,,,Under Votes,4,1,3
Liberty,1,Lieutenant Governor,,DEM,Leticia Van de Putte,32,6,143
Liberty,1,Lieutenant Governor,,LIB,Robert D. Butler,6,0,143
Liberty,1,Lieutenant Governor,,GRN,Chandrakantha Courtney,2,1,143
Liberty,1,Attorney General,,REP,Ken Paxton,147,40,143
Liberty,1,Attorney General,,,Over Votes,1,1,0
Liberty,1,Attorney General,,,Under Votes,1,0,1
Liberty,1,Attorney General,,DEM,Sam Houston,33,4,143
Liberty,1,Attorney General,,LIB,Jamie Balagia,6,1,143
Liberty,1,Attorney General,,GRN,Jamar Osborne,2,1,143
Liberty,1,Comptroller of Public Accounts,,REP,Glenn Hegar,140,34,143
Liberty,1,Comptroller of Public Accounts,,,Over Votes,1,1,0
Liberty,1,Comptroller of Public Accounts,,,Under Votes,2,1,1
Liberty,1,Comptroller of Public Accounts,,DEM,Mike Collier,38,8,143
Liberty,1,Comptroller of Public Accounts,,LIB,Ben Sanders,7,2,143
Liberty,1,Comptroller of Public Accounts,,GRN,Deb Shafto,2,1,143
Liberty,1,Commissioner of the General Land Office,,REP,George P. Bush,140,36,143
Liberty,1,Commissioner of the General Land Office,,,Over Votes,0,0,0
Liberty,1,Commissioner of the General Land Office,,,Under Votes,1,0,1
Liberty,1,Commissioner of the General Land Office,,DEM,John Cook,40,9,143
Liberty,1,Commissioner of the General Land Office,,LIB,Justin Knight,7,1,143
Liberty,1,Commissioner of the General Land Office,,GRN,Valerie Alessi,2,1,143
Liberty,1,Commissioner of Agriculture,,REP,Sid Miller,141,38,143
Liberty,1,Commissioner of Agriculture,,,Over Votes,0,0,0
Liberty,1,Commissioner of Agriculture,,,Under Votes,3,1,2
Liberty,1,Commissioner of Agriculture,,DEM,Jim Hogan,37,6,143
Liberty,1,Commissioner of Agriculture,,LIB,David (Rocky) Palmquist,5,1,143
Liberty,1,Commissioner of Agriculture,,GRN,Kenneth Kendrick,4,1,143
Liberty,1,Railroad Commissioner,,REP,Ryan Sitton,140,39,143
Liberty,1,Railroad Commissioner,,,Over Votes,0,0,0
Liberty,1,Railroad Commissioner,,,Under Votes,3,1,2
Liberty,1,Railroad Commissioner,,DEM,Steve Brown,40,6,143
Liberty,1,Railroad Commissioner,,LIB,Mark A. Miller,5,0,143
Liberty,1,Railroad Commissioner,,GRN,Martina Salinas,2,1,143
Liberty,1,"Chief Justice, Supreme Court",,REP,Nathan Hecht,142,38,143
Liberty,1,"Chief Justice, Supreme Court",,,Over Votes,0,0,0
Liberty,1,"Chief Justice, Supreme Court",,,Under Votes,3,0,3
Liberty,1,"Chief Justice, Supreme Court",,DEM,William Moody,40,9,143
Liberty,1,"Chief Justice, Supreme Court",,LIB,Tom Oxford,5,0,143
Liberty,1,"Justice, Supreme Court, Place 6 - Unexpired Term",,REP,Jeff Brown,143,39,143
Liberty,1,"Justice, Supreme Court, Place 6 - Unexpired Term",,,Over Votes,0,0,0
Liberty,1,"Justice, Supreme Court, Place 6 - Unexpired Term",,,Under Votes,2,0,2
Liberty,1,"Justice, Supreme Court, Place 6 - Unexpired Term",,DEM,Lawrence Edward Meyers,39,8,143
Liberty,1,"Justice, Supreme Court, Place 6 - Unexpired Term",,LIB,Mark Ash,6,0,143
Liberty,1,"Justice, Supreme Court, Place 7",,REP,Jeff Boyd,143,38,143
Liberty,1,"Justice, Supreme Court, Place 7",,,Over Votes,0,0,0
Liberty,1,"Justice, Supreme Court, Place 7",,,Under Votes,2,0,2
Liberty,1,"Justice, Supreme Court, Place 7",,DEM,Gina Benavides,33,5,143
Liberty,1,"Justice, Supreme Court, Place 7",,LIB,Don Fulton,9,3,143
Liberty,1,"Justice, Supreme Court, Place 7",,GRN,Charles E. Waterbury,3,1,143
Liberty,1,"Justice, Supreme Court, Place 8",,REP,Phil Johnson,152,39,143
Liberty,1,"Justice, Supreme Court, Place 8",,,Over Votes,0,0,0
Liberty,1,"Justice, Supreme Court, Place 8",,,Under Votes,21,5,16
Liberty,1,"Justice, Supreme Court, Place 8",,LIB,RS Roberto Koelsch,10,0,143
Liberty,1,"Justice, Supreme Court, Place 8",,GRN,Jim Chisolm,7,3,143
Liberty,1,"Judge, Court of Criminal Appeals Place 3",,REP,Bert Richardson,140,38,143
Liberty,1,"Judge, Court of Criminal Appeals Place 3",,,Over Votes,0,0,0
Liberty,1,"Judge, Court of Criminal Appeals Place 3",,,Under Votes,5,1,4
Liberty,1,"Judge, Court of Criminal Appeals Place 3",,DEM,John Granberg,35,6,143
Liberty,1,"Judge, Court of Criminal Appeals Place 3",,LIB,Mark W. Bennett,10,2,143
Liberty,1,"Judge, Court of Criminal Appeals Place 4",,REP,Kevin Patrick Yeary,148,39,143
Liberty,1,"Judge, Court of Criminal Appeals Place 4",,,Over Votes,0,0,0
Liberty,1,"Judge, Court of Criminal Appeals Place 4",,,Under Votes,19,4,15
Liberty,1,"Judge, Court of Criminal Appeals Place 4",,LIB,Quanah Parker,15,2,143
Liberty,1,"Judge, Court of Criminal Appeals Place 4",,GRN,Judith Sanders-Castro,8,2,143
Liberty,1,"Judge, Court of Criminal Appeals Place 9",,REP,David Newell,149,40,143
Liberty,1,"Judge, Court of Criminal Appeals Place 9",,,Over Votes,0,0,0
Liberty,1,"Judge, Court of Criminal Appeals Place 9",,,Under Votes,18,4,14
Liberty,1,"Judge, Court of Criminal Appeals Place 9",,LIB,"William Bryan Strange, III",17,1,143
Liberty,1,"Judge, Court of Criminal Appeals Place 9",,GRN,George Joseph Altgelt,6,2,143
Liberty,1,"Member, State Board of Education",7,REP,David Bradley,140,38,143
Liberty,1,"Member, State Board of Education",7,,Over Votes,0,0,0
Liberty,1,"Member, State Board of Education",7,,Under Votes,5,0,5
Liberty,1,"Member, State Board of Education",7,DEM,Kathy King,39,8,143
Liberty,1,"Member, State Board of Education",7,LIB,Megan DaGata,6,1,143
Liberty,1,State Senator,3,REP,Robert Nichols,150,38,143
Liberty,1,State Senator,3,,Over Votes,0,0,0
Liberty,1,State Senator,3,,Under Votes,20,4,16
Liberty,1,State Senator,3,LIB,J. Tyler Lindsey,20,5,143
Liberty,1,State Representative,18,REP,John Otto,148,37,143
Liberty,1,State Representative,18,,Over Votes,0,0,0
Liberty,1,State Representative,18,,Under Votes,42,10,32
Liberty,1,"Chief Justice, 9th Court of Appeals District",,REP,Steve McKeithen,150,38,143
Liberty,1,"Chief Justice, 9th Court of Appeals District",,,Over Votes,0,0,0
Liberty,1,"Chief Justice, 9th Court of Appeals District",,,Under Votes,40,9,31
Liberty,1,"Justice, 9th Court of Appeals District, Place 3 Unexpired Term",,REP,Leanne Johnson,150,39,143
Liberty,1,"Justice, 9th Court of Appeals District, Place 3 Unexpired Term",,,Over Votes,0,0,0
Liberty,1,"Justice, 9th Court of Appeals District, Place 3 Unexpired Term",,,Under Votes,40,8,32
Liberty,1,"District Judge, 75th Judicial District",,REP,Mark Morefield,151,38,143
Liberty,1,"District Judge, 75th Judicial District",,,Over Votes,0,0,0
Liberty,1,"District Judge, 75th Judicial District",,,Under Votes,39,9,30
Liberty,1,"District Judge, 253rd Judicial District",,REP,Chap Cain,151,39,143
