county,precinct,office,district,candidate,party,absentee,early_voting,election day,votes
Red River,9,Railroad Commissioner,,Over Votes,,0,0,1,1
Red River,9,Railroad Commissioner,,Under Votes,,1,1,6,8
Red River,9,Ballots Cast,,,,,,,106
Red River,9,Ballots Cast,,,,,,,106
Red River,9,State Representative,1,Gary VanDeaver,,11,15,65,91
Red River,9,State Representative,1,Over Votes,,0,0,0,0
Red River,9,State Representative,1,Under Votes,,0,2,13,15
Red River,9,Ballots Cast,,,,,,,106
Red River,10,Ballots Cast,,,,,,,72
Red River,10,Straight Party,,,REP,4,3,25,32
Red River,10,Straight Party,,,DEM,0,0,1,1
Red River,10,Straight Party,,,LIB,0,0,0,0
Red River,10,Straight Party,,,GRN,0,0,0,0
Red River,10,Straight Party,,Over Votes,,0,0,0,0
Red River,10,Straight Party,,Under Votes,,6,4,29,39
Red River,10,U.S. Senate,,John Cornyn,,10,6,46,62
Red River,10,U.S. Senate,,David M. Alameel,,0,0,4,4
Red River,10,U.S. Senate,,Rebecca Paddock,,0,1,1,2
Red River,10,U.S. Senate,,"Emily ""Spicybrown"" Sanchez",,0,0,0,0
Red River,10,U.S. Senate,,Over Votes,,0,0,0,0
Red River,10,U.S. Senate,,Under Votes,,0,0,4,4
Red River,10,U.S. House,4,John Ratcliffe,,9,6,47,62
Red River,10,U.S. House,4,Over Votes,,0,0,0,0
Red River,10,U.S. House,4,Under Votes,,1,1,8,10
Red River,10,Governor,,Greg Abbott,,7,7,45,59
Red River,10,Governor,,Wendy R. Davis,,1,0,9,10
Red River,10,Governor,,Kathie Glass,,1,0,1,2
Red River,10,Governor,,Brandon Parmer,,0,0,0,0
Red River,10,Governor,,Over Votes,,0,0,0,0
Red River,10,Governor,,Under Votes,,1,0,0,1
Red River,10,Lieutenant Governor,,Dan Patrick,,9,6,48,63
Red River,10,Lieutenant Governor,,Leticia Van de Putte,,1,0,6,7
Red River,10,Lieutenant Governor,,Robert D. Butler,,0,0,0,0
Red River,10,Lieutenant Governor,,Chandrakantha Courtney,,0,0,0,0
Red River,10,Lieutenant Governor,,Over Votes,,0,0,0,0
Red River,10,Lieutenant Governor,,Under Votes,,0,1,1,2
Red River,10,Ballots Cast,,,,,,,72
Red River,10,Attorney General,,Ken Paxton,,9,6,46,61
Red River,10,Attorney General,,Sam Houston,,1,0,7,8
Red River,10,Attorney General,,Jamie Balagia,,0,0,1,1
Red River,10,Attorney General,,Jamar Osborne,,0,0,0,0
Red River,10,Attorney General,,Over Votes,,0,0,0,0
Red River,10,Attorney General,,Under Votes,,0,1,1,2
Red River,10,Comptroller of Public Accounts,,Glenn Hegar,,9,5,45,59
Red River,10,Comptroller of Public Accounts,,Mike Collier,,1,0,7,8
Red River,10,Comptroller of Public Accounts,,Ben Sanders,,0,0,2,2
Red River,10,Comptroller of Public Accounts,,Deb Shafto,,0,0,0,0
Red River,10,Comptroller of Public Accounts,,Over Votes,,0,0,0,0
Red River,10,Comptroller of Public Accounts,,Under Votes,,0,2,1,3
Red River,10,Commissioner of the General Land Office,,George P. Bush,,7,4,44,55
Red River,10,Commissioner of the General Land Office,,John Cook,,1,0,6,7
Red River,10,Commissioner of the General Land Office,,Justin Knight,,1,1,2,4
Red River,10,Commissioner of the General Land Office,,Valerie Alessi,,1,0,0,1
Red River,10,Commissioner of the General Land Office,,Over Votes,,0,0,1,1
Red River,10,Commissioner of the General Land Office,,Under Votes,,0,2,2,4
Red River,10,Commissioner of Agriculture,,Sid Miller,,9,5,44,58
Red River,10,Commissioner of Agriculture,,Jim Hogan,,1,0,9,10
Red River,10,Commissioner of Agriculture,,David (Rocky) Palmquist,,0,0,1,1
Red River,10,Commissioner of Agriculture,,Kenneth Kendrick,,0,0,0,0
Red River,10,Commissioner of Agriculture,,Over Votes,,0,0,0,0
Red River,10,Commissioner of Agriculture,,Under Votes,,0,2,1,3
Red River,10,Railroad Commissioner,,Ryan Sitton,,9,6,43,58
Red River,10,Railroad Commissioner,,Steve Brown,,1,0,6,7
Red River,10,Railroad Commissioner,,Mark A. Miller,,0,0,2,2
Red River,10,Railroad Commissioner,,Martina Salinas,,0,0,0,0
Red River,10,Railroad Commissioner,,Over Votes,,0,0,0,0
Red River,10,Railroad Commissioner,,Under Votes,,0,1,4,5
Red River,10,Ballots Cast,,,,,,,72
Red River,10,Ballots Cast,,,,,,,72
Red River,10,State Representative,1,Gary VanDeaver,,8,5,49,62
Red River,10,State Representative,1,Over Votes,,0,0,0,0
Red River,10,State Representative,1,Under Votes,,2,2,6,10
Red River,10,Ballots Cast,,,,,,,72
Red River,13,Ballots Cast,,,,,,,222
Red River,13,Straight Party,,,REP,6,5,43,54
Red River,13,Straight Party,,,DEM,0,0,12,12
Red River,13,Straight Party,,,LIB,0,0,1,1
Red River,13,Straight Party,,,GRN,0,0,0,0
Red River,13,Straight Party,,Over Votes,,0,0,0,0
Red River,13,Straight Party,,Under Votes,,22,21,112,155
Red River,13,U.S. Senate,,John Cornyn,,25,15,113,153
Red River,13,U.S. Senate,,David M. Alameel,,1,4,23,28
Red River,13,U.S. Senate,,Rebecca Paddock,,0,1,3,4
Red River,13,U.S. Senate,,"Emily ""Spicybrown"" Sanchez",,0,0,2,2
Red River,13,U.S. Senate,,Over Votes,,0,0,0,0
Red River,13,U.S. Senate,,Under Votes,,2,6,27,35
Red River,13,U.S. House,4,John Ratcliffe,,23,18,121,162
Red River,13,U.S. House,4,Over Votes,,0,0,0,0
Red River,13,U.S. House,4,Under Votes,,5,8,47,60
Red River,13,Governor,,Greg Abbott,,23,17,129,169
Red River,13,Governor,,Wendy R. Davis,,5,9,31,45
Red River,13,Governor,,Kathie Glass,,0,0,4,4
Red River,13,Governor,,Brandon Parmer,,0,0,0,0
Red River,13,Governor,,Over Votes,,0,0,0,0
Red River,13,Governor,,Under Votes,,0,0,4,4
Red River,13,Lieutenant Governor,,Dan Patrick,,25,18,127,170
Red River,13,Lieutenant Governor,,Leticia Van de Putte,,3,7,29,39
Red River,13,Lieutenant Governor,,Robert D. Butler,,0,1,3,4
Red River,13,Lieutenant Governor,,Chandrakantha Courtney,,0,0,0,0
Red River,13,Lieutenant Governor,,Over Votes,,0,0,0,0
Red River,13,Lieutenant Governor,,Under Votes,,0,0,9,9
Red River,13,Ballots Cast,,,,,,,222
Red River,13,Attorney General,,Ken Paxton,,21,16,119,156
Red River,13,Attorney General,,Sam Houston,,3,8,32,43
Red River,13,Attorney General,,Jamie Balagia,,1,1,1,3
Red River,13,Attorney General,,Jamar Osborne,,0,0,1,1
Red River,13,Attorney General,,Over Votes,,0,0,0,0
Red River,13,Attorney General,,Under Votes,,3,1,15,19
Red River,13,Comptroller of Public Accounts,,Glenn Hegar,,21,15,110,146
Red River,13,Comptroller of Public Accounts,,Mike Collier,,2,6,31,39
Red River,13,Comptroller of Public Accounts,,Ben Sanders,,1,0,5,6
Red River,13,Comptroller of Public Accounts,,Deb Shafto,,1,2,0,3
Red River,13,Comptroller of Public Accounts,,Over Votes,,0,0,0,0
Red River,13,Comptroller of Public Accounts,,Under Votes,,3,3,22,28
Red River,13,Commissioner of the General Land Office,,George P. Bush,,22,18,123,163
Red River,13,Commissioner of the General Land Office,,John Cook,,2,6,24,32
Red River,13,Commissioner of the General Land Office,,Justin Knight,,1,0,7,8
Red River,13,Commissioner of the General Land Office,,Valerie Alessi,,0,1,1,2
Red River,13,Commissioner of the General Land Office,,Over Votes,,0,0,0,0
Red River,13,Commissioner of the General Land Office,,Under Votes,,3,1,13,17
Red River,13,Commissioner of Agriculture,,Sid Miller,,23,15,111,149
Red River,13,Commissioner of Agriculture,,Jim Hogan,,2,7,30,39
Red River,13,Commissioner of Agriculture,,David (Rocky) Palmquist,,0,0,3,3
Red River,13,Commissioner of Agriculture,,Kenneth Kendrick,,1,2,3,6
Red River,13,Commissioner of Agriculture,,Over Votes,,0,0,0,0
Red River,13,Commissioner of Agriculture,,Under Votes,,2,2,21,25
Red River,13,Railroad Commissioner,,Ryan Sitton,,21,15,103,139
Red River,13,Railroad Commissioner,,Steve Brown,,2,7,36,45
Red River,13,Railroad Commissioner,,Mark A. Miller,,2,0,4,6
Red River,13,Railroad Commissioner,,Martina Salinas,,0,1,1,2
Red River,13,Railroad Commissioner,,Over Votes,,0,0,0,0
Red River,13,Railroad Commissioner,,Under Votes,,3,3,24,30
Red River,13,Ballots Cast,,,,,,,222
Red River,13,Ballots Cast,,,,,,,222
Red River,13,State Representative,1,Gary VanDeaver,,26,20,133,179
Red River,13,State Representative,1,Over Votes,,0,0,0,0
Red River,13,State Representative,1,Under Votes,,2,6,35,43
Red River,13,Ballots Cast,,,,,,,222
Red River,13,Ballots Cast,,,,,,,222
Red River,14,Ballots Cast,,,,,,,105
Red River,14,Straight Party,,,REP,1,6,12,19
Red River,14,Straight Party,,,DEM,0,0,6,6
Red River,14,Straight Party,,,LIB,0,0,1,1
Red River,14,Straight Party,,,GRN,0,0,1,1
Red River,14,Straight Party,,Over Votes,,0,0,1,1
Red River,14,Straight Party,,Under Votes,,8,11,58,77
Red River,14,U.S. Senate,,John Cornyn,,7,14,47,68
Red River,14,U.S. Senate,,David M. Alameel,,1,0,15,16
Red River,14,U.S. Senate,,Rebecca Paddock,,1,1,2,4
Red River,14,U.S. Senate,,"Emily ""Spicybrown"" Sanchez",,0,0,0,0
Red River,14,U.S. Senate,,Over Votes,,0,0,0,0
Red River,14,U.S. Senate,,Under Votes,,0,2,15,17
Red River,14,U.S. House,4,John Ratcliffe,,6,14,45,65
Red River,14,U.S. House,4,Over Votes,,0,0,0,0
Red River,14,U.S. House,4,Under Votes,,3,3,34,40
Red River,14,Governor,,Greg Abbott,,7,17,50,74
Red River,14,Governor,,Wendy R. Davis,,2,0,21,23
Red River,14,Governor,,Kathie Glass,,0,0,3,3
Red River,14,Governor,,Brandon Parmer,,0,0,2,2
Red River,14,Governor,,Over Votes,,0,0,0,0
Red River,14,Governor,,Under Votes,,0,0,3,3
Red River,14,Lieutenant Governor,,Dan Patrick,,8,16,45,69
Red River,14,Lieutenant Governor,,Leticia Van de Putte,,0,0,22,22
Red River,14,Lieutenant Governor,,Robert D. Butler,,0,0,1,1
Red River,14,Lieutenant Governor,,Chandrakantha Courtney,,0,0,0,0
Red River,14,Lieutenant Governor,,Over Votes,,0,0,0,0
Red River,14,Lieutenant Governor,,Under Votes,,1,1,11,13
Red River,14,Ballots Cast,,,,,,,105
Red River,14,Attorney General,,Ken Paxton,,7,16,41,64
Red River,14,Attorney General,,Sam Houston,,2,0,24,26
Red River,14,Attorney General,,Jamie Balagia,,0,0,1,1
Red River,14,Attorney General,,Jamar Osborne,,0,0,1,1
Red River,14,Attorney General,,Over Votes,,0,0,0,0
Red River,14,Attorney General,,Under Votes,,0,1,12,13
Red River,14,Comptroller of Public Accounts,,Glenn Hegar,,8,16,43,67
Red River,14,Comptroller of Public Accounts,,Mike Collier,,1,0,19,20
Red River,14,Comptroller of Public Accounts,,Ben Sanders,,0,0,2,2
Red River,14,Comptroller of Public Accounts,,Deb Shafto,,0,0,1,1
Red River,14,Comptroller of Public Accounts,,Over Votes,,0,0,0,0
Red River,14,Comptroller of Public Accounts,,Under Votes,,0,1,14,15
Red River,14,Commissioner of the General Land Office,,George P. Bush,,7,16,42,65
Red River,14,Commissioner of the General Land Office,,John Cook,,1,1,21,23
Red River,14,Commissioner of the General Land Office,,Justin Knight,,1,0,2,3
Red River,14,Commissioner of the General Land Office,,Valerie Alessi,,0,0,1,1
Red River,14,Commissioner of the General Land Office,,Over Votes,,0,0,0,0
Red River,14,Commissioner of the General Land Office,,Under Votes,,0,0,13,13
Red River,14,Commissioner of Agriculture,,Sid Miller,,7,16,41,64
Red River,14,Commissioner of Agriculture,,Jim Hogan,,2,0,17,19
Red River,14,Commissioner of Agriculture,,David (Rocky) Palmquist,,0,0,2,2
Red River,14,Commissioner of Agriculture,,Kenneth Kendrick,,0,0,2,2
Red River,14,Commissioner of Agriculture,,Over Votes,,0,0,0,0
Red River,14,Commissioner of Agriculture,,Under Votes,,0,1,17,18
Red River,14,Railroad Commissioner,,Ryan Sitton,,7,16,36,59
Red River,14,Railroad Commissioner,,Steve Brown,,1,1,18,20
Red River,14,Railroad Commissioner,,Mark A. Miller,,1,0,12,13
Red River,14,Railroad Commissioner,,Martina Salinas,,0,0,0,0
Red River,14,Railroad Commissioner,,Over Votes,,0,0,0,0
Red River,14,Railroad Commissioner,,Under Votes,,0,0,13,13
Red River,14,Ballots Cast,,,,,,,105
Red River,14,Ballots Cast,,,,,,,105
Red River,14,State Representative,1,Gary VanDeaver,,9,15,52,76
Red River,14,State Representative,1,Over Votes,,0,0,0,0
Red River,14,State Representative,1,Under Votes,,0,2,27,29
Red River,14,Ballots Cast,,,,,,,105
Red River,14,Ballots Cast,,,,,,,105
Red River,17,Ballots Cast,,,,,,,157
Red River,17,Straight Party,,,REP,16,5,34,55
Red River,17,Straight Party,,,DEM,0,2,16,18
Red River,17,Straight Party,,,LIB,0,0,0,0
Red River,17,Straight Party,,,GRN,0,0,0,0
Red River,17,Straight Party,,Over Votes,,0,0,0,0
Red River,17,Straight Party,,Under Votes,,9,14,61,84
Red River,17,U.S. Senate,,John Cornyn,,23,15,76,114
Red River,17,U.S. Senate,,David M. Alameel,,2,2,26,30
Red River,17,U.S. Senate,,Rebecca Paddock,,0,1,0,1
Red River,17,U.S. Senate,,"Emily ""Spicybrown"" Sanchez",,0,1,0,1
Red River,17,U.S. Senate,,Over Votes,,0,1,1,2
Red River,17,U.S. Senate,,Under Votes,,0,1,8,9
Red River,17,U.S. House,4,John Ratcliffe,,25,17,80,122
Red River,17,U.S. House,4,Over Votes,,0,0,0,0
Red River,17,U.S. House,4,Under Votes,,0,4,31,35
Red River,17,Governor,,Greg Abbott,,22,14,80,116
Red River,17,Governor,,Wendy R. Davis,,3,4,29,36
Red River,17,Governor,,Kathie Glass,,0,1,1,2
Red River,17,Governor,,Brandon Parmer,,0,1,0,1
Red River,17,Governor,,Over Votes,,0,0,0,0
Red River,17,Governor,,Under Votes,,0,1,1,2
Red River,17,Lieutenant Governor,,Dan Patrick,,23,13,77,113
Red River,17,Lieutenant Governor,,Leticia Van de Putte,,2,4,25,31
Red River,17,Lieutenant Governor,,Robert D. Butler,,0,2,5,7
Red River,17,Lieutenant Governor,,Chandrakantha Courtney,,0,1,0,1
Red River,17,Lieutenant Governor,,Over Votes,,0,0,0,0
Red River,17,Lieutenant Governor,,Under Votes,,0,1,4,5
Red River,17,Ballots Cast,,,,,,,157
Red River,17,Attorney General,,Ken Paxton,,23,15,75,113
Red River,17,Attorney General,,Sam Houston,,2,5,31,38
Red River,17,Attorney General,,Jamie Balagia,,0,0,0,0
Red River,17,Attorney General,,Jamar Osborne,,0,1,0,1
Red River,17,Attorney General,,Over Votes,,0,0,0,0
Red River,17,Attorney General,,Under Votes,,0,0,5,5
Red River,17,Comptroller of Public Accounts,,Glenn Hegar,,23,14,68,105
Red River,17,Comptroller of Public Accounts,,Mike Collier,,2,4,28,34
Red River,17,Comptroller of Public Accounts,,Ben Sanders,,0,2,2,4
Red River,17,Comptroller of Public Accounts,,Deb Shafto,,0,1,0,1
Red River,17,Comptroller of Public Accounts,,Over Votes,,0,0,0,0
Red River,17,Comptroller of Public Accounts,,Under Votes,,0,0,13,13
Red River,17,Commissioner of the General Land Office,,George P. Bush,,23,13,73,109
Red River,17,Commissioner of the General Land Office,,John Cook,,2,4,30,36
Red River,17,Commissioner of the General Land Office,,Justin Knight,,0,3,1,4
Red River,17,Commissioner of the General Land Office,,Valerie Alessi,,0,1,0,1
Red River,17,Commissioner of the General Land Office,,Over Votes,,0,0,0,0
Red River,17,Commissioner of the General Land Office,,Under Votes,,0,0,7,7
Red River,17,Commissioner of Agriculture,,Sid Miller,,23,15,67,105
Red River,17,Commissioner of Agriculture,,Jim Hogan,,2,5,31,38
Red River,17,Commissioner of Agriculture,,David (Rocky) Palmquist,,0,0,2,2
Red River,17,Commissioner of Agriculture,,Kenneth Kendrick,,0,1,1,2
Red River,17,Commissioner of Agriculture,,Over Votes,,0,0,0,0
Red River,17,Commissioner of Agriculture,,Under Votes,,0,0,10,10
Red River,17,Railroad Commissioner,,Ryan Sitton,,22,15,69,106
Red River,17,Railroad Commissioner,,Steve Brown,,2,4,27,33
Red River,17,Railroad Commissioner,,Mark A. Miller,,0,0,6,6
Red River,17,Railroad Commissioner,,Martina Salinas,,0,1,0,1
Red River,17,Railroad Commissioner,,Over Votes,,0,0,0,0
Red River,17,Railroad Commissioner,,Under Votes,,1,1,9,11
Red River,17,Ballots Cast,,,,,,,157
Red River,17,Ballots Cast,,,,,,,157
Red River,17,State Representative,1,Gary VanDeaver,,23,17,87,127
Red River,17,State Representative,1,Over Votes,,0,0,0,0
Red River,17,State Representative,1,Under Votes,,2,4,24,30
Red River,17,Ballots Cast,,,,,,,157
Red River,17,Ballots Cast,,,,,,,157
Red River,19,Ballots Cast,,,,,,,116
Red River,19,Straight Party,,,REP,7,4,28,39
Red River,19,Straight Party,,,DEM,1,4,6,11
Red River,19,Straight Party,,,LIB,0,0,0,0
Red River,19,Straight Party,,,GRN,0,0,1,1
Red River,19,Straight Party,,Over Votes,,0,0,0,0
Red River,19,Straight Party,,Under Votes,,4,9,52,65
Red River,19,U.S. Senate,,John Cornyn,,11,11,69,91
Red River,19,U.S. Senate,,David M. Alameel,,1,4,12,17
Red River,19,U.S. Senate,,Rebecca Paddock,,0,0,2,2
Red River,19,U.S. Senate,,"Emily ""Spicybrown"" Sanchez",,0,0,0,0
Red River,19,U.S. Senate,,Over Votes,,0,0,0,0
Red River,19,U.S. Senate,,Under Votes,,0,2,4,6
Red River,19,U.S. House,4,John Ratcliffe,,10,11,64,85
Red River,19,U.S. House,4,Over Votes,,0,0,0,0
Red River,19,U.S. House,4,Under Votes,,2,6,23,31
Red River,19,Governor,,Greg Abbott,,10,10,66,86
Red River,19,Governor,,Wendy R. Davis,,1,5,16,22
Red River,19,Governor,,Kathie Glass,,0,0,1,1
Red River,19,Governor,,Brandon Parmer,,0,0,0,0
Red River,19,Governor,,Over Votes,,0,0,2,2
Red River,19,Governor,,Under Votes,,1,2,2,5
Red River,19,Lieutenant Governor,,Dan Patrick,,9,10,67,86
Red River,19,Lieutenant Governor,,Leticia Van de Putte,,1,5,15,21
Red River,19,Lieutenant Governor,,Robert D. Butler,,0,0,2,2
Red River,19,Lieutenant Governor,,Chandrakantha Courtney,,0,0,0,0
Red River,19,Lieutenant Governor,,Over Votes,,0,0,0,0
Red River,19,Lieutenant Governor,,Under Votes,,2,2,3,7
Red River,19,Ballots Cast,,,,,,,116
Red River,19,Attorney General,,Ken Paxton,,9,9,62,80
Red River,19,Attorney General,,Sam Houston,,1,6,21,28
Red River,19,Attorney General,,Jamie Balagia,,0,0,0,0
Red River,19,Attorney General,,Jamar Osborne,,0,0,0,0
Red River,19,Attorney General,,Over Votes,,0,0,0,0
Red River,19,Attorney General,,Under Votes,,2,2,4,8
Red River,19,Comptroller of Public Accounts,,Glenn Hegar,,10,10,61,81
Red River,19,Comptroller of Public Accounts,,Mike Collier,,1,5,15,21
Red River,19,Comptroller of Public Accounts,,Ben Sanders,,0,0,2,2
Red River,19,Comptroller of Public Accounts,,Deb Shafto,,0,0,1,1
Red River,19,Comptroller of Public Accounts,,Over Votes,,0,0,0,0
Red River,19,Comptroller of Public Accounts,,Under Votes,,1,2,8,11
Red River,19,Commissioner of the General Land Office,,George P. Bush,,9,9,62,80
Red River,19,Commissioner of the General Land Office,,John Cook,,2,6,16,24
Red River,19,Commissioner of the General Land Office,,Justin Knight,,0,0,2,2
Red River,19,Commissioner of the General Land Office,,Valerie Alessi,,0,0,0,0
Red River,19,Commissioner of the General Land Office,,Over Votes,,0,0,0,0
Red River,19,Commissioner of the General Land Office,,Under Votes,,1,2,7,10
Red River,19,Commissioner of Agriculture,,Sid Miller,,8,10,59,77
Red River,19,Commissioner of Agriculture,,Jim Hogan,,2,5,18,25
Red River,19,Commissioner of Agriculture,,David (Rocky) Palmquist,,0,0,0,0
Red River,19,Commissioner of Agriculture,,Kenneth Kendrick,,0,0,2,2
Red River,19,Commissioner of Agriculture,,Over Votes,,0,0,0,0
Red River,19,Commissioner of Agriculture,,Under Votes,,2,2,8,12
Red River,19,Railroad Commissioner,,Ryan Sitton,,9,10,60,79
Red River,19,Railroad Commissioner,,Steve Brown,,1,5,19,25
Red River,19,Railroad Commissioner,,Mark A. Miller,,0,0,1,1
Red River,19,Railroad Commissioner,,Martina Salinas,,0,0,0,0
Red River,19,Railroad Commissioner,,Over Votes,,0,0,0,0
Red River,19,Railroad Commissioner,,Under Votes,,2,2,7,11
Red River,19,Ballots Cast,,,,,,,116
Red River,19,Ballots Cast,,,,,,,116
Red River,19,State Representative,1,Gary VanDeaver,,11,10,67,88
Red River,19,State Representative,1,Over Votes,,0,0,0,0
Red River,19,State Representative,1,Under Votes,,1,7,20,28
Red River,19,Ballots Cast,,,,,,,116
Red River,20,Ballots Cast,,,,,,,65
Red River,20,Straight Party,,,REP,0,5,5,10
Red River,20,Straight Party,,,DEM,1,2,21,24
Red River,20,Straight Party,,,LIB,0,0,1,1
Red River,20,Straight Party,,,GRN,0,0,0,0
Red River,20,Straight Party,,Over Votes,,0,0,0,0
Red River,20,Straight Party,,Under Votes,,4,9,17,30
Red River,20,U.S. Senate,,John Cornyn,,4,9,14,27
Red River,20,U.S. Senate,,David M. Alameel,,1,4,25,30
Red River,20,U.S. Senate,,Rebecca Paddock,,0,0,1,1
Red River,20,U.S. Senate,,"Emily ""Spicybrown"" Sanchez",,0,0,0,0
Red River,20,U.S. Senate,,Over Votes,,0,0,1,1
Red River,20,U.S. Senate,,Under Votes,,0,3,3,6
Red River,20,U.S. House,4,John Ratcliffe,,1,9,19,29
Red River,20,U.S. House,4,Over Votes,,0,0,0,0
Red River,20,U.S. House,4,Under Votes,,4,7,25,36
Red River,20,Governor,,Greg Abbott,,2,9,16,27
Red River,20,Governor,,Wendy R. Davis,,2,5,28,35
Red River,20,Governor,,Kathie Glass,,1,0,0,1
Red River,20,Governor,,Brandon Parmer,,0,1,0,1
Red River,20,Governor,,Over Votes,,0,0,0,0
Red River,20,Governor,,Under Votes,,0,1,0,1
Red River,20,Lieutenant Governor,,Dan Patrick,,3,9,16,28
Red River,20,Lieutenant Governor,,Leticia Van de Putte,,1,5,27,33
Red River,20,Lieutenant Governor,,Robert D. Butler,,1,0,1,2
Red River,20,Lieutenant Governor,,Chandrakantha Courtney,,0,0,0,0
Red River,20,Lieutenant Governor,,Over Votes,,0,0,0,0
Red River,20,Lieutenant Governor,,Under Votes,,0,2,0,2
Red River,20,Ballots Cast,,,,,,,65
Red River,20,Attorney General,,Ken Paxton,,2,10,15,27
Red River,20,Attorney General,,Sam Houston,,2,5,26,33
Red River,20,Attorney General,,Jamie Balagia,,1,0,1,2
Red River,20,Attorney General,,Jamar Osborne,,0,0,0,0
Red River,20,Attorney General,,Over Votes,,0,0,0,0
Red River,20,Attorney General,,Under Votes,,0,1,2,3
Red River,20,Comptroller of Public Accounts,,Glenn Hegar,,2,9,11,22
Red River,20,Comptroller of Public Accounts,,Mike Collier,,2,5,27,34
Red River,20,Comptroller of Public Accounts,,Ben Sanders,,1,0,1,2
Red River,20,Comptroller of Public Accounts,,Deb Shafto,,0,0,0,0
Red River,20,Comptroller of Public Accounts,,Over Votes,,0,0,0,0
Red River,20,Comptroller of Public Accounts,,Under Votes,,0,2,5,7
Red River,20,Commissioner of the General Land Office,,George P. Bush,,4,9,10,23
Red River,20,Commissioner of the General Land Office,,John Cook,,1,5,27,33
Red River,20,Commissioner of the General Land Office,,Justin Knight,,0,0,2,2
Red River,20,Commissioner of the General Land Office,,Valerie Alessi,,0,0,0,0
Red River,20,Commissioner of the General Land Office,,Over Votes,,0,0,0,0
Red River,20,Commissioner of the General Land Office,,Under Votes,,0,2,5,7
Red River,20,Commissioner of Agriculture,,Sid Miller,,3,8,10,21
Red River,20,Commissioner of Agriculture,,Jim Hogan,,2,5,26,33
Red River,20,Commissioner of Agriculture,,David (Rocky) Palmquist,,0,0,2,2
Red River,20,Commissioner of Agriculture,,Kenneth Kendrick,,0,1,1,2
Red River,20,Commissioner of Agriculture,,Over Votes,,0,0,0,0
Red River,20,Commissioner of Agriculture,,Under Votes,,0,2,5,7
Red River,20,Railroad Commissioner,,Ryan Sitton,,3,8,11,22
Red River,20,Railroad Commissioner,,Steve Brown,,2,5,27,34
Red River,20,Railroad Commissioner,,Mark A. Miller,,0,0,1,1
Red River,20,Railroad Commissioner,,Martina Salinas,,0,0,0,0
Red River,20,Railroad Commissioner,,Over Votes,,0,0,0,0
Red River,20,Railroad Commissioner,,Under Votes,,0,3,5,8
Red River,20,Ballots Cast,,,,,,,65
Red River,20,Ballots Cast,,,,,,,65
Red River,20,State Representative,1,Gary VanDeaver,,4,11,17,32
Red River,20,State Representative,1,Over Votes,,0,0,0,0
Red River,20,State Representative,1,Under Votes,,1,5,27,33
Red River,20,Ballots Cast,,,,,,,65
Red River,21,Ballots Cast,,,,,,,59
Red River,21,Straight Party,,,REP,4,0,11,15
Red River,21,Straight Party,,,DEM,0,1,5,6
Red River,21,Straight Party,,,LIB,0,0,0,0
Red River,21,Straight Party,,,GRN,0,0,0,0
Red River,21,Straight Party,,Over Votes,,0,0,0,0
Red River,21,Straight Party,,Under Votes,,4,3,31,38
Red River,21,U.S. Senate,,John Cornyn,,8,1,31,40
Red River,21,U.S. Senate,,David M. Alameel,,0,2,11,13
Red River,21,U.S. Senate,,Rebecca Paddock,,0,1,1,2
Red River,21,U.S. Senate,,"Emily ""Spicybrown"" Sanchez",,0,0,0,0
Red River,21,U.S. Senate,,Over Votes,,0,0,0,0
Red River,21,U.S. Senate,,Under Votes,,0,0,4,4
Red River,21,U.S. House,4,John Ratcliffe,,8,1,32,41
Red River,21,U.S. House,4,Over Votes,,0,0,0,0
Red River,21,U.S. House,4,Under Votes,,0,3,15,18
Red River,21,Governor,,Greg Abbott,,7,2,37,46
Red River,21,Governor,,Wendy R. Davis,,1,2,9,12
Red River,21,Governor,,Kathie Glass,,0,0,1,1
Red River,21,Governor,,Brandon Parmer,,0,0,0,0
Red River,21,Governor,,Over Votes,,0,0,0,0
Red River,21,Governor,,Under Votes,,0,0,0,0
Red River,21,Lieutenant Governor,,Dan Patrick,,8,2,34,44
Red River,21,Lieutenant Governor,,Leticia Van de Putte,,0,2,8,10
Red River,21,Lieutenant Governor,,Robert D. Butler,,0,0,3,3
Red River,21,Lieutenant Governor,,Chandrakantha Courtney,,0,0,0,0
Red River,21,Lieutenant Governor,,Over Votes,,0,0,0,0
Red River,21,Lieutenant Governor,,Under Votes,,0,0,2,2
Red River,21,Ballots Cast,,,,,,,59
Red River,21,Attorney General,,Ken Paxton,,8,2,34,44
Red River,21,Attorney General,,Sam Houston,,0,2,9,11
Red River,21,Attorney General,,Jamie Balagia,,0,0,1,1
Red River,21,Attorney General,,Jamar Osborne,,0,0,0,0
Red River,21,Attorney General,,Over Votes,,0,0,0,0
Red River,21,Attorney General,,Under Votes,,0,0,3,3
Red River,21,Comptroller of Public Accounts,,Glenn Hegar,,7,1,32,40
Red River,21,Comptroller of Public Accounts,,Mike Collier,,1,2,10,13
Red River,21,Comptroller of Public Accounts,,Ben Sanders,,0,1,2,3
Red River,21,Comptroller of Public Accounts,,Deb Shafto,,0,0,0,0
Red River,21,Comptroller of Public Accounts,,Over Votes,,0,0,0,0
Red River,21,Comptroller of Public Accounts,,Under Votes,,0,0,3,3
Red River,21,Commissioner of the General Land Office,,George P. Bush,,8,2,31,41
Red River,21,Commissioner of the General Land Office,,John Cook,,0,2,11,13
Red River,21,Commissioner of the General Land Office,,Justin Knight,,0,0,1,1
