county,precinct,office,district,party,candidate,votes,early_votes,election_day
Concho,101,Straight Party,,,Over Votes,0,0,0
Concho,101,Straight Party,,,Under Votes,60,31,29
Concho,101,Registered Voters,,,,373,,
Concho,101,Ballots Cast,,,,159,84,75
Concho,101,Straight Party,,REP,Republican Party,84,43,75
Concho,101,Straight Party,,,Over Votes,0,0,0
Concho,101,Straight Party,,,Under Votes,60,31,29
Concho,101,Straight Party,,DEM,Democratic Party,8,3,75
Concho,101,Straight Party,,LIB,Libertarian Party,0,0,75
Concho,101,Straight Party,,GRN,Green Party,0,0,75
Concho,101,U.S. Senate,,REP,John Cornyn,138,73,75
Concho,101,U.S. Senate,,,Over Votes,0,0,0
Concho,101,U.S. Senate,,,Under Votes,5,3,2
Concho,101,U.S. Senate,,DEM,David M. Alameel,13,5,75
Concho,101,U.S. Senate,,LIB,Rebecca Paddock,2,2,75
Concho,101,U.S. Senate,,GRN,"Emily ""Spicybrown"" Sanchez",1,1,75
Concho,101,United States Representative,11,REP,Mike Conaway,137,70,75
Concho,101,United States Representative,11,,Over Votes,0,0,0
Concho,101,United States Representative,11,,Under Votes,5,1,4
Concho,101,United States Representative,11,LIB,Ryan T. Lange,14,10,75
Concho,101,Governor,,REP,Greg Abbott,137,70,75
Concho,101,Governor,,,Over Votes,0,0,0
Concho,101,Governor,,,Under Votes,2,2,0
Concho,101,Governor,,DEM,Wendy R. Davis,17,9,75
Concho,101,Governor,,LIB,Kathie Glass,1,1,75
Concho,101,Governor,,GRN,Brandon Parmer,2,2,75
Concho,101,Lieutenant Governor,,REP,Dan Patrick,132,70,75
Concho,101,Lieutenant Governor,,,Over Votes,0,0,0
Concho,101,Lieutenant Governor,,,Under Votes,4,2,2
Concho,101,Lieutenant Governor,,DEM,Leticia Van de Putte,19,10,75
Concho,101,Lieutenant Governor,,LIB,Robert D. Butler,4,2,75
Concho,101,Lieutenant Governor,,GRN,Chandrakantha Courtney,0,0,75
Concho,101,Attorney General,,REP,Ken Paxton,132,70,75
Concho,101,Attorney General,,,Over Votes,0,0,0
Concho,101,Attorney General,,,Under Votes,4,3,1
Concho,101,Attorney General,,DEM,Sam Houston,17,6,75
Concho,101,Attorney General,,LIB,Jamie Balagia,5,4,75
Concho,101,Attorney General,,GRN,Jamar Osborne,1,1,75
Concho,101,Comptroller of Public Accounts,,REP,Glenn Hegar,131,69,75
Concho,101,Comptroller of Public Accounts,,,Over Votes,0,0,0
Concho,101,Comptroller of Public Accounts,,,Under Votes,4,3,1
Concho,101,Comptroller of Public Accounts,,DEM,Mike Collier,19,8,75
Concho,101,Comptroller of Public Accounts,,LIB,Ben Sanders,4,3,75
Concho,101,Comptroller of Public Accounts,,GRN,Deb Shafto,1,1,75
Concho,101,Commissioner of the General Land Office,,REP,George P. Bush,135,69,75
Concho,101,Commissioner of the General Land Office,,,Over Votes,0,0,0
Concho,101,Commissioner of the General Land Office,,,Under Votes,3,3,0
Concho,101,Commissioner of the General Land Office,,DEM,John Cook,14,7,75
Concho,101,Commissioner of the General Land Office,,LIB,Justin Knight,6,5,75
Concho,101,Commissioner of the General Land Office,,GRN,Valerie Alessi,1,0,75
Concho,101,Commissioner of Agriculture,,REP,Sid Miller,132,70,75
Concho,101,Commissioner of Agriculture,,,Over Votes,0,0,0
Concho,101,Commissioner of Agriculture,,,Under Votes,4,3,1
Concho,101,Commissioner of Agriculture,,DEM,Jim Hogan,17,7,75
Concho,101,Commissioner of Agriculture,,LIB,David (Rocky) Palmquist,5,3,75
Concho,101,Commissioner of Agriculture,,GRN,Kenneth Kendrick,1,1,75
Concho,101,Railroad Commissioner,,REP,Ryan Sitton,129,67,75
Concho,101,Railroad Commissioner,,,Over Votes,0,0,0
Concho,101,Railroad Commissioner,,,Under Votes,4,3,1
Concho,101,Railroad Commissioner,,DEM,Steve Brown,16,7,75
Concho,101,Railroad Commissioner,,LIB,Mark A. Miller,8,5,75
Concho,101,Railroad Commissioner,,GRN,Martina Salinas,1,1,75
Concho,101,"Chief Justice, Supreme Court",,REP,Nathan Hecht,132,68,75
Concho,101,"Chief Justice, Supreme Court",,,Over Votes,0,0,0
Concho,101,"Chief Justice, Supreme Court",,,Under Votes,2,2,0
Concho,101,"Chief Justice, Supreme Court",,DEM,William Moody,19,8,75
Concho,101,"Chief Justice, Supreme Court",,LIB,Tom Oxford,5,5,75
Concho,101,"Justice, Supreme Court, Place 6 - Unexpired Term",,REP,Jeff Brown,129,65,75
Concho,101,"Justice, Supreme Court, Place 6 - Unexpired Term",,,Over Votes,0,0,0
Concho,101,"Justice, Supreme Court, Place 6 - Unexpired Term",,,Under Votes,5,4,1
Concho,101,"Justice, Supreme Court, Place 6 - Unexpired Term",,DEM,Lawrence Edward Meyers,17,7,75
Concho,101,"Justice, Supreme Court, Place 6 - Unexpired Term",,LIB,Mark Ash,4,4,75
Concho,101,"Justice, Supreme Court, Place 7",,REP,Jeff Boyd,129,65,75
Concho,101,"Justice, Supreme Court, Place 7",,,Over Votes,0,0,0
Concho,101,"Justice, Supreme Court, Place 7",,,Under Votes,5,4,1
Concho,101,"Justice, Supreme Court, Place 7",,DEM,Gina Benavides,16,7,75
Concho,101,"Justice, Supreme Court, Place 7",,LIB,Don Fulton,4,3,75
Concho,101,"Justice, Supreme Court, Place 7",,GRN,Charles E. Waterbury,1,1,75
Concho,101,"Justice, Supreme Court, Place 8",,REP,Phil Johnson,127,63,75
Concho,101,"Justice, Supreme Court, Place 8",,,Over Votes,0,0,0
Concho,101,"Justice, Supreme Court, Place 8",,,Under Votes,9,4,5
Concho,101,"Justice, Supreme Court, Place 8",,LIB,RS Roberto Koelsch,11,6,75
Concho,101,"Justice, Supreme Court, Place 8",,GRN,Jim Chisolm,5,4,75
Concho,101,"Judge, Court of Criminal Appeals Place 3",,REP,Bert Richardson,126,62,75
Concho,101,"Judge, Court of Criminal Appeals Place 3",,,Over Votes,0,0,0
Concho,101,"Judge, Court of Criminal Appeals Place 3",,,Under Votes,5,5,0
Concho,101,"Judge, Court of Criminal Appeals Place 3",,DEM,John Granberg,17,7,75
Concho,101,"Judge, Court of Criminal Appeals Place 3",,LIB,Mark W. Bennett,7,6,75
Concho,101,"Judge, Court of Criminal Appeals Place 4",,REP,Kevin Patrick Yeary,125,61,75
Concho,101,"Judge, Court of Criminal Appeals Place 4",,,Over Votes,0,0,0
Concho,101,"Judge, Court of Criminal Appeals Place 4",,,Under Votes,10,6,4
Concho,101,"Judge, Court of Criminal Appeals Place 4",,LIB,Quanah Parker,15,9,75
Concho,101,"Judge, Court of Criminal Appeals Place 4",,GRN,Judith Sanders-Castro,3,2,75
Concho,101,"Judge, Court of Criminal Appeals Place 9",,REP,David Newell,129,64,75
Concho,101,"Judge, Court of Criminal Appeals Place 9",,,Over Votes,0,0,0
Concho,101,"Judge, Court of Criminal Appeals Place 9",,,Under Votes,9,4,5
Concho,101,"Judge, Court of Criminal Appeals Place 9",,LIB,"William Bryan Strange, III",11,6,75
Concho,101,"Judge, Court of Criminal Appeals Place 9",,GRN,George Joseph Altgelt,3,3,75
Concho,101,State Representative,72,REP,Drew Darby,138,74,75
Concho,101,State Representative,72,,Over Votes,0,0,0
Concho,101,State Representative,72,,Under Votes,16,5,11
Concho,101,"Chief Justice, 3rd Court of Appeals District",,REP,Jeff Rose,128,66,75
Concho,101,"Chief Justice, 3rd Court of Appeals District",,,Over Votes,0,0,0
Concho,101,"Chief Justice, 3rd Court of Appeals District",,,Under Votes,6,4,2
Concho,101,"Chief Justice, 3rd Court of Appeals District",,DEM,Diane Henson,22,11,75
Concho,101,County Judge,,REP,Allen Amos,139,74,75
Concho,101,County Judge,,,Over Votes,0,0,0
Concho,101,County Judge,,,Under Votes,14,4,10
Concho,101,District and County Clerk,,REP,Phyllis F. Lovell,138,72,75
Concho,101,District and County Clerk,,,Over Votes,0,0,0
Concho,101,District and County Clerk,,,Under Votes,15,6,9
Concho,101,Sheriff/Tax Assessor/Collector Unexpired Term,,REP,Chad Miller,140,72,75
Concho,101,Sheriff/Tax Assessor/Collector Unexpired Term,,,Over Votes,0,0,0
Concho,101,Sheriff/Tax Assessor/Collector Unexpired Term,,,Under Votes,13,6,7
Concho,101,County Treasurer,,REP,Shawn L. Walston,136,70,75
Concho,101,County Treasurer,,,Over Votes,0,0,0
