county,precinct,office,district,party,candidate,votes,early_votes,election_day
Wise,1,Straight Party,,REP,REPUBLICAN,288,169,119
Wise,1,Straight Party,,,Over Votes,0,0,0
Wise,1,Straight Party,,,Under Votes,229,145,84
Wise,1,Straight Party,,DEM,DEMOCRATIC,35,24,11
Wise,1,Straight Party,,LIB,LIBERTARIAN,2,0,2
Wise,1,Straight Party,,GRN,GREEN,2,1,1
Wise,1,U.S. Senate,,REP,JOHN CORNYN,465,278,187
Wise,1,U.S. Senate,,,Over Votes,0,0,0
Wise,1,U.S. Senate,,,Under Votes,9,5,4
Wise,1,U.S. Senate,,DEM,DAVID M. ALAMEEL,58,42,16
Wise,1,U.S. Senate,,LIB,REBECCA PADDOCK,21,14,7
Wise,1,U.S. Senate,,GRN,"EMILY ""SPICYBROWN"" SANCHEZ",3,0,3
Wise,1,U.S. Senate,,"",MOHAMMED TAHIRO,0,0,0
Wise,1,"U.S. REPRESENTATIVE, DISTRICT 13",,REP,MAC THORNBERRY,471,278,193
Wise,1,"U.S. REPRESENTATIVE, DISTRICT 13",,,Over Votes,0,0,0
Wise,1,"U.S. REPRESENTATIVE, DISTRICT 13",,,Under Votes,8,5,3
Wise,1,"U.S. REPRESENTATIVE, DISTRICT 13",,DEM,MIKE MINTER,61,45,16
Wise,1,"U.S. REPRESENTATIVE, DISTRICT 13",,LIB,EMILY PIVODA,15,11,4
Wise,1,"U.S. REPRESENTATIVE, DISTRICT 13",,GRN,DON COOK,1,0,1
Wise,1,GOVERNOR,,REP,GREG ABBOTT,464,275,189
Wise,1,GOVERNOR,,,Over Votes,0,0,0
Wise,1,GOVERNOR,,,Under Votes,1,0,1
Wise,1,GOVERNOR,,DEM,WENDY R. DAVIS,79,57,22
Wise,1,GOVERNOR,,LIB,KATHIE GLASS,10,6,4
Wise,1,GOVERNOR,,GRN,BRANDON PARMER,2,1,1
Wise,1,GOVERNOR,,"",SARAH M. PAVITT,0,0,0
Wise,1,Lieutenant Governor,,REP,DAN PATRICK,464,274,190
Wise,1,Lieutenant Governor,,,Over Votes,0,0,0
Wise,1,Lieutenant Governor,,,Under Votes,4,3,1
Wise,1,Lieutenant Governor,,DEM,LETICIA VAN DE PUTTE,65,47,18
Wise,1,Lieutenant Governor,,LIB,ROBERT D. BUTLER,20,14,6
Wise,1,Lieutenant Governor,,GRN,CHANDRAKANTHA COURTNEY,3,1,2
Wise,1,Attorney General,,REP,KEN PAXTON,462,273,189
Wise,1,Attorney General,,,Over Votes,0,0,0
Wise,1,Attorney General,,,Under Votes,7,6,1
Wise,1,Attorney General,,DEM,SAM HOUSTON,74,52,22
Wise,1,Attorney General,,LIB,JAMIE BALAGIA,12,7,5
Wise,1,Attorney General,,GRN,JAMAR OSBORNE,1,1,0
Wise,1,Comptroller	of Public Accounts,,REP,GLENN HEGAR,449,262,187
Wise,1,Comptroller	of Public Accounts,,,Over Votes,0,0,0
Wise,1,Comptroller	of Public Accounts,,,Under Votes,9,8,1
Wise,1,Comptroller	of Public Accounts,,DEM,MIKE COLLIER,74,54,20
Wise,1,Comptroller	of Public Accounts,,LIB,BEN SANDERS,21,12,9
Wise,1,Comptroller	of Public Accounts,,GRN,DEB SHAFTO,3,3,0
Wise,1,COMMISSIONER OF THE GENERAL LAND OFFICE,,REP,GEORGE P. BUSH,465,277,188
Wise,1,COMMISSIONER OF THE GENERAL LAND OFFICE,,,Over Votes,0,0,0
Wise,1,COMMISSIONER OF THE GENERAL LAND OFFICE,,,Under Votes,6,6,0
Wise,1,COMMISSIONER OF THE GENERAL LAND OFFICE,,DEM,JOHN COOK,61,44,17
Wise,1,COMMISSIONER OF THE GENERAL LAND OFFICE,,LIB,JUSTIN KNIGHT,19,10,9
Wise,1,COMMISSIONER OF THE GENERAL LAND OFFICE,,GRN,VALERIE ALESSI,5,2,3
