county,precinct,office,district,party,candidate,votes,early_votes,election_day
Fannin,1 W Bonham,U.S. Senator,,REP,Steve Stockman,27,10,17
Fannin,1 W Bonham,U.S. Senator,,REP,Over Votes,0,0,0
Fannin,1 W Bonham,U.S. Senator,,REP,Under Votes,7,3,4
Fannin,1 W Bonham,U.S. Senator,,REP,Curt Cleaver,0,0,0
Fannin,1 W Bonham,U.S. Senator,,REP,Dwayne Stovall,7,3,4
Fannin,1 W Bonham,U.S. Senator,,REP,Linda Vega,7,2,5
Fannin,1 W Bonham,U.S. Senator,,REP,Reid Reasor,6,3,3
Fannin,1 W Bonham,U.S. Senator,,REP,John Cornyn,110,66,44
Fannin,1 W Bonham,U.S. Senator,,REP,Ken Cope,1,0,1
Fannin,1 W Bonham,U.S. Senator,,REP,Chris Mapp,5,4,1
Fannin,1 W Bonham,U.S. Senator,,DEM,Maxey Marie Scherr,0,0,0
Fannin,1 W Bonham,U.S. Senator,,DEM,Over Votes,0,0,0
Fannin,1 W Bonham,U.S. Senator,,DEM,Under Votes,0,0,0
Fannin,1 W Bonham,U.S. Senator,,DEM,Harry Kim,0,0,0
Fannin,1 W Bonham,U.S. Senator,,DEM,David M. Alameel,0,0,0
Fannin,1 W Bonham,U.S. Senator,,DEM,Kesha Rogers,0,0,0
Fannin,1 W Bonham,U.S. Senator,,DEM,"Michael ""Fjet"" Fjetland",0,0,0
Fannin,1 W Bonham,U.S. Representative District 4,,REP,Brent Lawson,11,5,6
Fannin,1 W Bonham,U.S. Representative District 4,,REP,Over Votes,0,0,0
Fannin,1 W Bonham,U.S. Representative District 4,,REP,Under Votes,3,2,1
Fannin,1 W Bonham,U.S. Representative District 4,,REP,Ralph M. Hall,72,42,30
Fannin,1 W Bonham,U.S. Representative District 4,,REP,Tony Arterburn,1,0,1
Fannin,1 W Bonham,U.S. Representative District 4,,REP,John Ratcliffe,30,9,21
Fannin,1 W Bonham,U.S. Representative District 4,,REP,Lou Gigliotti,44,27,17
Fannin,1 W Bonham,U.S. Representative District 4,,REP,John Stacy,9,6,3
Fannin,1 W Bonham,Governor,,REP,Lisa Fritsch,7,4,3
Fannin,1 W Bonham,Governor,,REP,Over Votes,0,0,0
Fannin,1 W Bonham,Governor,,REP,Under Votes,3,1,2
Fannin,1 W Bonham,Governor,,REP,Greg Abbott,151,83,68
Fannin,1 W Bonham,Governor,,REP,SECEDE Kilgore,3,2,1
Fannin,1 W Bonham,Governor,,REP,Miriam Martinez,6,1,5
Fannin,1 W Bonham,Governor,,DEM,"Reynaldo ""Ray"" Madrigal",0,0,0
Fannin,1 W Bonham,Governor,,DEM,Over Votes,0,0,0
Fannin,1 W Bonham,Governor,,DEM,Under Votes,0,0,0
Fannin,1 W Bonham,Governor,,DEM,Wendy R. Davis,0,0,0
Fannin,1 W Bonham,Lt. Governor,,REP,Dan Patrick,65,34,31
Fannin,1 W Bonham,Lt. Governor,,REP,Over Votes,0,0,0
Fannin,1 W Bonham,Lt. Governor,,REP,Under Votes,3,1,2
Fannin,1 W Bonham,Lt. Governor,,REP,David Dewhurst,55,30,25
Fannin,1 W Bonham,Lt. Governor,,REP,Jerry Patterson,12,5,7
Fannin,1 W Bonham,Lt. Governor,,REP,Todd Staples,35,21,14
Fannin,1 W Bonham,Lt. Governor,,DEM,Leticia Van de Putte,0,0,0
Fannin,1 W Bonham,Lt. Governor,,DEM,Over Votes,0,0,0
Fannin,1 W Bonham,Lt. Governor,,DEM,Under Votes,0,0,0
Fannin,1 W Bonham,Attorney General,,REP,Dan Branch,59,34,25
Fannin,1 W Bonham,Attorney General,,REP,Over Votes,0,0,0
Fannin,1 W Bonham,Attorney General,,REP,Under Votes,6,4,2
Fannin,1 W Bonham,Attorney General,,REP,Ken Paxton,79,40,39
Fannin,1 W Bonham,Attorney General,,REP,Barry Smitherman,26,13,13
Fannin,1 W Bonham,Attorney General,,DEM,Sam Houston,0,0,0
Fannin,1 W Bonham,Attorney General,,DEM,Over Votes,0,0,0
Fannin,1 W Bonham,Attorney General,,DEM,Under Votes,0,0,0
Fannin,1 W Bonham,Comptroller of Public Accounts,,REP,Harvey Hilderbran,33,20,13
Fannin,1 W Bonham,Comptroller of Public Accounts,,REP,Over Votes,0,0,0
Fannin,1 W Bonham,Comptroller of Public Accounts,,REP,Under Votes,14,10,4
Fannin,1 W Bonham,Comptroller of Public Accounts,,REP,Raul Torres,15,6,9
Fannin,1 W Bonham,Comptroller of Public Accounts,,REP,Debra Medina,34,12,22
Fannin,1 W Bonham,Comptroller of Public Accounts,,REP,Glenn Hegar,74,43,31
Fannin,1 W Bonham,Comptroller of Public Accounts,,DEM,Mike Collier,0,0,0
Fannin,1 W Bonham,Comptroller of Public Accounts,,DEM,Over Votes,0,0,0
Fannin,1 W Bonham,Comptroller of Public Accounts,,DEM,Under Votes,0,0,0
Fannin,1 W Bonham,Commissioner of the General Land Office,,REP,David Watts,53,27,26
Fannin,1 W Bonham,Commissioner of the General Land Office,,REP,Over Votes,0,0,0
Fannin,1 W Bonham,Commissioner of the General Land Office,,REP,Under Votes,5,4,1
Fannin,1 W Bonham,Commissioner of the General Land Office,,REP,George P. Bush,112,60,52
Fannin,1 W Bonham,Commissioner of the General Land Office,,DEM,John Cook,0,0,0
Fannin,1 W Bonham,Commissioner of the General Land Office,,DEM,Over Votes,0,0,0
Fannin,1 W Bonham,Commissioner of the General Land Office,,DEM,Under Votes,0,0,0
Fannin,1 W Bonham,Commissioner of Agriculture,,REP,Eric Opiela,35,18,17
Fannin,1 W Bonham,Commissioner of Agriculture,,REP,Over Votes,0,0,0
Fannin,1 W Bonham,Commissioner of Agriculture,,REP,Under Votes,15,9,6
Fannin,1 W Bonham,Commissioner of Agriculture,,REP,J. Allen Carnes,17,10,7
Fannin,1 W Bonham,Commissioner of Agriculture,,REP,Joe Cotton,39,23,16
Fannin,1 W Bonham,Commissioner of Agriculture,,REP,Sid Miller,38,18,20
Fannin,1 W Bonham,Commissioner of Agriculture,,REP,Tommy Merritt,26,13,13
Fannin,1 W Bonham,Commissioner of Agriculture,,DEM,Jim Hogan,0,0,0
Fannin,1 W Bonham,Commissioner of Agriculture,,DEM,Over Votes,0,0,0
Fannin,1 W Bonham,Commissioner of Agriculture,,DEM,Under Votes,0,0,0
Fannin,1 W Bonham,Commissioner of Agriculture,,DEM,"Richard ""Kinky"" Friedman",0,0,0
Fannin,1 W Bonham,Commissioner of Agriculture,,DEM,Hugh Asa Fitzsimons III,0,0,0
Fannin,1 W Bonham,Railroad Commissioner,,REP,Malachi Boyuls,7,3,4
Fannin,1 W Bonham,Railroad Commissioner,,REP,Over Votes,0,0,0
Fannin,1 W Bonham,Railroad Commissioner,,REP,Under Votes,15,12,3
Fannin,1 W Bonham,Railroad Commissioner,,REP,Ryan Sitton,58,34,24
Fannin,1 W Bonham,Railroad Commissioner,,REP,Becky Berger,24,12,12
Fannin,1 W Bonham,Railroad Commissioner,,REP,Wayne Christian,66,30,36
Fannin,1 W Bonham,Railroad Commissioner,,DEM,Steve Brown,0,0,0
Fannin,1 W Bonham,Railroad Commissioner,,DEM,Over Votes,0,0,0
Fannin,1 W Bonham,Railroad Commissioner,,DEM,Under Votes,0,0,0
Fannin,1 W Bonham,Railroad Commissioner,,DEM,Dale Henry,0,0,0
Fannin,1 W Bonham,"Chief Justice, Supreme Court",,REP,Robert Talton,76,40,36
Fannin,1 W Bonham,"Chief Justice, Supreme Court",,REP,Over Votes,0,0,0
Fannin,1 W Bonham,"Chief Justice, Supreme Court",,REP,Under Votes,15,9,6
Fannin,1 W Bonham,"Chief Justice, Supreme Court",,REP,Nathan Hecht,79,42,37
Fannin,1 W Bonham,"Chief Justice, Supreme Court",,DEM,William Moody,0,0,0
Fannin,1 W Bonham,"Chief Justice, Supreme Court",,DEM,Over Votes,0,0,0
Fannin,1 W Bonham,"Chief Justice, Supreme Court",,DEM,Under Votes,0,0,0
Fannin,1 W Bonham,"Justice, Supreme Court, Place 6-unexpired term",,REP,Joe Pool,52,24,28
Fannin,1 W Bonham,"Justice, Supreme Court, Place 6-unexpired term",,REP,Over Votes,0,0,0
Fannin,1 W Bonham,"Justice, Supreme Court, Place 6-unexpired term",,REP,Under Votes,12,8,4
Fannin,1 W Bonham,"Justice, Supreme Court, Place 6-unexpired term",,REP,Jeff Brown,106,59,47
Fannin,1 W Bonham,"Justice, Supreme Court, Place 6-unexpired term",,DEM,Lawrence Edward Meyers,0,0,0
Fannin,1 W Bonham,"Justice, Supreme Court, Place 6-unexpired term",,DEM,Over Votes,0,0,0
Fannin,1 W Bonham,"Justice, Supreme Court, Place 6-unexpired term",,DEM,Under Votes,0,0,0
Fannin,1 W Bonham,"Justice, Supreme Court, Place 7",,REP,Jeff Boyd,143,77,66
Fannin,1 W Bonham,"Justice, Supreme Court, Place 7",,REP,Over Votes,0,0,0
Fannin,1 W Bonham,"Justice, Supreme Court, Place 7",,REP,Under Votes,27,14,13
Fannin,1 W Bonham,"Justice, Supreme Court, Place 7",,DEM,Gina Benavides,0,0,0
Fannin,1 W Bonham,"Justice, Supreme Court, Place 7",,DEM,Over Votes,0,0,0
Fannin,1 W Bonham,"Justice, Supreme Court, Place 7",,DEM,Under Votes,0,0,0
Fannin,1 W Bonham,"Justice, Supreme Court, Place 8",,REP,Phil Johnson,100,51,49
Fannin,1 W Bonham,"Justice, Supreme Court, Place 8",,REP,Over Votes,0,0,0
Fannin,1 W Bonham,"Justice, Supreme Court, Place 8",,REP,Under Votes,12,9,3
Fannin,1 W Bonham,"Justice, Supreme Court, Place 8",,REP,Sharon McCally,58,31,27
Fannin,1 W Bonham,"Judge, Court of Criminal Appeals, Place 3",,REP,Bert Richardson,91,52,39
Fannin,1 W Bonham,"Judge, Court of Criminal Appeals, Place 3",,REP,Over Votes,0,0,0
Fannin,1 W Bonham,"Judge, Court of Criminal Appeals, Place 3",,REP,Under Votes,17,14,3
Fannin,1 W Bonham,"Judge, Court of Criminal Appeals, Place 3",,REP,Barbara Walther,62,25,37
Fannin,1 W Bonham,"Judge, Court of Criminal Appeals, Place 3",,DEM,John Granberg,0,0,0
Fannin,1 W Bonham,"Judge, Court of Criminal Appeals, Place 3",,DEM,Over Votes,0,0,0
Fannin,1 W Bonham,"Judge, Court of Criminal Appeals, Place 3",,DEM,Under Votes,0,0,0
Fannin,1 W Bonham,"Judge, Court of Criminal Appeals, Place 4",,REP,Richard Dean Davis,48,25,23
Fannin,1 W Bonham,"Judge, Court of Criminal Appeals, Place 4",,REP,Over Votes,0,0,0
Fannin,1 W Bonham,"Judge, Court of Criminal Appeals, Place 4",,REP,Under Votes,17,13,4
Fannin,1 W Bonham,"Judge, Court of Criminal Appeals, Place 4",,REP,Kevin Patrick Yeary,76,42,34
Fannin,1 W Bonham,"Judge, Court of Criminal Appeals, Place 4",,REP,Jani Jo Wood,29,11,18
Fannin,1 W Bonham,"Judge, Court of Criminal Appeals, Place 9",,REP,David Newell,65,32,33
Fannin,1 W Bonham,"Judge, Court of Criminal Appeals, Place 9",,REP,Over Votes,0,0,0
Fannin,1 W Bonham,"Judge, Court of Criminal Appeals, Place 9",,REP,Under Votes,22,15,7
Fannin,1 W Bonham,"Judge, Court of Criminal Appeals, Place 9",,REP,"W. C. ""Bud"" Kirkendall",83,44,39
Fannin,1 W Bonham,State Senator,2,REP,Bob Deuell,94,49,45
Fannin,1 W Bonham,State Senator,2,REP,Over Votes,0,0,0
Fannin,1 W Bonham,State Senator,2,REP,Under Votes,7,5,2
Fannin,1 W Bonham,State Senator,2,REP,Mark Thompson,31,13,18
Fannin,1 W Bonham,State Senator,2,REP,Bob Hall,38,24,14
Fannin,1 W Bonham,State Representative,62,REP,Larry Phillips,155,86,69
Fannin,1 W Bonham,State Representative,62,REP,Over Votes,0,0,0
Fannin,1 W Bonham,State Representative,62,REP,Under Votes,15,5,10
Fannin,1 W Bonham,"Justice, 6th Court of Appeals District, Place 3",,REP,Ralph K. Burgess,142,74,68
Fannin,1 W Bonham,"Justice, 6th Court of Appeals District, Place 3",,REP,Over Votes,0,0,0
Fannin,1 W Bonham,"Justice, 6th Court of Appeals District, Place 3",,REP,Under Votes,28,17,11
Fannin,1 W Bonham,County Judge,,REP,Spanky Carter,149,82,67
Fannin,1 W Bonham,County Judge,,REP,Over Votes,0,0,0
Fannin,1 W Bonham,County Judge,,REP,Under Votes,21,9,12
Fannin,1 W Bonham,County Court at Law Judge,,REP,Charles Butler,150,81,69
Fannin,1 W Bonham,County Court at Law Judge,,REP,Over Votes,0,0,0
Fannin,1 W Bonham,County Court at Law Judge,,REP,Under Votes,20,10,10
Fannin,1 W Bonham,District Clerk,,REP,Nancy Young,153,84,69
Fannin,1 W Bonham,District Clerk,,REP,Over Votes,0,0,0
Fannin,1 W Bonham,District Clerk,,REP,Under Votes,17,7,10
Fannin,1 W Bonham,County Clerk,,REP,Tammy Biggar,156,85,71
Fannin,1 W Bonham,County Clerk,,REP,Over Votes,0,0,0
Fannin,1 W Bonham,County Clerk,,REP,Under Votes,14,6,8
Fannin,1 W Bonham,County Treasurer,,REP,David E. Woodson,95,47,48
Fannin,1 W Bonham,County Treasurer,,REP,Don Grammar,54,33,21
Fannin,1 W Bonham,County Treasurer,,REP,Over Votes,0,0,0
Fannin,1 W Bonham,County Treasurer,,REP,Under Votes,21,11,10
Fannin,1 W Bonham,County Treasurer,,DEM,Elaine Davis Peebles,0,0,0
Fannin,1 W Bonham,County Treasurer,,DEM,Over Votes,0,0,0
Fannin,1 W Bonham,County Treasurer,,DEM,Under Votes,0,0,0
Fannin,1 W Bonham,"Justice of the Peace, Precinct 1",,REP,Royce Smithey,151,81,70
Fannin,1 W Bonham,"Justice of the Peace, Precinct 1",,REP,Over Votes,0,0,0
Fannin,1 W Bonham,"Justice of the Peace, Precinct 1",,REP,Under Votes,19,10,9
Fannin,1 W Bonham,Proposition 1,,,Yes,166,90,76
Fannin,1 W Bonham,Proposition 1,,,Over Votes,0,0,0
Fannin,1 W Bonham,Proposition 1,,,Under Votes,2,1,1
Fannin,1 W Bonham,Proposition 1,,,No,2,0,2
Fannin,1 W Bonham,Proposition 2,,,Yes,154,82,72
Fannin,1 W Bonham,Proposition 2,,,Over Votes,0,0,0
Fannin,1 W Bonham,Proposition 2,,,Under Votes,3,2,1
Fannin,1 W Bonham,Proposition 2,,,No,13,7,6
Fannin,1 W Bonham,Proposition 3,,,Yes,149,78,71
Fannin,1 W Bonham,Proposition 3,,,Over Votes,0,0,0
Fannin,1 W Bonham,Proposition 3,,,Under Votes,6,4,2
Fannin,1 W Bonham,Proposition 3,,,No,15,9,6
Fannin,1 W Bonham,Proposition 4,,,Yes,161,89,72
Fannin,1 W Bonham,Proposition 4,,,Over Votes,0,0,0
Fannin,1 W Bonham,Proposition 4,,,Under Votes,3,1,2
Fannin,1 W Bonham,Proposition 4,,,No,6,1,5
Fannin,1 W Bonham,Proposition 5,,,Yes,166,88,78
Fannin,1 W Bonham,Proposition 5,,,Over Votes,0,0,0
Fannin,1 W Bonham,Proposition 5,,,Under Votes,3,2,1
Fannin,1 W Bonham,Proposition 5,,,No,1,1,0
Fannin,1 W Bonham,Proposition 6,,,Yes,163,88,75
Fannin,1 W Bonham,Proposition 6,,,Over Votes,0,0,0
Fannin,1 W Bonham,Proposition 6,,,Under Votes,2,0,2
Fannin,1 W Bonham,Proposition 6,,,No,5,3,2
Fannin,1 W Bonham,Referendum 1,,,Yes,0,0,0
Fannin,1 W Bonham,Referendum 1,,,Over Votes,0,0,0
Fannin,1 W Bonham,Referendum 1,,,Under Votes,0,0,0
Fannin,1 W Bonham,Referendum 1,,,No,0,0,0
Fannin,1 W Bonham,Referendum 2,,,Yes,0,0,0
Fannin,1 W Bonham,Referendum 2,,,Over Votes,0,0,0
Fannin,1 W Bonham,Referendum 2,,,Under Votes,0,0,0
Fannin,1 W Bonham,Referendum 2,,,No,0,0,0
Fannin,1 W Bonham,Referendum 3,,,Yes,0,0,0
Fannin,1 W Bonham,Referendum 3,,,Over Votes,0,0,0
Fannin,1 W Bonham,Referendum 3,,,Under Votes,0,0,0
Fannin,1 W Bonham,Referendum 3,,,No,0,0,0
Fannin,1 W Bonham,Referendum 4,,,Yes,0,0,0
Fannin,1 W Bonham,Referendum 4,,,Over Votes,0,0,0
Fannin,1 W Bonham,Referendum 4,,,Under Votes,0,0,0
Fannin,1 W Bonham,Referendum 4,,,No,0,0,0
Fannin,1 W Bonham,Republican Party County Chair,,REP,Joe Ward,154,84,70
Fannin,1 W Bonham,Republican Party County Chair,,REP,Over Votes,0,0,0
Fannin,1 W Bonham,Republican Party County Chair,,REP,Under Votes,16,7,9
Fannin,1 W Bonham,Democrat Party County Chair,,DEM,Amber Henderson,0,0,0
Fannin,1 W Bonham,Democrat Party County Chair,,DEM,Over Votes,0,0,0
Fannin,1 W Bonham,Democrat Party County Chair,,DEM,Under Votes,0,0,0
Fannin,2 Savoy,U.S. Senator,,REP,Steve Stockman,17,5,12
Fannin,2 Savoy,U.S. Senator,,REP,Over Votes,0,0,0
Fannin,2 Savoy,U.S. Senator,,REP,Under Votes,7,2,5
Fannin,2 Savoy,U.S. Senator,,REP,Curt Cleaver,0,0,0
Fannin,2 Savoy,U.S. Senator,,REP,Dwayne Stovall,23,9,14
Fannin,2 Savoy,U.S. Senator,,REP,Linda Vega,7,3,4
Fannin,2 Savoy,U.S. Senator,,REP,Reid Reasor,1,0,1
Fannin,2 Savoy,U.S. Senator,,REP,John Cornyn,116,54,62
Fannin,2 Savoy,U.S. Senator,,REP,Ken Cope,5,0,5
Fannin,2 Savoy,U.S. Senator,,REP,Chris Mapp,1,0,1
Fannin,2 Savoy,U.S. Senator,,DEM,Maxey Marie Scherr,0,0,0
Fannin,2 Savoy,U.S. Senator,,DEM,Over Votes,0,0,0
Fannin,2 Savoy,U.S. Senator,,DEM,Under Votes,0,0,0
Fannin,2 Savoy,U.S. Senator,,DEM,Harry Kim,0,0,0
Fannin,2 Savoy,U.S. Senator,,DEM,David M. Alameel,0,0,0
Fannin,2 Savoy,U.S. Senator,,DEM,Kesha Rogers,0,0,0
Fannin,2 Savoy,U.S. Senator,,DEM,"Michael ""Fjet"" Fjetland",0,0,0
Fannin,2 Savoy,U.S. Representative District 4,,REP,Brent Lawson,10,6,4
Fannin,2 Savoy,U.S. Representative District 4,,REP,Over Votes,0,0,0
Fannin,2 Savoy,U.S. Representative District 4,,REP,Under Votes,5,2,3
Fannin,2 Savoy,U.S. Representative District 4,,REP,Ralph M. Hall,92,40,52
Fannin,2 Savoy,U.S. Representative District 4,,REP,Tony Arterburn,5,2,3
Fannin,2 Savoy,U.S. Representative District 4,,REP,John Ratcliffe,36,14,22
Fannin,2 Savoy,U.S. Representative District 4,,REP,Lou Gigliotti,24,9,15
Fannin,2 Savoy,U.S. Representative District 4,,REP,John Stacy,5,0,5
Fannin,2 Savoy,Governor,,REP,Lisa Fritsch,10,6,4
Fannin,2 Savoy,Governor,,REP,Over Votes,0,0,0
Fannin,2 Savoy,Governor,,REP,Under Votes,6,4,2
Fannin,2 Savoy,Governor,,REP,Greg Abbott,157,61,96
Fannin,2 Savoy,Governor,,REP,SECEDE Kilgore,3,2,1
Fannin,2 Savoy,Governor,,REP,Miriam Martinez,1,0,1
Fannin,2 Savoy,Governor,,DEM,"Reynaldo ""Ray"" Madrigal",0,0,0
Fannin,2 Savoy,Governor,,DEM,Over Votes,0,0,0
Fannin,2 Savoy,Governor,,DEM,Under Votes,0,0,0
Fannin,2 Savoy,Governor,,DEM,Wendy R. Davis,0,0,0
Fannin,2 Savoy,Lt. Governor,,REP,Dan Patrick,68,23,45
Fannin,2 Savoy,Lt. Governor,,REP,Over Votes,0,0,0
Fannin,2 Savoy,Lt. Governor,,REP,Under Votes,8,3,5
Fannin,2 Savoy,Lt. Governor,,REP,David Dewhurst,53,27,26
Fannin,2 Savoy,Lt. Governor,,REP,Jerry Patterson,10,5,5
Fannin,2 Savoy,Lt. Governor,,REP,Todd Staples,38,15,23
Fannin,2 Savoy,Lt. Governor,,DEM,Leticia Van de Putte,0,0,0
Fannin,2 Savoy,Lt. Governor,,DEM,Over Votes,0,0,0
Fannin,2 Savoy,Lt. Governor,,DEM,Under Votes,0,0,0
Fannin,2 Savoy,Attorney General,,REP,Dan Branch,60,27,33
Fannin,2 Savoy,Attorney General,,REP,Over Votes,0,0,0
Fannin,2 Savoy,Attorney General,,REP,Under Votes,11,5,6
Fannin,2 Savoy,Attorney General,,REP,Ken Paxton,74,24,50
Fannin,2 Savoy,Attorney General,,REP,Barry Smitherman,32,17,15
Fannin,2 Savoy,Attorney General,,DEM,Sam Houston,0,0,0
Fannin,2 Savoy,Attorney General,,DEM,Over Votes,0,0,0
Fannin,2 Savoy,Attorney General,,DEM,Under Votes,0,0,0
Fannin,2 Savoy,Comptroller of Public Accounts,,REP,Harvey Hilderbran,37,19,18
Fannin,2 Savoy,Comptroller of Public Accounts,,REP,Over Votes,0,0,0
Fannin,2 Savoy,Comptroller of Public Accounts,,REP,Under Votes,14,5,9
Fannin,2 Savoy,Comptroller of Public Accounts,,REP,Raul Torres,5,3,2
Fannin,2 Savoy,Comptroller of Public Accounts,,REP,Debra Medina,46,18,28
Fannin,2 Savoy,Comptroller of Public Accounts,,REP,Glenn Hegar,75,28,47
Fannin,2 Savoy,Comptroller of Public Accounts,,DEM,Mike Collier,0,0,0
Fannin,2 Savoy,Comptroller of Public Accounts,,DEM,Over Votes,0,0,0
Fannin,2 Savoy,Comptroller of Public Accounts,,DEM,Under Votes,0,0,0
Fannin,2 Savoy,Commissioner of the General Land Office,,REP,David Watts,53,19,34
Fannin,2 Savoy,Commissioner of the General Land Office,,REP,Over Votes,0,0,0
Fannin,2 Savoy,Commissioner of the General Land Office,,REP,Under Votes,10,5,5
Fannin,2 Savoy,Commissioner of the General Land Office,,REP,George P. Bush,114,49,65
Fannin,2 Savoy,Commissioner of the General Land Office,,DEM,John Cook,0,0,0
Fannin,2 Savoy,Commissioner of the General Land Office,,DEM,Over Votes,0,0,0
Fannin,2 Savoy,Commissioner of the General Land Office,,DEM,Under Votes,0,0,0
Fannin,2 Savoy,Commissioner of Agriculture,,REP,Eric Opiela,37,9,28
Fannin,2 Savoy,Commissioner of Agriculture,,REP,Over Votes,0,0,0
Fannin,2 Savoy,Commissioner of Agriculture,,REP,Under Votes,18,9,9
Fannin,2 Savoy,Commissioner of Agriculture,,REP,J. Allen Carnes,20,11,9
Fannin,2 Savoy,Commissioner of Agriculture,,REP,Joe Cotton,24,11,13
Fannin,2 Savoy,Commissioner of Agriculture,,REP,Sid Miller,47,19,28
Fannin,2 Savoy,Commissioner of Agriculture,,REP,Tommy Merritt,31,14,17
Fannin,2 Savoy,Commissioner of Agriculture,,DEM,Jim Hogan,0,0,0
Fannin,2 Savoy,Commissioner of Agriculture,,DEM,Over Votes,0,0,0
Fannin,2 Savoy,Commissioner of Agriculture,,DEM,Under Votes,0,0,0
Fannin,2 Savoy,Commissioner of Agriculture,,DEM,"Richard ""Kinky"" Friedman",0,0,0
Fannin,2 Savoy,Commissioner of Agriculture,,DEM,Hugh Asa Fitzsimons III,0,0,0
Fannin,2 Savoy,Railroad Commissioner,,REP,Malachi Boyuls,14,10,4
Fannin,2 Savoy,Railroad Commissioner,,REP,Over Votes,0,0,0
Fannin,2 Savoy,Railroad Commissioner,,REP,Under Votes,25,9,16
Fannin,2 Savoy,Railroad Commissioner,,REP,Ryan Sitton,36,18,18
Fannin,2 Savoy,Railroad Commissioner,,REP,Becky Berger,22,10,12
Fannin,2 Savoy,Railroad Commissioner,,REP,Wayne Christian,80,26,54
Fannin,2 Savoy,Railroad Commissioner,,DEM,Steve Brown,0,0,0
Fannin,2 Savoy,Railroad Commissioner,,DEM,Over Votes,0,0,0
Fannin,2 Savoy,Railroad Commissioner,,DEM,Under Votes,0,0,0
