county,precinct,office,district,candidate,party,early_voting,election_day,votes
Shackelford,101,U.S. Senate,,John Cornyn,REP,92,86,178
Shackelford,202,U.S. Senate,,John Cornyn,REP,79,122,201
Shackelford,303,U.S. Senate,,John Cornyn,REP,20,68,88
Shackelford,307,U.S. Senate,,John Cornyn,REP,42,60,102
Shackelford,404,U.S. Senate,,John Cornyn,REP,6,12,18
Shackelford,405,U.S. Senate,,John Cornyn,REP,12,59,71
Shackelford,406,U.S. Senate,,John Cornyn,REP,41,36,77
Shackelford,101,U.S. Senate,,David M. Alameel,DEM,8,7,15
Shackelford,202,U.S. Senate,,David M. Alameel,DEM,1,2,3
Shackelford,303,U.S. Senate,,David M. Alameel,DEM,2,2,4
Shackelford,307,U.S. Senate,,David M. Alameel,DEM,0,1,1
Shackelford,404,U.S. Senate,,David M. Alameel,DEM,0,0,0
Shackelford,405,U.S. Senate,,David M. Alameel,DEM,1,9,10
Shackelford,406,U.S. Senate,,David M. Alameel,DEM,6,6,12
Shackelford,101,U.S. Senate,,Rebecca Paddock,LIB,1,2,3
Shackelford,202,U.S. Senate,,Rebecca Paddock,LIB,3,2,5
Shackelford,303,U.S. Senate,,Rebecca Paddock,LIB,0,1,1
Shackelford,307,U.S. Senate,,Rebecca Paddock,LIB,0,2,2
Shackelford,404,U.S. Senate,,Rebecca Paddock,LIB,0,0,0
Shackelford,405,U.S. Senate,,Rebecca Paddock,LIB,0,1,1
Shackelford,406,U.S. Senate,,Rebecca Paddock,LIB,0,0,0
Shackelford,101,U.S. Senate,,"Emily ""Spicybrown"" Sanchez",GRN,0,1,1
Shackelford,202,U.S. Senate,,"Emily ""Spicybrown"" Sanchez",GRN,1,0,1
Shackelford,303,U.S. Senate,,"Emily ""Spicybrown"" Sanchez",GRN,0,0,0
Shackelford,307,U.S. Senate,,"Emily ""Spicybrown"" Sanchez",GRN,0,1,1
Shackelford,404,U.S. Senate,,"Emily ""Spicybrown"" Sanchez",GRN,0,0,0
Shackelford,405,U.S. Senate,,"Emily ""Spicybrown"" Sanchez",GRN,1,1,2
Shackelford,406,U.S. Senate,,"Emily ""Spicybrown"" Sanchez",GRN,0,1,1
Shackelford,101,U.S. Senate,,Mohammed Tahiro,,0,0,0
Shackelford,202,U.S. Senate,,Mohammed Tahiro,,0,0,0
Shackelford,303,U.S. Senate,,Mohammed Tahiro,,0,0,0
Shackelford,307,U.S. Senate,,Mohammed Tahiro,,0,0,0
Shackelford,404,U.S. Senate,,Mohammed Tahiro,,0,0,0
Shackelford,405,U.S. Senate,,Mohammed Tahiro,,0,0,0
Shackelford,406,U.S. Senate,,Mohammed Tahiro,,0,0,0
Shackelford,101,U.S. House,19,Randy Neugebauer,REP,87,83,170
Shackelford,202,U.S. House,19,Randy Neugebauer,REP,77,114,191
Shackelford,303,U.S. House,19,Randy Neugebauer,REP,20,66,86
Shackelford,307,U.S. House,19,Randy Neugebauer,REP,42,57,99
Shackelford,404,U.S. House,19,Randy Neugebauer,REP,6,11,17
Shackelford,405,U.S. House,19,Randy Neugebauer,REP,12,62,74
Shackelford,406,U.S. House,19,Randy Neugebauer,REP,40,34,74
Shackelford,101,U.S. House,19,Neal Marchbanks,DEM,11,9,20
Shackelford,202,U.S. House,19,Neal Marchbanks,DEM,4,5,9
Shackelford,303,U.S. House,19,Neal Marchbanks,DEM,2,3,5
Shackelford,307,U.S. House,19,Neal Marchbanks,DEM,1,2,3
Shackelford,404,U.S. House,19,Neal Marchbanks,DEM,0,1,1
Shackelford,405,U.S. House,19,Neal Marchbanks,DEM,2,7,9
Shackelford,406,U.S. House,19,Neal Marchbanks,DEM,7,6,13
Shackelford,101,U.S. House,19,Richard (Chip) Peterson,LIB,5,3,8
Shackelford,202,U.S. House,19,Richard (Chip) Peterson,LIB,6,4,10
Shackelford,303,U.S. House,19,Richard (Chip) Peterson,LIB,0,1,1
Shackelford,307,U.S. House,19,Richard (Chip) Peterson,LIB,0,6,6
Shackelford,404,U.S. House,19,Richard (Chip) Peterson,LIB,0,0,0
Shackelford,405,U.S. House,19,Richard (Chip) Peterson,LIB,0,5,5
Shackelford,406,U.S. House,19,Richard (Chip) Peterson,LIB,0,1,1
Shackelford,101,U.S. House,19,Donald Vance,,0,0,0
Shackelford,202,U.S. House,19,Donald Vance,,0,0,0
Shackelford,303,U.S. House,19,Donald Vance,,0,0,0
Shackelford,307,U.S. House,19,Donald Vance,,0,0,0
Shackelford,404,U.S. House,19,Donald Vance,,0,0,0
Shackelford,405,U.S. House,19,Donald Vance,,0,0,0
Shackelford,406,U.S. House,19,Donald Vance,,0,0,0
Shackelford,101,Governor,,Greg Abbott,REP,94,88,182
Shackelford,202,Governor,,Greg Abbott,REP,87,119,206
Shackelford,303,Governor,,Greg Abbott,REP,20,68,88
Shackelford,307,Governor,,Greg Abbott,REP,43,61,104
