county,precinct,office,district,party,candidate,votes,early_voting,election_day,provisional
Limestone,Precinct 101,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,381,,,
Limestone,Precinct 102,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,140,,,
Limestone,Precinct 103,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,159,,,
Limestone,Precinct 104,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,157,,,
Limestone,Precinct 201,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,101,,,
Limestone,Precinct 202,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,52,,,
Limestone,Precinct 203,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,44,,,
Limestone,Precinct 204,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,100,,,
Limestone,Precinct 205,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,105,,,
Limestone,Precinct 206,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,103,,,
Limestone,Precinct 301,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,325,,,
Limestone,Precinct 302,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,92,,,
Limestone,Precinct 303,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,44,,,
Limestone,Precinct 304,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,165,,,
Limestone,Precinct 305,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,61,,,
Limestone,Precinct 401,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,283,,,
Limestone,Precinct 402,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,99,,,
Limestone,Precinct 403,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,92,,,
Limestone,Precinct 404,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,104,,,
Limestone,Precinct 405,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,76,,,
Limestone,Precinct 406,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,8,,,
Limestone,Precinct 407,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,53,,,
Limestone,Precinct 101,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,347,,,
Limestone,Precinct 102,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,124,,,
Limestone,Precinct 103,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,136,,,
Limestone,Precinct 104,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,146,,,
Limestone,Precinct 201,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,89,,,
Limestone,Precinct 202,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,13,,,
Limestone,Precinct 203,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,17,,,
Limestone,Precinct 204,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,73,,,
Limestone,Precinct 205,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,84,,,
Limestone,Precinct 206,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,94,,,
Limestone,Precinct 301,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,286,,,
Limestone,Precinct 302,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,83,,,
Limestone,Precinct 303,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,40,,,
Limestone,Precinct 304,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,155,,,
Limestone,Precinct 305,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,53,,,
Limestone,Precinct 401,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,256,,,
Limestone,Precinct 402,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,87,,,
Limestone,Precinct 403,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,87,,,
Limestone,Precinct 404,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,99,,,
Limestone,Precinct 405,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,70,,,
Limestone,Precinct 406,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,7,,,
Limestone,Precinct 407,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,51,,,
Limestone,Precinct 101,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,34,,,
Limestone,Precinct 102,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,16,,,
Limestone,Precinct 103,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,23,,,
Limestone,Precinct 104,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,11,,,
Limestone,Precinct 201,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,12,,,
Limestone,Precinct 202,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,39,,,
Limestone,Precinct 203,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,27,,,
Limestone,Precinct 204,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,27,,,
Limestone,Precinct 205,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,21,,,
Limestone,Precinct 206,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,9,,,
Limestone,Precinct 301,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,39,,,
Limestone,Precinct 302,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,9,,,
Limestone,Precinct 303,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,4,,,
Limestone,Precinct 304,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,10,,,
Limestone,Precinct 305,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,8,,,
Limestone,Precinct 401,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,27,,,
Limestone,Precinct 402,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,12,,,
Limestone,Precinct 403,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,5,,,
Limestone,Precinct 404,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,5,,,
Limestone,Precinct 405,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,6,,,
Limestone,Precinct 406,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,1,,,
Limestone,Precinct 407,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,2,,,
Limestone,Precinct 101,U.S. Senate,,REP,Linda Vega,20,,,
Limestone,Precinct 102,U.S. Senate,,REP,Linda Vega,3,,,
Limestone,Precinct 103,U.S. Senate,,REP,Linda Vega,4,,,
Limestone,Precinct 104,U.S. Senate,,REP,Linda Vega,3,,,
Limestone,Precinct 201,U.S. Senate,,REP,Linda Vega,7,,,
Limestone,Precinct 202,U.S. Senate,,REP,Linda Vega,0,,,
Limestone,Precinct 203,U.S. Senate,,REP,Linda Vega,3,,,
Limestone,Precinct 204,U.S. Senate,,REP,Linda Vega,3,,,
Limestone,Precinct 205,U.S. Senate,,REP,Linda Vega,5,,,
Limestone,Precinct 206,U.S. Senate,,REP,Linda Vega,5,,,
Limestone,Precinct 301,U.S. Senate,,REP,Linda Vega,18,,,
Limestone,Precinct 302,U.S. Senate,,REP,Linda Vega,2,,,
Limestone,Precinct 303,U.S. Senate,,REP,Linda Vega,3,,,
Limestone,Precinct 304,U.S. Senate,,REP,Linda Vega,9,,,
Limestone,Precinct 305,U.S. Senate,,REP,Linda Vega,1,,,
Limestone,Precinct 401,U.S. Senate,,REP,Linda Vega,15,,,
Limestone,Precinct 402,U.S. Senate,,REP,Linda Vega,1,,,
Limestone,Precinct 403,U.S. Senate,,REP,Linda Vega,5,,,
Limestone,Precinct 404,U.S. Senate,,REP,Linda Vega,3,,,
Limestone,Precinct 405,U.S. Senate,,REP,Linda Vega,6,,,
Limestone,Precinct 406,U.S. Senate,,REP,Linda Vega,0,,,
Limestone,Precinct 407,U.S. Senate,,REP,Linda Vega,3,,,
Limestone,Precinct 101,U.S. Senate,,REP,John Cornyn,221,,,
Limestone,Precinct 102,U.S. Senate,,REP,John Cornyn,73,,,
