county,precinct,office,district,party,candidate,early_voting,election_day,votes
Medina,1A,U.S. Senate,,REP,JOHN CORNYN,444,589,1033
Medina,1A,U.S. Senate,,DEM,DAVID M. ALAMEEL,38,59,97
Medina,1A,U.S. Senate,,LIB,REBECCA PADDOCK,6,8,14
Medina,1A,U.S. Senate,,GRN,"EMILY ""SPICYBROWN"" SANCHEZ",2,4,6
Medina,1A,U.S. Senate,,W,MOHAMMED TAHIRO,0,0,0
Medina,1A,U.S. House,23,REP,WILL HURD,414,540,954
Medina,1A,U.S. House,23,DEM,PETE GALLEGOS,73,116,189
Medina,1A,U.S. House,23,LIB,RUBEN CORVALAN,6,8,14
Medina,1A,Governor,,REP,GREG ABBOTT,429,562,991
Medina,1A,Governor,,DEM,WENDY R. DAVIS,59,97,156
Medina,1A,Governor,,LIB,KATHIE GLASS,8,9,17
Medina,1A,Governor,,GRN,BRANDON PARMER,1,1,2
Medina,1A,Governor,,W,SARA M. PARVITT,0,0,0
Medina,1A,Lieutenant Governor,,REP,DAN PATRICK,424,548,972
Medina,1A,Lieutenant Governor,,DEM,LETICIA VAN DE PUTTE,67,108,175
Medina,1A,Lieutenant Governor,,LIB,ROBERT D. BUTLER,3,7,10
Medina,1A,Lieutenant Governor,,GRN,CHANDRAKANTHA COURTNEY,2,2,4
Medina,1A,Attorney General,,REP,KEN PAXTON,427,573,1000
Medina,1A,Attorney General,,DEM,SAM HOUSTON,49,75,124
Medina,1A,Attorney General,,LIB,JAMIE BALAGIA,6,12,18
Medina,1A,Attorney General,,GRN,JAMAR OSBONE,1,1,2
Medina,1A,Comptroller of Public Accounts,,REP,GLENN HEGAR,433,562,995
Medina,1A,Comptroller of Public Accounts,,DEM,MIKE COLLIER,48,81,129
Medina,1A,Comptroller of Public Accounts,,LIB,BEN SANDERS,3,7,10
Medina,1A,Comptroller of Public Accounts,,GRN,DEB SHAFTO,5,6,11
Medina,1A,Land Commissioner,,REP,GEORGE P BUSH,443,584,1027
Medina,1A,Land Commissioner,,DEM,JOHN COOK,40,66,106
Medina,1A,Land Commissioner,,LIB,JUSTIN KNIGHT,7,11,18
Medina,1A,Land Commissioner,,GRN,VALERIE ALESSI,2,2,4
Medina,1A,Agriculture Commissioner,,REP,SID MILLER,430,560,990
Medina,1A,Agriculture Commissioner,,DEM,JIM HOGAN,41,75,116
Medina,1A,Agriculture Commissioner,,LIB,DAVID (ROCKY) PALMQUIST,7,10,17
Medina,1A,Agriculture Commissioner,,GRN,KENNETH KENDRICK,10,11,21
Medina,1A,Railroad Commissioner,,REP,RYAN SITTON,419,549,968
Medina,1A,Railroad Commissioner,,DEM,STEVE BROWN,49,80,129
