county,precinct,office,district,party,candidate,votes,early_voting,election_day,provisional
Washington,101,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1205,0,0,0
Washington,104,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1883,0,0,0
Washington,109,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1028,0,0,0
Washington,115,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,875,0,0,0
Washington,117,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,100,0,0,0
Washington,121,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,112,0,0,0
Washington,202,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,229,0,0,0
Washington,203,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1831,0,0,0
Washington,205,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,2274,0,0,0
Washington,208,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1405,0,0,0
Washington,307,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1564,0,0,0
Washington,311,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1127,0,0,0
Washington,312,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1148,0,0,0
Washington,316,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,234,0,0,0
Washington,320,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1728,0,0,0
Washington,406,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1591,0,0,0
Washington,410,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1116,0,0,0
Washington,413,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,766,0,0,0
Washington,414,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,801,0,0,0
Washington,418,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,667,0,0,0
Washington,419,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,558,0,0,0
Washington,101,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,534,225,309,0
Washington,104,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,495,292,203,0
Washington,109,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,499,243,256,0
Washington,115,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,355,216,139,0
Washington,117,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,19,7,12,0
Washington,121,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,39,23,16,0
Washington,202,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,55,37,18,0
Washington,203,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,831,418,413,0
Washington,205,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,977,619,358,0
Washington,208,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,665,354,311,0
Washington,307,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,543,341,202,0
Washington,311,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,466,230,236,0
Washington,312,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,491,259,232,0
Washington,316,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,60,39,21,0
Washington,320,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,833,520,313,0
Washington,406,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,604,377,227,0
Washington,410,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,479,222,257,0
Washington,413,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,318,155,163,0
Washington,414,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,349,234,115,0
Washington,418,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,202,127,75,0
Washington,419,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,249,165,84,0
Washington,101,Straight Party,,REP,Republican Party,189,77,112,0
Washington,104,Straight Party,,REP,Republican Party,75,44,31,0
Washington,109,Straight Party,,REP,Republican Party,240,117,123,0
Washington,115,Straight Party,,REP,Republican Party,150,93,57,0
Washington,117,Straight Party,,REP,Republican Party,3,0,3,0
Washington,121,Straight Party,,REP,Republican Party,14,8,6,0
Washington,202,Straight Party,,REP,Republican Party,29,20,9,0
Washington,203,Straight Party,,REP,Republican Party,401,228,173,0
Washington,205,Straight Party,,REP,Republican Party,427,310,117,0
Washington,208,Straight Party,,REP,Republican Party,310,170,140,0
Washington,307,Straight Party,,REP,Republican Party,242,159,83,0
Washington,311,Straight Party,,REP,Republican Party,207,108,99,0
Washington,312,Straight Party,,REP,Republican Party,246,135,111,0
Washington,316,Straight Party,,REP,Republican Party,28,17,11,0
Washington,320,Straight Party,,REP,Republican Party,419,267,152,0
Washington,406,Straight Party,,REP,Republican Party,259,169,90,0
Washington,410,Straight Party,,REP,Republican Party,240,100,140,0
Washington,413,Straight Party,,REP,Republican Party,161,88,73,0
Washington,414,Straight Party,,REP,Republican Party,187,124,63,0
Washington,418,Straight Party,,REP,Republican Party,80,50,30,0
Washington,419,Straight Party,,REP,Republican Party,110,71,39,0
Washington,101,Straight Party,,DEM,Democratic Party,150,64,86,0
Washington,104,Straight Party,,DEM,Democratic Party,273,160,113,0
Washington,109,Straight Party,,DEM,Democratic Party,37,23,14,0
Washington,115,Straight Party,,DEM,Democratic Party,35,20,15,0
Washington,117,Straight Party,,DEM,Democratic Party,9,5,4,0
Washington,121,Straight Party,,DEM,Democratic Party,3,2,1,0
Washington,202,Straight Party,,DEM,Democratic Party,7,3,4,0
Washington,203,Straight Party,,DEM,Democratic Party,77,27,50,0
Washington,205,Straight Party,,DEM,Democratic Party,75,37,38,0
Washington,208,Straight Party,,DEM,Democratic Party,23,10,13,0
Washington,307,Straight Party,,DEM,Democratic Party,40,22,18,0
Washington,311,Straight Party,,DEM,Democratic Party,40,20,20,0
Washington,312,Straight Party,,DEM,Democratic Party,30,17,13,0
Washington,316,Straight Party,,DEM,Democratic Party,4,2,2,0
Washington,320,Straight Party,,DEM,Democratic Party,25,15,10,0
Washington,406,Straight Party,,DEM,Democratic Party,38,26,12,0
Washington,410,Straight Party,,DEM,Democratic Party,38,15,23,0
Washington,413,Straight Party,,DEM,Democratic Party,12,6,6,0
Washington,414,Straight Party,,DEM,Democratic Party,13,12,1,0
Washington,418,Straight Party,,DEM,Democratic Party,24,15,9,0
Washington,419,Straight Party,,DEM,Democratic Party,24,15,9,0
Washington,101,Straight Party,,LIB,Libertarian Party,1,0,1,0
Washington,104,Straight Party,,LIB,Libertarian Party,1,1,0,0
Washington,109,Straight Party,,LIB,Libertarian Party,1,0,1,0
Washington,115,Straight Party,,LIB,Libertarian Party,2,0,2,0
Washington,117,Straight Party,,LIB,Libertarian Party,0,0,0,0
Washington,121,Straight Party,,LIB,Libertarian Party,1,1,0,0
Washington,202,Straight Party,,LIB,Libertarian Party,0,0,0,0
Washington,203,Straight Party,,LIB,Libertarian Party,8,2,6,0
Washington,205,Straight Party,,LIB,Libertarian Party,8,3,5,0
Washington,208,Straight Party,,LIB,Libertarian Party,0,0,0,0
Washington,307,Straight Party,,LIB,Libertarian Party,1,0,1,0
Washington,311,Straight Party,,LIB,Libertarian Party,5,0,5,0
Washington,312,Straight Party,,LIB,Libertarian Party,2,0,2,0
Washington,316,Straight Party,,LIB,Libertarian Party,1,0,1,0
Washington,320,Straight Party,,LIB,Libertarian Party,1,0,1,0
Washington,406,Straight Party,,LIB,Libertarian Party,0,0,0,0
Washington,410,Straight Party,,LIB,Libertarian Party,2,1,1,0
Washington,413,Straight Party,,LIB,Libertarian Party,2,1,1,0
Washington,414,Straight Party,,LIB,Libertarian Party,0,0,0,0
Washington,418,Straight Party,,LIB,Libertarian Party,1,0,1,0
Washington,419,Straight Party,,LIB,Libertarian Party,0,0,0,0
Washington,101,Straight Party,,GRN,Green Party,0,0,0,0
Washington,104,Straight Party,,GRN,Green Party,0,0,0,0
Washington,109,Straight Party,,GRN,Green Party,0,0,0,0
Washington,115,Straight Party,,GRN,Green Party,1,0,1,0
Washington,117,Straight Party,,GRN,Green Party,0,0,0,0
Washington,121,Straight Party,,GRN,Green Party,0,0,0,0
Washington,202,Straight Party,,GRN,Green Party,0,0,0,0
Washington,203,Straight Party,,GRN,Green Party,5,0,5,0
Washington,205,Straight Party,,GRN,Green Party,0,0,0,0
Washington,208,Straight Party,,GRN,Green Party,1,0,1,0
Washington,307,Straight Party,,GRN,Green Party,0,0,0,0
Washington,311,Straight Party,,GRN,Green Party,0,0,0,0
Washington,312,Straight Party,,GRN,Green Party,0,0,0,0
Washington,316,Straight Party,,GRN,Green Party,0,0,0,0
Washington,320,Straight Party,,GRN,Green Party,0,0,0,0
Washington,406,Straight Party,,GRN,Green Party,0,0,0,0
Washington,410,Straight Party,,GRN,Green Party,0,0,0,0
Washington,413,Straight Party,,GRN,Green Party,0,0,0,0
Washington,414,Straight Party,,GRN,Green Party,0,0,0,0
Washington,418,Straight Party,,GRN,Green Party,0,0,0,0
Washington,419,Straight Party,,GRN,Green Party,0,0,0,0
Washington,101,Straight Party,,,OVER VOTES,0,0,0,0
Washington,104,Straight Party,,,OVER VOTES,0,0,0,0
Washington,109,Straight Party,,,OVER VOTES,0,0,0,0
Washington,115,Straight Party,,,OVER VOTES,0,0,0,0
Washington,117,Straight Party,,,OVER VOTES,0,0,0,0
Washington,121,Straight Party,,,OVER VOTES,0,0,0,0
Washington,202,Straight Party,,,OVER VOTES,0,0,0,0
Washington,203,Straight Party,,,OVER VOTES,0,0,0,0
Washington,205,Straight Party,,,OVER VOTES,0,0,0,0
Washington,208,Straight Party,,,OVER VOTES,0,0,0,0
Washington,307,Straight Party,,,OVER VOTES,0,0,0,0
Washington,311,Straight Party,,,OVER VOTES,0,0,0,0
Washington,312,Straight Party,,,OVER VOTES,0,0,0,0
Washington,316,Straight Party,,,OVER VOTES,0,0,0,0
Washington,320,Straight Party,,,OVER VOTES,0,0,0,0
Washington,406,Straight Party,,,OVER VOTES,0,0,0,0
Washington,410,Straight Party,,,OVER VOTES,0,0,0,0
Washington,413,Straight Party,,,OVER VOTES,0,0,0,0
Washington,414,Straight Party,,,OVER VOTES,0,0,0,0
Washington,418,Straight Party,,,OVER VOTES,0,0,0,0
Washington,419,Straight Party,,,OVER VOTES,0,0,0,0
Washington,101,Straight Party,,,UNDER VOTES,194,84,110,0
Washington,104,Straight Party,,,UNDER VOTES,146,87,59,0
Washington,109,Straight Party,,,UNDER VOTES,221,103,118,0
Washington,115,Straight Party,,,UNDER VOTES,167,103,64,0
Washington,117,Straight Party,,,UNDER VOTES,7,2,5,0
Washington,121,Straight Party,,,UNDER VOTES,21,12,9,0
Washington,202,Straight Party,,,UNDER VOTES,19,14,5,0
Washington,203,Straight Party,,,UNDER VOTES,339,160,179,0
Washington,205,Straight Party,,,UNDER VOTES,467,269,198,0
Washington,208,Straight Party,,,UNDER VOTES,331,174,157,0
Washington,307,Straight Party,,,UNDER VOTES,260,160,100,0
Washington,311,Straight Party,,,UNDER VOTES,214,102,112,0
Washington,312,Straight Party,,,UNDER VOTES,211,106,105,0
Washington,316,Straight Party,,,UNDER VOTES,27,20,7,0
Washington,320,Straight Party,,,UNDER VOTES,388,238,150,0
Washington,406,Straight Party,,,UNDER VOTES,306,181,125,0
Washington,410,Straight Party,,,UNDER VOTES,199,106,93,0
Washington,413,Straight Party,,,UNDER VOTES,143,60,83,0
Washington,414,Straight Party,,,UNDER VOTES,149,98,51,0
Washington,418,Straight Party,,,UNDER VOTES,97,62,35,0
Washington,419,Straight Party,,,UNDER VOTES,115,79,36,0
Washington,101,U.S. Senate,,REP,John Cornyn,318,133,185,0
Washington,104,U.S. Senate,,REP,John Cornyn,126,73,53,0
Washington,109,U.S. Senate,,REP,John Cornyn,409,196,213,0
Washington,115,U.S. Senate,,REP,John Cornyn,272,170,102,0
Washington,117,U.S. Senate,,REP,John Cornyn,6,0,6,0
Washington,121,U.S. Senate,,REP,John Cornyn,24,13,11,0
Washington,202,U.S. Senate,,REP,John Cornyn,42,29,13,0
Washington,203,U.S. Senate,,REP,John Cornyn,655,345,310,0
Washington,205,U.S. Senate,,REP,John Cornyn,799,522,277,0
Washington,208,U.S. Senate,,REP,John Cornyn,578,311,267,0
Washington,307,U.S. Senate,,REP,John Cornyn,438,279,159,0
Washington,311,U.S. Senate,,REP,John Cornyn,379,192,187,0
Washington,312,U.S. Senate,,REP,John Cornyn,416,220,196,0
Washington,316,U.S. Senate,,REP,John Cornyn,49,32,17,0
Washington,320,U.S. Senate,,REP,John Cornyn,739,465,274,0
Washington,406,U.S. Senate,,REP,John Cornyn,490,305,185,0
