county,precinct,office,district,party,candidate,early_voting,election_day,votes
Hutchinson,11,U.S. Senate,,REP,John Cornyn,274,347,621
Hutchinson,11,U.S. Senate,,DEM,David M. Alameel,21,25,46
Hutchinson,11,U.S. Senate,,LIB,Rebecca Paddock,5,12,17
Hutchinson,11,U.S. Senate,,GRN,"Emily ""Spicybrown"" Sanchez",1,0,1
Hutchinson,11,U.S. Senate,,,Mohammed Tahiro,0,0,0
Hutchinson,11,U.S. House,13,REP,Mac Thornberry,274,343,617
Hutchinson,11,U.S. House,13,DEM,Mike Minter,22,27,49
Hutchinson,11,U.S. House,13,LIB,Emily Pivoda,3,12,15
Hutchinson,11,U.S. House,13,GRN,Don Cook,3,1,4
Hutchinson,11,Govenor,,REP,Greg Abbott,270,340,610
Hutchinson,11,Govenor,,DEM,Wendy R. Davis,26,29,55
Hutchinson,11,Govenor,,LIB,Kathie Glass,4,9,13
Hutchinson,11,Govenor,,GRN,Brandon Parmer,3,3,6
Hutchinson,11,Govenor,,,Sarah M. Pavitt,0,1,1
Hutchinson,11,Lieutenant Governor,,REP,Dan Patrick,274,345,619
Hutchinson,11,Lieutenant Governor,,DEM,Leticia Van de Putte,23,29,52
Hutchinson,11,Lieutenant Governor,,LIB,Robert D. Butler,3,9,12
Hutchinson,11,Lieutenant Governor,,GRN,Chandrakantha Courtney,2,1,3
Hutchinson,11,Attorney General,,REP,Ken Paxton,267,339,606
Hutchinson,11,Attorney General,,DEM,Sam Houston,29,35,64
Hutchinson,11,Attorney General,,LIB,Jamie Balagia,3,6,9
Hutchinson,11,Attorney General,,GRN,Jamar Osborne,2,4,6
Hutchinson,11,Comptroller of Public Accounts,,REP,Glenn Hegar,269,333,602
Hutchinson,11,Comptroller of Public Accounts,,DEM,Mike Collier,22,35,57
Hutchinson,11,Comptroller of Public Accounts,,LIB,Ben Sanders,8,13,21
Hutchinson,11,Comptroller of Public Accounts,,GRN,Deb Shafto,1,1,2
Hutchinson,11,Commissioner of the General Land Office,,REP,George P. Bush,271,331,602
Hutchinson,11,Commissioner of the General Land Office,,DEM,John Cook,23,35,58
Hutchinson,11,Commissioner of the General Land Office,,LIB,Justin Knight,7,14,21
Hutchinson,11,Commissioner of the General Land Office,,GRN,Valerie Alessi,1,3,4
Hutchinson,11,Commissioner of Agriculture,,REP,Sid Miller,265,330,595
Hutchinson,11,Commissioner of Agriculture,,DEM,Jim Hogan,28,33,61
Hutchinson,11,Commissioner of Agriculture,,LIB,David (Rocky) Palmquist,6,12,18
Hutchinson,11,Commissioner of Agriculture,,GRN,Kenneth Kendrick,2,4,6
Hutchinson,11,Railroad Commissioner,,REP,Ryan Sitton,267,324,591
Hutchinson,11,Railroad Commissioner,,DEM,Steve Brown,24,33,57
Hutchinson,11,Railroad Commissioner,,LIB,Mark A. Miller,8,17,25
Hutchinson,11,Railroad Commissioner,,GRN,Martina Salinas,3,7,10
Hutchinson,11,State Senate,31,REP,Kel Seliger,278,341,619
Hutchinson,11,State Senate,31,LIB,Steven Gibson,14,36,50
Hutchinson,11,State Representative,87,REP,Four Price,277,353,630
Hutchinson,11,State Representative,87,DEM,Abel Bosquez,25,29,54
Hutchinson,14,U.S. Senate,,REP,John Cornyn,264,422,686
Hutchinson,14,U.S. Senate,,DEM,David M. Alameel,26,37,63
