county,precinct,office,district,party,candidate,votes,early_votes,election_day
McLennan,,Attorney General,,REP,Ken Paxton,31,10,21
McLennan,,Attorney General,,DEM,Sam Houston,36,16,20
McLennan,,Attorney General,,LIB,Jamie Balagia,3,0,3
McLennan,,Attorney General,,GRN,Jamar Osborne,0,0,0
McLennan,,Attorney General,,REP,Ken Paxton,11,2,9
McLennan,,Attorney General,,DEM,Sam Houston,28,9,19
McLennan,,Attorney General,,LIB,Jamie Balagia,3,1,2
McLennan,,Attorney General,,GRN,Jamar Osborne,0,0,0
McLennan,,Attorney General,,REP,Ken Paxton,154,49,105
McLennan,,Attorney General,,DEM,Sam Houston,125,57,68
McLennan,,Attorney General,,LIB,Jamie Balagia,12,3,9
McLennan,,Attorney General,,GRN,Jamar Osborne,5,2,3
McLennan,,Attorney General,,REP,Ken Paxton,7,4,3
McLennan,,Attorney General,,DEM,Sam Houston,13,3,10
McLennan,,Attorney General,,LIB,Jamie Balagia,2,1,1
McLennan,,Attorney General,,GRN,Jamar Osborne,1,0,1
McLennan,,Attorney General,,REP,Ken Paxton,41,11,30
McLennan,,Attorney General,,DEM,Sam Houston,80,33,47
McLennan,,Attorney General,,LIB,Jamie Balagia,2,1,1
McLennan,,Attorney General,,GRN,Jamar Osborne,1,0,1
McLennan,,Attorney General,,REP,Ken Paxton,43,18,25
McLennan,,Attorney General,,DEM,Sam Houston,71,30,41
McLennan,,Attorney General,,LIB,Jamie Balagia,1,0,1
McLennan,,Attorney General,,GRN,Jamar Osborne,1,0,1
McLennan,,Attorney General,,REP,Ken Paxton,136,48,88
McLennan,,Attorney General,,DEM,Sam Houston,165,84,81
McLennan,,Attorney General,,LIB,Jamie Balagia,9,4,5
McLennan,,Attorney General,,GRN,Jamar Osborne,1,1,0
McLennan,,Attorney General,,REP,Ken Paxton,163,59,104
McLennan,,Attorney General,,DEM,Sam Houston,167,70,97
McLennan,,Attorney General,,LIB,Jamie Balagia,11,3,8
McLennan,,Attorney General,,GRN,Jamar Osborne,2,0,2
McLennan,,Attorney General,,REP,Ken Paxton,57,26,31
McLennan,,Attorney General,,DEM,Sam Houston,83,34,49
McLennan,,Attorney General,,LIB,Jamie Balagia,4,1,3
McLennan,,Attorney General,,GRN,Jamar Osborne,4,2,2
McLennan,,Attorney General,,REP,Ken Paxton,34,16,18
McLennan,,Attorney General,,DEM,Sam Houston,349,160,189
McLennan,,Attorney General,,LIB,Jamie Balagia,3,3,0
McLennan,,Attorney General,,GRN,Jamar Osborne,1,1,0
McLennan,,Attorney General,,REP,Ken Paxton,715,468,247
McLennan,,Attorney General,,DEM,Sam Houston,235,174,61
McLennan,,Attorney General,,LIB,Jamie Balagia,12,3,9
McLennan,,Attorney General,,GRN,Jamar Osborne,6,4,2
McLennan,,Attorney General,,REP,Ken Paxton,34,9,25
McLennan,,Attorney General,,DEM,Sam Houston,876,499,377
McLennan,,Attorney General,,LIB,Jamie Balagia,3,1,2
McLennan,,Attorney General,,GRN,Jamar Osborne,5,4,1
McLennan,,Attorney General,,REP,Ken Paxton,20,10,10
McLennan,,Attorney General,,DEM,Sam Houston,27,8,19
McLennan,,Attorney General,,LIB,Jamie Balagia,1,1,0
McLennan,,Attorney General,,GRN,Jamar Osborne,0,0,0
McLennan,,Attorney General,,REP,Ken Paxton,25,9,16
McLennan,,Attorney General,,DEM,Sam Houston,356,155,201
McLennan,,Attorney General,,LIB,Jamie Balagia,4,2,2
McLennan,,Attorney General,,GRN,Jamar Osborne,2,1,1
McLennan,,Attorney General,,REP,Ken Paxton,60,37,23
McLennan,,Attorney General,,DEM,Sam Houston,15,12,3
McLennan,,Attorney General,,LIB,Jamie Balagia,1,1,0
McLennan,,Attorney General,,GRN,Jamar Osborne,1,1,0
McLennan,,Attorney General,,REP,Ken Paxton,140,78,62
McLennan,,Attorney General,,DEM,Sam Houston,31,19,12
McLennan,,Attorney General,,LIB,Jamie Balagia,8,4,4
McLennan,,Attorney General,,GRN,Jamar Osborne,2,2,0
McLennan,,Attorney General,,REP,Ken Paxton,135,42,93
McLennan,,Attorney General,,DEM,Sam Houston,118,62,56
McLennan,,Attorney General,,LIB,Jamie Balagia,3,2,1
McLennan,,Attorney General,,GRN,Jamar Osborne,0,0,0
McLennan,,Attorney General,,REP,Ken Paxton,35,6,29
McLennan,,Attorney General,,DEM,Sam Houston,37,11,26
McLennan,,Attorney General,,LIB,Jamie Balagia,2,0,2
McLennan,,Attorney General,,GRN,Jamar Osborne,0,0,0
McLennan,,Attorney General,,REP,Ken Paxton,826,435,391
McLennan,,Attorney General,,DEM,Sam Houston,276,159,117
