county,precinct,office,district,party,candidate,votes,early_votes,election_day,absentee
Young,5,U.S. Senate,,REP,Over Votes,0,0,0,0
Young,5,U.S. Senate,,REP,Under Votes,41,29,12,0
Young,5,Registered Voters,,REP,,5590,,
Young,5,Ballots Cast,,REP,,695,460,235,0
Young,5,U.S. Senate,,REP,Chris Mapp,9,5,4,0
Young,5,U.S. Senate,,REP,Over Votes,0,0,0,0
Young,5,U.S. Senate,,REP,Under Votes,41,29,12,0
Young,5,U.S. Senate,,REP,Linda Vega,20,14,6,0
Young,5,U.S. Senate,,REP,Dwayne Stovall,61,48,13,0
Young,5,U.S. Senate,,REP,Ken Cope,3,2,1,0
Young,5,U.S. Senate,,REP,Steve Stockman,93,56,37,0
Young,5,U.S. Senate,,REP,Curt Cleaver,3,2,1,0
Young,5,U.S. Senate,,REP,John Cornyn,417,284,133,0
Young,5,U.S. Senate,,REP,Reid Reasor,4,3,1,0
Young,5,United States Representative,19,REP,Randy Neugebauer,543,373,170,0
Young,5,United States Representative,19,REP,Over Votes,0,0,0,0
Young,5,United States Representative,19,REP,Under Votes,28,22,6,0
Young,5,United States Representative,19,REP,Chris Winn,40,23,17,0
Young,5,United States Representative,19,REP,Donald R. May,40,25,15,0
Young,5,Governor,,REP,Lisa Fritsch,32,24,8,0
Young,5,Governor,,REP,SECEDE Kilgore,7,4,3,0
Young,5,Governor,,REP,Greg Abbott,565,384,181,0
Young,5,Governor,,REP,Miriam Martinez,8,4,4,0
Young,5,Governor,,REP,Over Votes,0,0,0,0
Young,5,Governor,,REP,Under Votes,39,27,12,0
Young,5,Lieutenant Governor,,REP,Dan Patrick,172,106,66,0
Young,5,Lieutenant Governor,,REP,David Dewhurst,312,217,95,0
Young,5,Lieutenant Governor,,REP,Over Votes,1,1,0,0
Young,5,Lieutenant Governor,,REP,Under Votes,41,29,12,0
Young,5,Lieutenant Governor,,REP,Jerry Patterson,47,35,12,0
Young,5,Lieutenant Governor,,REP,Todd Staples,78,55,23,0
Young,5,Attorney General,,REP,Ken Paxton,233,144,89,0
Young,5,Attorney General,,REP,Barry Smitherman,163,129,34,0
Young,5,Attorney General,,REP,Over Votes,0,0,0,0
Young,5,Attorney General,,REP,Under Votes,71,50,21,0
Young,5,Attorney General,,REP,Dan Branch,184,120,64,0
Young,5,Comptroller of Public Accounts,,REP,Glenn Hegar,209,137,72,0
Young,5,Comptroller of Public Accounts,,REP,Over Votes,0,0,0,0
Young,5,Comptroller of Public Accounts,,REP,Under Votes,110,77,33,0
Young,5,Comptroller of Public Accounts,,REP,Harvey Hilderbran,211,139,72,0
Young,5,Comptroller of Public Accounts,,REP,Debra Medina,100,77,23,0
Young,5,Comptroller of Public Accounts,,REP,Raul Torres,21,13,8,0
Young,5,Commissioner of the General Land Office,,REP,David Watts,116,74,42,0
Young,5,Commissioner of the General Land Office,,REP,Over Votes,0,0,0,0
Young,5,Commissioner of the General Land Office,,REP,Under Votes,55,38,17,0
Young,5,Commissioner of the General Land Office,,REP,George P. Bush,480,331,149,0
Young,5,Commissioner of Agriculture,,REP,Joe Cotten,146,96,50,0
Young,5,Commissioner of Agriculture,,REP,Eric Opiela,35,20,15,0
Young,5,Commissioner of Agriculture,,REP,Tommy Merritt,107,72,35,0
Young,5,Commissioner of Agriculture,,REP,Sid Miller,147,103,44,0
Young,5,Commissioner of Agriculture,,REP,J Allen Carnes,78,57,21,0
Young,5,Commissioner of Agriculture,,REP,Over Votes,0,0,0,0
Young,5,Commissioner of Agriculture,,REP,Under Votes,138,95,43,0
Young,5,Railroad Commissioner,,REP,Wayne Christian,332,217,115,0
Young,5,Railroad Commissioner,,REP,Malachi Boyuls,29,18,11,0
Young,5,Railroad Commissioner,,REP,Over Votes,0,0,0,0
Young,5,Railroad Commissioner,,REP,Under Votes,108,80,28,0
Young,5,Railroad Commissioner,,REP,Ryan Sitton,105,71,34,0
Young,5,Railroad Commissioner,,REP,Becky Berger,77,57,20,0
Young,5,"Chief Justice, Supreme Court",,REP,Robert Talton,275,197,78,0
Young,5,"Chief Justice, Supreme Court",,REP,Nathan Hecht,244,157,87,0
Young,5,"Chief Justice, Supreme Court",,REP,Over Votes,0,0,0,0
Young,5,"Chief Justice, Supreme Court",,REP,Under Votes,132,89,43,0
Young,5,"Justice, Supreme Court, Place 6 - Unexpired Term",,REP,Joe Pool,211,139,72,0
Young,5,"Justice, Supreme Court, Place 6 - Unexpired Term",,REP,Jeff Brown,305,210,95,0
Young,5,"Justice, Supreme Court, Place 6 - Unexpired Term",,REP,Over Votes,0,0,0,0
Young,5,"Justice, Supreme Court, Place 6 - Unexpired Term",,REP,Under Votes,135,94,41,0
Young,5,"Justice, Supreme Court, Place 7",,REP,Jeff Boyd,481,321,160,0
Young,5,"Justice, Supreme Court, Place 7",,REP,Over Votes,0,0,0,0
Young,5,"Justice, Supreme Court, Place 7",,REP,Under Votes,170,122,48,0
