county,precinct,office,district,party,candidate,early_voting,election_day,votes
Terry,101,U.S. Senate,,REP,JOHN CORNYN,102,44,
Terry,101,U.S. Senate,,DEM,DAVID M. ALAMEEL,11,10,
Terry,101,U.S. Senate,,LIB,REBECCA PADDOCK,5,2,
Terry,101,U.S. Senate,,GRN,"EMILY ""SPICYBROWN"" SANCHEZ",1,0,
Terry,101,U.S. Senate,,,MOHAMMED TAHIRO,0,0,
Terry,102,U.S. Senate,,REP,JOHN CORNYN,485,165,
Terry,102,U.S. Senate,,DEM,DAVID M. ALAMEEL,51,23,
Terry,102,U.S. Senate,,LIB,REBECCA PADDOCK,7,3,
Terry,102,U.S. Senate,,GRN,"EMILY ""SPICYBROWN"" SANCHEZ",10,7,
Terry,102,U.S. Senate,,,MOHAMMED TAHIRO,0,0,
Terry,201,U.S. Senate,,REP,JOHN CORNYN,123,76,
Terry,201,U.S. Senate,,DEM,DAVID M. ALAMEEL,19,10,
Terry,201,U.S. Senate,,LIB,REBECCA PADDOCK,7,4,
Terry,201,U.S. Senate,,GRN,"EMILY ""SPICYBROWN"" SANCHEZ",2,4,
Terry,201,U.S. Senate,,,MOHAMMED TAHIRO,0,0,
Terry,202,U.S. Senate,,REP,JOHN CORNYN,48,80,
Terry,202,U.S. Senate,,DEM,DAVID M. ALAMEEL,5,19,
Terry,202,U.S. Senate,,LIB,REBECCA PADDOCK,0,3,
Terry,202,U.S. Senate,,GRN,"EMILY ""SPICYBROWN"" SANCHEZ",2,1,
Terry,202,U.S. Senate,,,MOHAMMED TAHIRO,0,0,
Terry,301,U.S. Senate,,REP,JOHN CORNYN,165,95,
Terry,301,U.S. Senate,,DEM,DAVID M. ALAMEEL,63,23,
Terry,301,U.S. Senate,,LIB,REBECCA PADDOCK,4,6,
Terry,301,U.S. Senate,,GRN,"EMILY ""SPICYBROWN"" SANCHEZ",8,5,
Terry,301,U.S. Senate,,,MOHAMMED TAHIRO,0,0,
Terry,401,U.S. Senate,,REP,JOHN CORNYN,250,106,
Terry,401,U.S. Senate,,DEM,DAVID M. ALAMEEL,43,27,
Terry,401,U.S. Senate,,LIB,REBECCA PADDOCK,3,2,
Terry,401,U.S. Senate,,GRN,"EMILY ""SPICYBROWN"" SANCHEZ",5,6,
Terry,401,U.S. Senate,,,MOHAMMED TAHIRO,0,0,
Terry,402,U.S. Senate,,REP,JOHN CORNYN,26,53,
Terry,402,U.S. Senate,,DEM,DAVID M. ALAMEEL,1,2,
Terry,402,U.S. Senate,,LIB,REBECCA PADDOCK,0,1,
Terry,402,U.S. Senate,,GRN,"EMILY ""SPICYBROWN"" SANCHEZ",0,1,
Terry,402,U.S. Senate,,,MOHAMMED TAHIRO,0,0,
Terry,101,U.S. House,19,REP,RANDY NEUGEBAUER,100,44,
Terry,101,U.S. House,19,DEM,NEAL MARCHBANKS,16,13,
Terry,101,U.S. House,19,LIB,RICHARD (CHIP) PETERSON,4,0,
Terry,101,U.S. House,19,,DONALD L. VANCE,0,0,
Terry,102,U.S. House,19,REP,RANDY NEUGEBAUER,466,168,
Terry,102,U.S. House,19,DEM,NEAL MARCHBANKS,84,29,
Terry,102,U.S. House,19,LIB,RICHARD (CHIP) PETERSON,20,7,
Terry,102,U.S. House,19,,DONALD L. VANCE,0,0,
Terry,201,U.S. House,19,REP,RANDY NEUGEBAUER,124,79,
Terry,201,U.S. House,19,DEM,NEAL MARCHBANKS,24,14,
Terry,201,U.S. House,19,LIB,RICHARD (CHIP) PETERSON,5,6,
Terry,201,U.S. House,19,,DONALD L. VANCE,0,0,
Terry,202,U.S. House,19,REP,RANDY NEUGEBAUER,47,78,
Terry,202,U.S. House,19,DEM,NEAL MARCHBANKS,9,25,
