county,precinct,office,district,party,candidate,votes,early_voting,election_day
Coryell,101 BS2,Straight Party,,,Over Votes,0,0,0
Coryell,101 BS2,Straight Party,,,Under Votes,192,96,96
Coryell,101 BS2,Registered Voters,,,,1695,,
Coryell,101 BS2,Ballots Cast,,,,478,247,100
Coryell,101 BS2,Straight Party,,REP,Republican Party,218,118,100
Coryell,101 BS2,Straight Party,,,Over Votes,0,0,0
Coryell,101 BS2,Straight Party,,,Under Votes,192,96,96
Coryell,101 BS2,Straight Party,,DEM,Democratic Party,65,33,32
Coryell,101 BS2,Straight Party,,LIB,Libertarian Party,1,0,1
Coryell,101 BS2,Straight Party,,GRN,Green Party,2,0,2
Coryell,101 BS2,U.S. Senate,,REP,John Cornyn,351,184,167
Coryell,101 BS2,U.S. Senate,,,Over Votes,0,0,0
Coryell,101 BS2,U.S. Senate,,,Under Votes,8,4,4
Coryell,101 BS2,U.S. Senate,,DEM,David M. Alameel,100,50,50
Coryell,101 BS2,U.S. Senate,,LIB,Rebecca Paddock,15,9,6
Coryell,101 BS2,U.S. Senate,,GRN,"Emily ""Spicybrown"" Sanchez",4,0,4
Coryell,101 BS2,U.S. Senate,,"",Mohammed Tahiro,0,0,0
Coryell,101 BS2,U.S. House,25,REP,Roger Williams,356,187,169
Coryell,101 BS2,U.S. House,25,,Over Votes,0,0,0
Coryell,101 BS2,U.S. House,25,,Under Votes,7,4,3
Coryell,101 BS2,U.S. House,25,DEM,Marco Montoya,100,51,49
Coryell,101 BS2,U.S. House,25,LIB,John Betz,15,5,10
Coryell,101 BS2,Governor,,REP,Greg Abbott,350,187,163
Coryell,101 BS2,Governor,,,Over Votes,0,0,0
Coryell,101 BS2,Governor,,,Under Votes,5,2,3
Coryell,101 BS2,Governor,,DEM,Wendy R. Davis,110,54,56
Coryell,101 BS2,Governor,,LIB,Kathie Glass,9,3,6
Coryell,101 BS2,Governor,,GRN,Brandon Parmer,3,1,2
Coryell,101 BS2,Governor,,"",Sarah M. Pavitt,1,0,1
Coryell,101 BS2,Lieutenant Governor,,REP,Dan Patrick,347,182,165
Coryell,101 BS2,Lieutenant Governor,,,Over Votes,0,0,0
Coryell,101 BS2,Lieutenant Governor,,,Under Votes,9,4,5
Coryell,101 BS2,Lieutenant Governor,,DEM,Leticia Van de Putte,101,51,50
Coryell,101 BS2,Lieutenant Governor,,LIB,Robert D. Butler,16,8,8
Coryell,101 BS2,Lieutenant Governor,,GRN,Chandrakantha Courtney,5,2,3
Coryell,101 BS2,Attorney General,,REP,Ken Paxton,347,186,161
Coryell,101 BS2,Attorney General,,,Over Votes,0,0,0
Coryell,101 BS2,Attorney General,,,Under Votes,5,2,3
Coryell,101 BS2,Attorney General,,DEM,Sam Houston,107,52,55
Coryell,101 BS2,Attorney General,,LIB,Jamie Balagia,13,4,9
Coryell,101 BS2,Attorney General,,GRN,Jamar Osborne,6,3,3
Coryell,101 BS2,Comptroller of Public Accounts,,REP,Glenn Hegar,343,185,158
Coryell,101 BS2,Comptroller of Public Accounts,,,Over Votes,0,0,0
Coryell,101 BS2,Comptroller of Public Accounts,,,Under Votes,8,4,4
Coryell,101 BS2,Comptroller of Public Accounts,,DEM,Mike Collier,105,49,56
Coryell,101 BS2,Comptroller of Public Accounts,,LIB,Ben Sanders,18,9,9
Coryell,101 BS2,Comptroller of Public Accounts,,GRN,Deb Shafto,4,0,4
Coryell,101 BS2,Commissioner of the General Land Office,,REP,George P. Bush,353,186,167
Coryell,101 BS2,Commissioner of the General Land Office,,,Over Votes,0,0,0
Coryell,101 BS2,Commissioner of the General Land Office,,,Under Votes,4,1,3
Coryell,101 BS2,Commissioner of the General Land Office,,DEM,John Cook,95,47,48
Coryell,101 BS2,Commissioner of the General Land Office,,LIB,Justin Knight,18,12,6
Coryell,101 BS2,Commissioner of the General Land Office,,GRN,Valerie Alessi,8,1,7
Coryell,101 BS2,Commissioner of Agriculture,,REP,Sid Miller,332,175,157
Coryell,101 BS2,Commissioner of Agriculture,,,Over Votes,0,0,0
Coryell,101 BS2,Commissioner of Agriculture,,,Under Votes,6,4,2
Coryell,101 BS2,Commissioner of Agriculture,,DEM,Jim Hogan,115,57,58
Coryell,101 BS2,Commissioner of Agriculture,,LIB,David (Rocky) Palmquist,17,10,7
Coryell,101 BS2,Commissioner of Agriculture,,GRN,Kenneth Kendrick,8,1,7
Coryell,101 BS2,Railroad Commissioner,,REP,Ryan Sitton,342,186,156
Coryell,101 BS2,Railroad Commissioner,,,Over Votes,0,0,0
Coryell,101 BS2,Railroad Commissioner,,,Under Votes,4,1,3
Coryell,101 BS2,Railroad Commissioner,,DEM,Steve Brown,105,52,53
Coryell,101 BS2,Railroad Commissioner,,LIB,Mark A. Miller,20,7,13
Coryell,101 BS2,Railroad Commissioner,,GRN,Martina Salinas,7,1,6
Coryell,101 BS2,"Chief Justice, Supreme Court",,REP,Nathan Hecht,340,182,158
Coryell,101 BS2,"Chief Justice, Supreme Court",,,Over Votes,0,0,0
Coryell,101 BS2,"Chief Justice, Supreme Court",,,Under Votes,5,2,3
Coryell,101 BS2,"Chief Justice, Supreme Court",,DEM,William Moody,108,51,57
Coryell,101 BS2,"Chief Justice, Supreme Court",,LIB,Tom Oxford,25,12,13
Coryell,101 BS2,"Justice, Supreme Court, Place 6 - Unexpired Term",,REP,Jeff Brown,344,182,162
Coryell,101 BS2,"Justice, Supreme Court, Place 6 - Unexpired Term",,,Over Votes,0,0,0
Coryell,101 BS2,"Justice, Supreme Court, Place 6 - Unexpired Term",,,Under Votes,12,4,8
Coryell,101 BS2,"Justice, Supreme Court, Place 6 - Unexpired Term",,DEM,Lawrence Edward Meyers,102,51,51
Coryell,101 BS2,"Justice, Supreme Court, Place 6 - Unexpired Term",,LIB,Mark Ash,20,10,10
Coryell,101 BS2,"Justice, Supreme Court, Place 7",,REP,Jeff Boyd,341,184,157
Coryell,101 BS2,"Justice, Supreme Court, Place 7",,,Over Votes,0,0,0
Coryell,101 BS2,"Justice, Supreme Court, Place 7",,,Under Votes,10,4,6
Coryell,101 BS2,"Justice, Supreme Court, Place 7",,DEM,Gina Benavides,103,50,53
Coryell,101 BS2,"Justice, Supreme Court, Place 7",,LIB,Don Fulton,19,9,10
Coryell,101 BS2,"Justice, Supreme Court, Place 7",,GRN,Charles E. Waterbury,5,0,5
Coryell,101 BS2,"Justice, Supreme Court, Place 8",,REP,Phil Johnson,364,191,173
