county,precinct,office,district,party,candidate,votes,early_voting,election_day,provisional
Shelby,1N - CENTER,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1352,,,
Shelby,1SO - CENTER,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1678,,,
Shelby,1SE - CENTER,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1629,,,
Shelby,1SW - CENTER,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1220,,,
Shelby,1W - CENTER,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,386,,,
Shelby,2 - EXCELSIOR,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,782,,,
Shelby,3 - SARDIS,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,283,,,
Shelby,4 - HUXLEY,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,761,,,
Shelby,5 - JOAQUIN,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1968,,,
Shelby,6 - DREKA,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,493,,,
Shelby,7 - SHELBYVILLE,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,785,,,
Shelby,8 - TENAHA,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1122,,,
Shelby,9N - TIMPSON,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1135,,,
Shelby,9S - TIMPSON,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,979,,,
Shelby,CITY OF CENTER,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,0,,,
Shelby,CENTER ISD,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,0,,,
Shelby,1N - CENTER,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,575,,,
Shelby,1SO - CENTER,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,721,,,
Shelby,1SE - CENTER,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,481,,,
Shelby,1SW - CENTER,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,545,,,
Shelby,1W - CENTER,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,165,,,
Shelby,2 - EXCELSIOR,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,324,,,
Shelby,3 - SARDIS,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,116,,,
Shelby,4 - HUXLEY,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,316,,,
Shelby,5 - JOAQUIN,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,621,,,
Shelby,6 - DREKA,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,272,,,
Shelby,7 - SHELBYVILLE,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,370,,,
Shelby,8 - TENAHA,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,310,,,
Shelby,9N - TIMPSON,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,424,,,
Shelby,9S - TIMPSON,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,387,,,
Shelby,CITY OF CENTER,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,192,,,
Shelby,CENTER ISD,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,2396,,,
Shelby,1N - CENTER,Straight Party,,REP,REPUBLICAN PARTY,147,,,
Shelby,1SO - CENTER,Straight Party,,REP,REPUBLICAN PARTY,175,,,
Shelby,1SE - CENTER,Straight Party,,REP,REPUBLICAN PARTY,66,,,
Shelby,1SW - CENTER,Straight Party,,REP,REPUBLICAN PARTY,150,,,
Shelby,1W - CENTER,Straight Party,,REP,REPUBLICAN PARTY,45,,,
Shelby,2 - EXCELSIOR,Straight Party,,REP,REPUBLICAN PARTY,94,,,
Shelby,3 - SARDIS,Straight Party,,REP,REPUBLICAN PARTY,34,,,
Shelby,4 - HUXLEY,Straight Party,,REP,REPUBLICAN PARTY,74,,,
Shelby,5 - JOAQUIN,Straight Party,,REP,REPUBLICAN PARTY,247,,,
Shelby,6 - DREKA,Straight Party,,REP,REPUBLICAN PARTY,69,,,
Shelby,7 - SHELBYVILLE,Straight Party,,REP,REPUBLICAN PARTY,56,,,
Shelby,8 - TENAHA,Straight Party,,REP,REPUBLICAN PARTY,106,,,
Shelby,9N - TIMPSON,Straight Party,,REP,REPUBLICAN PARTY,114,,,
Shelby,9S - TIMPSON,Straight Party,,REP,REPUBLICAN PARTY,102,,,
Shelby,1N - CENTER,Straight Party,,DEM,DEMOCRATIC PARTY,48,,,
Shelby,1SO - CENTER,Straight Party,,DEM,DEMOCRATIC PARTY,79,,,
Shelby,1SE - CENTER,Straight Party,,DEM,DEMOCRATIC PARTY,188,,,
Shelby,1SW - CENTER,Straight Party,,DEM,DEMOCRATIC PARTY,37,,,
Shelby,1W - CENTER,Straight Party,,DEM,DEMOCRATIC PARTY,11,,,
Shelby,2 - EXCELSIOR,Straight Party,,DEM,DEMOCRATIC PARTY,10,,,
Shelby,3 - SARDIS,Straight Party,,DEM,DEMOCRATIC PARTY,5,,,
Shelby,4 - HUXLEY,Straight Party,,DEM,DEMOCRATIC PARTY,43,,,
Shelby,5 - JOAQUIN,Straight Party,,DEM,DEMOCRATIC PARTY,40,,,
Shelby,6 - DREKA,Straight Party,,DEM,DEMOCRATIC PARTY,11,,,
Shelby,7 - SHELBYVILLE,Straight Party,,DEM,DEMOCRATIC PARTY,63,,,
Shelby,8 - TENAHA,Straight Party,,DEM,DEMOCRATIC PARTY,40,,,
Shelby,9N - TIMPSON,Straight Party,,DEM,DEMOCRATIC PARTY,41,,,
Shelby,9S - TIMPSON,Straight Party,,DEM,DEMOCRATIC PARTY,32,,,
Shelby,1N - CENTER,Straight Party,,LIB,LIBERTARIAN PARTY,0,,,
Shelby,1SO - CENTER,Straight Party,,LIB,LIBERTARIAN PARTY,3,,,
Shelby,1SE - CENTER,Straight Party,,LIB,LIBERTARIAN PARTY,0,,,
Shelby,1SW - CENTER,Straight Party,,LIB,LIBERTARIAN PARTY,1,,,
Shelby,1W - CENTER,Straight Party,,LIB,LIBERTARIAN PARTY,0,,,
Shelby,2 - EXCELSIOR,Straight Party,,LIB,LIBERTARIAN PARTY,0,,,
Shelby,3 - SARDIS,Straight Party,,LIB,LIBERTARIAN PARTY,0,,,
Shelby,4 - HUXLEY,Straight Party,,LIB,LIBERTARIAN PARTY,0,,,
Shelby,5 - JOAQUIN,Straight Party,,LIB,LIBERTARIAN PARTY,3,,,
Shelby,6 - DREKA,Straight Party,,LIB,LIBERTARIAN PARTY,0,,,
Shelby,7 - SHELBYVILLE,Straight Party,,LIB,LIBERTARIAN PARTY,1,,,
Shelby,8 - TENAHA,Straight Party,,LIB,LIBERTARIAN PARTY,1,,,
Shelby,9N - TIMPSON,Straight Party,,LIB,LIBERTARIAN PARTY,2,,,
Shelby,9S - TIMPSON,Straight Party,,LIB,LIBERTARIAN PARTY,1,,,
