county,precinct,office,district,party,candidate,early_voting,election_day,votes
Cass,1 Linden,U.S. Senate,,REP,John Cornyn,301,225,526
Cass,1 Linden City,U.S. Senate,,REP,John Cornyn,244,108,352
Cass,2 Kildare,U.S. Senate,,REP,John Cornyn,30,66,96
Cass,4 New Colony,U.S. Senate,,REP,John Cornyn,45,69,114
Cass,5 Avinger,U.S. Senate,,REP,John Cornyn,50,160,210
Cass,6 Cross Roads,U.S. Senate,,REP,John Cornyn,19,128,147
Cass,7 Hughes Springs,U.S. Senate,,REP,John Cornyn,120,356,476
Cass,9 Marietta,U.S. Senate,,REP,John Cornyn,80,186,266
Cass,11 Douglassville,U.S. Senate,,REP,John Cornyn,52,117,169
Cass,15 Atlanta/O'Ferrell,U.S. Senate,,REP,John Cornyn,84,119,203
Cass,12 Springdale,U.S. Senate,,REP,John Cornyn,57,121,178
Cass,13T Atlanta- Town,U.S. Senate,,REP,John Cornyn,84,188,272
Cass,14 Queen City,U.S. Senate,,REP,John Cornyn,87,228,315
Cass,14 Queen City (QC),U.S. Senate,,REP,John Cornyn,65,201,266
Cass,16 Bloomburg,U.S. Senate,,REP,John Cornyn,15,114,129
Cass,17 Atlanta,U.S. Senate,,REP,John Cornyn,388,524,912
Cass,18 Smyrna,U.S. Senate,,REP,John Cornyn,34,142,176
Cass,19 McLeod,U.S. Senate,,REP,John Cornyn,14,107,121
Cass,20E Bivins,U.S. Senate,,REP,John Cornyn,19,47,66
Cass,21 Huffines,U.S. Senate,,REP,John Cornyn,7,81,88
Cass,1 Linden,U.S. Senate,,DEM,David M. Alameel,97,56,153
Cass,1 Linden City,U.S. Senate,,DEM,David M. Alameel,87,42,129
Cass,2 Kildare,U.S. Senate,,DEM,David M. Alameel,15,39,54
Cass,4 New Colony,U.S. Senate,,DEM,David M. Alameel,24,27,51
Cass,5 Avinger,U.S. Senate,,DEM,David M. Alameel,10,65,75
Cass,6 Cross Roads,U.S. Senate,,DEM,David M. Alameel,5,19,24
Cass,7 Hughes Springs,U.S. Senate,,DEM,David M. Alameel,46,106,152
Cass,9 Marietta,U.S. Senate,,DEM,David M. Alameel,38,77,115
Cass,11 Douglassville,U.S. Senate,,DEM,David M. Alameel,15,59,74
Cass,15 Atlanta/O'Ferrell,U.S. Senate,,DEM,David M. Alameel,0,15,15
Cass,12 Springdale,U.S. Senate,,DEM,David M. Alameel,21,71,92
Cass,13T Atlanta- Town,U.S. Senate,,DEM,David M. Alameel,114,118,232
Cass,14 Queen City,U.S. Senate,,DEM,David M. Alameel,18,43,61
Cass,14 Queen City (QC),U.S. Senate,,DEM,David M. Alameel,15,55,70
Cass,16 Bloomburg,U.S. Senate,,DEM,David M. Alameel,8,20,28
Cass,17 Atlanta,U.S. Senate,,DEM,David M. Alameel,76,83,159
Cass,18 Smyrna,U.S. Senate,,DEM,David M. Alameel,3,11,14
Cass,19 McLeod,U.S. Senate,,DEM,David M. Alameel,2,15,17
Cass,20E Bivins,U.S. Senate,,DEM,David M. Alameel,0,12,12
Cass,21 Huffines,U.S. Senate,,DEM,David M. Alameel,5,6,11
Cass,1 Linden,U.S. Senate,,LIB,Rebecca Paddock,7,10,17
Cass,1 Linden City,U.S. Senate,,LIB,Rebecca Paddock,7,6,13
Cass,2 Kildare,U.S. Senate,,LIB,Rebecca Paddock,2,1,3
Cass,4 New Colony,U.S. Senate,,LIB,Rebecca Paddock,0,0,0
Cass,5 Avinger,U.S. Senate,,LIB,Rebecca Paddock,1,4,5
Cass,6 Cross Roads,U.S. Senate,,LIB,Rebecca Paddock,0,4,4
Cass,7 Hughes Springs,U.S. Senate,,LIB,Rebecca Paddock,0,11,11
Cass,9 Marietta,U.S. Senate,,LIB,Rebecca Paddock,5,5,10
Cass,11 Douglassville,U.S. Senate,,LIB,Rebecca Paddock,0,1,1
Cass,15 Atlanta/O'Ferrell,U.S. Senate,,LIB,Rebecca Paddock,1,2,3
Cass,12 Springdale,U.S. Senate,,LIB,Rebecca Paddock,1,6,7
