county,precinct,office,district,party,candidate,votes,early_voting,election_day,provisional
Mitchell,PRECINCT 1,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1107,,,
Mitchell,PRECINCT 2,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,272,,,
Mitchell,PRECINCT 025,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,766,,,
Mitchell,PRECINCT 3,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1137,,,
Mitchell,PRECINCT 4,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,687,,,
Mitchell,PRECINCT 046,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,483,,,
Mitchell,PRECINCT 1,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,255,,,
Mitchell,PRECINCT 2,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,46,,,
Mitchell,PRECINCT 025,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,127,,,
Mitchell,PRECINCT 3,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,199,,,
Mitchell,PRECINCT 4,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,131,,,
Mitchell,PRECINCT 046,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,156,,,
Mitchell,PRECINCT 1,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,235,,,
Mitchell,PRECINCT 2,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,46,,,
Mitchell,PRECINCT 025,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,106,,,
Mitchell,PRECINCT 3,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,171,,,
Mitchell,PRECINCT 4,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,103,,,
Mitchell,PRECINCT 046,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,140,,,
Mitchell,PRECINCT 1,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,20,,,
Mitchell,PRECINCT 2,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,0,,,
Mitchell,PRECINCT 025,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,21,,,
Mitchell,PRECINCT 3,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,28,,,
Mitchell,PRECINCT 4,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,28,,,
Mitchell,PRECINCT 046,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,16,,,
Mitchell,PRECINCT 1,United States Senator,,REP,Steve Stockman,41,,,
Mitchell,PRECINCT 2,United States Senator,,REP,Steve Stockman,11,,,
Mitchell,PRECINCT 025,United States Senator,,REP,Steve Stockman,14,,,
Mitchell,PRECINCT 3,United States Senator,,REP,Steve Stockman,31,,,
Mitchell,PRECINCT 4,United States Senator,,REP,Steve Stockman,19,,,
Mitchell,PRECINCT 046,United States Senator,,REP,Steve Stockman,16,,,
Mitchell,PRECINCT 1,United States Senator,,REP,Curt Cleaver,3,,,
Mitchell,PRECINCT 2,United States Senator,,REP,Curt Cleaver,2,,,
Mitchell,PRECINCT 025,United States Senator,,REP,Curt Cleaver,1,,,
Mitchell,PRECINCT 3,United States Senator,,REP,Curt Cleaver,1,,,
Mitchell,PRECINCT 4,United States Senator,,REP,Curt Cleaver,1,,,
Mitchell,PRECINCT 046,United States Senator,,REP,Curt Cleaver,3,,,
Mitchell,PRECINCT 1,United States Senator,,REP,Chris Mapp,2,,,
Mitchell,PRECINCT 2,United States Senator,,REP,Chris Mapp,1,,,
Mitchell,PRECINCT 025,United States Senator,,REP,Chris Mapp,0,,,
Mitchell,PRECINCT 3,United States Senator,,REP,Chris Mapp,7,,,
Mitchell,PRECINCT 4,United States Senator,,REP,Chris Mapp,0,,,
Mitchell,PRECINCT 046,United States Senator,,REP,Chris Mapp,3,,,
Mitchell,PRECINCT 1,United States Senator,,REP,Reid Reasor,3,,,
Mitchell,PRECINCT 2,United States Senator,,REP,Reid Reasor,0,,,
Mitchell,PRECINCT 025,United States Senator,,REP,Reid Reasor,0,,,
Mitchell,PRECINCT 3,United States Senator,,REP,Reid Reasor,4,,,
Mitchell,PRECINCT 4,United States Senator,,REP,Reid Reasor,1,,,
Mitchell,PRECINCT 046,United States Senator,,REP,Reid Reasor,1,,,
Mitchell,PRECINCT 1,United States Senator,,REP,John Cornyn,120,,,
Mitchell,PRECINCT 2,United States Senator,,REP,John Cornyn,22,,,
Mitchell,PRECINCT 025,United States Senator,,REP,John Cornyn,55,,,
Mitchell,PRECINCT 3,United States Senator,,REP,John Cornyn,72,,,
Mitchell,PRECINCT 4,United States Senator,,REP,John Cornyn,48,,,
