county,precinct,office,district,party,candidate,early_voting,election_day,votes
Cottle,101,U.S. Senate,,REP,John Cornyn,28,48,76
Cottle,101,U.S. Senate,,DEM,David Alameel,1,12,13
Cottle,101,U.S. Senate,,LIB,Rebecca Paddock,1,2,3
Cottle,101,U.S. Senate,,GRN,Emily Sanchez,1,1,2
Cottle,101,U.S. Senate,,,Ted Cruz,0,0,0
Cottle,101,U.S. House,13,REP,Mac Thornberry,28,47,75
Cottle,101,U.S. House,13,DEM,Mike Minter,1,12,13
Cottle,101,U.S. House,13,LIB,Emily Pivoda,1,3,4
Cottle,101,U.S. House,13,GRN,Don Cook,1,0,1
Cottle,101,Governor,,REP,Greg Abbott,30,50,80
Cottle,101,Governor,,DEM,Wendy Davis,1,12,13
Cottle,101,Governor,,LIB,Kathie Glass,0,2,2
Cottle,101,Governor,,GRN,Brandon Parmer,0,0,0
Cottle,101,Governor,,,Write in,0,0,0
Cottle,101,Lieutenant Governor,,REP,Dan Patrick,29,48,77
Cottle,101,Lieutenant Governor,,DEM,Leticia Vande Putte,2,12,14
Cottle,101,Lieutenant Governor,,LIB,Robert Butler,0,2,2
Cottle,101,Lieutenant Governor,,GRN,Chandrakantha Courtney,0,0,0
Cottle,101,Attorney General,,REP,Ken Paxton,26,44,70
Cottle,101,Attorney General,,DEM,Sam Houston,3,18,21
Cottle,101,Attorney General,,LIB,Jamie Balogia,0,1,1
Cottle,101,Attorney General,,GRN,Jamar Osborhe,1,1,2
Cottle,101,Comptroller of Public Accounts,,REP,Glenn Hegar,29,44,73
Cottle,101,Comptroller of Public Accounts,,DEM,Mike Collier,1,15,16
Cottle,101,Comptroller of Public Accounts,,LIB,Ben Sanders,0,2,2
Cottle,101,Comptroller of Public Accounts,,GRN,Deb Shafto,0,1,1
Cottle,101,Commissioner of the General Land Office,,REP,George p. Bush,29,47,76
Cottle,101,Commissioner of the General Land Office,,DEM,John Cook,1,11,12
Cottle,101,Commissioner of the General Land Office,,LIB,Justin Knight,1,4,5
Cottle,101,Commissioner of the General Land Office,,GRN,Valerie Alessi,0,0,0
Cottle,101,Commissioner of Agriculture,,REP,Sid Miller,27,45,72
Cottle,101,Commissioner of Agriculture,,DEM,Jim Hogan,1,15,16
Cottle,101,Commissioner of Agriculture,,LIB,David Palmquist,1,2,3
Cottle,101,Commissioner of Agriculture,,GRN,Kenneth Kendrick,1,0,1
Cottle,101,Railroad Commissioner,,REP,Ryan Sitton,28,45,73
Cottle,101,Railroad Commissioner,,DEM,Steve Brown,1,16,17
Cottle,101,Railroad Commissioner,,LIB,Mark Miller,1,3,4
Cottle,101,Railroad Commissioner,,GRN,Martina Salinas,0,0,0
Cottle,101,"Chief Justice, Supreme Court",,REP,Nathan Hecht,27,47,74
Cottle,101,"Chief Justice, Supreme Court",,DEM,William Moody,1,13,14
Cottle,101,"Chief Justice, Supreme Court",,LIB,Tom Oxford,2,2,4
Cottle,101,"Justice, Supreme Court, Place 6 - Unexpired Term",,REP,Jeff Brown,29,46,75
Cottle,101,"Justice, Supreme Court, Place 6 - Unexpired Term",,DEM,Lawrence Myers,1,13,14
Cottle,101,"Justice, Supreme Court, Place 6 - Unexpired Term",,LIB,Mark Ash,1,2,3
Cottle,101,"Justice, Supreme Court, Place 7",,REP,Jeff Boyd,27,44,71
Cottle,101,"Justice, Supreme Court, Place 7",,DEM,Gina Benavides,2,13,15
Cottle,101,"Justice, Supreme Court, Place 7",,LIB,Don Fulton,0,4,4
Cottle,101,"Justice, Supreme Court, Place 7",,GRN,Charles Waterbury,1,0,1
Cottle,101,"Justice, Supreme Court, Place 8",,REP,Phil Johnson,28,46,74
Cottle,101,"Justice, Supreme Court, Place 8",,LIB,RS Roberto Koelsch,1,5,6
Cottle,101,"Justice, Supreme Court, Place 8",,GRN,Jim Chisolm,1,4,5
Cottle,101,"Judge, Court of Criminal Appeals Place 3",,REP,Bert Richardson,28,45,73
Cottle,101,"Judge, Court of Criminal Appeals Place 3",,DEM,John Granberg,1,11,12
Cottle,101,"Judge, Court of Criminal Appeals Place 3",,LIB,Mark Bennett,1,5,6
Cottle,101,"Judge, Court of Criminal Appeals Place 4",,REP,Kevin Yeary,27,44,71
Cottle,101,"Judge, Court of Criminal Appeals Place 4",,LIB,Quannah Parker,2,9,11
Cottle,101,"Judge, Court of Criminal Appeals Place 4",,GRN,Judith Castro ,1,1,2
Cottle,101,"Judge, Court of Criminal Appeals Place 9",,REP,David Newell,28,48,76
Cottle,101,"Judge, Court of Criminal Appeals Place 9",,LIB,William Strange III,1,4,5
Cottle,101,"Judge, Court of Criminal Appeals Place 9",,GRN,George Altgelt,1,2,3
Cottle,101,State Representative,68,REP,Drew Springer,29,50,79
Cottle,101,"Chief Justice, 7th Court of Appeals District",,REP,Brian Quinn,29,44,73
Cottle,101,,,,Karl Holloway,27,50,77
Cottle,101,,,,Elissa Love  Smith,22,26,48
Cottle,101,,,,Mark Box,29,40,69
Cottle,101,,,,Kathy Jordan,27,39,66
Cottle,101,,,,Vance Thompson,0,0,0
Cottle,101,,,,Marvin Powe,0,0,0
Cottle,101,,,,Hank White,17,44,61
Cottle,102,U.S. Senate,,REP,John Cornyn,9,13,22
Cottle,102,U.S. Senate,,DEM,David Alameel,0,4,4
Cottle,102,U.S. Senate,,LIB,Rebecca Paddock,0,1,1
Cottle,102,U.S. Senate,,GRN,Emily Sanchez,0,0,0
Cottle,102,U.S. Senate,,,Ted Cruz,0,0,0
Cottle,102,U.S. House,13,REP,Mac Thornberry,9,17,26
Cottle,102,U.S. House,13,DEM,Mike Minter,0,2,2
Cottle,102,U.S. House,13,LIB,Emily Pivoda,0,0,0
Cottle,102,U.S. House,13,GRN,Don Cook,0,0,0
Cottle,102,Governor,,REP,Greg Abbott,9,15,24
Cottle,102,Governor,,DEM,Wendy Davis,0,4,4
Cottle,102,Governor,,LIB,Kathie Glass,0,0,0
Cottle,102,Governor,,GRN,Brandon Parmer,0,0,0
Cottle,102,Governor,,,Write in,0,0,0
Cottle,102,Lieutenant Governor,,REP,Dan Patrick,9,16,25
Cottle,102,Lieutenant Governor,,DEM,Leticia Vande Putte,0,3,3
Cottle,102,Lieutenant Governor,,LIB,Robert Butler,0,0,0
Cottle,102,Lieutenant Governor,,GRN,Chandrakantha Courtney,0,0,0
Cottle,102,Attorney General,,REP,Ken Paxton,9,16,25
Cottle,102,Attorney General,,DEM,Sam Houston,0,3,3
Cottle,102,Attorney General,,LIB,Jamie Balogia,0,0,0
Cottle,102,Attorney General,,GRN,Jamar Osborhe,0,0,0
Cottle,102,Comptroller of Public Accounts,,REP,Glenn Hegar,9,14,23
Cottle,102,Comptroller of Public Accounts,,DEM,Mike Collier,0,3,3
Cottle,102,Comptroller of Public Accounts,,LIB,Ben Sanders,0,1,1
Cottle,102,Comptroller of Public Accounts,,GRN,Deb Shafto,0,0,0
Cottle,102,Commissioner of the General Land Office,,REP,George p. Bush,9,14,23
Cottle,102,Commissioner of the General Land Office,,DEM,John Cook,0,4,4
Cottle,102,Commissioner of the General Land Office,,LIB,Justin Knight,0,0,0
Cottle,102,Commissioner of the General Land Office,,GRN,Valerie Alessi,0,0,0
Cottle,102,Commissioner of Agriculture,,REP,Sid Miller,9,15,24
Cottle,102,Commissioner of Agriculture,,DEM,Jim Hogan,0,3,3
Cottle,102,Commissioner of Agriculture,,LIB,David Palmquist,0,0,0
Cottle,102,Commissioner of Agriculture,,GRN,Kenneth Kendrick,0,0,0
Cottle,102,Railroad Commissioner,,REP,Ryan Sitton,9,16,25
Cottle,102,Railroad Commissioner,,DEM,Steve Brown,0,3,3
Cottle,102,Railroad Commissioner,,LIB,Mark Miller,0,0,0
Cottle,102,Railroad Commissioner,,GRN,Martina Salinas,0,0,0
Cottle,102,"Chief Justice, Supreme Court",,REP,Nathan Hecht,9,14,23
Cottle,102,"Chief Justice, Supreme Court",,DEM,William Moody,0,3,3
Cottle,102,"Chief Justice, Supreme Court",,LIB,Tom Oxford,0,0,0
Cottle,102,"Justice, Supreme Court, Place 6 - Unexpired Term",,REP,Jeff Brown,9,14,23
Cottle,102,"Justice, Supreme Court, Place 6 - Unexpired Term",,DEM,Lawrence Myers,0,3,3
Cottle,102,"Justice, Supreme Court, Place 6 - Unexpired Term",,LIB,Mark Ash,0,0,0
Cottle,102,"Justice, Supreme Court, Place 7",,REP,Jeff Boyd,9,14,23
Cottle,102,"Justice, Supreme Court, Place 7",,DEM,Gina Benavides,0,3,3
Cottle,102,"Justice, Supreme Court, Place 7",,LIB,Don Fulton,0,0,0
Cottle,102,"Justice, Supreme Court, Place 7",,GRN,Charles Waterbury,0,0,0
Cottle,102,"Justice, Supreme Court, Place 8",,REP,Phil Johnson,8,16,24
Cottle,102,"Justice, Supreme Court, Place 8",,LIB,RS Roberto Koelsch,0,0,0
Cottle,102,"Justice, Supreme Court, Place 8",,GRN,Jim Chisolm,1,0,1
Cottle,102,"Judge, Court of Criminal Appeals Place 3",,REP,Bert Richardson,9,14,23
Cottle,102,"Judge, Court of Criminal Appeals Place 3",,DEM,John Granberg,0,3,3
Cottle,102,"Judge, Court of Criminal Appeals Place 3",,LIB,Mark Bennett,0,0,0
Cottle,102,"Judge, Court of Criminal Appeals Place 4",,REP,Kevin Yeary,9,15,24
Cottle,102,"Judge, Court of Criminal Appeals Place 4",,LIB,Quannah Parker,0,1,1
Cottle,102,"Judge, Court of Criminal Appeals Place 4",,GRN,Judith Castro ,0,0,0
Cottle,102,"Judge, Court of Criminal Appeals Place 9",,REP,David Newell,8,16,24
Cottle,102,"Judge, Court of Criminal Appeals Place 9",,LIB,William Strange III,1,0,1
Cottle,102,"Judge, Court of Criminal Appeals Place 9",,GRN,George Altgelt,0,0,0
Cottle,102,State Representative,68,REP,Drew Springer,9,16,25
Cottle,102,"Chief Justice, 7th Court of Appeals District",,REP,Brian Quinn,9,15,24
Cottle,102,,,,Karl Holloway,9,15,24
Cottle,102,,,,Elissa Love  Smith,6,9,15
Cottle,102,,,,Mark Box,9,13,22
Cottle,102,,,,Kathy Jordan,9,15,24
Cottle,102,,,,Vance Thompson,0,0,0
Cottle,102,,,,Marvin Powe,0,0,0
Cottle,102,,,,Hank White,1,9,10
Cottle,201,U.S. Senate,,REP,John Cornyn,41,53,94
Cottle,201,U.S. Senate,,DEM,David Alameel,7,6,13
