county,precinct,office,district,party,candidate,votes,early_voting,election_day,provisional
Orange,PRECINCT 1,Straight Party,,REP,Republican Party,22,,,
Orange,PRECINCT 2,Straight Party,,REP,Republican Party,72,,,
Orange,PRECINCT 3,Straight Party,,REP,Republican Party,21,,,
Orange,PRECINCT 4,Straight Party,,REP,Republican Party,1,,,
Orange,PRECINCT 5,Straight Party,,REP,Republican Party,145,,,
Orange,PRECINCT 6,Straight Party,,REP,Republican Party,264,,,
Orange,PRECINCT 7,Straight Party,,REP,Republican Party,227,,,
Orange,PRECINCT 8,Straight Party,,REP,Republican Party,338,,,
Orange,PRECINCT 9,Straight Party,,REP,Republican Party,302,,,
Orange,PRECINCT 10,Straight Party,,REP,Republican Party,92,,,
Orange,PRECINCT 11,Straight Party,,REP,Republican Party,56,,,
Orange,PRECINCT 12,Straight Party,,REP,Republican Party,133,,,
Orange,PRECINCT 13,Straight Party,,REP,Republican Party,142,,,
Orange,PRECINCT 14,Straight Party,,REP,Republican Party,225,,,
Orange,PRECINCT 15,Straight Party,,REP,Republican Party,288,,,
Orange,PRECINCT 16,Straight Party,,REP,Republican Party,403,,,
Orange,PRECINCT 17,Straight Party,,REP,Republican Party,331,,,
Orange,PRECINCT 18,Straight Party,,REP,Republican Party,349,,,
Orange,PRECINCT 19,Straight Party,,REP,Republican Party,259,,,
Orange,PRECINCT 20,Straight Party,,REP,Republican Party,236,,,
Orange,PRECINCT 21,Straight Party,,REP,Republican Party,56,,,
Orange,PRECINCT 22,Straight Party,,REP,Republican Party,201,,,
Orange,PRECINCT 23,Straight Party,,REP,Republican Party,345,,,
Orange,PRECINCT 24,Straight Party,,REP,Republican Party,196,,,
Orange,PRECINCT 25,Straight Party,,REP,Republican Party,214,,,
Orange,PRECINCT 26,Straight Party,,REP,Republican Party,281,,,
Orange,PRECINCT 27,Straight Party,,REP,Republican Party,357,,,
Orange,PRECINCT 28,Straight Party,,REP,Republican Party,438,,,
Orange,PRECINCT 29,Straight Party,,REP,Republican Party,193,,,
Orange,PRECINCT 30,Straight Party,,REP,Republican Party,154,,,
Orange,PRECINCT 31,Straight Party,,REP,Republican Party,321,,,
Orange,PRECINCT 32,Straight Party,,REP,Republican Party,293,,,
Orange,PRECINCT 33,Straight Party,,REP,Republican Party,240,,,
Orange,PRECINCT 34,Straight Party,,REP,Republican Party,301,,,
Orange,PRECINCT 1,Straight Party,,DEM,Democratic Party,12,,,
Orange,PRECINCT 2,Straight Party,,DEM,Democratic Party,176,,,
Orange,PRECINCT 3,Straight Party,,DEM,Democratic Party,250,,,
