county,precinct,office,district,party,candidate,votes,early_votes,election_day
Bell,101,Registered Voters,,,,5456,,
Bell,101,U.S. Senate,,REP,John Cornyn,503,325,178
Bell,102,Registered Voters,,,,2895,,
Bell,102,U.S. Senate,,REP,John Cornyn,353,217,136
Bell,103,Registered Voters,,,,4563,,
Bell,103,U.S. Senate,,REP,John Cornyn,274,156,118
Bell,104,Registered Voters,,,,6141,,
Bell,104,U.S. Senate,,REP,John Cornyn,525,314,211
Bell,105,Registered Voters,,,,1542,,
Bell,105,U.S. Senate,,REP,John Cornyn,136,48,88
Bell,106,Registered Voters,,,,5361,,
Bell,106,U.S. Senate,,REP,John Cornyn,109,56,53
Bell,107,Registered Voters,,,,574,,
Bell,107,U.S. Senate,,REP,John Cornyn,33,7,26
Bell,108,Registered Voters,,,,1414,,
Bell,108,U.S. Senate,,REP,John Cornyn,128,38,90
Bell,109,Registered Voters,,,,2646,,
Bell,109,U.S. Senate,,REP,John Cornyn,74,35,39
Bell,110,Registered Voters,,,,2369,,
Bell,110,U.S. Senate,,REP,John Cornyn,3,3,0
Bell,111,Registered Voters,,,,4693,,
Bell,111,U.S. Senate,,REP,John Cornyn,228,143,85
Bell,113,Registered Voters,,,,252,,
Bell,113,U.S. Senate,,REP,John Cornyn,26,17,9
Bell,201,Registered Voters,,,,3698,,
Bell,201,U.S. Senate,,REP,John Cornyn,131,76,55
Bell,202,Registered Voters,,,,5648,,
Bell,202,U.S. Senate,,REP,John Cornyn,326,190,136
Bell,203,Registered Voters,,,,5674,,
Bell,203,U.S. Senate,,REP,John Cornyn,626,318,308
Bell,204,Registered Voters,,,,2593,,
Bell,204,U.S. Senate,,REP,John Cornyn,89,50,39
Bell,205,Registered Voters,,,,5036,,
Bell,205,U.S. Senate,,REP,John Cornyn,117,62,55
Bell,206,Registered Voters,,,,1747,,
Bell,206,U.S. Senate,,REP,John Cornyn,66,42,24
Bell,207,Registered Voters,,,,3273,,
Bell,207,U.S. Senate,,REP,John Cornyn,43,18,25
Bell,208,Registered Voters,,,,6292,,
Bell,208,U.S. Senate,,REP,John Cornyn,110,48,62
Bell,209,Registered Voters,,,,6047,,
Bell,209,U.S. Senate,,REP,John Cornyn,204,88,116
Bell,210,Registered Voters,,,,3439,,
Bell,210,U.S. Senate,,REP,John Cornyn,99,31,68
Bell,301,Registered Voters,,,,3218,,
Bell,301,U.S. Senate,,REP,John Cornyn,259,84,175
Bell,302,Registered Voters,,,,3793,,
Bell,302,U.S. Senate,,REP,John Cornyn,268,142,126
Bell,303,Registered Voters,,,,4589,,
Bell,303,U.S. Senate,,REP,John Cornyn,310,165,145
Bell,304,Registered Voters,,,,779,,
Bell,304,U.S. Senate,,REP,John Cornyn,71,46,25
Bell,305,Registered Voters,,,,2734,,
Bell,305,U.S. Senate,,REP,John Cornyn,341,195,146
Bell,306,Registered Voters,,,,2593,,
Bell,306,U.S. Senate,,REP,John Cornyn,47,32,15
Bell,307,Registered Voters,,,,3519,,
Bell,307,U.S. Senate,,REP,John Cornyn,43,22,21
Bell,308,Registered Voters,,,,1876,,
Bell,308,U.S. Senate,,REP,John Cornyn,45,15,30
Bell,309,Registered Voters,,,,744,,
Bell,309,U.S. Senate,,REP,John Cornyn,76,29,47
Bell,310,Registered Voters,,,,452,,
Bell,310,U.S. Senate,,REP,John Cornyn,44,17,27
Bell,311,Registered Voters,,,,2510,,
Bell,311,U.S. Senate,,REP,John Cornyn,268,134,134
Bell,312,Registered Voters,,,,1846,,
Bell,312,U.S. Senate,,REP,John Cornyn,149,56,93
Bell,313,Registered Voters,,,,2741,,
Bell,313,U.S. Senate,,REP,John Cornyn,339,204,135
Bell,314,Registered Voters,,,,3111,,
Bell,314,U.S. Senate,,REP,John Cornyn,175,95,80
Bell,315,Registered Voters,,,,4409,,
Bell,315,U.S. Senate,,REP,John Cornyn,234,119,115
Bell,317,Registered Voters,,,,5464,,
Bell,317,U.S. Senate,,REP,John Cornyn,628,325,303
Bell,401,Registered Voters,,,,1160,,
Bell,401,U.S. Senate,,REP,John Cornyn,60,14,46
Bell,402,Registered Voters,,,,2185,,
Bell,402,U.S. Senate,,REP,John Cornyn,156,51,105
Bell,404,Registered Voters,,,,5052,,
Bell,404,U.S. Senate,,REP,John Cornyn,99,56,43
Bell,405,Registered Voters,,,,5203,,
Bell,405,U.S. Senate,,REP,John Cornyn,24,11,13
Bell,406,Registered Voters,,,,3211,,
Bell,406,U.S. Senate,,REP,John Cornyn,124,86,38
Bell,408,Registered Voters,,,,5535,,
