county,precinct,office,district,party,candidate,early_voting,election_day,votes
Baylor,1,Ballots Cast,,,Total Votes,117,142,259
Baylor,1,Straight Party,,,Republican Party,42,62,104
Baylor,1,Straight Party,,,Democratic Party,2,3,5
Baylor,1,Straight Party,,,Libertarian Party,0,1,1
Baylor,1,Straight Party,,,Green Party,0,0,0
Baylor,1,U.S. Senate,,REP,John Cornyn,91,126,217
Baylor,1,U.S. Senate,,DEM,David M. Alameel,13,11,24
Baylor,1,U.S. Senate,,LIB,Rebecca Paddock,3,1,4
Baylor,1,U.S. Senate,,GRN,"Emily ""Spicybrown"" Sanchez",0,0,0
Baylor,1,U.S. Senate,,,Mohammed Tahiro,0,0,0
Baylor,1,U.S. House,13,REP,Mac Thornberry,95,128,223
Baylor,1,U.S. House,13,DEM,Mike Minter,13,10,23
Baylor,1,U.S. House,13,LIB,Emily Pivoda,1,1,2
Baylor,1,U.S. House,13,GRN,Don Cook,2,1,3
Baylor,1,Governor,,REP,Greg Abbott,94,125,219
Baylor,1,Governor,,DEM,Wendy R. Davis,18,14,32
Baylor,1,Governor,,LIB,Kathie Glass,1,1,2
Baylor,1,Governor,,GRN,Brandon Parmer,1,1,2
Baylor,1,Governor,,,Sarah M. Pavitt,0,0,0
Baylor,1,Lieutenant Governor,,REP,Dan Patrick,88,121,209
Baylor,1,Lieutenant Governor,,DEM,Leticia Van de Putte,18,10,28
Baylor,1,Lieutenant Governor,,LIB,Robert D. Butler,3,4,7
Baylor,1,Lieutenant Governor,,GRN,Chandrakantha Courtney,0,1,1
Baylor,1,Attorney General,,REP,Ken Paxton,82,116,198
Baylor,1,Attorney General,,DEM,Sam Houston,18,18,36
Baylor,1,Attorney General,,LIB,Jamie Balagia,3,3,6
Baylor,1,Attorney General,,GRN,Jamar Osborne,0,0,0
Baylor,1,Comptroller of Public Accounts,,REP,Glenn Hegar,80,112,192
Baylor,1,Comptroller of Public Accounts,,DEM,Mike Collier,19,20,39
Baylor,1,Comptroller of Public Accounts,,LIB,Ben Sanders,2,3,5
Baylor,1,Comptroller of Public Accounts,,GRN,Deb Shafto,0,0,0
Baylor,1,Comm. Of General Land Office,,REP,George P. Bush,86,120,206
Baylor,1,Comm. Of General Land Office,,DEM,John Cook,17,14,31
Baylor,1,Comm. Of General Land Office,,LIB,Justin Knight,3,3,6
Baylor,1,Comm. Of General Land Office,,GRN,Valerie Alessi,0,1,1
Baylor,1,Commissioner of Agriculture,,REP,Sid Miller,84,111,195
Baylor,1,Commissioner of Agriculture,,DEM,Jim Hogan,20,19,39
Baylor,1,Commissioner of Agriculture,,LIB,David (Rocky) Palmquist,1,3,4
Baylor,1,Commissioner of Agriculture,,GRN,Kenneth Kendrick,0,0,0
Baylor,1,Railroad Commissioner,,REP,Ryan Sitton,81,111,192
Baylor,1,Railroad Commissioner,,DEM,Steve Brown,17,14,31
Baylor,1,Railroad Commissioner,,LIB,Mark A. Miller,2,7,9
Baylor,1,Railroad Commissioner,,GRN,Martina Salinas,0,0,0
Baylor,1,State Representative,69,REP,James Frank,90,114,204
Baylor,2,Ballots Cast,,,Total Votes,78,98,176
Baylor,2,Straight Party,,,Republican Party,35,28,63
Baylor,2,Straight Party,,,Democratic Party,9,10,19
Baylor,2,Straight Party,,,Libertarian Party,0,0,0
Baylor,2,Straight Party,,,Green Party,0,0,0
Baylor,2,U.S. Senate,,REP,John Cornyn,59,73,132
Baylor,2,U.S. Senate,,DEM,David M. Alameel,13,17,30
Baylor,2,U.S. Senate,,LIB,Rebecca Paddock,1,4,5
Baylor,2,U.S. Senate,,GRN,"Emily ""Spicybrown"" Sanchez",0,1,1
Baylor,2,U.S. Senate,,,Mohammed Tahiro,0,0,0
Baylor,2,U.S. House,13,REP,Mac Thornberry,60,75,135
Baylor,2,U.S. House,13,DEM,Mike Minter,14,18,32
Baylor,2,U.S. House,13,LIB,Emily Pivoda,1,1,2
Baylor,2,U.S. House,13,GRN,Don Cook,1,1,2
Baylor,2,Governor,,REP,Greg Abbott,62,73,135
Baylor,2,Governor,,DEM,Wendy R. Davis,14,22,36
Baylor,2,Governor,,LIB,Kathie Glass,0,2,2
Baylor,2,Governor,,GRN,Brandon Parmer,0,0,0
Baylor,2,Governor,,,Sarah M. Pavitt,0,0,0
Baylor,2,Lieutenant Governor,,REP,Dan Patrick,62,71,133
Baylor,2,Lieutenant Governor,,DEM,Leticia Van de Putte,14,19,33
Baylor,2,Lieutenant Governor,,LIB,Robert D. Butler,1,4,5
Baylor,2,Lieutenant Governor,,GRN,Chandrakantha Courtney,0,1,1
Baylor,2,Attorney General,,REP,Ken Paxton,58,65,123
Baylor,2,Attorney General,,DEM,Sam Houston,16,22,38
Baylor,2,Attorney General,,LIB,Jamie Balagia,1,5,6
Baylor,2,Attorney General,,GRN,Jamar Osborne,0,1,1
Baylor,2,Comptroller of Public Accounts,,REP,Glenn Hegar,57,64,121
Baylor,2,Comptroller of Public Accounts,,DEM,Mike Collier,15,22,37
Baylor,2,Comptroller of Public Accounts,,LIB,Ben Sanders,0,4,4
Baylor,2,Comptroller of Public Accounts,,GRN,Deb Shafto,1,0,1
Baylor,2,Comm. Of General Land Office,,REP,George P. Bush,62,66,128
Baylor,2,Comm. Of General Land Office,,DEM,John Cook,13,19,32
Baylor,2,Comm. Of General Land Office,,LIB,Justin Knight,2,5,7
Baylor,2,Comm. Of General Land Office,,GRN,Valerie Alessi,0,2,2
Baylor,2,Commissioner of Agriculture,,REP,Sid Miller,57,65,122
Baylor,2,Commissioner of Agriculture,,DEM,Jim Hogan,18,22,40
Baylor,2,Commissioner of Agriculture,,LIB,David (Rocky) Palmquist,0,1,1
Baylor,2,Commissioner of Agriculture,,GRN,Kenneth Kendrick,0,3,3
Baylor,2,Railroad Commissioner,,REP,Ryan Sitton,58,68,126
