county,precinct,office,district,candidate,party,early_voting,election day,votes
Grimes,1,Ballots Cast,,,,,,679
Grimes,1,Straight Party,,,REP,170,156,326
Grimes,1,Straight Party,,,DEM,30,41,71
Grimes,1,Straight Party,,,LIB,1,0,1
Grimes,1,Straight Party,,,GRN,0,2,2
Grimes,1,U.S. Senate,,John Cornyn,,272,247,519
Grimes,1,U.S. Senate,,David M. Alameel,,47,63,110
Grimes,1,U.S. Senate,,Rebecca Paddock,,6,7,13
Grimes,1,U.S. Senate,,"Emily ""Spicybrown"" Sanchez",,3,2,5
Grimes,1,U.S. Senate,,Mohammed Tahiro (W),,0,0,0
Grimes,1,U.S. House,8,Kevin Brady,,280,257,537
Grimes,1,U.S. House,8,Ken Petty,,24,27,51
Grimes,1,Governor,,Greg Abbott,,283,253,536
Grimes,1,Governor,,Wendy R. Davis,,53,69,122
Grimes,1,Governor,,Kathie Glass,,4,3,7
Grimes,1,Governor,,Brandon Parmer,,2,2,4
Grimes,1,Governor,,Sarah M. Pavitt (W),,0,0,0
Grimes,1,Governor,,SARAH M PVITT (W),,0,0,0
Grimes,1,Lieutenant Governor,,Dan Patrick,,279,241,520
Grimes,1,Lieutenant Governor,,Leticia Van de Putte,,58,74,132
Grimes,1,Lieutenant Governor,,Robert D. Butler,,4,10,14
Grimes,1,Lieutenant Governor,,Chandrakantha Courtney,,1,1,2
Grimes,1,Attorney General,,Ken Paxton,,279,245,524
Grimes,1,Attorney General,,Sam Houston,,56,66,122
Grimes,1,Attorney General,,Jamie Balagia,,4,9,13
Grimes,1,Attorney General,,Jamar Osborne,,0,2,2
Grimes,1,Comptroller of Public Accounts,,Glenn Hegar,,278,243,521
Grimes,1,Comptroller of Public Accounts,,Mike Collier,,52,68,120
Grimes,1,Comptroller of Public Accounts,,Ben Sanders,,4,8,12
Grimes,1,Comptroller of Public Accounts,,Deb Shafto,,1,2,3
Grimes,1,Ballots Cast,,,,,,679
Grimes,1,Commissioner of the General Land Office,,George P. Bush,,278,247,525
Grimes,1,Commissioner of the General Land Office,,John Cook,,52,67,119
Grimes,1,Commissioner of the General Land Office,,Justin Knight,,8,7,15
Grimes,1,Commissioner of the General Land Office,,Valerie Alessi,,1,2,3
Grimes,1,Commissioner of Agriculture,,Sid Miller,,276,240,516
Grimes,1,Commissioner of Agriculture,,Jim Hogan,,54,66,120
Grimes,1,Commissioner of Agriculture,,David (Rocky) Palmquist,,6,10,16
Grimes,1,Commissioner of Agriculture,,Kenneth Kendrick,,2,4,6
Grimes,1,Railroad Commissioner,,Ryan Sitton,,271,235,506
Grimes,1,Railroad Commissioner,,Steve Brown,,55,68,123
Grimes,1,Railroad Commissioner,,Mark A. Miller,,8,9,17
Grimes,1,Railroad Commissioner,,Martina Salinas,,0,5,5
Grimes,1,Ballots Cast,,,,,,679
Grimes,1,State Senate,5,Charles Schwertner,,276,249,525
Grimes,1,State Senate,5,Joel Shapiro,,53,63,116
Grimes,1,State Senate,5,Matthew Whittington,,4,6,10
Grimes,1,State Representative,13,Lois W. Kolkhorst,,287,265,552
Grimes,1,Ballots Cast,,,,,,679
Grimes,2,Ballots Cast,,,,,,298
Grimes,2,Straight Party,,,REP,28,121,149
Grimes,2,Straight Party,,,DEM,6,11,17
Grimes,2,Straight Party,,,LIB,0,1,1
Grimes,2,Straight Party,,,GRN,0,1,1
Grimes,2,U.S. Senate,,John Cornyn,,47,202,249
Grimes,2,U.S. Senate,,David M. Alameel,,8,21,29
Grimes,2,U.S. Senate,,Rebecca Paddock,,1,6,7
Grimes,2,U.S. Senate,,"Emily ""Spicybrown"" Sanchez",,0,2,2
Grimes,2,U.S. Senate,,Mohammed Tahiro (W),,0,0,0
Grimes,2,U.S. House,8,Kevin Brady,,49,210,259
Grimes,2,U.S. House,8,Ken Petty,,4,13,17
Grimes,2,Governor,,Greg Abbott,,45,200,245
Grimes,2,Governor,,Wendy R. Davis,,11,33,44
Grimes,2,Governor,,Kathie Glass,,0,2,2
Grimes,2,Governor,,Brandon Parmer,,1,2,3
Grimes,2,Governor,,Sarah M. Pavitt (W),,0,0,0
Grimes,2,Governor,,SARAH M PVITT (W),,0,1,1
Grimes,2,Lieutenant Governor,,Dan Patrick,,45,201,246
Grimes,2,Lieutenant Governor,,Leticia Van de Putte,,11,30,41
Grimes,2,Lieutenant Governor,,Robert D. Butler,,2,7,9
Grimes,2,Lieutenant Governor,,Chandrakantha Courtney,,0,1,1
Grimes,2,Attorney General,,Ken Paxton,,48,196,244
Grimes,2,Attorney General,,Sam Houston,,10,34,44
Grimes,2,Attorney General,,Jamie Balagia,,0,5,5
Grimes,2,Attorney General,,Jamar Osborne,,0,1,1
Grimes,2,Comptroller of Public Accounts,,Glenn Hegar,,45,191,236
Grimes,2,Comptroller of Public Accounts,,Mike Collier,,12,34,46
Grimes,2,Comptroller of Public Accounts,,Ben Sanders,,1,8,9
Grimes,2,Comptroller of Public Accounts,,Deb Shafto,,0,1,1
Grimes,2,Ballots Cast,,,,,,298
Grimes,2,Commissioner of the General Land Office,,George P. Bush,,46,199,245
Grimes,2,Commissioner of the General Land Office,,John Cook,,10,29,39
Grimes,2,Commissioner of the General Land Office,,Justin Knight,,0,8,8
Grimes,2,Commissioner of the General Land Office,,Valerie Alessi,,0,2,2
Grimes,2,Commissioner of Agriculture,,Sid Miller,,45,197,242
Grimes,2,Commissioner of Agriculture,,Jim Hogan,,10,31,41
Grimes,2,Commissioner of Agriculture,,David (Rocky) Palmquist,,1,5,6
Grimes,2,Commissioner of Agriculture,,Kenneth Kendrick,,1,2,3
Grimes,2,Railroad Commissioner,,Ryan Sitton,,45,197,242
Grimes,2,Railroad Commissioner,,Steve Brown,,11,29,40
Grimes,2,Railroad Commissioner,,Mark A. Miller,,2,5,7
Grimes,2,Railroad Commissioner,,Martina Salinas,,0,3,3
Grimes,2,Ballots Cast,,,,,,298
Grimes,2,State Senate,5,Charles Schwertner,,46,200,246
Grimes,2,State Senate,5,Joel Shapiro,,10,31,41
Grimes,2,State Senate,5,Matthew Whittington,,0,4,4
Grimes,2,State Representative,13,Lois W. Kolkhorst,,50,217,267
Grimes,2,Ballots Cast,,,,,,298
Grimes,3,Ballots Cast,,,,,,274
Grimes,3,Straight Party,,,REP,23,25,48
Grimes,3,Straight Party,,,DEM,42,124,166
Grimes,3,Straight Party,,,LIB,0,1,1
Grimes,3,Straight Party,,,GRN,0,0,0
Grimes,3,U.S. Senate,,John Cornyn,,39,39,78
Grimes,3,U.S. Senate,,David M. Alameel,,50,138,188
Grimes,3,U.S. Senate,,Rebecca Paddock,,0,2,2
Grimes,3,U.S. Senate,,"Emily ""Spicybrown"" Sanchez",,0,1,1
Grimes,3,U.S. Senate,,Mohammed Tahiro (W),,0,0,0
Grimes,3,U.S. House,8,Kevin Brady,,37,47,84
Grimes,3,U.S. House,8,Ken Petty,,7,14,21
Grimes,3,Governor,,Greg Abbott,,35,40,75
Grimes,3,Governor,,Wendy R. Davis,,54,142,196
Grimes,3,Governor,,Kathie Glass,,0,1,1
Grimes,3,Governor,,Brandon Parmer,,0,0,0
Grimes,3,Governor,,Sarah M. Pavitt (W),,0,0,0
Grimes,3,Governor,,SARAH M PVITT (W),,0,0,0
Grimes,3,Lieutenant Governor,,Dan Patrick,,34,39,73
Grimes,3,Lieutenant Governor,,Leticia Van de Putte,,55,141,196
Grimes,3,Lieutenant Governor,,Robert D. Butler,,0,1,1
Grimes,3,Lieutenant Governor,,Chandrakantha Courtney,,0,0,0
Grimes,3,Attorney General,,Ken Paxton,,34,38,72
Grimes,3,Attorney General,,Sam Houston,,52,142,194
Grimes,3,Attorney General,,Jamie Balagia,,2,1,3
Grimes,3,Attorney General,,Jamar Osborne,,0,2,2
Grimes,3,Comptroller of Public Accounts,,Glenn Hegar,,32,37,69
Grimes,3,Comptroller of Public Accounts,,Mike Collier,,53,144,197
Grimes,3,Comptroller of Public Accounts,,Ben Sanders,,0,1,1
Grimes,3,Comptroller of Public Accounts,,Deb Shafto,,2,0,2
Grimes,3,Ballots Cast,,,,,,274
Grimes,3,Commissioner of the General Land Office,,George P. Bush,,37,37,74
Grimes,3,Commissioner of the General Land Office,,John Cook,,49,145,194
Grimes,3,Commissioner of the General Land Office,,Justin Knight,,1,1,2
Grimes,3,Commissioner of the General Land Office,,Valerie Alessi,,1,0,1
Grimes,3,Commissioner of Agriculture,,Sid Miller,,35,35,70
Grimes,3,Commissioner of Agriculture,,Jim Hogan,,49,146,195
Grimes,3,Commissioner of Agriculture,,David (Rocky) Palmquist,,1,1,2
Grimes,3,Commissioner of Agriculture,,Kenneth Kendrick,,2,0,2
Grimes,3,Railroad Commissioner,,Ryan Sitton,,35,35,70
Grimes,3,Railroad Commissioner,,Steve Brown,,50,143,193
Grimes,3,Railroad Commissioner,,Mark A. Miller,,2,2,4
