county,precinct,candidate,party,office,district,early_voting,election_day,votes
Johnson,Pct29,Marco Montoya,DEM,U.S. House,25,21,21,42
Johnson,Pct30,Marco Montoya,DEM,U.S. House,25,30,10,40
Johnson,Pct31,Marco Montoya,DEM,U.S. House,25,33,27,60
Johnson,Pct32,Marco Montoya,DEM,U.S. House,25,68,77,145
Johnson,Pct33,Marco Montoya,DEM,U.S. House,25,32,16,48
Johnson,Pct34,Marco Montoya,DEM,U.S. House,25,48,76,124
Johnson,Pct35,Marco Montoya,DEM,U.S. House,25,93,104,197
Johnson,Pct36,Marco Montoya,DEM,U.S. House,25,19,47,66
Johnson,Total,Marco Montoya,DEM,U.S. House,25,2279,2603,4882
Johnson,Pct1,John Betz,LIB,U.S. House,25,2,1,3
Johnson,Pct2,John Betz,LIB,U.S. House,25,17,14,31
Johnson,Pct3,John Betz,LIB,U.S. House,25,16,8,24
Johnson,Pct4,John Betz,LIB,U.S. House,25,30,19,49
Johnson,Pct5,John Betz,LIB,U.S. House,25,8,20,28
Johnson,Pct6,John Betz,LIB,U.S. House,25,0,1,1
Johnson,Pct7,John Betz,LIB,U.S. House,25,24,27,51
Johnson,Pct8,John Betz,LIB,U.S. House,25,24,25,49
Johnson,Pct9,John Betz,LIB,U.S. House,25,3,3,6
Johnson,Pct10,John Betz,LIB,U.S. House,25,17,14,31
Johnson,Pct11,John Betz,LIB,U.S. House,25,20,12,32
Johnson,Pct12,John Betz,LIB,U.S. House,25,12,13,25
Johnson,Pct13,John Betz,LIB,U.S. House,25,12,8,20
Johnson,Pct14,John Betz,LIB,U.S. House,25,2,1,3
Johnson,Pct15,John Betz,LIB,U.S. House,25,8,7,15
Johnson,Pct16,John Betz,LIB,U.S. House,25,3,3,6
Johnson,Pct17,John Betz,LIB,U.S. House,25,10,10,20
Johnson,Pct18,John Betz,LIB,U.S. House,25,10,11,21
Johnson,Pct19,John Betz,LIB,U.S. House,25,18,28,46
Johnson,Pct20,John Betz,LIB,U.S. House,25,6,1,7
Johnson,Pct21,John Betz,LIB,U.S. House,25,5,4,9
Johnson,Pct22,John Betz,LIB,U.S. House,25,20,9,29
Johnson,Pct23,John Betz,LIB,U.S. House,25,12,5,17
Johnson,Pct24,John Betz,LIB,U.S. House,25,2,6,8
Johnson,Pct25,John Betz,LIB,U.S. House,25,8,4,12
Johnson,Pct26,John Betz,LIB,U.S. House,25,8,4,12
Johnson,Pct27,John Betz,LIB,U.S. House,25,12,6,18
Johnson,Pct28,John Betz,LIB,U.S. House,25,11,7,18
Johnson,Pct29,John Betz,LIB,U.S. House,25,4,4,8
Johnson,Pct30,John Betz,LIB,U.S. House,25,4,2,6
Johnson,Pct31,John Betz,LIB,U.S. House,25,3,2,5
Johnson,Pct32,John Betz,LIB,U.S. House,25,13,6,19
Johnson,Pct33,John Betz,LIB,U.S. House,25,5,2,7
Johnson,Pct34,John Betz,LIB,U.S. House,25,14,10,24
Johnson,Pct35,John Betz,LIB,U.S. House,25,12,15,27
Johnson,Pct36,John Betz,LIB,U.S. House,25,6,0,6
Johnson,Total,John Betz,LIB,U.S. House,25,381,312,693
Johnson,Pct1,Greg Abbott,REP,Governor,,76,53,129
Johnson,Pct2,Greg Abbott,REP,Governor,,482,555,1037
Johnson,Pct3,Greg Abbott,REP,Governor,,376,508,884
Johnson,Pct4,Greg Abbott,REP,Governor,,685,821,1506
Johnson,Pct5,Greg Abbott,REP,Governor,,436,610,1046
Johnson,Pct6,Greg Abbott,REP,Governor,,44,102,146
Johnson,Pct7,Greg Abbott,REP,Governor,,817,981,1798
Johnson,Pct8,Greg Abbott,REP,Governor,,554,532,1086
Johnson,Pct9,Greg Abbott,REP,Governor,,168,154,322
Johnson,Pct10,Greg Abbott,REP,Governor,,347,340,687
Johnson,Pct11,Greg Abbott,REP,Governor,,566,606,1172
Johnson,Pct12,Greg Abbott,REP,Governor,,316,450,766
Johnson,Pct13,Greg Abbott,REP,Governor,,272,256,528
Johnson,Pct14,Greg Abbott,REP,Governor,,77,58,135
Johnson,Pct15,Greg Abbott,REP,Governor,,235,223,458
Johnson,Pct16,Greg Abbott,REP,Governor,,86,65,151
Johnson,Pct17,Greg Abbott,REP,Governor,,285,291,576
Johnson,Pct18,Greg Abbott,REP,Governor,,354,541,895
Johnson,Pct19,Greg Abbott,REP,Governor,,711,965,1676
Johnson,Pct20,Greg Abbott,REP,Governor,,79,64,143
Johnson,Pct21,Greg Abbott,REP,Governor,,164,220,384
Johnson,Pct22,Greg Abbott,REP,Governor,,518,358,876
Johnson,Pct23,Greg Abbott,REP,Governor,,369,186,555
Johnson,Pct24,Greg Abbott,REP,Governor,,148,160,308
Johnson,Pct25,Greg Abbott,REP,Governor,,208,72,280
Johnson,Pct26,Greg Abbott,REP,Governor,,235,179,414
Johnson,Pct27,Greg Abbott,REP,Governor,,267,323,590
Johnson,Pct28,Greg Abbott,REP,Governor,,190,304,494
Johnson,Pct29,Greg Abbott,REP,Governor,,124,129,253
Johnson,Pct30,Greg Abbott,REP,Governor,,181,65,246
Johnson,Pct31,Greg Abbott,REP,Governor,,146,151,297
Johnson,Pct32,Greg Abbott,REP,Governor,,338,444,782
Johnson,Pct33,Greg Abbott,REP,Governor,,173,105,278
Johnson,Pct34,Greg Abbott,REP,Governor,,197,327,524
Johnson,Pct35,Greg Abbott,REP,Governor,,523,658,1181
Johnson,Pct36,Greg Abbott,REP,Governor,,74,38,112
Johnson,Total,Greg Abbott,REP,Governor,,10821,11894,22715
Johnson,Pct1,Wendy R Davis,DEM,Governor,,20,15,35
Johnson,Pct2,Wendy R Davis,DEM,Governor,,103,133,236
Johnson,Pct3,Wendy R Davis,DEM,Governor,,108,143,251
Johnson,Pct4,Wendy R Davis,DEM,Governor,,200,256,456
Johnson,Pct5,Wendy R Davis,DEM,Governor,,91,167,258
Johnson,Pct6,Wendy R Davis,DEM,Governor,,7,11,18
Johnson,Pct7,Wendy R Davis,DEM,Governor,,171,257,428
Johnson,Pct8,Wendy R Davis,DEM,Governor,,202,176,378
Johnson,Pct9,Wendy R Davis,DEM,Governor,,29,39,68
Johnson,Pct10,Wendy R Davis,DEM,Governor,,121,116,237
Johnson,Pct11,Wendy R Davis,DEM,Governor,,138,149,287
Johnson,Pct12,Wendy R Davis,DEM,Governor,,67,116,183
Johnson,Pct13,Wendy R Davis,DEM,Governor,,56,56,112
Johnson,Pct14,Wendy R Davis,DEM,Governor,,2,9,11
Johnson,Pct15,Wendy R Davis,DEM,Governor,,54,51,105
Johnson,Pct16,Wendy R Davis,DEM,Governor,,18,12,30
Johnson,Pct17,Wendy R Davis,DEM,Governor,,92,104,196
Johnson,Pct18,Wendy R Davis,DEM,Governor,,102,158,260
Johnson,Pct19,Wendy R Davis,DEM,Governor,,201,251,452
Johnson,Pct20,Wendy R Davis,DEM,Governor,,62,45,107
Johnson,Pct21,Wendy R Davis,DEM,Governor,,32,55,87
Johnson,Pct22,Wendy R Davis,DEM,Governor,,152,93,245
Johnson,Pct23,Wendy R Davis,DEM,Governor,,99,36,135
Johnson,Pct24,Wendy R Davis,DEM,Governor,,39,45,84
Johnson,Pct25,Wendy R Davis,DEM,Governor,,54,32,86
Johnson,Pct26,Wendy R Davis,DEM,Governor,,43,39,82
Johnson,Pct27,Wendy R Davis,DEM,Governor,,57,73,130
Johnson,Pct28,Wendy R Davis,DEM,Governor,,65,68,133
Johnson,Pct29,Wendy R Davis,DEM,Governor,,30,24,54
Johnson,Pct30,Wendy R Davis,DEM,Governor,,44,13,57
Johnson,Pct31,Wendy R Davis,DEM,Governor,,40,27,67
Johnson,Pct32,Wendy R Davis,DEM,Governor,,92,91,183
Johnson,Pct33,Wendy R Davis,DEM,Governor,,36,23,59
Johnson,Pct34,Wendy R Davis,DEM,Governor,,64,88,152
Johnson,Pct35,Wendy R Davis,DEM,Governor,,118,123,241
Johnson,Pct36,Wendy R Davis,DEM,Governor,,30,45,75
Johnson,Total,Wendy R Davis,DEM,Governor,,2839,3139,5978
Johnson,Pct1,Kathie Glass,LIB,Governor,,1,3,4
Johnson,Pct2,Kathie Glass,LIB,Governor,,14,7,21
Johnson,Pct3,Kathie Glass,LIB,Governor,,12,5,17
Johnson,Pct4,Kathie Glass,LIB,Governor,,16,11,27
Johnson,Pct5,Kathie Glass,LIB,Governor,,7,11,18
Johnson,Pct6,Kathie Glass,LIB,Governor,,0,1,1
Johnson,Pct7,Kathie Glass,LIB,Governor,,10,13,23
Johnson,Pct8,Kathie Glass,LIB,Governor,,14,19,33
Johnson,Pct9,Kathie Glass,LIB,Governor,,1,0,1
Johnson,Pct10,Kathie Glass,LIB,Governor,,11,6,17
Johnson,Pct11,Kathie Glass,LIB,Governor,,19,3,22
Johnson,Pct12,Kathie Glass,LIB,Governor,,11,6,17
Johnson,Pct13,Kathie Glass,LIB,Governor,,9,3,12
Johnson,Pct14,Kathie Glass,LIB,Governor,,1,0,1
Johnson,Pct15,Kathie Glass,LIB,Governor,,9,5,14
Johnson,Pct16,Kathie Glass,LIB,Governor,,0,3,3
Johnson,Pct17,Kathie Glass,LIB,Governor,,5,6,11
Johnson,Pct18,Kathie Glass,LIB,Governor,,6,4,10
Johnson,Pct19,Kathie Glass,LIB,Governor,,17,17,34
Johnson,Pct20,Kathie Glass,LIB,Governor,,3,1,4
Johnson,Pct21,Kathie Glass,LIB,Governor,,3,6,9
Johnson,Pct22,Kathie Glass,LIB,Governor,,16,5,21
Johnson,Pct23,Kathie Glass,LIB,Governor,,12,4,16
Johnson,Pct24,Kathie Glass,LIB,Governor,,4,6,10
Johnson,Pct25,Kathie Glass,LIB,Governor,,2,1,3
Johnson,Pct26,Kathie Glass,LIB,Governor,,3,0,3
Johnson,Pct27,Kathie Glass,LIB,Governor,,7,3,10
Johnson,Pct28,Kathie Glass,LIB,Governor,,7,2,9
Johnson,Pct29,Kathie Glass,LIB,Governor,,3,3,6
Johnson,Pct30,Kathie Glass,LIB,Governor,,7,1,8
Johnson,Pct31,Kathie Glass,LIB,Governor,,0,0,0
Johnson,Pct32,Kathie Glass,LIB,Governor,,9,5,14
Johnson,Pct33,Kathie Glass,LIB,Governor,,3,2,5
Johnson,Pct34,Kathie Glass,LIB,Governor,,6,7,13
Johnson,Pct35,Kathie Glass,LIB,Governor,,7,10,17
Johnson,Pct36,Kathie Glass,LIB,Governor,,1,0,1
Johnson,Total,Kathie Glass,LIB,Governor,,256,179,435
Johnson,Pct1,Brandon Parmer,GRN,Governor,,0,0,0
Johnson,Pct2,Brandon Parmer,GRN,Governor,,5,1,6
Johnson,Pct3,Brandon Parmer,GRN,Governor,,4,2,6
Johnson,Pct4,Brandon Parmer,GRN,Governor,,7,7,14
Johnson,Pct5,Brandon Parmer,GRN,Governor,,2,4,6
Johnson,Pct6,Brandon Parmer,GRN,Governor,,0,0,0
Johnson,Pct7,Brandon Parmer,GRN,Governor,,4,6,10
Johnson,Pct8,Brandon Parmer,GRN,Governor,,3,7,10
Johnson,Pct9,Brandon Parmer,GRN,Governor,,1,2,3
Johnson,Pct10,Brandon Parmer,GRN,Governor,,2,1,3
Johnson,Pct11,Brandon Parmer,GRN,Governor,,5,2,7
Johnson,Pct12,Brandon Parmer,GRN,Governor,,1,1,2
Johnson,Pct13,Brandon Parmer,GRN,Governor,,2,1,3
Johnson,Pct14,Brandon Parmer,GRN,Governor,,0,0,0
Johnson,Pct15,Brandon Parmer,GRN,Governor,,1,0,1
Johnson,Pct16,Brandon Parmer,GRN,Governor,,0,0,0
Johnson,Pct17,Brandon Parmer,GRN,Governor,,3,2,5
Johnson,Pct18,Brandon Parmer,GRN,Governor,,1,2,3
Johnson,Pct19,Brandon Parmer,GRN,Governor,,2,7,9
Johnson,Pct20,Brandon Parmer,GRN,Governor,,1,0,1
Johnson,Pct21,Brandon Parmer,GRN,Governor,,4,2,6
Johnson,Pct22,Brandon Parmer,GRN,Governor,,7,1,8
Johnson,Pct23,Brandon Parmer,GRN,Governor,,3,2,5
Johnson,Pct24,Brandon Parmer,GRN,Governor,,0,3,3
Johnson,Pct25,Brandon Parmer,GRN,Governor,,2,0,2
Johnson,Pct26,Brandon Parmer,GRN,Governor,,1,0,1
Johnson,Pct27,Brandon Parmer,GRN,Governor,,2,1,3
Johnson,Pct28,Brandon Parmer,GRN,Governor,,2,0,2
Johnson,Pct29,Brandon Parmer,GRN,Governor,,0,0,0
Johnson,Pct30,Brandon Parmer,GRN,Governor,,1,2,3
Johnson,Pct31,Brandon Parmer,GRN,Governor,,1,2,3
Johnson,Pct32,Brandon Parmer,GRN,Governor,,0,2,2
Johnson,Pct33,Brandon Parmer,GRN,Governor,,3,1,4
Johnson,Pct34,Brandon Parmer,GRN,Governor,,1,2,3
Johnson,Pct35,Brandon Parmer,GRN,Governor,,0,1,1
Johnson,Pct36,Brandon Parmer,GRN,Governor,,0,1,1
Johnson,Total,Brandon Parmer,GRN,Governor,,71,65,136
Johnson,Pct1,Sarah M. Pavitt,WI,Governor,,0,0,0
Johnson,Pct2,Sarah M. Pavitt,WI,Governor,,0,0,0
Johnson,Pct3,Sarah M. Pavitt,WI,Governor,,0,0,0
Johnson,Pct4,Sarah M. Pavitt,WI,Governor,,0,0,0
Johnson,Pct5,Sarah M. Pavitt,WI,Governor,,0,0,0
Johnson,Pct6,Sarah M. Pavitt,WI,Governor,,0,0,0
Johnson,Pct7,Sarah M. Pavitt,WI,Governor,,0,0,0
Johnson,Pct8,Sarah M. Pavitt,WI,Governor,,0,0,0
Johnson,Pct9,Sarah M. Pavitt,WI,Governor,,0,0,0
Johnson,Pct10,Sarah M. Pavitt,WI,Governor,,0,1,1
Johnson,Pct11,Sarah M. Pavitt,WI,Governor,,0,0,0
Johnson,Pct12,Sarah M. Pavitt,WI,Governor,,0,0,0
Johnson,Pct13,Sarah M. Pavitt,WI,Governor,,0,0,0
Johnson,Pct14,Sarah M. Pavitt,WI,Governor,,0,0,0
Johnson,Pct15,Sarah M. Pavitt,WI,Governor,,0,0,0
Johnson,Pct16,Sarah M. Pavitt,WI,Governor,,0,0,0
Johnson,Pct17,Sarah M. Pavitt,WI,Governor,,0,2,2
Johnson,Pct18,Sarah M. Pavitt,WI,Governor,,1,0,1
Johnson,Pct19,Sarah M. Pavitt,WI,Governor,,0,1,1
Johnson,Pct20,Sarah M. Pavitt,WI,Governor,,0,0,0
Johnson,Pct21,Sarah M. Pavitt,WI,Governor,,0,0,0
Johnson,Pct22,Sarah M. Pavitt,WI,Governor,,0,1,1
Johnson,Pct23,Sarah M. Pavitt,WI,Governor,,0,0,0
Johnson,Pct24,Sarah M. Pavitt,WI,Governor,,0,0,0
Johnson,Pct25,Sarah M. Pavitt,WI,Governor,,0,0,0
Johnson,Pct26,Sarah M. Pavitt,WI,Governor,,0,0,0
Johnson,Pct27,Sarah M. Pavitt,WI,Governor,,0,0,0
Johnson,Pct28,Sarah M. Pavitt,WI,Governor,,1,0,1
Johnson,Pct29,Sarah M. Pavitt,WI,Governor,,0,0,0
Johnson,Pct30,Sarah M. Pavitt,WI,Governor,,0,2,2
Johnson,Pct31,Sarah M. Pavitt,WI,Governor,,0,0,0
Johnson,Pct32,Sarah M. Pavitt,WI,Governor,,0,0,0
Johnson,Pct33,Sarah M. Pavitt,WI,Governor,,0,0,0
Johnson,Pct34,Sarah M. Pavitt,WI,Governor,,0,0,0
Johnson,Pct35,Sarah M. Pavitt,WI,Governor,,0,0,0
Johnson,Pct36,Sarah M. Pavitt,WI,Governor,,0,0,0
Johnson,Total,Sarah M. Pavitt,WI,Governor,,2,7,9
Johnson,Pct1,Dan Patrick,REP,Lieutenant Governor,,79,54,133
Johnson,Pct2,Dan Patrick,REP,Lieutenant Governor,,475,550,1025
Johnson,Pct3,Dan Patrick,REP,Lieutenant Governor,,386,514,900
Johnson,Pct4,Dan Patrick,REP,Lieutenant Governor,,680,820,1500
Johnson,Pct5,Dan Patrick,REP,Lieutenant Governor,,432,604,1036
Johnson,Pct6,Dan Patrick,REP,Lieutenant Governor,,44,97,141
Johnson,Pct7,Dan Patrick,REP,Lieutenant Governor,,802,960,1762
Johnson,Pct8,Dan Patrick,REP,Lieutenant Governor,,550,534,1084
Johnson,Pct9,Dan Patrick,REP,Lieutenant Governor,,168,154,322
Johnson,Pct10,Dan Patrick,REP,Lieutenant Governor,,337,342,679
Johnson,Pct11,Dan Patrick,REP,Lieutenant Governor,,569,608,1177
Johnson,Pct12,Dan Patrick,REP,Lieutenant Governor,,302,456,758
Johnson,Pct13,Dan Patrick,REP,Lieutenant Governor,,270,261,531
Johnson,Pct14,Dan Patrick,REP,Lieutenant Governor,,76,56,132
Johnson,Pct15,Dan Patrick,REP,Lieutenant Governor,,234,224,458
Johnson,Pct16,Dan Patrick,REP,Lieutenant Governor,,84,66,150
Johnson,Pct17,Dan Patrick,REP,Lieutenant Governor,,288,300,588
Johnson,Pct18,Dan Patrick,REP,Lieutenant Governor,,356,553,909
Johnson,Pct19,Dan Patrick,REP,Lieutenant Governor,,712,954,1666
Johnson,Pct20,Dan Patrick,REP,Lieutenant Governor,,79,64,143
Johnson,Pct21,Dan Patrick,REP,Lieutenant Governor,,162,223,385
Johnson,Pct22,Dan Patrick,REP,Lieutenant Governor,,514,351,865
Johnson,Pct23,Dan Patrick,REP,Lieutenant Governor,,365,187,552
Johnson,Pct24,Dan Patrick,REP,Lieutenant Governor,,150,161,311
Johnson,Pct25,Dan Patrick,REP,Lieutenant Governor,,203,70,273
Johnson,Pct26,Dan Patrick,REP,Lieutenant Governor,,225,179,404
Johnson,Pct27,Dan Patrick,REP,Lieutenant Governor,,265,328,593
Johnson,Pct28,Dan Patrick,REP,Lieutenant Governor,,193,307,500
Johnson,Pct29,Dan Patrick,REP,Lieutenant Governor,,127,127,254
Johnson,Pct30,Dan Patrick,REP,Lieutenant Governor,,189,66,255
Johnson,Pct31,Dan Patrick,REP,Lieutenant Governor,,143,153,296
Johnson,Pct32,Dan Patrick,REP,Lieutenant Governor,,342,444,786
Johnson,Pct33,Dan Patrick,REP,Lieutenant Governor,,168,108,276
Johnson,Pct34,Dan Patrick,REP,Lieutenant Governor,,201,321,522
Johnson,Pct35,Dan Patrick,REP,Lieutenant Governor,,526,655,1181
Johnson,Pct36,Dan Patrick,REP,Lieutenant Governor,,75,36,111
Johnson,Total,Dan Patrick,REP,Lieutenant Governor,,10771,11887,22658
Johnson,Pct1,Leticia Van De Putte,DEM,Lieutenant Governor,,17,14,31
Johnson,Pct2,Leticia Van De Putte,DEM,Lieutenant Governor,,93,123,216
Johnson,Pct3,Leticia Van De Putte,DEM,Lieutenant Governor,,85,129,214
Johnson,Pct4,Leticia Van De Putte,DEM,Lieutenant Governor,,174,242,416
Johnson,Pct5,Leticia Van De Putte,DEM,Lieutenant Governor,,87,156,243
Johnson,Pct6,Leticia Van De Putte,DEM,Lieutenant Governor,,6,14,20
Johnson,Pct7,Leticia Van De Putte,DEM,Lieutenant Governor,,169,252,421
Johnson,Pct8,Leticia Van De Putte,DEM,Lieutenant Governor,,194,167,361
Johnson,Pct9,Leticia Van De Putte,DEM,Lieutenant Governor,,22,34,56
Johnson,Pct10,Leticia Van De Putte,DEM,Lieutenant Governor,,116,108,224
Johnson,Pct11,Leticia Van De Putte,DEM,Lieutenant Governor,,127,144,271
Johnson,Pct12,Leticia Van De Putte,DEM,Lieutenant Governor,,66,99,165
Johnson,Pct13,Leticia Van De Putte,DEM,Lieutenant Governor,,54,49,103
Johnson,Pct14,Leticia Van De Putte,DEM,Lieutenant Governor,,1,10,11
Johnson,Pct15,Leticia Van De Putte,DEM,Lieutenant Governor,,55,45,100
Johnson,Pct16,Leticia Van De Putte,DEM,Lieutenant Governor,,15,11,26
Johnson,Pct17,Leticia Van De Putte,DEM,Lieutenant Governor,,82,84,166
Johnson,Pct18,Leticia Van De Putte,DEM,Lieutenant Governor,,91,136,227
Johnson,Pct19,Leticia Van De Putte,DEM,Lieutenant Governor,,177,236,413
Johnson,Pct20,Leticia Van De Putte,DEM,Lieutenant Governor,,57,42,99
Johnson,Pct21,Leticia Van De Putte,DEM,Lieutenant Governor,,30,46,76
Johnson,Pct22,Leticia Van De Putte,DEM,Lieutenant Governor,,138,86,224
Johnson,Pct23,Leticia Van De Putte,DEM,Lieutenant Governor,,92,32,124
Johnson,Pct24,Leticia Van De Putte,DEM,Lieutenant Governor,,33,35,68
Johnson,Pct25,Leticia Van De Putte,DEM,Lieutenant Governor,,56,30,86
Johnson,Pct26,Leticia Van De Putte,DEM,Lieutenant Governor,,45,34,79
Johnson,Pct27,Leticia Van De Putte,DEM,Lieutenant Governor,,45,65,110
Johnson,Pct28,Leticia Van De Putte,DEM,Lieutenant Governor,,58,55,113
Johnson,Pct29,Leticia Van De Putte,DEM,Lieutenant Governor,,22,24,46
Johnson,Pct30,Leticia Van De Putte,DEM,Lieutenant Governor,,38,10,48
Johnson,Pct31,Leticia Van De Putte,DEM,Lieutenant Governor,,40,24,64
Johnson,Pct32,Leticia Van De Putte,DEM,Lieutenant Governor,,77,87,164
Johnson,Pct33,Leticia Van De Putte,DEM,Lieutenant Governor,,33,18,51
Johnson,Pct34,Leticia Van De Putte,DEM,Lieutenant Governor,,51,82,133
Johnson,Pct35,Leticia Van De Putte,DEM,Lieutenant Governor,,106,117,223
Johnson,Pct36,Leticia Van De Putte,DEM,Lieutenant Governor,,24,46,70
Johnson,Total,Leticia Van De Putte,DEM,Lieutenant Governor,,2576,2886,5462
Johnson,Pct1,Robert D. Butler,LIB,Lieutenant Governor,,0,3,3
Johnson,Pct2,Robert D. Butler,LIB,Lieutenant Governor,,29,20,49
Johnson,Pct3,Robert D. Butler,LIB,Lieutenant Governor,,24,8,32
Johnson,Pct4,Robert D. Butler,LIB,Lieutenant Governor,,36,26,62
Johnson,Pct5,Robert D. Butler,LIB,Lieutenant Governor,,12,26,38
Johnson,Pct6,Robert D. Butler,LIB,Lieutenant Governor,,0,3,3
Johnson,Pct7,Robert D. Butler,LIB,Lieutenant Governor,,22,31,53
Johnson,Pct8,Robert D. Butler,LIB,Lieutenant Governor,,24,30,54
Johnson,Pct9,Robert D. Butler,LIB,Lieutenant Governor,,8,5,13
Johnson,Pct10,Robert D. Butler,LIB,Lieutenant Governor,,23,12,35
Johnson,Pct11,Robert D. Butler,LIB,Lieutenant Governor,,24,7,31
Johnson,Pct12,Robert D. Butler,LIB,Lieutenant Governor,,20,12,32
Johnson,Pct13,Robert D. Butler,LIB,Lieutenant Governor,,14,6,20
Johnson,Pct14,Robert D. Butler,LIB,Lieutenant Governor,,2,0,2
Johnson,Pct15,Robert D. Butler,LIB,Lieutenant Governor,,9,6,15
Johnson,Pct16,Robert D. Butler,LIB,Lieutenant Governor,,5,4,9
Johnson,Pct17,Robert D. Butler,LIB,Lieutenant Governor,,12,17,29
Johnson,Pct18,Robert D. Butler,LIB,Lieutenant Governor,,13,16,29
Johnson,Pct19,Robert D. Butler,LIB,Lieutenant Governor,,31,42,73
Johnson,Pct20,Robert D. Butler,LIB,Lieutenant Governor,,6,2,8
Johnson,Pct21,Robert D. Butler,LIB,Lieutenant Governor,,4,14,18
Johnson,Pct22,Robert D. Butler,LIB,Lieutenant Governor,,29,15,44
Johnson,Pct23,Robert D. Butler,LIB,Lieutenant Governor,,22,6,28
Johnson,Pct24,Robert D. Butler,LIB,Lieutenant Governor,,7,14,21
Johnson,Pct25,Robert D. Butler,LIB,Lieutenant Governor,,6,5,11
Johnson,Pct26,Robert D. Butler,LIB,Lieutenant Governor,,9,3,12
Johnson,Pct27,Robert D. Butler,LIB,Lieutenant Governor,,19,4,23
Johnson,Pct28,Robert D. Butler,LIB,Lieutenant Governor,,11,9,20
Johnson,Pct29,Robert D. Butler,LIB,Lieutenant Governor,,8,6,14
Johnson,Pct30,Robert D. Butler,LIB,Lieutenant Governor,,3,5,8
Johnson,Pct31,Robert D. Butler,LIB,Lieutenant Governor,,3,2,5
Johnson,Pct32,Robert D. Butler,LIB,Lieutenant Governor,,17,11,28
Johnson,Pct33,Robert D. Butler,LIB,Lieutenant Governor,,10,6,16
Johnson,Pct34,Robert D. Butler,LIB,Lieutenant Governor,,12,15,27
Johnson,Pct35,Robert D. Butler,LIB,Lieutenant Governor,,12,13,25
Johnson,Pct36,Robert D. Butler,LIB,Lieutenant Governor,,6,0,6
Johnson,Total,Robert D. Butler,LIB,Lieutenant Governor,,492,404,896
Johnson,Pct1,Chandrkantha Courtney,GRN,Lieutenant Governor,,0,0,0
Johnson,Pct2,Chandrkantha Courtney,GRN,Lieutenant Governor,,3,2,5
Johnson,Pct3,Chandrkantha Courtney,GRN,Lieutenant Governor,,4,3,7
Johnson,Pct4,Chandrkantha Courtney,GRN,Lieutenant Governor,,8,2,10
Johnson,Pct5,Chandrkantha Courtney,GRN,Lieutenant Governor,,2,2,4
Johnson,Pct6,Chandrkantha Courtney,GRN,Lieutenant Governor,,1,0,1
Johnson,Pct7,Chandrkantha Courtney,GRN,Lieutenant Governor,,5,5,10
Johnson,Pct8,Chandrkantha Courtney,GRN,Lieutenant Governor,,0,4,4
Johnson,Pct9,Chandrkantha Courtney,GRN,Lieutenant Governor,,0,1,1
Johnson,Pct10,Chandrkantha Courtney,GRN,Lieutenant Governor,,0,0,0
Johnson,Pct11,Chandrkantha Courtney,GRN,Lieutenant Governor,,5,2,7
Johnson,Pct12,Chandrkantha Courtney,GRN,Lieutenant Governor,,2,1,3
Johnson,Pct13,Chandrkantha Courtney,GRN,Lieutenant Governor,,1,0,1
Johnson,Pct14,Chandrkantha Courtney,GRN,Lieutenant Governor,,0,0,0
Johnson,Pct15,Chandrkantha Courtney,GRN,Lieutenant Governor,,0,1,1
Johnson,Pct16,Chandrkantha Courtney,GRN,Lieutenant Governor,,0,1,1
Johnson,Pct17,Chandrkantha Courtney,GRN,Lieutenant Governor,,1,4,5
Johnson,Pct18,Chandrkantha Courtney,GRN,Lieutenant Governor,,1,1,2
Johnson,Pct19,Chandrkantha Courtney,GRN,Lieutenant Governor,,4,5,9
Johnson,Pct20,Chandrkantha Courtney,GRN,Lieutenant Governor,,3,2,5
Johnson,Pct21,Chandrkantha Courtney,GRN,Lieutenant Governor,,4,0,4
Johnson,Pct22,Chandrkantha Courtney,GRN,Lieutenant Governor,,6,3,9
Johnson,Pct23,Chandrkantha Courtney,GRN,Lieutenant Governor,,3,2,5
Johnson,Pct24,Chandrkantha Courtney,GRN,Lieutenant Governor,,0,2,2
Johnson,Pct25,Chandrkantha Courtney,GRN,Lieutenant Governor,,2,0,2
Johnson,Pct26,Chandrkantha Courtney,GRN,Lieutenant Governor,,0,1,1
Johnson,Pct27,Chandrkantha Courtney,GRN,Lieutenant Governor,,3,1,4
Johnson,Pct28,Chandrkantha Courtney,GRN,Lieutenant Governor,,1,0,1
Johnson,Pct29,Chandrkantha Courtney,GRN,Lieutenant Governor,,0,0,0
Johnson,Pct30,Chandrkantha Courtney,GRN,Lieutenant Governor,,1,0,1
Johnson,Pct31,Chandrkantha Courtney,GRN,Lieutenant Governor,,0,0,0
Johnson,Pct32,Chandrkantha Courtney,GRN,Lieutenant Governor,,2,0,2
Johnson,Pct33,Chandrkantha Courtney,GRN,Lieutenant Governor,,2,0,2
Johnson,Pct34,Chandrkantha Courtney,GRN,Lieutenant Governor,,1,0,1
Johnson,Pct35,Chandrkantha Courtney,GRN,Lieutenant Governor,,0,2,2
Johnson,Pct36,Chandrkantha Courtney,GRN,Lieutenant Governor,,0,2,2
Johnson,Total,Chandrkantha Courtney,GRN,Lieutenant Governor,,65,49,114
Johnson,Pct1,Ken Paxton,REP,Attorney General,,76,55,131
Johnson,Pct2,Ken Paxton,REP,Attorney General,,476,553,1029
Johnson,Pct3,Ken Paxton,REP,Attorney General,,381,513,894
