county,precinct,office,district,party,candidate,votes,early_voting,election_day,provisional
Hemphill,PRECINCT 101,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,0,,,
Hemphill,PRECINCT 201,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,0,,,
Hemphill,PRECINCT 202,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,0,,,
Hemphill,PRECINCT 301,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,0,,,
Hemphill,PRECINCT 302,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,0,,,
Hemphill,PRECINCT 303,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,0,,,
Hemphill,PRECINCT 401,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,0,,,
Hemphill,PRECINCT 402,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,0,,,
Hemphill,PRECINCT 101,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,108,,,
Hemphill,PRECINCT 201,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,106,,,
Hemphill,PRECINCT 202,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,10,,,
Hemphill,PRECINCT 301,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,140,,,
Hemphill,PRECINCT 302,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,22,,,
Hemphill,PRECINCT 303,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,44,,,
Hemphill,PRECINCT 401,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,137,,,
Hemphill,PRECINCT 402,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,57,,,
Hemphill,PRECINCT 101,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,102,,,
Hemphill,PRECINCT 201,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,97,,,
Hemphill,PRECINCT 202,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,10,,,
Hemphill,PRECINCT 301,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,140,,,
