county,precinct,office,district,party,candidate,election_day,early_voting,absentee,votes
Denton,1033,Ballots Cast,,,,,,,638.0
Denton,1034,Registered Voters,,,,,,,2802.0
Denton,1034,Ballots Cast,,,,,,,955.0
Denton,1035,Registered Voters,,,,,,,3727.0
Denton,1035,Ballots Cast,,,,,,,1504.0
Denton,1036,Registered Voters,,,,,,,3913.0
Denton,1036,Ballots Cast,,,,,,,2281.0
Denton,1037,Registered Voters,,,,,,,601.0
Denton,1037,Ballots Cast,,,,,,,211.0
Denton,1038,Registered Voters,,,,,,,267.0
Denton,1038,Ballots Cast,,,,,,,82.0
Denton,1039,Registered Voters,,,,,,,0.0
Denton,1039,Ballots Cast,,,,,,,0.0
Denton,1040,Registered Voters,,,,,,,2501.0
Denton,1040,Ballots Cast,,,,,,,845.0
Denton,2000,Registered Voters,,,,,,,3424.0
Denton,2000,Ballots Cast,,,,,,,805.0
Denton,2001,Registered Voters,,,,,,,3213.0
Denton,2001,Ballots Cast,,,,,,,711.0
Denton,2002,Registered Voters,,,,,,,5358.0
Denton,2002,Ballots Cast,,,,,,,1337.0
Denton,2003,Registered Voters,,,,,,,2256.0
Denton,2003,Ballots Cast,,,,,,,652.0
Denton,2004,Registered Voters,,,,,,,3224.0
Denton,2004,Ballots Cast,,,,,,,1020.0
Denton,2005,Registered Voters,,,,,,,4343.0
Denton,2005,Ballots Cast,,,,,,,1712.0
Denton,2006,Registered Voters,,,,,,,2912.0
Denton,2006,Ballots Cast,,,,,,,1001.0
Denton,2007,Registered Voters,,,,,,,3298.0
Denton,2007,Ballots Cast,,,,,,,752.0
Denton,2008,Registered Voters,,,,,,,3337.0
Denton,2008,Ballots Cast,,,,,,,1012.0
Denton,2009,Registered Voters,,,,,,,2403.0
Denton,2009,Ballots Cast,,,,,,,849.0
Denton,2010,Registered Voters,,,,,,,4371.0
Denton,2010,Ballots Cast,,,,,,,1524.0
Denton,2011,Registered Voters,,,,,,,3380.0
Denton,2011,Ballots Cast,,,,,,,1075.0
Denton,2012,Registered Voters,,,,,,,1452.0
Denton,2012,Ballots Cast,,,,,,,664.0
Denton,2013,Registered Voters,,,,,,,1646.0
Denton,2013,Ballots Cast,,,,,,,677.0
Denton,2014,Registered Voters,,,,,,,2546.0
Denton,2014,Ballots Cast,,,,,,,1049.0
Denton,2015,Registered Voters,,,,,,,2397.0
Denton,2015,Ballots Cast,,,,,,,872.0
Denton,2016,Registered Voters,,,,,,,3212.0
Denton,2016,Ballots Cast,,,,,,,1057.0
Denton,2017,Registered Voters,,,,,,,5185.0
Denton,2017,Ballots Cast,,,,,,,2007.0
Denton,2018,Registered Voters,,,,,,,1633.0
Denton,2018,Ballots Cast,,,,,,,288.0
Denton,2019,Registered Voters,,,,,,,0.0
Denton,2019,Ballots Cast,,,,,,,0.0
Denton,2020,Registered Voters,,,,,,,4000.0
Denton,2020,Ballots Cast,,,,,,,1582.0
Denton,2021,Registered Voters,,,,,,,3944.0
Denton,2021,Ballots Cast,,,,,,,1124.0
Denton,2022,Registered Voters,,,,,,,2947.0
Denton,2022,Ballots Cast,,,,,,,1000.0
Denton,2023,Registered Voters,,,,,,,3776.0
Denton,2023,Ballots Cast,,,,,,,1160.0
Denton,2024,Registered Voters,,,,,,,2138.0
Denton,2024,Ballots Cast,,,,,,,717.0
Denton,2025,Registered Voters,,,,,,,2131.0
Denton,2025,Ballots Cast,,,,,,,676.0
Denton,2026,Registered Voters,,,,,,,3620.0
Denton,2026,Ballots Cast,,,,,,,1204.0
Denton,2027,Registered Voters,,,,,,,2028.0
Denton,2027,Ballots Cast,,,,,,,636.0
Denton,2028,Registered Voters,,,,,,,4792.0
Denton,2028,Ballots Cast,,,,,,,1339.0
Denton,2029,Registered Voters,,,,,,,1706.0
Denton,2029,Ballots Cast,,,,,,,458.0
Denton,2030,Registered Voters,,,,,,,4762.0
Denton,2030,Ballots Cast,,,,,,,1255.0
Denton,2031,Registered Voters,,,,,,,2322.0
Denton,2031,Ballots Cast,,,,,,,760.0
Denton,2032,Registered Voters,,,,,,,1824.0
Denton,2032,Ballots Cast,,,,,,,509.0
Denton,2033,Registered Voters,,,,,,,2633.0
Denton,2033,Ballots Cast,,,,,,,755.0
Denton,2096,Registered Voters,,,,,,,0.0
Denton,2096,Ballots Cast,,,,,,,0.0
Denton,2097,Registered Voters,,,,,,,0.0
Denton,2097,Ballots Cast,,,,,,,0.0
Denton,2098,Registered Voters,,,,,,,0.0
Denton,2098,Ballots Cast,,,,,,,0.0
Denton,2099,Registered Voters,,,,,,,0.0
Denton,2099,Ballots Cast,,,,,,,0.0
Denton,3000,Registered Voters,,,,,,,4046.0
Denton,3000,Ballots Cast,,,,,,,1310.0
Denton,3001,Registered Voters,,,,,,,2388.0
Denton,3001,Ballots Cast,,,,,,,961.0
Denton,3002,Registered Voters,,,,,,,4196.0
Denton,3002,Ballots Cast,,,,,,,1752.0
Denton,3003,Registered Voters,,,,,,,2384.0
Denton,3003,Ballots Cast,,,,,,,947.0
Denton,3004,Registered Voters,,,,,,,3080.0
Denton,3004,Ballots Cast,,,,,,,1323.0
Denton,3005,Registered Voters,,,,,,,1908.0
Denton,3005,Ballots Cast,,,,,,,920.0
Denton,3006,Registered Voters,,,,,,,3484.0
Denton,3006,Ballots Cast,,,,,,,1278.0
Denton,3007,Registered Voters,,,,,,,3960.0
Denton,3007,Ballots Cast,,,,,,,1288.0
Denton,3008,Registered Voters,,,,,,,2995.0
Denton,3008,Ballots Cast,,,,,,,1126.0
Denton,3009,Registered Voters,,,,,,,2753.0
Denton,3009,Ballots Cast,,,,,,,923.0
Denton,3010,Registered Voters,,,,,,,4437.0
Denton,3010,Ballots Cast,,,,,,,1219.0
Denton,3011,Registered Voters,,,,,,,4560.0
Denton,3011,Ballots Cast,,,,,,,1106.0
Denton,3012,Registered Voters,,,,,,,1737.0
Denton,3012,Ballots Cast,,,,,,,623.0
Denton,3013,Registered Voters,,,,,,,2236.0
Denton,3013,Ballots Cast,,,,,,,813.0
Denton,3014,Registered Voters,,,,,,,2086.0
Denton,3014,Ballots Cast,,,,,,,754.0
Denton,3015,Registered Voters,,,,,,,2290.0
Denton,3015,Ballots Cast,,,,,,,670.0
Denton,3016,Registered Voters,,,,,,,1799.0
Denton,3016,Ballots Cast,,,,,,,436.0
Denton,3017,Registered Voters,,,,,,,3752.0
Denton,3017,Ballots Cast,,,,,,,725.0
Denton,3018,Registered Voters,,,,,,,1110.0
Denton,3018,Ballots Cast,,,,,,,280.0
Denton,3019,Registered Voters,,,,,,,4018.0
Denton,3019,Ballots Cast,,,,,,,1029.0
Denton,3020,Registered Voters,,,,,,,405.0
Denton,3020,Ballots Cast,,,,,,,78.0
Denton,3021,Registered Voters,,,,,,,3766.0
Denton,3021,Ballots Cast,,,,,,,1049.0
Denton,3022,Registered Voters,,,,,,,117.0
Denton,3022,Ballots Cast,,,,,,,53.0
Denton,3023,Registered Voters,,,,,,,398.0
Denton,3023,Ballots Cast,,,,,,,127.0
Denton,3024,Registered Voters,,,,,,,2913.0
Denton,3024,Ballots Cast,,,,,,,1079.0
Denton,3025,Registered Voters,,,,,,,3043.0
Denton,3025,Ballots Cast,,,,,,,1210.0
Denton,3026,Registered Voters,,,,,,,2370.0
Denton,3026,Ballots Cast,,,,,,,942.0
Denton,3027,Registered Voters,,,,,,,4440.0
Denton,3027,Ballots Cast,,,,,,,1647.0
Denton,3028,Registered Voters,,,,,,,3997.0
Denton,3028,Ballots Cast,,,,,,,1500.0
Denton,3029,Registered Voters,,,,,,,2543.0
Denton,3029,Ballots Cast,,,,,,,848.0
Denton,3030,Registered Voters,,,,,,,4554.0
Denton,3030,Ballots Cast,,,,,,,1594.0
Denton,3031,Registered Voters,,,,,,,3025.0
Denton,3031,Ballots Cast,,,,,,,1041.0
Denton,3032,Registered Voters,,,,,,,1415.0
Denton,3032,Ballots Cast,,,,,,,271.0
Denton,3098,Registered Voters,,,,,,,0.0
Denton,3098,Ballots Cast,,,,,,,0.0
Denton,3099,Registered Voters,,,,,,,0.0
Denton,3099,Ballots Cast,,,,,,,0.0
Denton,4000,Registered Voters,,,,,,,3846.0
Denton,4000,Ballots Cast,,,,,,,1378.0
Denton,4001,Registered Voters,,,,,,,1298.0
Denton,4001,Ballots Cast,,,,,,,449.0
Denton,4002,Registered Voters,,,,,,,3056.0
Denton,4002,Ballots Cast,,,,,,,1146.0
Denton,4003,Registered Voters,,,,,,,4967.0
Denton,4003,Ballots Cast,,,,,,,2958.0
Denton,4004,Registered Voters,,,,,,,1999.0
Denton,4004,Ballots Cast,,,,,,,410.0
Denton,4005,Registered Voters,,,,,,,2170.0
Denton,4005,Ballots Cast,,,,,,,1096.0
Denton,4006,Registered Voters,,,,,,,2294.0
Denton,4006,Ballots Cast,,,,,,,1063.0
Denton,4007,Registered Voters,,,,,,,6104.0
Denton,4007,Ballots Cast,,,,,,,1845.0
Denton,4008,Registered Voters,,,,,,,1641.0
Denton,4008,Ballots Cast,,,,,,,722.0
Denton,4009,Registered Voters,,,,,,,3380.0
Denton,4009,Ballots Cast,,,,,,,897.0
Denton,4010,Registered Voters,,,,,,,1714.0
Denton,4010,Ballots Cast,,,,,,,618.0
Denton,4011,Registered Voters,,,,,,,4694.0
Denton,4011,Ballots Cast,,,,,,,1389.0
Denton,4012,Registered Voters,,,,,,,1695.0
Denton,4012,Ballots Cast,,,,,,,664.0
Denton,4013,Registered Voters,,,,,,,291.0
Denton,4013,Ballots Cast,,,,,,,122.0
Denton,4014,Registered Voters,,,,,,,1514.0
Denton,4014,Ballots Cast,,,,,,,292.0
Denton,4015,Registered Voters,,,,,,,718.0
Denton,4015,Ballots Cast,,,,,,,167.0
Denton,4016,Registered Voters,,,,,,,7.0
Denton,4016,Ballots Cast,,,,,,,0.0
Denton,4017,Registered Voters,,,,,,,3695.0
Denton,4017,Ballots Cast,,,,,,,1602.0
Denton,4018,Registered Voters,,,,,,,4092.0
Denton,4018,Ballots Cast,,,,,,,1551.0
Denton,4019,Registered Voters,,,,,,,199.0
Denton,4019,Ballots Cast,,,,,,,98.0
Denton,4020,Registered Voters,,,,,,,901.0
Denton,4020,Ballots Cast,,,,,,,457.0
Denton,4021,Registered Voters,,,,,,,1573.0
Denton,4021,Ballots Cast,,,,,,,742.0
Denton,4022,Registered Voters,,,,,,,2424.0
Denton,4022,Ballots Cast,,,,,,,1170.0
Denton,4023,Registered Voters,,,,,,,2742.0
Denton,4023,Ballots Cast,,,,,,,1030.0
Denton,4024,Registered Voters,,,,,,,3107.0
Denton,4024,Ballots Cast,,,,,,,1170.0
Denton,4025,Registered Voters,,,,,,,3005.0
Denton,4025,Ballots Cast,,,,,,,1070.0
Denton,4026,Registered Voters,,,,,,,1517.0
Denton,4026,Ballots Cast,,,,,,,537.0
Denton,4027,Registered Voters,,,,,,,3825.0
Denton,4027,Ballots Cast,,,,,,,1357.0
Denton,4028,Registered Voters,,,,,,,3770.0
Denton,4028,Ballots Cast,,,,,,,1592.0
Denton,4029,Registered Voters,,,,,,,116.0
Denton,4029,Ballots Cast,,,,,,,38.0
Denton,4030,Registered Voters,,,,,,,493.0
Denton,4030,Ballots Cast,,,,,,,181.0
Denton,4031,Registered Voters,,,,,,,2574.0
Denton,4031,Ballots Cast,,,,,,,1208.0
Denton,4032,Registered Voters,,,,,,,4719.0
Denton,4032,Ballots Cast,,,,,,,2015.0
Denton,4033,Registered Voters,,,,,,,3667.0
Denton,4033,Ballots Cast,,,,,,,1223.0
Denton,4034,Registered Voters,,,,,,,5289.0
Denton,4034,Ballots Cast,,,,,,,1640.0
Denton,4035,Registered Voters,,,,,,,1503.0
Denton,4035,Ballots Cast,,,,,,,484.0
Denton,4036,Registered Voters,,,,,,,3971.0
Denton,4036,Ballots Cast,,,,,,,1434.0
Denton,4037,Registered Voters,,,,,,,1842.0
Denton,4037,Ballots Cast,,,,,,,796.0
Denton,4038,Registered Voters,,,,,,,270.0
Denton,4038,Ballots Cast,,,,,,,125.0
Denton,4039,Registered Voters,,,,,,,1750.0
Denton,4039,Ballots Cast,,,,,,,431.0
Denton,4040,Registered Voters,,,,,,,1157.0
Denton,4040,Ballots Cast,,,,,,,586.0
Denton,4041,Registered Voters,,,,,,,1173.0
Denton,4041,Ballots Cast,,,,,,,402.0
Denton,4042,Registered Voters,,,,,,,39.0
Denton,4042,Ballots Cast,,,,,,,7.0
Denton,4043,Registered Voters,,,,,,,1922.0
Denton,4043,Ballots Cast,,,,,,,793.0
Denton,Total:,Registered Voters,,,,,,,409334.0
Denton,Total:,Ballots Cast,,,,,,,145032.0
Denton,1000,Straight Party,,,Republican,35.0,278.0,272.0,585.0
Denton,1000,Straight Party,,,Democratic,7.0,33.0,40.0,80.0
Denton,1000,Straight Party,,,Libertarian,0.0,1.0,3.0,4.0
Denton,1000,Straight Party,,,Green,0.0,1.0,0.0,1.0
Denton,1001,Straight Party,,,Republican,13.0,145.0,113.0,271.0
Denton,1001,Straight Party,,,Democratic,2.0,21.0,30.0,53.0
Denton,1001,Straight Party,,,Libertarian,0.0,1.0,1.0,2.0
Denton,1001,Straight Party,,,Green,1.0,1.0,0.0,2.0
Denton,1002,Straight Party,,,Republican,23.0,299.0,270.0,592.0
Denton,1002,Straight Party,,,Democratic,4.0,50.0,54.0,108.0
Denton,1002,Straight Party,,,Libertarian,0.0,5.0,5.0,10.0
Denton,1002,Straight Party,,,Green,0.0,0.0,0.0,0.0
Denton,1003,Straight Party,,,Republican,39.0,277.0,238.0,554.0
Denton,1003,Straight Party,,,Democratic,11.0,58.0,39.0,108.0
Denton,1003,Straight Party,,,Libertarian,1.0,2.0,1.0,4.0
Denton,1003,Straight Party,,,Green,0.0,1.0,0.0,1.0
Denton,1004,Straight Party,,,Republican,42.0,325.0,374.0,741.0
Denton,1004,Straight Party,,,Democratic,10.0,164.0,161.0,335.0
Denton,1004,Straight Party,,,Libertarian,0.0,4.0,7.0,11.0
Denton,1004,Straight Party,,,Green,0.0,0.0,1.0,1.0
Denton,1005,Straight Party,,,Republican,22.0,222.0,179.0,423.0
Denton,1005,Straight Party,,,Democratic,4.0,41.0,29.0,74.0
Denton,1005,Straight Party,,,Libertarian,0.0,3.0,1.0,4.0
Denton,1005,Straight Party,,,Green,0.0,0.0,2.0,2.0
Denton,1006,Straight Party,,,Republican,12.0,234.0,338.0,584.0
Denton,1006,Straight Party,,,Democratic,12.0,76.0,97.0,185.0
Denton,1006,Straight Party,,,Libertarian,0.0,2.0,4.0,6.0
Denton,1006,Straight Party,,,Green,0.0,0.0,1.0,1.0
Denton,1007,Straight Party,,,Republican,39.0,405.0,330.0,774.0
Denton,1007,Straight Party,,,Democratic,11.0,119.0,88.0,218.0
Denton,1007,Straight Party,,,Libertarian,0.0,8.0,5.0,13.0
Denton,1007,Straight Party,,,Green,0.0,0.0,0.0,0.0
Denton,1008,Straight Party,,,Republican,19.0,104.0,126.0,249.0
Denton,1008,Straight Party,,,Democratic,2.0,29.0,26.0,57.0
Denton,1008,Straight Party,,,Libertarian,0.0,2.0,2.0,4.0
Denton,1008,Straight Party,,,Green,0.0,0.0,0.0,0.0
Denton,1009,Straight Party,,,Republican,32.0,130.0,99.0,261.0
Denton,1009,Straight Party,,,Democratic,10.0,99.0,70.0,179.0
Denton,1009,Straight Party,,,Libertarian,0.0,2.0,2.0,4.0
Denton,1009,Straight Party,,,Green,0.0,0.0,1.0,1.0
Denton,1010,Straight Party,,,Republican,58.0,205.0,144.0,407.0
Denton,1010,Straight Party,,,Democratic,10.0,127.0,45.0,182.0
Denton,1010,Straight Party,,,Libertarian,0.0,2.0,2.0,4.0
Denton,1010,Straight Party,,,Green,0.0,4.0,2.0,6.0
Denton,1011,Straight Party,,,Republican,41.0,130.0,130.0,301.0
Denton,1011,Straight Party,,,Democratic,12.0,142.0,93.0,247.0
Denton,1011,Straight Party,,,Libertarian,1.0,3.0,8.0,12.0
Denton,1011,Straight Party,,,Green,0.0,4.0,2.0,6.0
Denton,1012,Straight Party,,,Republican,63.0,221.0,153.0,437.0
Denton,1012,Straight Party,,,Democratic,24.0,165.0,66.0,255.0
Denton,1012,Straight Party,,,Libertarian,0.0,4.0,5.0,9.0
Denton,1012,Straight Party,,,Green,1.0,0.0,1.0,2.0
Denton,1013,Straight Party,,,Republican,60.0,204.0,113.0,377.0
Denton,1013,Straight Party,,,Democratic,13.0,95.0,67.0,175.0
Denton,1013,Straight Party,,,Libertarian,1.0,2.0,1.0,4.0
Denton,1013,Straight Party,,,Green,0.0,5.0,2.0,7.0
Denton,1014,Straight Party,,,Republican,1.0,3.0,8.0,12.0
Denton,1014,Straight Party,,,Democratic,1.0,13.0,9.0,23.0
Denton,1014,Straight Party,,,Libertarian,0.0,0.0,0.0,0.0
Denton,1014,Straight Party,,,Green,0.0,0.0,1.0,1.0
Denton,1015,Straight Party,,,Republican,120.0,304.0,105.0,529.0
Denton,1015,Straight Party,,,Democratic,26.0,140.0,37.0,203.0
Denton,1015,Straight Party,,,Libertarian,1.0,2.0,4.0,7.0
Denton,1015,Straight Party,,,Green,0.0,3.0,1.0,4.0
Denton,1016,Straight Party,,,Republican,62.0,248.0,169.0,479.0
Denton,1016,Straight Party,,,Democratic,7.0,86.0,56.0,149.0
Denton,1016,Straight Party,,,Libertarian,0.0,4.0,6.0,10.0
Denton,1016,Straight Party,,,Green,0.0,0.0,1.0,1.0
Denton,1017,Straight Party,,,Republican,110.0,369.0,263.0,742.0
Denton,1017,Straight Party,,,Democratic,31.0,163.0,120.0,314.0
Denton,1017,Straight Party,,,Libertarian,0.0,6.0,4.0,10.0
Denton,1017,Straight Party,,,Green,0.0,2.0,4.0,6.0
Denton,1018,Straight Party,,,Republican,80.0,396.0,267.0,743.0
Denton,1018,Straight Party,,,Democratic,33.0,161.0,99.0,293.0
Denton,1018,Straight Party,,,Libertarian,1.0,7.0,6.0,14.0
Denton,1018,Straight Party,,,Green,0.0,3.0,1.0,4.0
Denton,1019,Straight Party,,,Republican,50.0,160.0,108.0,318.0
Denton,1019,Straight Party,,,Democratic,8.0,87.0,70.0,165.0
Denton,1019,Straight Party,,,Libertarian,0.0,2.0,4.0,6.0
Denton,1019,Straight Party,,,Green,3.0,0.0,0.0,3.0
Denton,1020,Straight Party,,,Republican,79.0,424.0,322.0,825.0
Denton,1020,Straight Party,,,Democratic,3.0,99.0,48.0,150.0
Denton,1020,Straight Party,,,Libertarian,1.0,3.0,6.0,10.0
Denton,1020,Straight Party,,,Green,0.0,1.0,1.0,2.0
Denton,1021,Straight Party,,,Republican,33.0,291.0,197.0,521.0
Denton,1021,Straight Party,,,Democratic,11.0,84.0,47.0,142.0
Denton,1021,Straight Party,,,Libertarian,0.0,4.0,7.0,11.0
Denton,1021,Straight Party,,,Green,0.0,1.0,2.0,3.0
Denton,1022,Straight Party,,,Republican,16.0,223.0,194.0,433.0
Denton,1022,Straight Party,,,Democratic,3.0,79.0,61.0,143.0
Denton,1022,Straight Party,,,Libertarian,0.0,1.0,4.0,5.0
Denton,1022,Straight Party,,,Green,0.0,2.0,0.0,2.0
Denton,1023,Straight Party,,,Republican,41.0,301.0,284.0,626.0
Denton,1023,Straight Party,,,Democratic,9.0,95.0,57.0,161.0
Denton,1023,Straight Party,,,Libertarian,0.0,1.0,0.0,1.0
Denton,1023,Straight Party,,,Green,0.0,2.0,1.0,3.0
Denton,1024,Straight Party,,,Republican,29.0,235.0,214.0,478.0
Denton,1024,Straight Party,,,Democratic,1.0,44.0,38.0,83.0
Denton,1024,Straight Party,,,Libertarian,0.0,2.0,2.0,4.0
Denton,1024,Straight Party,,,Green,0.0,1.0,1.0,2.0
Denton,1025,Straight Party,,,Republican,48.0,419.0,309.0,776.0
Denton,1025,Straight Party,,,Democratic,5.0,96.0,56.0,157.0
Denton,1025,Straight Party,,,Libertarian,0.0,6.0,6.0,12.0
Denton,1025,Straight Party,,,Green,0.0,1.0,0.0,1.0
Denton,1026,Straight Party,,,Republican,17.0,164.0,186.0,367.0
Denton,1026,Straight Party,,,Democratic,6.0,118.0,118.0,242.0
Denton,1026,Straight Party,,,Libertarian,0.0,0.0,4.0,4.0
Denton,1026,Straight Party,,,Green,0.0,2.0,2.0,4.0
Denton,1027,Straight Party,,,Republican,2.0,1.0,4.0,7.0
Denton,1027,Straight Party,,,Democratic,0.0,0.0,2.0,2.0
Denton,1027,Straight Party,,,Libertarian,0.0,0.0,0.0,0.0
Denton,1027,Straight Party,,,Green,0.0,0.0,0.0,0.0
Denton,1028,Straight Party,,,Republican,0.0,58.0,54.0,112.0
Denton,1028,Straight Party,,,Democratic,6.0,61.0,31.0,98.0
Denton,1028,Straight Party,,,Libertarian,0.0,1.0,0.0,1.0
Denton,1028,Straight Party,,,Green,0.0,0.0,0.0,0.0
Denton,1029,Straight Party,,,Republican,19.0,400.0,402.0,821.0
Denton,1029,Straight Party,,,Democratic,9.0,153.0,165.0,327.0
Denton,1029,Straight Party,,,Libertarian,0.0,0.0,5.0,5.0
Denton,1029,Straight Party,,,Green,0.0,1.0,1.0,2.0
Denton,1030,Straight Party,,,Republican,15.0,322.0,333.0,670.0
Denton,1030,Straight Party,,,Democratic,6.0,67.0,66.0,139.0
Denton,1030,Straight Party,,,Libertarian,0.0,3.0,3.0,6.0
Denton,1030,Straight Party,,,Green,0.0,0.0,0.0,0.0
Denton,1031,Straight Party,,,Republican,21.0,311.0,332.0,664.0
Denton,1031,Straight Party,,,Democratic,5.0,92.0,90.0,187.0
Denton,1031,Straight Party,,,Libertarian,0.0,3.0,6.0,9.0
Denton,1031,Straight Party,,,Green,0.0,0.0,1.0,1.0
Denton,1032,Straight Party,,,Republican,23.0,430.0,330.0,783.0
Denton,1032,Straight Party,,,Democratic,6.0,121.0,89.0,216.0
Denton,1032,Straight Party,,,Libertarian,0.0,4.0,6.0,10.0
Denton,1032,Straight Party,,,Green,0.0,0.0,0.0,0.0
Denton,1033,Straight Party,,,Republican,7.0,127.0,172.0,306.0
Denton,1033,Straight Party,,,Democratic,0.0,64.0,41.0,105.0
Denton,1033,Straight Party,,,Libertarian,0.0,2.0,0.0,2.0
Denton,1033,Straight Party,,,Green,0.0,0.0,0.0,0.0
Denton,1034,Straight Party,,,Republican,15.0,251.0,244.0,510.0
Denton,1034,Straight Party,,,Democratic,2.0,65.0,55.0,122.0
Denton,1034,Straight Party,,,Libertarian,0.0,4.0,6.0,10.0
Denton,1034,Straight Party,,,Green,0.0,1.0,0.0,1.0
Denton,1035,Straight Party,,,Republican,73.0,499.0,289.0,861.0
Denton,1035,Straight Party,,,Democratic,3.0,75.0,69.0,147.0
Denton,1035,Straight Party,,,Libertarian,0.0,1.0,4.0,5.0
Denton,1035,Straight Party,,,Green,0.0,1.0,0.0,1.0
Denton,1036,Straight Party,,,Republican,161.0,797.0,247.0,1205.0
Denton,1036,Straight Party,,,Democratic,26.0,212.0,63.0,301.0
Denton,1036,Straight Party,,,Libertarian,1.0,4.0,2.0,7.0
Denton,1036,Straight Party,,,Green,0.0,2.0,0.0,2.0
Denton,1037,Straight Party,,,Republican,6.0,48.0,45.0,99.0
Denton,1037,Straight Party,,,Democratic,0.0,6.0,8.0,14.0
Denton,1037,Straight Party,,,Libertarian,0.0,0.0,1.0,1.0
Denton,1037,Straight Party,,,Green,0.0,0.0,0.0,0.0
Denton,1038,Straight Party,,,Republican,2.0,19.0,10.0,31.0
Denton,1038,Straight Party,,,Democratic,0.0,10.0,6.0,16.0
Denton,1038,Straight Party,,,Libertarian,0.0,0.0,0.0,0.0
Denton,1038,Straight Party,,,Green,0.0,0.0,0.0,0.0
Denton,1039,Straight Party,,,Republican,0.0,0.0,0.0,0.0
Denton,1039,Straight Party,,,Democratic,0.0,0.0,0.0,0.0
Denton,1039,Straight Party,,,Libertarian,0.0,0.0,0.0,0.0
Denton,1039,Straight Party,,,Green,0.0,0.0,0.0,0.0
Denton,1040,Straight Party,,,Republican,16.0,226.0,247.0,489.0
Denton,1040,Straight Party,,,Democratic,0.0,47.0,45.0,92.0
Denton,1040,Straight Party,,,Libertarian,0.0,0.0,1.0,1.0
Denton,1040,Straight Party,,,Green,0.0,0.0,0.0,0.0
Denton,2000,Straight Party,,,Republican,9.0,68.0,92.0,169.0
Denton,2000,Straight Party,,,Democratic,5.0,166.0,201.0,372.0
Denton,2000,Straight Party,,,Libertarian,0.0,0.0,4.0,4.0
