county,precinct,office,district,party,candidate,votes,early_voting,election_day
Henderson,1A,Straight Party,,,Over Votes,0,0,0
Henderson,1A,Straight Party,,,Under Votes,189,98,91
Henderson,1A,Registered Voters,,,,1989,,
Henderson,1A,Ballots Cast,,,,502,286,104
Henderson,1A,Straight Party,,REP,Republican Party,265,161,104
Henderson,1A,Straight Party,,,Over Votes,0,0,0
Henderson,1A,Straight Party,,,Under Votes,189,98,91
Henderson,1A,Straight Party,,DEM,Democratic Party,45,25,20
Henderson,1A,Straight Party,,LIB,Libertarian Party,3,2,1
Henderson,1A,Straight Party,,GRN,Green Party,0,0,0
Henderson,1A,U.S. Senate,,REP,John Cornyn,376,215,161
Henderson,1A,U.S. Senate,,,Over Votes,0,0,0
Henderson,1A,U.S. Senate,,,Under Votes,19,11,8
Henderson,1A,U.S. Senate,,DEM,David M. Alameel,86,52,34
Henderson,1A,U.S. Senate,,LIB,Rebecca Paddock,17,7,10
Henderson,1A,U.S. Senate,,GRN,"Emily ""Spicybrown"" Sanchez",4,1,3
Henderson,1A,U.S. Senate,,"",Mohammed Tahiro,0,0,0
Henderson,1A,U.S. House,5,REP,Jeb Hensarling,403,233,170
Henderson,1A,U.S. House,5,,Over Votes,0,0,0
Henderson,1A,U.S. House,5,,Under Votes,60,34,26
Henderson,1A,U.S. House,5,LIB,Ken Ashby,39,19,20
Henderson,1A,Governor,,REP,Greg Abbott,374,220,154
Henderson,1A,Governor,,,Over Votes,0,0,0
Henderson,1A,Governor,,,Under Votes,6,3,3
Henderson,1A,Governor,,DEM,Wendy R. Davis,105,57,48
Henderson,1A,Governor,,LIB,Kathie Glass,14,4,10
Henderson,1A,Governor,,GRN,Brandon Parmer,3,2,1
Henderson,1A,Governor,,"",Sarah M. Pavitt,0,0,0
Henderson,1A,Lieutenant Governor,,REP,Dan Patrick,382,224,158
Henderson,1A,Lieutenant Governor,,,Over Votes,0,0,0
Henderson,1A,Lieutenant Governor,,,Under Votes,9,5,4
Henderson,1A,Lieutenant Governor,,DEM,Leticia Van de Putte,92,49,43
Henderson,1A,Lieutenant Governor,,LIB,Robert D. Butler,18,7,11
Henderson,1A,Lieutenant Governor,,GRN,Chandrakantha Courtney,1,1,0
Henderson,1A,Attorney General,,REP,Ken Paxton,377,222,155
Henderson,1A,Attorney General,,,Over Votes,0,0,0
Henderson,1A,Attorney General,,,Under Votes,12,5,7
Henderson,1A,Attorney General,,DEM,Sam Houston,98,52,46
Henderson,1A,Attorney General,,LIB,Jamie Balagia,13,6,7
Henderson,1A,Attorney General,,GRN,Jamar Osborne,2,1,1
Henderson,1A,Comptroller of Public Accounts,,REP,Glenn Hegar,367,215,152
Henderson,1A,Comptroller of Public Accounts,,,Over Votes,0,0,0
Henderson,1A,Comptroller of Public Accounts,,,Under Votes,19,12,7
Henderson,1A,Comptroller of Public Accounts,,DEM,Mike Collier,96,51,45
Henderson,1A,Comptroller of Public Accounts,,LIB,Ben Sanders,17,5,12
Henderson,1A,Comptroller of Public Accounts,,GRN,Deb Shafto,3,3,0
