county,precinct,office,district,candidate,party,early_voting,election day,votes
Kerr,101,Ballots Cast,,,,,,53
Kerr,101,U.S. Senate,,Kesha Rogers,,6,5,11
Kerr,101,U.S. Senate,,"Michael ""Fjet"" Fjetland",,3,1,4
Kerr,101,U.S. Senate,,Maxey Marie Scherr,,11,5,16
Kerr,101,U.S. Senate,,David M. Alameel,,5,9,14
Kerr,101,U.S. Senate,,Harry Kim,,1,3,4
Kerr,101,U.S. Senate,,Over Votes,,0,0,0
Kerr,101,U.S. Senate,,Under Votes,,2,2,4
Kerr,101,Governor,,Wendy R.Davis,,27,25,52
Kerr,101,Governor,,"Reynaldo ""Ray"" Madrigal",,1,0,1
Kerr,101,Governor,,Over Votes,,0,0,0
Kerr,101,Governor,,Under Votes,,0,0,0
Kerr,101,Lieutenant Governor,,Leticia Van de Putte,,27,21,48
Kerr,101,Lieutenant Governor,,Over Votes,,0,0,0
Kerr,101,Lieutenant Governor,,Under Votes,,1,4,5
Kerr,101,Attorney General,,Sam Houston,,25,21,46
Kerr,101,Attorney General,,Over Votes,,0,0,0
Kerr,101,Attorney General,,Under Votes,,3,4,7
Kerr,101,Comptroller of Public Accounts,,Mike Collier,,26,20,46
Kerr,101,Comptroller of Public Accounts,,Over Votes,,0,0,0
Kerr,101,Comptroller of Public Accounts,,Under Votes,,2,5,7
Kerr,101,Commissioner of the General Land Office,,John Cook,,26,22,48
Kerr,101,Commissioner of the General Land Office,,Over Votes,,0,0,0
Kerr,101,Commissioner of the General Land Office,,Under Votes,,2,3,5
Kerr,101,Ballots Cast,,,,,,53
Kerr,101,Commissioner of Agriculture,,Hugh Asa Fitzsimons III,,7,6,13
Kerr,101,Commissioner of Agriculture,,"Richard ""Kinky"" Friedman",,15,10,25
Kerr,101,Commissioner of Agriculture,,Jim Hogan,,5,5,10
Kerr,101,Commissioner of Agriculture,,Over Votes,,0,0,0
Kerr,101,Commissioner of Agriculture,,Under Votes,,1,4,5
Kerr,101,Railroad Commissioner,,Steve Brown,,11,17,28
Kerr,101,Railroad Commissioner,,Dale Henry,,14,4,18
Kerr,101,Railroad Commissioner,,Over Votes,,0,0,0
Kerr,101,Railroad Commissioner,,Under Votes,,3,4,7
Kerr,101,Ballots Cast,,,,,,53
Kerr,107,Ballots Cast,,,,,,14
Kerr,107,U.S. Senate,,Kesha Rogers,,2,1,3
Kerr,107,U.S. Senate,,"Michael ""Fjet"" Fjetland",,1,0,1
Kerr,107,U.S. Senate,,Maxey Marie Scherr,,5,1,6
Kerr,107,U.S. Senate,,David M. Alameel,,0,2,2
Kerr,107,U.S. Senate,,Harry Kim,,1,0,1
Kerr,107,U.S. Senate,,Over Votes,,0,0,0
Kerr,107,U.S. Senate,,Under Votes,,0,1,1
Kerr,107,Governor,,Wendy R.Davis,,8,4,12
Kerr,107,Governor,,"Reynaldo ""Ray"" Madrigal",,1,1,2
Kerr,107,Governor,,Over Votes,,0,0,0
Kerr,107,Governor,,Under Votes,,0,0,0
Kerr,107,Lieutenant Governor,,Leticia Van de Putte,,9,4,13
Kerr,107,Lieutenant Governor,,Over Votes,,0,0,0
Kerr,107,Lieutenant Governor,,Under Votes,,0,1,1
Kerr,107,Attorney General,,Sam Houston,,8,4,12
Kerr,107,Attorney General,,Over Votes,,0,0,0
Kerr,107,Attorney General,,Under Votes,,1,1,2
Kerr,107,Comptroller of Public Accounts,,Mike Collier,,9,3,12
Kerr,107,Comptroller of Public Accounts,,Over Votes,,0,0,0
Kerr,107,Comptroller of Public Accounts,,Under Votes,,0,2,2
Kerr,107,Commissioner of the General Land Office,,John Cook,,8,4,12
Kerr,107,Commissioner of the General Land Office,,Over Votes,,0,0,0
Kerr,107,Commissioner of the General Land Office,,Under Votes,,1,1,2
Kerr,107,Ballots Cast,,,,,,14
Kerr,107,Commissioner of Agriculture,,Hugh Asa Fitzsimons III,,1,0,1
Kerr,107,Commissioner of Agriculture,,"Richard ""Kinky"" Friedman",,8,5,13
Kerr,107,Commissioner of Agriculture,,Jim Hogan,,0,0,0
Kerr,107,Commissioner of Agriculture,,Over Votes,,0,0,0
Kerr,107,Commissioner of Agriculture,,Under Votes,,0,0,0
Kerr,107,Railroad Commissioner,,Steve Brown,,6,2,8
Kerr,107,Railroad Commissioner,,Dale Henry,,3,0,3
Kerr,107,Railroad Commissioner,,Over Votes,,0,0,0
Kerr,107,Railroad Commissioner,,Under Votes,,0,3,3
