office,district,candidate,incumbent,party,votes,pct
District Judge,256th Judicial District,Total,,,44033,
District Judge,258th Judicial District,Joe D. Roth,FALSE,DEM,1184,100
District Judge,258th Judicial District,Total,,,1184,
District Judge,259th Judicial District,Brooks Hagler,TRUE,DEM,132,100
District Judge,259th Judicial District,Total,,,132,
District Judge,261st Judicial District,Lora Livingston,TRUE,DEM,39642,100
District Judge,261st Judicial District,Total,,,39642,
District Judge,262nd Judicial District,Jules Johnson,FALSE,DEM,40943,100
District Judge,262nd Judicial District,Total,,,40943,
District Judge,263rd Judicial District,Herb Ritchie,FALSE,DEM,40641,100
District Judge,263rd Judicial District,Total,,,40641,
District Judge,265th Judicial District,William R. Barr,FALSE,DEM,6532,11.87
District Judge,265th Judicial District,Jennifer Bennett,FALSE,DEM,37692,68.51
District Judge,265th Judicial District,Anthony Eiland,FALSE,DEM,10796,19.62
District Judge,265th Judicial District,Total,,,55020,
District Judge,269th Judicial District,George H. Arnold,FALSE,DEM,40703,100
District Judge,269th Judicial District,Total,,,40703,
District Judge,270th Judicial District,"James Hippard, Jr.",FALSE,DEM,40326,100
District Judge,270th Judicial District,Total,,,40326,
District Judge,273rd Judicial District,Charles Ramsey Mitchell,TRUE,DEM,897,100
District Judge,273rd Judicial District,Total,,,897,
District Judge,275th Judicial District,Mauro Barreiro,FALSE,DEM,8234,21.87
District Judge,275th Judicial District,"Fidencio Guerra, Jr.",FALSE,DEM,10771,28.61
District Judge,275th Judicial District,Juan R. Partida,TRUE,DEM,18640,49.52
District Judge,275th Judicial District,Total,,,37645,
District Judge,279th Judicial District,Randy Shelton,TRUE,DEM,8509,100
District Judge,279th Judicial District,Total,,,8509,
District Judge,280th Judicial District,Allecia Lindsey Pottinger,FALSE,DEM,17219,39.21
District Judge,280th Judicial District,Barbara J. Stalder,FALSE,DEM,26697,60.79
District Judge,280th Judicial District,Total,,,43916,
District Judge,281st Judicial District,Tanner Garth,FALSE,DEM,40697,100
District Judge,281st Judicial District,Total,,,40697,
District Judge,282nd Judicial District,Andy Chatham,TRUE,DEM,19336,35.5
District Judge,282nd Judicial District,Amber Givens,FALSE,DEM,35126,64.5
District Judge,282nd Judicial District,Total,,,54462,
District Judge,283rd Judicial District,Justin Lord,FALSE,DEM,25075,47.91
District Judge,283rd Judicial District,Rick Magnis,TRUE,DEM,27265,52.09
District Judge,283rd Judicial District,Total,,,52340,
District Judge,285th Judicial District,Raymond A. Villareal,FALSE,DEM,33633,100
District Judge,285th Judicial District,Total,,,33633,
District Judge,287th Judicial District,Gordon Houston,TRUE,DEM,21,100
District Judge,287th Judicial District,Total,,,21,
District Judge,288th Judicial District,James A. Rickerson,FALSE,DEM,32005,100
District Judge,288th Judicial District,Total,,,32005,
District Judge,289th Judicial District,Carmen Kelsey,TRUE,DEM,34661,100
District Judge,289th Judicial District,Total,,,34661,
District Judge,290th Judicial District,Jennifer Pena,FALSE,DEM,34249,100
District Judge,290th Judicial District,Total,,,34249,
District Judge,291st Judicial District,Susan Anderson,FALSE,DEM,21759,40.2
District Judge,291st Judicial District,Stephanie N. Mitchell,FALSE,DEM,32368,59.8
District Judge,291st Judicial District,Total,,,54127,
District Judge,292nd Judicial District,Brandon Birmingham,FALSE,DEM,27256,51.66
District Judge,292nd Judicial District,Larry Mitchell,TRUE,DEM,25502,48.34
District Judge,292nd Judicial District,Total,,,52758,
District Judge,293rd Judicial District,Cynthia L. Mu̱iz,TRUE,DEM,5358,100
District Judge,293rd Judicial District,Total,,,5358,
District Judge,295th Judicial District,Latosha Lewis,FALSE,DEM,41584,100
District Judge,295th Judicial District,Total,,,41584,
District Judge,297th Judicial District,Gwinda Burns,FALSE,DEM,31881,100
District Judge,297th Judicial District,Total,,,31881,
District Judge,298th Judicial District,Emily G. Tobolowsky,TRUE,DEM,42977,100
District Judge,298th Judicial District,Total,,,42977,
District Judge,299th Judicial District,Karen Sage,TRUE,DEM,39587,100
District Judge,299th Judicial District,Total,,,39587,
District Judge,301st Judicial District,Craig Bonham,FALSE,DEM,9816,17.45
District Judge,301st Judicial District,Mary Brown,FALSE,DEM,36121,64.22
District Judge,301st Judicial District,David Hanschen,FALSE,DEM,4888,8.69
District Judge,301st Judicial District,Lawrence J. Praeger,FALSE,DEM,2466,4.38
District Judge,301st Judicial District,George White,FALSE,DEM,2956,5.26
District Judge,301st Judicial District,Total,,,56247,
District Judge,302nd Judicial District,Tena Callahan,TRUE,DEM,43878,100
District Judge,302nd Judicial District,Total,,,43878,
District Judge,303rd Judicial District,Dennise Garcia,TRUE,DEM,44563,100
District Judge,303rd Judicial District,Total,,,44563,
District Judge,304th Judicial District,Andrea Martin,FALSE,DEM,38291,68.97
District Judge,304th Judicial District,"William A. ""Bill"" Mazur, Jr.",TRUE,DEM,17226,31.03
District Judge,304th Judicial District,Total,,,55517,
District Judge,305th Judicial District,Cheryl Lee Shannon,TRUE,DEM,44433,100
District Judge,305th Judicial District,Total,,,44433,
District Judge,308th Judicial District,Jim Evans,FALSE,DEM,29126,66.63
District Judge,308th Judicial District,Bruce Steffler,FALSE,DEM,14588,33.37
District Judge,308th Judicial District,Total,,,43714,
District Judge,309th Judicial District,Kathy Vossler,FALSE,DEM,41098,100
District Judge,309th Judicial District,Total,,,41098,
District Judge,311th Judicial District,Sherri L. Cothrun,FALSE,DEM,41144,100
District Judge,311th Judicial District,Total,,,41144,
District Judge,313th Judicial District,Tracy D. Good,FALSE,DEM,41370,100
District Judge,313th Judicial District,Total,,,41370,
District Judge,314th Judicial District,Natalia Oakes,FALSE,DEM,40351,100
District Judge,314th Judicial District,Total,,,40351,
District Judge,317th Judicial District,Larry Thorne,TRUE,DEM,9179,100
District Judge,317th Judicial District,Total,,,9179,
District Judge,319th Judicial District,Michele VillarrealKuchta,FALSE,DEM,5977,100
District Judge,319th Judicial District,Total,,,5977,
District Judge,327th Judicial District,Linda Chew,TRUE,DEM,22827,100
District Judge,327th Judicial District,Total,,,22827,
District Judge,330th Judicial District,Randall Grubbs,FALSE,DEM,13933,26.34
District Judge,330th Judicial District,Andrea Plumlee,TRUE,DEM,38966,73.66
District Judge,330th Judicial District,Total,,,52899,
District Judge,331st Judicial District,David Crain,TRUE,DEM,39400,100
District Judge,331st Judicial District,Total,,,39400,
District Judge,334th Judicial District Unexpired Term,Daryl Moore,FALSE,DEM,40966,100
District Judge,334th Judicial District Unexpired Term,Total,,,40966,
District Judge,357th Judicial District,Juan A. Magallanes,FALSE,DEM,8175,50.38
District Judge,357th Judicial District,Gloria M. Rincones,FALSE,DEM,8053,49.62
District Judge,357th Judicial District,Total,,,16228,
District Judge,363rd Judicial District,Tracy Holmes,TRUE,DEM,38628,70.8
District Judge,363rd Judicial District,Nigel H. Redmond,FALSE,DEM,15935,29.2
District Judge,363rd Judicial District,Total,,,54563,
District Judge,365th Judicial District,Amado Abascal,TRUE,DEM,5009,100
District Judge,365th Judicial District,Total,,,5009,
District Judge,367th Judicial District,David Heiman,FALSE,DEM,6364,100
District Judge,367th Judicial District,Total,,,6364,
District Judge,370th Judicial District,Noe Gonzalez,TRUE,DEM,25740,100
District Judge,370th Judicial District,Total,,,25740,
District Judge,403rd Judicial District,Brenda P. Kennedy,TRUE,DEM,39849,100
District Judge,403rd Judicial District,Total,,,39849,
District Judge,419th Judicial District,Orlinda Naranjo,TRUE,DEM,38262,100
District Judge,419th Judicial District,Total,,,38262,
District Judge,436th Judicial District,Eddie Bravenec,FALSE,DEM,31318,100
District Judge,436th Judicial District,Total,,,31318,
Criminal District Judge Dallas County,1,Robert Burns,TRUE,DEM,43736,100
Criminal District Judge Dallas County,1,Total,,,43736,
"Criminal District Judge, Dallas County",5,Carter Thompson,TRUE,DEM,43693,100
"Criminal District Judge, Dallas County",5,Total,,,43693,
"Criminal District Judge, Dallas County",6,Jeanine Howard,TRUE,DEM,44099,100
"Criminal District Judge, Dallas County",6,Total,,,44099,
"Criminal District Judge, Dallas County",7,Elizabeth Davis Frizell,FALSE,DEM,43799,100
"Criminal District Judge, Dallas County",7,Total,,,43799,
Criminal District Judge Jefferson County,,"John ""Johnny"" B. Stevens, Jr.",TRUE,DEM,8947,100
Criminal District Judge Jefferson County,,Total,,,8947,
Harris County,Attorney Unexpired Term,Kim Ogg,FALSE,DEM,33629,71.75
Harris County,Attorney Unexpired Term,Lloyd Wayne Oliver,FALSE,DEM,13241,28.25
Harris County,Attorney Unexpired Term,Total,,,46870,
District Attorney,268th Judicial District,Wilvin J. Carter,FALSE,DEM,7144,100
District Attorney,268th Judicial District,Total,,,7144,
Criminal,Attorney Bexar County,Therese M Huntzinger,FALSE,DEM,20366,49.94
Criminal,Attorney Bexar County,"Nicholas ""Nico"" LaHood",FALSE,DEM,20413,50.06
Criminal,Attorney Bexar County,Total,,,40779,
Criminal,Attorney Caldwell County,Richard Banks,FALSE,DEM,730,32.88
Criminal,Attorney Caldwell County,Fred H. Weber,FALSE,DEM,1490,67.12
Criminal,Attorney Caldwell County,Total,,,2220,
Criminal,Attorney Calhoun County,Dan W. Heard,TRUE,DEM,1607,100
Criminal,Attorney Calhoun County,Total,,,1607,
Criminal,Attorney Cass County,Tina M. Richardson,FALSE,DEM,624,100
Criminal,Attorney Cass County,Total,,,624,
Criminal,Attorney Dallas County,Craig Watkins,TRUE,DEM,52219,100
Criminal,Attorney Dallas County,Total,,,52219,
Criminal,Attorney Hidalgo County,Rene Guerra,TRUE,DEM,16480,36.09
Criminal,Attorney Hidalgo County,Ricardo Rodriguez,FALSE,DEM,29180,63.91
Criminal,Attorney Hidalgo County,Total,,,45660,
Criminal,Attorney Jasper County,Steve Hollis,TRUE,DEM,772,100
Criminal,Attorney Jasper County,Total,,,772,
Criminal,Attorney Jefferson County,Bob Wortham,FALSE,DEM,9382,100
Criminal,Attorney Jefferson County,Total,,,9382,
Prop 1 Immigration reform,,IN FAVOR,FALSE,DEM,476761,86.47
Prop 1 Immigration reform,,AGAINST,FALSE,DEM,74605,13.53
Prop 1 Immigration reform,,Total,,,551366,
Prop 2 A living wage for all Texans,,IN FAVOR,FALSE,DEM,499724,89.23
Prop 2 A living wage for all Texans,,AGAINST,FALSE,DEM,60309,10.77
Prop 2 A living wage for all Texans,,Total,,,560033,
Prop 3 Medicaid expansion,,IN FAVOR,FALSE,DEM,497413,89.06
Prop 3 Medicaid expansion,,AGAINST,FALSE,DEM,61116,10.94
Prop 3 Medicaid expansion,,Total,,,558529,
Prop 4 On nondiscrimination legislation,,IN FAVOR,FALSE,DEM,487785,88.13
Prop 4 On nondiscrimination legislation,,AGAINST,FALSE,DEM,65714,11.87
Prop 4 On nondiscrimination legislation,,Total,,,553499,
U.S. Senate,,Curt Cleaver,FALSE,REP,12325,0.94
U.S. Senate,,Ken Cope,FALSE,REP,34409,2.62
U.S. Senate,,John Cornyn,TRUE,REP,781259,59.43
U.S. Senate,,Chris Mapp,FALSE,REP,23535,1.79
U.S. Senate,,Reid Reasor,FALSE,REP,20600,1.57
U.S. Senate,,Steve Stockman,FALSE,REP,251577,19.14
U.S. Senate,,Dwayne Stovall,FALSE,REP,140794,10.71
U.S. Senate,,Linda Vega,FALSE,REP,50057,3.81
U.S. Senate,,Total,,,1314556,
U. S. Representative,1,Louie Gohmert,TRUE,REP,57830,100
U. S. Representative,1,Total,,,57830,
U. S. Representative,2,Ted Poe,TRUE,REP,34863,100
U. S. Representative,2,Total,,,34863,
U. S. Representative,3,Cami Dean,FALSE,REP,2435,6.29
U. S. Representative,3,Sam Johnson,TRUE,REP,31178,80.56
U. S. Representative,3,Josh Loveless,FALSE,REP,2086,5.39
U. S. Representative,3,Harry Pierce,FALSE,REP,3004,7.76
U. S. Representative,3,Total,,,38703,
U. S. Representative,4,Tony Arterburn,FALSE,REP,1252,1.91
U. S. Representative,4,Lou Gigliotti,FALSE,REP,10601,16.13
U. S. Representative,4,Ralph M. Hall,TRUE,REP,29848,45.42
U. S. Representative,4,Brent Lawson,FALSE,REP,2290,3.48
U. S. Representative,4,John Ratcliffe,FALSE,REP,18917,28.78
U. S. Representative,4,John Stacy,FALSE,REP,2812,4.28
U. S. Representative,4,Total,,,65720,
U. S. Representative,5,Jeb Hensarling,TRUE,REP,41634,100
U. S. Representative,5,Total,,,41634,
U. S. Representative,6,Joe Barton,TRUE,REP,32618,72.66
U. S. Representative,6,Frank C. Kuchar,FALSE,REP,12272,27.34
U. S. Representative,6,Total,,,44890,
U. S. Representative,7,John Culberson,TRUE,REP,31065,100
U. S. Representative,7,Total,,,31065,
U. S. Representative,8,Kevin Brady,TRUE,REP,42368,68.27
U. S. Representative,8,Craig McMichael,FALSE,REP,19687,31.73
U. S. Representative,8,Total,,,62055,
U. S. Representative,10,Michael McCaul,TRUE,REP,38406,100
U. S. Representative,10,Total,,,38406,
U. S. Representative,11,Wade Brown,FALSE,REP,19010,26.3
U. S. Representative,11,Mike Conaway,TRUE,REP,53272,73.7
U. S. Representative,11,Total,,,72282,
U. S. Representative,12,Kay Granger,TRUE,REP,39907,100
U. S. Representative,12,Total,,,39907,
U. S. Representative,13,Pam Barlow,FALSE,REP,8723,13.17
U. S. Representative,13,Elaine Hays,FALSE,REP,12330,18.62
U. S. Representative,13,Mac Thornberry,TRUE,REP,45168,68.21
U. S. Representative,13,Total,,,66221,
U. S. Representative,14,Randy Weber,TRUE,REP,34131,100
U. S. Representative,14,Total,,,34131,
U. S. Representative,15,Doug Carlile,FALSE,REP,6407,45.07
U. S. Representative,15,Eddie Zamora,FALSE,REP,7810,54.93
U. S. Representative,15,Total,,,14217,
U. S. Representative,16,Corey Roen,FALSE,REP,6239,100
U. S. Representative,16,Total,,,6239,
U. S. Representative,17,Bill Flores,TRUE,REP,32770,100
U. S. Representative,17,Total,,,32770,
U. S. Representative,18,Sean Seibert,FALSE,REP,6527,100
U. S. Representative,18,Total,,,6527,
U. S. Representative,19,Donald R. May,FALSE,REP,14498,23.56
U. S. Representative,19,Randy Neugebauer,TRUE,REP,39611,64.37
U. S. Representative,19,Chris Winn,FALSE,REP,7429,12.07
U. S. Representative,19,Total,,,61538,
U. S. Representative,21,Matt McCall,FALSE,REP,22681,33.89
U. S. Representative,21,Lamar Smith,TRUE,REP,40441,60.43
U. S. Representative,21,Michael J. Smith,FALSE,REP,3796,5.67
U. S. Representative,21,Total,,,66918,
U. S. Representative,22,Pete Olson,TRUE,REP,33167,100
U. S. Representative,22,Total,,,33167,
U. S. Representative,23,"Francisco ""Quico"" Canseco",FALSE,REP,10332,40.32
U. S. Representative,23,Will Hurd,FALSE,REP,10496,40.96
U. S. Representative,23,Robert Lowry,FALSE,REP,4796,18.72
U. S. Representative,23,Total,,,25624,
U. S. Representative,24,Kenny E. Marchant,TRUE,REP,34265,100
U. S. Representative,24,Total,,,34265,
U. S. Representative,25,Roger Williams,TRUE,REP,43030,100
U. S. Representative,25,Total,,,43030,
U. S. Representative,26,Michael Burgess,TRUE,REP,33909,82.62
U. S. Representative,26,Joel A. Krause,FALSE,REP,6433,15.67
U. S. Representative,26,Divenchy Watrous,FALSE,REP,698,1.7
U. S. Representative,26,Total,,,41040,
U. S. Representative,27,Blake Farenthold,TRUE,REP,31727,100
U. S. Representative,27,Total,,,31727,
U. S. Representative,31,John Carter,TRUE,REP,30011,100
U. S. Representative,31,Total,,,30011,
U. S. Representative,32,Katrina Pierson,FALSE,REP,16574,36.38
U. S. Representative,32,Pete Sessions,TRUE,REP,28981,63.62
U. S. Representative,32,Total,,,45555,
U. S. Representative,34,Larry S. Smith,FALSE,REP,7427,100
U. S. Representative,34,Total,,,7427,
U. S. Representative,35,Susan Narvaiz,FALSE,REP,9717,100
U. S. Representative,35,Total,,,9717,
U. S. Representative,36,John Amdur,FALSE,REP,1470,2.85
U. S. Representative,36,Brian Babin,FALSE,REP,17194,33.37
U. S. Representative,36,Doug Centilli,FALSE,REP,3506,6.8
U. S. Representative,36,Jim Engstrand,FALSE,REP,1288,2.5
U. S. Representative,36,Phil Fitzgerald,FALSE,REP,3388,6.57
U. S. Representative,36,Pat Kasprzak,FALSE,REP,1116,2.17
U. S. Representative,36,John Manlove,FALSE,REP,3556,6.9
U. S. Representative,36,Chuck Meyer,FALSE,REP,1574,3.05
U. S. Representative,36,Kim I. Morrell,FALSE,REP,1444,2.8
U. S. Representative,36,Dave Norman,FALSE,REP,2325,4.51
U. S. Representative,36,Robin Riley,FALSE,REP,2648,5.14
U. S. Representative,36,Ben Streusand,FALSE,REP,12024,23.33
U. S. Representative,36,Total,,,51533,
Governor,,Greg Abbott,FALSE,REP,1224014,91.49
Governor,,Lisa Fritsch,FALSE,REP,59221,4.43
Governor,,SECEDE Kilgore,FALSE,REP,19055,1.42
Governor,,Miriam Martinez,FALSE,REP,35585,2.66
Governor,,Total,,,1337875,
Lieutenant Governor,,David Dewhurst,TRUE,REP,377856,28.33
Lieutenant Governor,,Dan Patrick,FALSE,REP,552692,41.43
Lieutenant Governor,,Jerry Patterson,FALSE,REP,166399,12.47
Lieutenant Governor,,Todd Staples,FALSE,REP,236949,17.76
Lieutenant Governor,,Total,,,1333896,
Attorney General,,Dan Branch,FALSE,REP,428325,33.46
Attorney General,,Ken Paxton,FALSE,REP,569034,44.45
Attorney General,,Barry Smitherman,FALSE,REP,282701,22.08
Attorney General,,Total,,,1280060,
Comptroller of Public Accounts,,Glenn Hegar,FALSE,REP,612269,50
Comptroller of Public Accounts,,Harvey Hilderbran,FALSE,REP,318899,26.04
Comptroller of Public Accounts,,Debra Medina,FALSE,REP,236531,19.31
Comptroller of Public Accounts,,Raul Torres,FALSE,REP,56937,4.65
Comptroller of Public Accounts,,Total,,,1224636,
Commissioner of the General Land Office,,George P. Bush,FALSE,REP,937987,73
Commissioner of the General Land Office,,David Watts,FALSE,REP,346949,27
Commissioner of the General Land Office,,Total,,,1284936,
Commissioner of Agriculture,,J. Allen Carnes,FALSE,REP,148222,12.45
Commissioner of Agriculture,,Joe Cotten,FALSE,REP,174348,14.64
Commissioner of Agriculture,,Tommy Merritt,FALSE,REP,249440,20.95
Commissioner of Agriculture,,Sid Miller,FALSE,REP,411560,34.56
Commissioner of Agriculture,,Eric Opiela,FALSE,REP,207222,17.4
Commissioner of Agriculture,,Total,,,1190792,
Railroad Commissioner,,Becky Berger,FALSE,REP,198672,16.84
Railroad Commissioner,,Malachi Boyuls,FALSE,REP,117511,9.96
Railroad Commissioner,,Wayne Christian,FALSE,REP,503634,42.68
Railroad Commissioner,,Ryan Sitton,FALSE,REP,360125,30.52
Railroad Commissioner,,Total,,,1179942,
"Chief Justice, Supreme Court",,Nathan Hecht,TRUE,REP,710438,60.48
"Chief Justice, Supreme Court",,Robert Talton,FALSE,REP,464200,39.52
"Chief Justice, Supreme Court",,Total,,,1174638,
Justice Supreme Court,6 Unexpired Term,Jeff Brown,TRUE,REP,823446,71.9
Justice Supreme Court,6 Unexpired Term,Joe Pool,FALSE,REP,321789,28.1
Justice Supreme Court,6 Unexpired Term,Total,,,1145235,
Justice Supreme Court,7,Jeff Boyd,TRUE,REP,1001761,100
Justice Supreme Court,7,Total,,,1001761,
Justice Supreme Court,8,Phil Johnson,TRUE,REP,733861,64.02
Justice Supreme Court,8,Sharon McCally,FALSE,REP,412452,35.98
Justice Supreme Court,8,Total,,,1146313,
Judge Court of Criminal Appeals,3,Bert Richardson,FALSE,REP,668618,60.35
Judge Court of Criminal Appeals,3,Barbara Walther,FALSE,REP,439267,39.65
Judge Court of Criminal Appeals,3,Total,,,1107885,
Judge Court of Criminal Appeals,4,Richard Dean Davis,FALSE,REP,307124,27.96
Judge Court of Criminal Appeals,4,Jani Jo Wood,FALSE,REP,190910,17.38
Judge Court of Criminal Appeals,4,Kevin Patrick Yeary,FALSE,REP,600220,54.65
Judge Court of Criminal Appeals,4,Total,,,1098254,
Judge Court of Criminal Appeals,9,"W.C. ""Bud"" Kirkendall",FALSE,REP,523055,47.77
Judge Court of Criminal Appeals,9,David Newell,FALSE,REP,571850,52.23
Judge Court of Criminal Appeals,9,Total,,,1094905,
Member State Board of Education,3,Dave Mundy,FALSE,REP,24575,100
Member State Board of Education,3,Total,,,24575,
Member State Board of Education,4,Dorothy Olmos,FALSE,REP,11315,100
Member State Board of Education,4,Total,,,11315,
Member State Board of Education,7,Rita Ashley,FALSE,REP,40788,44.71
Member State Board of Education,7,David Bradley,TRUE,REP,50434,55.29
Member State Board of Education,7,Total,,,91222,
Member State Board of Education,11,"Patricia ""Pat"" Hardy",TRUE,REP,43113,49.57
Member State Board of Education,11,Eric Mahroum,FALSE,REP,37843,43.51
Member State Board of Education,11,Lady Theresa Thombs,FALSE,REP,6011,6.91
Member State Board of Education,11,Total,,,86967,
Member State Board of Education,12,"Geraldine ""Tincy"" Miller",TRUE,REP,67365,100
Member State Board of Education,12,Total,,,67365,
State Senate,2,Bob Deuell,TRUE,REP,23863,48.49
State Senate,2,Bob Hall,FALSE,REP,19102,38.82
State Senate,2,Mark Thompson,FALSE,REP,6244,12.69
State Senate,2,Total,,,49209,
State Senate,3,Robert Nichols,TRUE,REP,70138,100
State Senate,3,Total,,,70138,
State Senate,5,Charles Schwertner,TRUE,REP,45150,100
State Senate,5,Total,,,45150,
State Senate,7,Paul Bettencourt,FALSE,REP,39461,89.17
State Senate,7,James Wilson,FALSE,REP,4792,10.83
State Senate,7,Total,,,44253,
State Senate,8,Van Taylor,FALSE,REP,31596,100
State Senate,8,Total,,,31596,
State Senate,9,Kelly Hancock,TRUE,REP,27379,100
State Senate,9,Total,,,27379,
State Senate,10,Konni Burton,FALSE,REP,19288,43.23
State Senate,10,Tony Pompa,FALSE,REP,5595,12.54
State Senate,10,Jon Schweitzer,FALSE,REP,1368,3.07
State Senate,10,Mark M. Shelton,FALSE,REP,15689,35.16
State Senate,10,Mark Skinner,FALSE,REP,2677,6
State Senate,10,Total,,,44617,
State Senate,15,Ron Hale,FALSE,REP,13563,100
State Senate,15,Total,,,13563,
State Senate,16,John Carona,TRUE,REP,24509,49.36
State Senate,16,Don Huffines,FALSE,REP,25141,50.64
State Senate,16,Total,,,49650,
State Senate,17,Derek A. Anthony,FALSE,REP,7699,18.91
State Senate,17,Joan Huffman,TRUE,REP,33011,81.09
State Senate,17,Total,,,40710,
State Senate,23,John Lawson,FALSE,REP,6227,100
State Senate,23,Total,,,6227,
State Senate,25,Donna Campbell,TRUE,REP,40867,55.41
State Senate,25,Elisa Chan,FALSE,REP,17916,24.29
State Senate,25,Mike Novak,FALSE,REP,14973,20.3
State Senate,25,Total,,,73756,
State Senate,30,Craig Estes,TRUE,REP,57911,100
State Senate,30,Total,,,57911,
State Senate,31,Mike Canon,FALSE,REP,33252,47.48
State Senate,31,Kel Seliger,TRUE,REP,36777,52.52
State Senate,31,Total,,,70029,
State Representative,1,George Lavender,TRUE,REP,7903,45.66
State Representative,1,Gary VanDeaver,FALSE,REP,9406,54.34
State Representative,1,Total,,,17309,
State Representative,2,Dan Flynn,TRUE,REP,13903,100
State Representative,2,Total,,,13903,
State Representative,3,Cecil Bell Jr.,TRUE,REP,11761,100
State Representative,3,Total,,,11761,
State Representative,4,Lance Gooden,TRUE,REP,8089,48.96
State Representative,4,Stuart Spitzer,FALSE,REP,8434,51.04
State Representative,4,Total,,,16523,
State Representative,5,Bryan Hughes,TRUE,REP,12557,100
State Representative,5,Total,,,12557,
State Representative,6,Skip Ogle,FALSE,REP,6395,38.91
State Representative,6,Matt Schaefer,TRUE,REP,10039,61.09
State Representative,6,Total,,,16434,
State Representative,7,David Simpson,TRUE,REP,10376,100
State Representative,7,Total,,,10376,
State Representative,8,Byron Cook,TRUE,REP,10231,58.62
State Representative,8,Charles E. Morgan,FALSE,REP,1109,6.35
State Representative,8,Bobby Vickery,FALSE,REP,6114,35.03
State Representative,8,Total,,,17454,
State Representative,9,Chris Paddie,TRUE,REP,14702,100
State Representative,9,Total,,,14702,
State Representative,10,Duke Burge,FALSE,REP,1494,10.1
State Representative,10,Jake Ellzey,FALSE,REP,2364,15.99
State Representative,10,T.J. Fabby,FALSE,REP,5631,38.09
State Representative,10,John Wray,FALSE,REP,5296,35.82
State Representative,10,Total,,,14785,
State Representative,11,Travis Clardy,TRUE,REP,13061,83.99
State Representative,11,Tony Sevilla,FALSE,REP,2490,16.01
State Representative,11,Total,,,15551,
State Representative,12,Timothy Delasandro,FALSE,REP,2629,25.97
State Representative,12,Kyle Kacal,TRUE,REP,7493,74.03
State Representative,12,Total,,,10122,
State Representative,13,Lois W. Kolkhorst,TRUE,REP,17224,100
State Representative,13,Total,,,17224,
State Representative,14,John Raney,TRUE,REP,6065,100
State Representative,14,Total,,,6065,
State Representative,15,Mark Keough,FALSE,REP,8292,57.39
State Representative,15,Bruce Tough,FALSE,REP,6157,42.61
State Representative,15,Total,,,14449,
State Representative,16,Duane Ham,FALSE,REP,1039,6.36
State Representative,16,Gary A. Louie,FALSE,REP,625,3.82
State Representative,16,Will Metcalf,FALSE,REP,6840,41.84
State Representative,16,Jason Millsaps,FALSE,REP,327,2
State Representative,16,Ted Seago,FALSE,REP,7129,43.61
State Representative,16,Steve Simonsen,FALSE,REP,387,2.37
State Representative,16,Total,,,16347,
State Representative,17,Tim Kleinschmidt,TRUE,REP,7318,100
State Representative,17,Total,,,7318,
State Representative,18,Terry Holcomb,FALSE,REP,5278,38.17
State Representative,18,John Otto,TRUE,REP,8550,61.83
State Representative,18,Total,,,13828,
State Representative,19,James E. White,TRUE,REP,15135,100
State Representative,19,Total,,,15135,
State Representative,20,Marsha Farney,TRUE,REP,15281,100
State Representative,20,Total,,,15281,
State Representative,21,Judy Nichols,FALSE,REP,5316,40.1
State Representative,21,Dade Phelan,FALSE,REP,7942,59.9
State Representative,21,Total,,,13258,
State Representative,23,Wayne Faircloth,FALSE,REP,6132,66.05
State Representative,23,Bob Senter,FALSE,REP,3152,33.95
State Representative,23,Total,,,9284,
State Representative,24,Greg Bonnen,TRUE,REP,10628,100
State Representative,24,Total,,,10628,
State Representative,25,Dennis Bonnen,TRUE,REP,9901,100
State Representative,25,Total,,,9901,
State Representative,26,"D.F. ""Rick"" Miller",TRUE,REP,8646,100
State Representative,26,Total,,,8646,
State Representative,27,David Hamilton,FALSE,REP,3365,100
State Representative,27,Total,,,3365,
State Representative,28,John Zerwas,TRUE,REP,6536,100
State Representative,28,Total,,,6536,
State Representative,29,Ed Thompson,TRUE,REP,7376,100
State Representative,29,Total,,,7376,
State Representative,30,Geanie W. Morrison,TRUE,REP,11403,100
State Representative,30,Total,,,11403,
State Representative,32,Todd Hunter,TRUE,REP,7211,100
State Representative,32,Total,,,7211,
State Representative,33,Scott Turner,TRUE,REP,9862,100
State Representative,33,Total,,,9862,
State Representative,41,Elijah Israel Casas,FALSE,REP,1808,100
State Representative,41,Total,,,1808,
State Representative,43,J.M. Lozano,TRUE,REP,4597,100
State Representative,43,Total,,,4597,
State Representative,44,John Kuempel,TRUE,REP,13159,100
State Representative,44,Total,,,13159,
State Representative,45,Jason A. Isaac,TRUE,REP,8379,100
State Representative,45,Total,,,8379,
State Representative,47,Paul D. Workman,TRUE,REP,10029,100
State Representative,47,Total,,,10029,
State Representative,50,Mike VanDeWalle,FALSE,REP,4402,100
State Representative,50,Total,,,4402,
State Representative,52,Larry Gonzales,TRUE,REP,5561,100
State Representative,52,Total,,,5561,
State Representative,53,Karen Harris,FALSE,REP,5880,24.06
State Representative,53,Rob Henneke,FALSE,REP,7051,28.85
State Representative,53,Andrew S. Murr,FALSE,REP,10089,41.29
State Representative,53,Tink Nathan,FALSE,REP,343,1.4
State Representative,53,Wayne Ramsay,FALSE,REP,1073,4.39
State Representative,53,Total,,,24436,
State Representative,54,Jimmie Don Aycock,TRUE,REP,6092,100
State Representative,54,Total,,,6092,
State Representative,55,Ralph Sheffield,TRUE,REP,4302,46.27
