county,precinct,office,district,party,candidate,votes,early_voting,election_day,provisional
Tyler,VOTING PRECINCT 1,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,0,,,
Tyler,VOTING PRECINCT 2,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,0,,,
Tyler,VOTING PRECINCT 3,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,0,,,
Tyler,VOTING PRECINCT 4,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,0,,,
Tyler,VOTING PRECINCT 5,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,0,,,
Tyler,VOTING PRECINCT 6,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,0,,,
Tyler,VOTING PRECINCT 7,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,0,,,
Tyler,VOTING PRECINCT 8,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,0,,,
Tyler,VOTING PRECINCT 9,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,0,,,
Tyler,VOTING PRECINCT 10,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,0,,,
Tyler,VOTING PRECINCT 11,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,0,,,
Tyler,VOTING PRECINCT 18,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,0,,,
Tyler,VOTING PRECINCT 13,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,0,,,
Tyler,VOTING PRECINCT 14,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,0,,,
Tyler,VOTING PRECINCT 15,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,0,,,
Tyler,VOTING PRECINCT 16,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,0,,,
Tyler,VOTING PRECINCT 17,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,0,,,
Tyler,VOTING PRECINCT 1,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,297,,,
Tyler,VOTING PRECINCT 2,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,298,,,
Tyler,VOTING PRECINCT 3,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,566,,,
Tyler,VOTING PRECINCT 4,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,435,,,
Tyler,VOTING PRECINCT 5,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,61,,,
Tyler,VOTING PRECINCT 6,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,200,,,
Tyler,VOTING PRECINCT 7,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,233,,,
Tyler,VOTING PRECINCT 8,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,103,,,
Tyler,VOTING PRECINCT 9,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,134,,,
Tyler,VOTING PRECINCT 10,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,549,,,
Tyler,VOTING PRECINCT 11,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,43,,,
