county,precinct,office,district,party,candidate,votes,early_voting,election_day,provisional
Morris,Precinct 101,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,771,,,
Morris,Precinct 102,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,442,,,
Morris,Precinct 103,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,647,,,
Morris,Precinct 202,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1013,,,
Morris,Precinct 203,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1107,,,
Morris,Precinct 302,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1160,,,
Morris,Precinct 303,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1171,,,
Morris,Precinct 401,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,2099,,,
Morris,Precinct 101,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,168,,,
Morris,Precinct 102,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,89,,,
Morris,Precinct 103,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,123,,,
Morris,Precinct 202,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,354,,,
Morris,Precinct 203,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,224,,,
Morris,Precinct 302,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,161,,,
Morris,Precinct 303,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,161,,,
Morris,Precinct 401,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,578,,,
Morris,Precinct 101,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,24,,,
Morris,Precinct 102,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,11,,,
Morris,Precinct 103,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,38,,,
Morris,Precinct 202,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,57,,,
Morris,Precinct 203,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,84,,,
Morris,Precinct 302,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,64,,,
Morris,Precinct 303,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,82,,,
Morris,Precinct 401,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,299,,,
Morris,Precinct 101,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,144,,,
Morris,Precinct 102,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,78,,,
Morris,Precinct 103,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,85,,,
Morris,Precinct 202,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,297,,,
Morris,Precinct 203,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,140,,,
Morris,Precinct 302,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,97,,,
Morris,Precinct 303,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,79,,,
Morris,Precinct 401,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,279,,,
Morris,Precinct 101,United States Senator,,REP,Steve Stockman,8,,,
Morris,Precinct 102,United States Senator,,REP,Steve Stockman,2,,,
Morris,Precinct 103,United States Senator,,REP,Steve Stockman,13,,,
Morris,Precinct 202,United States Senator,,REP,Steve Stockman,9,,,
Morris,Precinct 203,United States Senator,,REP,Steve Stockman,13,,,
Morris,Precinct 302,United States Senator,,REP,Steve Stockman,10,,,
Morris,Precinct 303,United States Senator,,REP,Steve Stockman,14,,,
Morris,Precinct 401,United States Senator,,REP,Steve Stockman,40,,,
Morris,Precinct 101,United States Senator,,REP,Ken Cope,1,,,
Morris,Precinct 102,United States Senator,,REP,Ken Cope,0,,,
Morris,Precinct 103,United States Senator,,REP,Ken Cope,0,,,
Morris,Precinct 202,United States Senator,,REP,Ken Cope,0,,,
Morris,Precinct 203,United States Senator,,REP,Ken Cope,1,,,
Morris,Precinct 302,United States Senator,,REP,Ken Cope,2,,,
Morris,Precinct 303,United States Senator,,REP,Ken Cope,2,,,
Morris,Precinct 401,United States Senator,,REP,Ken Cope,19,,,
Morris,Precinct 101,United States Senator,,REP,Linda Vega,1,,,
Morris,Precinct 102,United States Senator,,REP,Linda Vega,0,,,
Morris,Precinct 103,United States Senator,,REP,Linda Vega,0,,,
Morris,Precinct 202,United States Senator,,REP,Linda Vega,2,,,
Morris,Precinct 203,United States Senator,,REP,Linda Vega,1,,,
Morris,Precinct 302,United States Senator,,REP,Linda Vega,4,,,
Morris,Precinct 303,United States Senator,,REP,Linda Vega,4,,,
Morris,Precinct 401,United States Senator,,REP,Linda Vega,11,,,
Morris,Precinct 101,United States Senator,,REP,Reid Reasor,0,,,
Morris,Precinct 102,United States Senator,,REP,Reid Reasor,0,,,
Morris,Precinct 103,United States Senator,,REP,Reid Reasor,0,,,
Morris,Precinct 202,United States Senator,,REP,Reid Reasor,0,,,
Morris,Precinct 203,United States Senator,,REP,Reid Reasor,1,,,
Morris,Precinct 302,United States Senator,,REP,Reid Reasor,1,,,
Morris,Precinct 303,United States Senator,,REP,Reid Reasor,4,,,
Morris,Precinct 401,United States Senator,,REP,Reid Reasor,3,,,
Morris,Precinct 101,United States Senator,,REP,Curt Cleaver,0,,,
Morris,Precinct 102,United States Senator,,REP,Curt Cleaver,0,,,
Morris,Precinct 103,United States Senator,,REP,Curt Cleaver,1,,,
Morris,Precinct 202,United States Senator,,REP,Curt Cleaver,0,,,
Morris,Precinct 203,United States Senator,,REP,Curt Cleaver,0,,,
Morris,Precinct 302,United States Senator,,REP,Curt Cleaver,0,,,
