county,precinct,office,district,party,candidate,election_day,early_voting,absentee,votes
Rockwall,PRECINCT 1B,STRAIGHT PARTY,,,GREEN PARTY,0.0,0.0,0.0,1.0
Rockwall,PRECINCT 1C,STRAIGHT PARTY,,,REPUBLICAN PARTY,115.0,243.0,129.0,239.0
Rockwall,PRECINCT 1C,STRAIGHT PARTY,,,DEMOCRATIC PARTY,36.0,762.0,11.0,35.0
Rockwall,PRECINCT 1C,STRAIGHT PARTY,,,LIBERTARIAN PARTY,14.0,35.0,10.0,105.0
Rockwall,PRECINCT 1C,STRAIGHT PARTY,,,GREEN PARTY,0.0,1.0,1.0,3.0
Rockwall,PRECINCT 2,STRAIGHT PARTY,,,REPUBLICAN PARTY,189.0,334.0,94.0,197.0
Rockwall,PRECINCT 2,STRAIGHT PARTY,,,DEMOCRATIC PARTY,101.0,915.0,36.0,61.0
Rockwall,PRECINCT 2,STRAIGHT PARTY,,,LIBERTARIAN PARTY,18.0,34.0,17.0,166.0
Rockwall,PRECINCT 2,STRAIGHT PARTY,,,GREEN PARTY,2.0,1.0,0.0,3.0
Rockwall,PRECINCT 2A,STRAIGHT PARTY,,,REPUBLICAN PARTY,159.0,290.0,131.0,197.0
Rockwall,PRECINCT 2A,STRAIGHT PARTY,,,DEMOCRATIC PARTY,82.0,859.0,35.0,63.0
Rockwall,PRECINCT 2A,STRAIGHT PARTY,,,LIBERTARIAN PARTY,31.0,53.0,24.0,206.0
Rockwall,PRECINCT 2A,STRAIGHT PARTY,,,GREEN PARTY,0.0,3.0,2.0,1.0
Rockwall,PRECINCT 2B,STRAIGHT PARTY,,,REPUBLICAN PARTY,43.0,103.0,75.0,110.0
Rockwall,PRECINCT 2B,STRAIGHT PARTY,,,DEMOCRATIC PARTY,22.0,353.0,13.0,63.0
Rockwall,PRECINCT 2B,STRAIGHT PARTY,,,LIBERTARIAN PARTY,14.0,34.0,10.0,134.0
Rockwall,PRECINCT 2B,STRAIGHT PARTY,,,GREEN PARTY,0.0,1.0,0.0,1.0
Rockwall,PRECINCT 2C,STRAIGHT PARTY,,,REPUBLICAN PARTY,203.0,346.0,488.0,22.0
Rockwall,PRECINCT 2C,STRAIGHT PARTY,,,DEMOCRATIC PARTY,39.0,1098.0,29.0,53.0
Rockwall,PRECINCT 2C,STRAIGHT PARTY,,,LIBERTARIAN PARTY,47.0,1.0,11.0,141.0
Rockwall,PRECINCT 2C,STRAIGHT PARTY,,,GREEN PARTY,1.0,2.0,3.0,2.0
Rockwall,PRECINCT 3,STRAIGHT PARTY,,,REPUBLICAN PARTY,11.0,14.0,8.0,17.0
Rockwall,PRECINCT 3,STRAIGHT PARTY,,,DEMOCRATIC PARTY,11.0,61.0,22.0,10.0
Rockwall,PRECINCT 3,STRAIGHT PARTY,,,LIBERTARIAN PARTY,16.0,5.0,18.0,71.0
Rockwall,PRECINCT 3,STRAIGHT PARTY,,,GREEN PARTY,1.0,0.0,0.0,0.0
Rockwall,PRECINCT 3A,STRAIGHT PARTY,,,REPUBLICAN PARTY,21.0,29.0,19.0,69.0
Rockwall,PRECINCT 3A,STRAIGHT PARTY,,,DEMOCRATIC PARTY,13.0,151.0,12.0,37.0
Rockwall,PRECINCT 3A,STRAIGHT PARTY,,,LIBERTARIAN PARTY,14.0,31.0,1.0,95.0
Rockwall,PRECINCT 3A,STRAIGHT PARTY,,,GREEN PARTY,0.0,1.0,0.0,0.0
Rockwall,PRECINCT 3B,STRAIGHT PARTY,,,REPUBLICAN PARTY,38.0,127.0,89.0,142.0
Rockwall,PRECINCT 3B,STRAIGHT PARTY,,,DEMOCRATIC PARTY,12.0,408.0,33.0,82.0
Rockwall,PRECINCT 3B,STRAIGHT PARTY,,,LIBERTARIAN PARTY,25.0,57.0,10.0,207.0
Rockwall,PRECINCT 3B,STRAIGHT PARTY,,,GREEN PARTY,0.0,0.0,2.0,2.0
Rockwall,PRECINCT 3C,STRAIGHT PARTY,,,REPUBLICAN PARTY,90.0,233.0,105.0,179.0
Rockwall,PRECINCT 3C,STRAIGHT PARTY,,,DEMOCRATIC PARTY,44.0,651.0,10.0,12.0
Rockwall,PRECINCT 3C,STRAIGHT PARTY,,,LIBERTARIAN PARTY,12.0,6.0,4.0,44.0
Rockwall,PRECINCT 3C,STRAIGHT PARTY,,,GREEN PARTY,0.0,2.0,0.0,1.0
Rockwall,PRECINCT 3D,STRAIGHT PARTY,,,REPUBLICAN PARTY,144.0,352.0,209.0,314.0
Rockwall,PRECINCT 3D,STRAIGHT PARTY,,,DEMOCRATIC PARTY,52.0,1071.0,22.0,58.0
Rockwall,PRECINCT 3D,STRAIGHT PARTY,,,LIBERTARIAN PARTY,25.0,39.0,10.0,154.0
Rockwall,PRECINCT 3D,STRAIGHT PARTY,,,GREEN PARTY,0.0,0.0,1.0,2.0
Rockwall,PRECINCT 4,STRAIGHT PARTY,,,REPUBLICAN PARTY,90.0,150.0,126.0,97.0
Rockwall,PRECINCT 4,STRAIGHT PARTY,,,DEMOCRATIC PARTY,29.0,492.0,8.0,22.0
Rockwall,PRECINCT 4,STRAIGHT PARTY,,,LIBERTARIAN PARTY,21.0,11.0,14.0,76.0
Rockwall,PRECINCT 4,STRAIGHT PARTY,,,GREEN PARTY,0.0,0.0,1.0,1.0
Rockwall,PRECINCT 4A,STRAIGHT PARTY,,,REPUBLICAN PARTY,107.0,272.0,359.0,209.0
Rockwall,PRECINCT 4A,STRAIGHT PARTY,,,DEMOCRATIC PARTY,34.0,981.0,25.0,85.0
Rockwall,PRECINCT 4A,STRAIGHT PARTY,,,LIBERTARIAN PARTY,60.0,59.0,8.0,237.0
Rockwall,PRECINCT 4A,STRAIGHT PARTY,,,GREEN PARTY,1.0,1.0,4.0,2.0
Rockwall,PRECINCT 4B,STRAIGHT PARTY,,,REPUBLICAN PARTY,45.0,58.0,52.0,71.0
Rockwall,PRECINCT 4B,STRAIGHT PARTY,,,DEMOCRATIC PARTY,8.0,234.0,12.0,8.0
Rockwall,PRECINCT 4B,STRAIGHT PARTY,,,LIBERTARIAN PARTY,11.0,20.0,6.0,57.0
Rockwall,PRECINCT 4B,STRAIGHT PARTY,,,GREEN PARTY,0.0,0.0,0.0,2.0
Rockwall,PRECINCT 4C,STRAIGHT PARTY,,,REPUBLICAN PARTY,49.0,135.0,104.0,159.0
Rockwall,PRECINCT 4C,STRAIGHT PARTY,,,DEMOCRATIC PARTY,14.0,461.0,13.0,42.0
Rockwall,PRECINCT 4C,STRAIGHT PARTY,,,LIBERTARIAN PARTY,19.0,41.0,10.0,125.0
Rockwall,PRECINCT 4C,STRAIGHT PARTY,,,GREEN PARTY,0.0,0.0,0.0,1.0
Rockwall,FEDERAL ONLY,STRAIGHT PARTY,,,REPUBLICAN PARTY,0.0,0.0,0.0,0.0
Rockwall,FEDERAL ONLY,STRAIGHT PARTY,,,DEMOCRATIC PARTY,0.0,0.0,0.0,0.0
Rockwall,FEDERAL ONLY,STRAIGHT PARTY,,,LIBERTARIAN PARTY,0.0,0.0,0.0,0.0
Rockwall,FEDERAL ONLY,STRAIGHT PARTY,,,GREEN PARTY,0.0,0.0,0.0,0.0
Rockwall,Totals:,STRAIGHT PARTY,,,REPUBLICAN PARTY,1665.0,3505.0,2404.0,2726.0
Rockwall,Totals:,STRAIGHT PARTY,,,DEMOCRATIC PARTY,648.0,10948.0,352.0,821.0
Rockwall,Totals:,STRAIGHT PARTY,,,LIBERTARIAN PARTY,383.0,575.0,199.0,2330.0
Rockwall,Totals:,STRAIGHT PARTY,,,GREEN PARTY,5.0,14.0,17.0,25.0
Rockwall,PRECINCT 1,United States Senator,,,John Cornyn,240.0,569.0,228.0,440.0
Rockwall,PRECINCT 1,United States Senator,,,David M. Alameel,74.0,1551.0,62.0,148.0
Rockwall,PRECINCT 1,United States Senator,,,Rebecca Paddock,40.0,76.0,25.0,351.0
Rockwall,PRECINCT 1,United States Senator,,,"Emily ""Spicybrown"" Sanchez",5.0,16.0,9.0,13.0
Rockwall,PRECINCT 1,United States Senator,,,WRITE-IN,3.0,46.0,1.0,4.0
Rockwall,PRECINCT 1A,United States Senator,,,John Cornyn,136.0,261.0,166.0,242.0
Rockwall,PRECINCT 1A,United States Senator,,,David M. Alameel,55.0,860.0,46.0,98.0
Rockwall,PRECINCT 1A,United States Senator,,,Rebecca Paddock,41.0,87.0,18.0,290.0
Rockwall,PRECINCT 1A,United States Senator,,,"Emily ""Spicybrown"" Sanchez",2.0,6.0,8.0,6.0
Rockwall,PRECINCT 1A,United States Senator,,,WRITE-IN,2.0,24.0,3.0,1.0
Rockwall,PRECINCT 1B,United States Senator,,,John Cornyn,194.0,424.0,303.0,362.0
Rockwall,PRECINCT 1B,United States Senator,,,David M. Alameel,69.0,1352.0,33.0,88.0
Rockwall,PRECINCT 1B,United States Senator,,,Rebecca Paddock,40.0,61.0,24.0,246.0
Rockwall,PRECINCT 1B,United States Senator,,,"Emily ""Spicybrown"" Sanchez",8.0,15.0,13.0,11.0
Rockwall,PRECINCT 1B,United States Senator,,,WRITE-IN,0.0,47.0,2.0,0.0
Rockwall,PRECINCT 1C,United States Senator,,,John Cornyn,182.0,362.0,220.0,353.0
Rockwall,PRECINCT 1C,United States Senator,,,David M. Alameel,42.0,1159.0,24.0,60.0
Rockwall,PRECINCT 1C,United States Senator,,,Rebecca Paddock,31.0,57.0,19.0,191.0
Rockwall,PRECINCT 1C,United States Senator,,,"Emily ""Spicybrown"" Sanchez",2.0,6.0,10.0,9.0
Rockwall,PRECINCT 1C,United States Senator,,,WRITE-IN,0.0,27.0,0.0,1.0
Rockwall,PRECINCT 2,United States Senator,,,John Cornyn,270.0,490.0,161.0,298.0
Rockwall,PRECINCT 2,United States Senator,,,David M. Alameel,132.0,1351.0,76.0,99.0
Rockwall,PRECINCT 2,United States Senator,,,Rebecca Paddock,34.0,70.0,33.0,312.0
Rockwall,PRECINCT 2,United States Senator,,,"Emily ""Spicybrown"" Sanchez",6.0,10.0,6.0,17.0
Rockwall,PRECINCT 2,United States Senator,,,WRITE-IN,1.0,40.0,1.0,2.0
Rockwall,PRECINCT 2A,United States Senator,,,John Cornyn,231.0,427.0,222.0,290.0
Rockwall,PRECINCT 2A,United States Senator,,,David M. Alameel,108.0,1278.0,58.0,103.0
Rockwall,PRECINCT 2A,United States Senator,,,Rebecca Paddock,58.0,83.0,27.0,329.0
Rockwall,PRECINCT 2A,United States Senator,,,"Emily ""Spicybrown"" Sanchez",5.0,9.0,10.0,8.0
Rockwall,PRECINCT 2A,United States Senator,,,WRITE-IN,1.0,33.0,1.0,2.0
Rockwall,PRECINCT 2B,United States Senator,,,John Cornyn,59.0,148.0,123.0,162.0
Rockwall,PRECINCT 2B,United States Senator,,,David M. Alameel,25.0,517.0,21.0,80.0
Rockwall,PRECINCT 2B,United States Senator,,,Rebecca Paddock,31.0,47.0,12.0,191.0
Rockwall,PRECINCT 2B,United States Senator,,,"Emily ""Spicybrown"" Sanchez",1.0,4.0,4.0,7.0
Rockwall,PRECINCT 2B,United States Senator,,,WRITE-IN,0.0,16.0,0.0,1.0
Rockwall,PRECINCT 2C,United States Senator,,,John Cornyn,344.0,490.0,761.0,27.0
Rockwall,PRECINCT 2C,United States Senator,,,David M. Alameel,57.0,1679.0,61.0,91.0
Rockwall,PRECINCT 2C,United States Senator,,,Rebecca Paddock,112.0,4.0,16.0,284.0
Rockwall,PRECINCT 2C,United States Senator,,,"Emily ""Spicybrown"" Sanchez",9.0,7.0,27.0,3.0
Rockwall,PRECINCT 2C,United States Senator,,,WRITE-IN,1.0,47.0,2.0,2.0
Rockwall,PRECINCT 3,United States Senator,,,John Cornyn,16.0,21.0,11.0,21.0
Rockwall,PRECINCT 3,United States Senator,,,David M. Alameel,13.0,82.0,25.0,12.0
Rockwall,PRECINCT 3,United States Senator,,,Rebecca Paddock,19.0,10.0,20.0,86.0
Rockwall,PRECINCT 3,United States Senator,,,"Emily ""Spicybrown"" Sanchez",2.0,0.0,1.0,0.0
Rockwall,PRECINCT 3,United States Senator,,,WRITE-IN,0.0,3.0,0.0,0.0
Rockwall,PRECINCT 3A,United States Senator,,,John Cornyn,33.0,42.0,37.0,89.0
Rockwall,PRECINCT 3A,United States Senator,,,David M. Alameel,15.0,216.0,19.0,48.0
Rockwall,PRECINCT 3A,United States Senator,,,Rebecca Paddock,19.0,33.0,3.0,122.0
Rockwall,PRECINCT 3A,United States Senator,,,"Emily ""Spicybrown"" Sanchez",4.0,2.0,6.0,5.0
Rockwall,PRECINCT 3A,United States Senator,,,WRITE-IN,0.0,17.0,0.0,0.0
Rockwall,PRECINCT 3B,United States Senator,,,John Cornyn,67.0,198.0,150.0,190.0
Rockwall,PRECINCT 3B,United States Senator,,,David M. Alameel,16.0,621.0,41.0,115.0
Rockwall,PRECINCT 3B,United States Senator,,,Rebecca Paddock,38.0,83.0,11.0,288.0
Rockwall,PRECINCT 3B,United States Senator,,,"Emily ""Spicybrown"" Sanchez",2.0,2.0,6.0,7.0
Rockwall,PRECINCT 3B,United States Senator,,,WRITE-IN,1.0,18.0,4.0,2.0
Rockwall,PRECINCT 3C,United States Senator,,,John Cornyn,171.0,370.0,169.0,241.0
Rockwall,PRECINCT 3C,United States Senator,,,David M. Alameel,57.0,1008.0,19.0,28.0
Rockwall,PRECINCT 3C,United States Senator,,,Rebecca Paddock,28.0,16.0,5.0,96.0
Rockwall,PRECINCT 3C,United States Senator,,,"Emily ""Spicybrown"" Sanchez",1.0,3.0,6.0,4.0
Rockwall,PRECINCT 3C,United States Senator,,,WRITE-IN,0.0,14.0,0.0,0.0
Rockwall,PRECINCT 3D,United States Senator,,,John Cornyn,213.0,532.0,328.0,439.0
Rockwall,PRECINCT 3D,United States Senator,,,David M. Alameel,68.0,1580.0,39.0,91.0
Rockwall,PRECINCT 3D,United States Senator,,,Rebecca Paddock,45.0,56.0,20.0,251.0
Rockwall,PRECINCT 3D,United States Senator,,,"Emily ""Spicybrown"" Sanchez",10.0,7.0,6.0,15.0
Rockwall,PRECINCT 3D,United States Senator,,,WRITE-IN,0.0,38.0,1.0,2.0
Rockwall,PRECINCT 4,United States Senator,,,John Cornyn,153.0,224.0,174.0,141.0
Rockwall,PRECINCT 4,United States Senator,,,David M. Alameel,53.0,745.0,19.0,31.0
Rockwall,PRECINCT 4,United States Senator,,,Rebecca Paddock,31.0,17.0,15.0,113.0
Rockwall,PRECINCT 4,United States Senator,,,"Emily ""Spicybrown"" Sanchez",5.0,4.0,3.0,5.0
Rockwall,PRECINCT 4,United States Senator,,,WRITE-IN,0.0,17.0,0.0,0.0
Rockwall,PRECINCT 4A,United States Senator,,,John Cornyn,165.0,391.0,520.0,266.0
Rockwall,PRECINCT 4A,United States Senator,,,David M. Alameel,46.0,1388.0,36.0,117.0
Rockwall,PRECINCT 4A,United States Senator,,,Rebecca Paddock,113.0,86.0,14.0,366.0
Rockwall,PRECINCT 4A,United States Senator,,,"Emily ""Spicybrown"" Sanchez",9.0,6.0,31.0,10.0
Rockwall,PRECINCT 4A,United States Senator,,,WRITE-IN,1.0,57.0,0.0,3.0
Rockwall,PRECINCT 4B,United States Senator,,,John Cornyn,75.0,82.0,91.0,106.0
Rockwall,PRECINCT 4B,United States Senator,,,David M. Alameel,13.0,367.0,23.0,9.0
Rockwall,PRECINCT 4B,United States Senator,,,Rebecca Paddock,20.0,22.0,7.0,81.0
Rockwall,PRECINCT 4B,United States Senator,,,"Emily ""Spicybrown"" Sanchez",1.0,0.0,6.0,6.0
Rockwall,PRECINCT 4B,United States Senator,,,WRITE-IN,0.0,13.0,0.0,0.0
Rockwall,PRECINCT 4C,United States Senator,,,John Cornyn,73.0,206.0,167.0,218.0
Rockwall,PRECINCT 4C,United States Senator,,,David M. Alameel,23.0,687.0,20.0,51.0
Rockwall,PRECINCT 4C,United States Senator,,,Rebecca Paddock,34.0,56.0,14.0,175.0
Rockwall,PRECINCT 4C,United States Senator,,,"Emily ""Spicybrown"" Sanchez",4.0,4.0,9.0,7.0
Rockwall,PRECINCT 4C,United States Senator,,,WRITE-IN,0.0,24.0,0.0,0.0
Rockwall,FEDERAL ONLY,United States Senator,,,John Cornyn,0.0,0.0,0.0,0.0
Rockwall,FEDERAL ONLY,United States Senator,,,David M. Alameel,0.0,0.0,0.0,0.0
Rockwall,FEDERAL ONLY,United States Senator,,,Rebecca Paddock,0.0,0.0,0.0,0.0
Rockwall,FEDERAL ONLY,United States Senator,,,"Emily ""Spicybrown"" Sanchez",0.0,0.0,0.0,0.0
Rockwall,FEDERAL ONLY,United States Senator,,,WRITE-IN,0.0,0.0,0.0,0.0
Rockwall,Totals:,United States Senator,,,John Cornyn,2622.0,5237.0,3831.0,3885.0
Rockwall,Totals:,United States Senator,,,David M. Alameel,866.0,16441.0,622.0,1269.0
Rockwall,Totals:,United States Senator,,,Rebecca Paddock,734.0,864.0,283.0,3772.0
Rockwall,Totals:,United States Senator,,,"Emily ""Spicybrown"" Sanchez",76.0,101.0,161.0,133.0
Rockwall,Totals:,United States Senator,,,WRITE-IN,10.0,481.0,15.0,20.0
Rockwall,PRECINCT 1,"US Representative,",4,,John Ratcliffe,234.0,603.0,222.0,455.0
Rockwall,PRECINCT 1A,"US Representative,",4,,John Ratcliffe,136.0,284.0,165.0,265.0
Rockwall,PRECINCT 1B,"US Representative,",4,,John Ratcliffe,189.0,440.0,300.0,364.0
Rockwall,PRECINCT 1C,"US Representative,",4,,John Ratcliffe,168.0,368.0,210.0,368.0
Rockwall,PRECINCT 2,"US Representative,",4,,John Ratcliffe,255.0,498.0,159.0,316.0
Rockwall,PRECINCT 2A,"US Representative,",4,,John Ratcliffe,228.0,437.0,230.0,314.0
Rockwall,PRECINCT 2B,"US Representative,",4,,John Ratcliffe,60.0,158.0,123.0,174.0
Rockwall,PRECINCT 2C,"US Representative,",4,,John Ratcliffe,333.0,507.0,768.0,30.0
Rockwall,PRECINCT 3,"US Representative,",4,,John Ratcliffe,17.0,21.0,14.0,24.0
Rockwall,PRECINCT 3A,"US Representative,",4,,John Ratcliffe,36.0,50.0,43.0,99.0
Rockwall,PRECINCT 3B,"US Representative,",4,,John Ratcliffe,63.0,210.0,152.0,200.0
Rockwall,PRECINCT 3C,"US Representative,",4,,John Ratcliffe,158.0,370.0,168.0,245.0
Rockwall,PRECINCT 3D,"US Representative,",4,,John Ratcliffe,207.0,548.0,324.0,459.0
Rockwall,PRECINCT 4,"US Representative,",4,,John Ratcliffe,145.0,220.0,177.0,145.0
Rockwall,PRECINCT 4A,"US Representative,",4,,John Ratcliffe,159.0,404.0,541.0,289.0
Rockwall,PRECINCT 4B,"US Representative,",4,,John Ratcliffe,71.0,80.0,90.0,111.0
Rockwall,PRECINCT 4C,"US Representative,",4,,John Ratcliffe,70.0,211.0,172.0,235.0
Rockwall,FEDERAL ONLY,"US Representative,",4,,John Ratcliffe,0.0,0.0,0.0,0.0
Rockwall,Totals:,"US Representative,",4,,John Ratcliffe,2529.0,5409.0,3858.0,4093.0
Rockwall,PRECINCT 1,Govenor,,,Greg Abbott,235.0,551.0,225.0,430.0
Rockwall,PRECINCT 1,Govenor,,,Wendy R. Davis,74.0,1515.0,77.0,184.0
Rockwall,PRECINCT 1,Govenor,,,Kathie Glass,55.0,102.0,27.0,445.0
Rockwall,PRECINCT 1,Govenor,,,Brandon Parmer,1.0,5.0,4.0,5.0
Rockwall,PRECINCT 1,Govenor,,,WRITE-IN,2.0,17.0,0.0,2.0
Rockwall,PRECINCT 1A,Govenor,,,Greg Abbott,137.0,251.0,166.0,236.0
Rockwall,PRECINCT 1A,Govenor,,,Wendy R. Davis,55.0,845.0,48.0,113.0
Rockwall,PRECINCT 1A,Govenor,,,Kathie Glass,48.0,103.0,21.0,333.0
Rockwall,PRECINCT 1A,Govenor,,,Brandon Parmer,2.0,3.0,4.0,5.0
Rockwall,PRECINCT 1A,Govenor,,,WRITE-IN,1.0,15.0,0.0,1.0
Rockwall,PRECINCT 1B,Govenor,,,Greg Abbott,196.0,421.0,286.0,349.0
Rockwall,PRECINCT 1B,Govenor,,,Wendy R. Davis,62.0,1314.0,42.0,108.0
Rockwall,PRECINCT 1B,Govenor,,,Kathie Glass,62.0,84.0,28.0,324.0
Rockwall,PRECINCT 1B,Govenor,,,Brandon Parmer,4.0,4.0,10.0,8.0
Rockwall,PRECINCT 1B,Govenor,,,WRITE-IN,3.0,29.0,0.0,2.0
Rockwall,PRECINCT 1C,Govenor,,,Greg Abbott,176.0,350.0,207.0,340.0
Rockwall,PRECINCT 1C,Govenor,,,Wendy R. Davis,40.0,1113.0,30.0,80.0
Rockwall,PRECINCT 1C,Govenor,,,Kathie Glass,54.0,77.0,20.0,261.0
Rockwall,PRECINCT 1C,Govenor,,,Brandon Parmer,2.0,2.0,2.0,8.0
Rockwall,PRECINCT 1C,Govenor,,,WRITE-IN,0.0,14.0,0.0,0.0
Rockwall,PRECINCT 2,Govenor,,,Greg Abbott,253.0,469.0,153.0,287.0
Rockwall,PRECINCT 2,Govenor,,,Wendy R. Davis,125.0,1287.0,96.0,132.0
Rockwall,PRECINCT 2,Govenor,,,Kathie Glass,45.0,91.0,39.0,403.0
Rockwall,PRECINCT 2,Govenor,,,Brandon Parmer,5.0,4.0,1.0,7.0
Rockwall,PRECINCT 2,Govenor,,,WRITE-IN,2.0,19.0,1.0,0.0
Rockwall,PRECINCT 2A,Govenor,,,Greg Abbott,221.0,414.0,208.0,276.0
Rockwall,PRECINCT 2A,Govenor,,,Wendy R. Davis,103.0,1222.0,71.0,121.0
Rockwall,PRECINCT 2A,Govenor,,,Kathie Glass,78.0,105.0,31.0,406.0
Rockwall,PRECINCT 2A,Govenor,,,Brandon Parmer,1.0,5.0,5.0,5.0
Rockwall,PRECINCT 2A,Govenor,,,WRITE-IN,1.0,17.0,0.0,1.0
Rockwall,PRECINCT 2B,Govenor,,,Greg Abbott,59.0,145.0,117.0,155.0
Rockwall,PRECINCT 2B,Govenor,,,Wendy R. Davis,24.0,500.0,22.0,88.0
Rockwall,PRECINCT 2B,Govenor,,,Kathie Glass,42.0,59.0,13.0,224.0
Rockwall,PRECINCT 2B,Govenor,,,Brandon Parmer,0.0,2.0,3.0,5.0
Rockwall,PRECINCT 2B,Govenor,,,WRITE-IN,0.0,10.0,0.0,1.0
Rockwall,PRECINCT 2C,Govenor,,,Greg Abbott,338.0,480.0,747.0,29.0
Rockwall,PRECINCT 2C,Govenor,,,Wendy R. Davis,54.0,1648.0,75.0,113.0
Rockwall,PRECINCT 2C,Govenor,,,Kathie Glass,149.0,4.0,18.0,359.0
Rockwall,PRECINCT 2C,Govenor,,,Brandon Parmer,6.0,2.0,17.0,1.0
Rockwall,PRECINCT 2C,Govenor,,,WRITE-IN,2.0,28.0,0.0,1.0
Rockwall,PRECINCT 3,Govenor,,,Greg Abbott,17.0,19.0,11.0,20.0
Rockwall,PRECINCT 3,Govenor,,,Wendy R. Davis,14.0,81.0,26.0,14.0
Rockwall,PRECINCT 3,Govenor,,,Kathie Glass,19.0,12.0,20.0,91.0
Rockwall,PRECINCT 3,Govenor,,,Brandon Parmer,1.0,0.0,1.0,1.0
Rockwall,PRECINCT 3,Govenor,,,WRITE-IN,0.0,3.0,0.0,1.0
Rockwall,PRECINCT 3A,Govenor,,,Greg Abbott,37.0,44.0,39.0,89.0
Rockwall,PRECINCT 3A,Govenor,,,Wendy R. Davis,16.0,225.0,18.0,49.0
Rockwall,PRECINCT 3A,Govenor,,,Kathie Glass,22.0,38.0,2.0,129.0
Rockwall,PRECINCT 3A,Govenor,,,Brandon Parmer,1.0,2.0,2.0,3.0
Rockwall,PRECINCT 3A,Govenor,,,WRITE-IN,0.0,8.0,0.0,0.0
Rockwall,PRECINCT 3B,Govenor,,,Greg Abbott,65.0,195.0,146.0,183.0
Rockwall,PRECINCT 3B,Govenor,,,Wendy R. Davis,15.0,604.0,49.0,123.0
