county,precinct,office,district,party,candidate,votes,early_votes,election_day,absentee
Bandera,101,U.S. Senate,,REP,CURT CLEAVER,1,0,1,0
Bandera,101,U.S. Senate,,REP,DWAYNE STOVALL,24,10,14,0
Bandera,101,U.S. Senate,,REP,LINDA VEGA,9,3,6,0
Bandera,101,U.S. Senate,,REP,STEVE STOCKMAN,49,34,15,0
Bandera,101,U.S. Senate,,REP,JOHN CORNYN,141,103,38,0
Bandera,101,U.S. Senate,,REP,REID REASOR,8,4,4,0
Bandera,101,U.S. Senate,,REP,Over Votes,0,0,0,0
Bandera,101,U.S. Senate,,REP,Under Votes,9,5,4,0
Bandera,101,Registered Voters,,REP,,1622,,,
Bandera,101,Ballots Cast,,REP,,286,187,99,0
Bandera,101,U.S. Senate,,REP,CHRIS MAPP,10,4,6,0
Bandera,101,U.S. Senate,,REP,Over Votes,0,0,0,0
Bandera,101,U.S. Senate,,REP,Under Votes,9,5,4,0
Bandera,101,U.S. Senate,,REP,KEN COPE,13,10,3,0
Bandera,101,U.S. REPRESENTATIVE,21,REP,LAMAR SMITH,132,91,41,0
Bandera,101,U.S. REPRESENTATIVE,21,REP,MATT MCCALL,116,75,41,0
Bandera,101,U.S. REPRESENTATIVE,21,REP,Over Votes,0,0,0,0
Bandera,101,U.S. REPRESENTATIVE,21,REP,Under Votes,4,2,2,0
Bandera,101,U.S. REPRESENTATIVE,21,REP,MICHAEL J. SMITH,12,5,7,0
Bandera,101,GOVERNOR,,REP,SECEDE KILGORE,4,1,3,0
Bandera,101,GOVERNOR,,REP,Over Votes,0,0,0,0
Bandera,101,GOVERNOR,,REP,Under Votes,8,6,2,0
Bandera,101,GOVERNOR,,REP,LISA FRITSCH,17,10,7,0
Bandera,101,GOVERNOR,,REP,MIRIAM MARTINEZ,10,7,3,0
Bandera,101,GOVERNOR,,REP,GREG ABBOTT,225,149,76,0
Bandera,101,LIEUTENANT GOVERNOR,,REP,DAVID DEWHURST,67,49,18,0
Bandera,101,LIEUTENANT GOVERNOR,,REP,JERRY PATTERSON,40,27,13,0
Bandera,101,LIEUTENANT GOVERNOR,,REP,DAN PATRICK,123,78,45,0
Bandera,101,LIEUTENANT GOVERNOR,,REP,TODD STAPLES,27,15,12,0
Bandera,101,LIEUTENANT GOVERNOR,,REP,Over Votes,0,0,0,0
Bandera,101,LIEUTENANT GOVERNOR,,REP,Under Votes,7,4,3,0
Bandera,101,ATTORNEY GENERAL,,REP,BARRY SMITHERMAN,71,53,18,0
Bandera,101,ATTORNEY GENERAL,,REP,Over Votes,0,0,0,0
Bandera,101,ATTORNEY GENERAL,,REP,Under Votes,9,4,5,0
Bandera,101,ATTORNEY GENERAL,,REP,KEN PAXTON,88,57,31,0
Bandera,101,ATTORNEY GENERAL,,REP,DAN BRANCH,96,59,37,0
Bandera,101,COMPTROLLER OF PUBLIC ACCOUNTS,,REP,GLENN HEGAR,59,40,19,0
Bandera,101,COMPTROLLER OF PUBLIC ACCOUNTS,,REP,DEBRA MEDINA,55,30,25,0
Bandera,101,COMPTROLLER OF PUBLIC ACCOUNTS,,REP,HARVEY HILDERBRAN,131,95,36,0
Bandera,101,COMPTROLLER OF PUBLIC ACCOUNTS,,REP,Over Votes,0,0,0,0
Bandera,101,COMPTROLLER OF PUBLIC ACCOUNTS,,REP,Under Votes,7,2,5,0
Bandera,101,COMPTROLLER OF PUBLIC ACCOUNTS,,REP,RAUL TORRES,12,6,6,0
Bandera,101,COMMISSIONER OF THE GENERAL LAND OFFICE,,REP,DAVID WATTS,73,42,31,0
Bandera,101,COMMISSIONER OF THE GENERAL LAND OFFICE,,REP,GEORGE P. BUSH,178,123,55,0
Bandera,101,COMMISSIONER OF THE GENERAL LAND OFFICE,,REP,Over Votes,0,0,0,0
Bandera,101,COMMISSIONER OF THE GENERAL LAND OFFICE,,REP,Under Votes,13,8,5,0
Bandera,101,COMMISSIONER OF AGRICULTURE,,REP,J. ALLEN CARNES,36,30,6,0
Bandera,101,COMMISSIONER OF AGRICULTURE,,REP,TOMMY MERRITT,53,37,16,0
Bandera,101,COMMISSIONER OF AGRICULTURE,,REP,SID MILLER,73,53,20,0
Bandera,101,COMMISSIONER OF AGRICULTURE,,REP,JOE COTTEN,24,17,7,0
Bandera,101,COMMISSIONER OF AGRICULTURE,,REP,Over Votes,0,0,0,0
Bandera,101,COMMISSIONER OF AGRICULTURE,,REP,Under Votes,23,12,11,0
Bandera,101,COMMISSIONER OF AGRICULTURE,,REP,ERIC OPIELA,55,24,31,0
Bandera,101,RAILROAD COMMISSIONER,,REP,RYAN SITTON,71,53,18,0
Bandera,101,RAILROAD COMMISSIONER,,REP,BECKY BERGER,61,36,25,0
Bandera,101,RAILROAD COMMISSIONER,,REP,WAYNE CHRISTIAN,92,57,35,0
Bandera,101,RAILROAD COMMISSIONER,,REP,Over Votes,0,0,0,0
Bandera,101,RAILROAD COMMISSIONER,,REP,Under Votes,23,14,9,0
Bandera,101,RAILROAD COMMISSIONER,,REP,MALACHI BOYULS,17,13,4,0
Bandera,101,"CHIEF JUSTICE, SUPREME COURT",,REP,NATHAN HECHT,154,107,47,0
Bandera,101,"CHIEF JUSTICE, SUPREME COURT",,REP,Over Votes,0,0,0,0
Bandera,101,"CHIEF JUSTICE, SUPREME COURT",,REP,Under Votes,24,12,12,0
Bandera,101,"CHIEF JUSTICE, SUPREME COURT",,REP,ROBERT TALTON,86,54,32,0
Bandera,101,"JUSTICE, SUPREME COURT, PLACE 6, UNEXPIRED TERM",,REP,JEFF BROWN,183,126,57,0
Bandera,101,"JUSTICE, SUPREME COURT, PLACE 6, UNEXPIRED TERM",,REP,Over Votes,0,0,0,0
Bandera,101,"JUSTICE, SUPREME COURT, PLACE 6, UNEXPIRED TERM",,REP,Under Votes,34,15,19,0
