office,district,candidate,incumbent,party,votes,pct
U.S. Senate,,John Cornyn,True,REP,2861531,61.56
U.S. Senate,,David M. Alameel,False,DEM,1597387,34.36
U.S. Senate,,Rebecca Paddock,False,LIB,133751,2.88
U.S. Senate,,"Emily ""Spicybrown"" Sanchez",False,GRN,54701,1.18
U.S. Senate,,Mohammed Tahiro,False,WI,988,0.02
U.S. Senate,,Total,,,4648358,
U. S. Representative,1,Louie Gohmert,True,REP,115084,77.47
U. S. Representative,1,Shirley J. McKellar,False,DEM,33476,22.53
U. S. Representative,1,Total,,,148560,
U. S. Representative,2,Ted Poe,True,REP,101936,67.95
U. S. Representative,2,Niko Letsos,False,DEM,44462,29.64
U. S. Representative,2,James B. Veasaw,False,LIB,2316,1.54
U. S. Representative,2,Mark Roberts,False,GRN,1312,0.87
U. S. Representative,2,Total,,,150026,
U. S. Representative,3,Sam Johnson,True,REP,113404,82.01
U. S. Representative,3,Paul Blair,False,GRN,24876,17.99
U. S. Representative,3,Total,,,138280,
U. S. Representative,4,John Ratcliffe,False,REP,115085,100.00
U. S. Representative,4,Total,,,115085,
U. S. Representative,5,Jeb Hensarling,True,REP,88998,85.36
U. S. Representative,5,Ken Ashby,False,LIB,15264,14.64
U. S. Representative,5,Total,,,104262,
U. S. Representative,6,Joe Barton,True,REP,92334,61.15
U. S. Representative,6,David E. Cozad,False,DEM,55027,36.44
U. S. Representative,6,Hugh Chauvin,False,LIB,3635,2.41
U. S. Representative,6,Total,,,150996,
U. S. Representative,7,John Culberson,True,REP,90606,63.26
U. S. Representative,7,James Cargas,False,DEM,49478,34.55
U. S. Representative,7,Gerald Fowler,False,LIB,3135,2.19
U. S. Representative,7,Total,,,143219,
U. S. Representative,8,Kevin Brady,True,REP,125066,89.32
U. S. Representative,8,Ken Petty,False,LIB,14947,10.68
U. S. Representative,8,Total,,,140013,
U. S. Representative,9,Al Green,True,DEM,78109,90.82
U. S. Representative,9,Johnny Johnson,False,LIB,7894,9.18
U. S. Representative,9,Total,,,86003,
U. S. Representative,10,Michael McCaul,True,REP,109726,62.18
U. S. Representative,10,Tawana WalterCadien,False,DEM,60243,34.14
U. S. Representative,10,Bill Kelsey,False,LIB,6491,3.68
U. S. Representative,10,Total,,,176460,
U. S. Representative,11,Mike Conaway,True,REP,107939,90.27
U. S. Representative,11,Ryan T. Lange,False,LIB,11635,9.73
U. S. Representative,11,Total,,,119574,
U. S. Representative,12,Kay Granger,True,REP,113186,71.31
U. S. Representative,12,Mark Greene,False,DEM,41757,26.31
U. S. Representative,12,Ed Colliver,False,LIB,3787,2.39
U. S. Representative,12,Total,,,158730,
U. S. Representative,13,Mac Thornberry,True,REP,110842,84.32
U. S. Representative,13,Mike Minter,False,DEM,16822,12.80
U. S. Representative,13,Emily Pivoda,False,LIB,2863,2.18
U. S. Representative,13,Don Cook,False,GRN,924,0.70
U. S. Representative,13,Total,,,131451,
U. S. Representative,14,Randy Weber,True,REP,90116,61.85
U. S. Representative,14,Donald G. Brown,False,DEM,52545,36.06
U. S. Representative,14,John Wieder,False,LIB,3037,2.08
U. S. Representative,14,Total,,,145698,
U. S. Representative,15,Eddie Zamora,False,REP,39016,43.26
U. S. Representative,15,Rubén Hinojosa,True,DEM,48708,54.01
U. S. Representative,15,Johnny Partain,False,LIB,2460,2.73
U. S. Representative,15,Total,,,90184,
U. S. Representative,16,Corey Roen,False,REP,21324,29.17
U. S. Representative,16,Beto O'Rourke,True,DEM,49338,67.49
U. S. Representative,16,Jaime O. Perez,False,LIB,2443,3.34
U. S. Representative,16,Total,,,73105,
U. S. Representative,17,Bill Flores,True,REP,85807,64.58
U. S. Representative,17,Nick Haynes,False,DEM,43049,32.40
U. S. Representative,17,Shawn Michael Hamilton,False,LIB,4009,3.02
U. S. Representative,17,Total,,,132865,
U. S. Representative,18,Sean Seibert,False,REP,26249,24.76
U. S. Representative,18,Sheila Jackson Lee,True,DEM,76097,71.78
U. S. Representative,18,Remington Alessi,False,GRN,1302,1.23
U. S. Representative,18,Vince Duncan,False,IND,2362,2.23
U. S. Representative,18,Total,,,106010,
U. S. Representative,19,Randy Neugebauer,True,REP,90160,77.18
U. S. Representative,19,Neal Marchbanks,False,DEM,21458,18.37
U. S. Representative,19,Richard (Chip) Peterson,False,LIB,5146,4.41
U. S. Representative,19,Donald L. Vance,False,WI,54,0.05
U. S. Representative,19,Total,,,116818,
U. S. Representative,20,Joaquin Castro,True,DEM,66554,75.66
U. S. Representative,20,Jeffrey C. Blunt,False,LIB,21410,24.34
U. S. Representative,20,Total,,,87964,
U. S. Representative,21,Lamar Smith,True,REP,135660,71.78
U. S. Representative,21,Ryan Shields,False,LIB,25505,13.49
U. S. Representative,21,Antonio Diaz,False,GRN,27831,14.73
U. S. Representative,21,Total,,,188996,
U. S. Representative,22,Pete Olson,True,REP,100861,66.55
U. S. Representative,22,Frank Briscoe,False,DEM,47844,31.57
U. S. Representative,22,Rob Lapham,False,LIB,2861,1.89
U. S. Representative,22,Total,,,151566,
U. S. Representative,23,Will Hurd,False,REP,57459,49.78
U. S. Representative,23,Pete P. Gallego,True,DEM,55037,47.68
U. S. Representative,23,Ruben Corvalan,False,LIB,2933,2.54
U. S. Representative,23,Total,,,115429,
U. S. Representative,24,Kenny E. Marchant,True,REP,93712,65.04
U. S. Representative,24,Patrick McGehearty,False,DEM,46548,32.31
U. S. Representative,24,Mike Kolls,False,LIB,3813,2.65
U. S. Representative,24,Total,,,144073,
U. S. Representative,25,Roger Williams,True,REP,107120,60.22
U. S. Representative,25,Marco Montoya,False,DEM,64463,36.24
U. S. Representative,25,John Betz,False,LIB,6300,3.54
U. S. Representative,25,Total,,,177883,
U. S. Representative,26,Michael Burgess,True,REP,116944,82.66
U. S. Representative,26,Mark Boler,False,LIB,24526,17.34
U. S. Representative,26,Total,,,141470,
U. S. Representative,27,Blake Farenthold,True,REP,83342,63.60
U. S. Representative,27,Wesley Reed,False,DEM,44152,33.69
U. S. Representative,27,Roxanne Simonson,False,LIB,3553,2.71
U. S. Representative,27,Total,,,131047,
U. S. Representative,28,Henry Cuellar,True,DEM,62508,82.10
U. S. Representative,28,William Aikens,False,LIB,10153,13.34
U. S. Representative,28,Michael D. Cary,False,GRN,3475,4.56
U. S. Representative,28,Total,,,76136,
U. S. Representative,29,Gene Green,True,DEM,41321,89.55
U. S. Representative,29,James Stanczak,False,LIB,4822,10.45
U. S. Representative,29,Total,,,46143,
U. S. Representative,30,Eddie Bernice Johnson,True,DEM,93041,87.95
U. S. Representative,30,Max W. Koch III,False,LIB,7154,6.76
U. S. Representative,30,Eric LeMonte Williams,False,IND,5598,5.29
U. S. Representative,30,Total,,,105793,
U. S. Representative,31,John Carter,True,REP,91607,64.05
U. S. Representative,31,Louie Minor,False,DEM,45715,31.96
U. S. Representative,31,Scott J. Ballard,False,LIB,5706,3.99
U. S. Representative,31,Total,,,143028,
U. S. Representative,32,Pete Sessions,True,REP,96495,61.82
U. S. Representative,32,Frank Perez,False,DEM,55325,35.44
U. S. Representative,32,Ed Rankin,False,LIB,4276,2.74
U. S. Representative,32,Total,,,156096,
U. S. Representative,33,Marc Veasey,True,DEM,43769,86.51
U. S. Representative,33,Jason Reeves,False,LIB,6823,13.49
U. S. Representative,33,Total,,,50592,
U. S. Representative,34,Larry S. Smith,False,REP,30811,38.57
U. S. Representative,34,Filemon B Vela,True,DEM,47503,59.47
U. S. Representative,34,Ryan Rowley,False,LIB,1563,1.96
U. S. Representative,34,Total,,,79877,
U. S. Representative,35,Susan Narvaiz,False,REP,32040,33.30
U. S. Representative,35,Lloyd Doggett,True,DEM,60124,62.48
U. S. Representative,35,Cory W. Bruner,False,LIB,2767,2.88
U. S. Representative,35,Kat Swift,False,GRN,1294,1.34
U. S. Representative,35,Total,,,96225,
U. S. Representative,36,Brian Babin,False,REP,101663,75.96
U. S. Representative,36,Michael K. Cole,False,DEM,29543,22.07
U. S. Representative,36,Rodney Veach,False,LIB,1951,1.46
U. S. Representative,36,"Hal J. Ridley, Jr",False,GRN,685,0.51
U. S. Representative,36,Total,,,133842,
Governor,,Greg Abbott,False,REP,2796547,59.27
Governor,,Wendy R. Davis,False,DEM,1835596,38.90
Governor,,Kathie Glass,False,LIB,66543,1.41
Governor,,Brandon Parmer,False,GRN,18520,0.39
Governor,,Sarah M. Pavitt,False,WI,1062,0.02
Governor,,Total,,,4718268,
Lieutenant Governor,,Dan Patrick,False,REP,2724493,58.14
Lieutenant Governor,,Leticia Van de Putte,False,DEM,1813974,38.71
Lieutenant Governor,,Robert D. Butler,False,LIB,119833,2.56
Lieutenant Governor,,Chandrakantha Courtney,False,GRN,27719,0.59
Lieutenant Governor,,Total,,,4686019,
Attorney General,,Ken Paxton,False,REP,2743473,58.82
Attorney General,,Sam Houston,False,DEM,1773250,38.02
Attorney General,,Jamie Balagia,False,LIB,118197,2.53
Attorney General,,Jamar Osborne,False,GRN,29591,0.63
Attorney General,,Total,,,4664511,
Comptroller of Public Accounts,,Glenn Hegar,False,REP,2698682,58.38
Comptroller of Public Accounts,,Mike Collier,False,DEM,1742250,37.69
Comptroller of Public Accounts,,Ben Sanders,False,LIB,136884,2.96
Comptroller of Public Accounts,,Deb Shafto,False,GRN,44985,0.97
Comptroller of Public Accounts,,Total,,,4622801,
Commissioner of the General Land Office,,George P. Bush,False,REP,2827584,60.68
Commissioner of the General Land Office,,John Cook,False,DEM,1645828,35.32
Commissioner of the General Land Office,,Justin Knight,False,LIB,126422,2.71
Commissioner of the General Land Office,,Valerie Alessi,False,GRN,60116,1.29
Commissioner of the General Land Office,,Total,,,4659950,
Commissioner of Agriculture,,Sid Miller,False,REP,2699508,58.60
Commissioner of Agriculture,,Jim Hogan,False,DEM,1697227,36.84
Commissioner of Agriculture,,David (Rocky) Palmquist,False,LIB,132518,2.88
