county,precinct,office,district,party,candidate,votes,early_votes,election_day,absentee
Wise,1,U.S. Senate,,REP,JOHN CORNYN,154,86,68,0
Wise,1,U.S. Senate,,REP,Over Votes,0,0,0,0
Wise,1,U.S. Senate,,REP,Under Votes,21,12,9,0
Wise,1,U.S. Senate,,REP,REID REASOR,6,4,2,0
Wise,1,U.S. Senate,,REP,STEVE STOCKMAN,56,28,28,0
Wise,1,U.S. Senate,,REP,CURT CLEAVER,2,1,1,0
Wise,1,U.S. Senate,,REP,LINDA VEGA,13,6,7,0
Wise,1,U.S. Senate,,REP,KEN COPE,3,0,3,0
Wise,1,U.S. Senate,,REP,DWAYNE STOVALL,32,19,13,0
Wise,1,U.S. Senate,,REP,CHRIS MAPP,3,1,2,0
Wise,1,"U.S. REPRESENTATIVE, DISTRICT 13",,REP,ELAINE HAYS,53,35,18,0
Wise,1,"U.S. REPRESENTATIVE, DISTRICT 13",,REP,Over Votes,0,0,0,0
Wise,1,"U.S. REPRESENTATIVE, DISTRICT 13",,REP,Under Votes,45,26,19,0
Wise,1,"U.S. REPRESENTATIVE, DISTRICT 13",,REP,PAM BARLOW,73,28,45,0
Wise,1,"U.S. REPRESENTATIVE, DISTRICT 13",,REP,MAC THORNBERRY,119,68,51,0
Wise,1,GOVERNOR,,REP,MIRIAM MARTINEZ,10,7,3,0
Wise,1,GOVERNOR,,REP,Over Votes,0,0,0,0
Wise,1,GOVERNOR,,REP,Under Votes,20,10,10,0
Wise,1,GOVERNOR,,REP,GREG ABBOTT,241,131,110,0
Wise,1,GOVERNOR,,REP,LISA FRITSCH,14,6,8,0
Wise,1,GOVERNOR,,REP,SECEDE KILGORE,5,3,2,0
Wise,1,LIEUTENANT GOVERNOR,,REP,DAN PATRICK,131,66,65,0
Wise,1,LIEUTENANT GOVERNOR,,REP,Over Votes,1,1,0,0
Wise,1,LIEUTENANT GOVERNOR,,REP,Under Votes,20,10,10,0
Wise,1,LIEUTENANT GOVERNOR,,REP,JERRY PATTERSON,20,10,10,0
Wise,1,LIEUTENANT GOVERNOR,,REP,TODD STAPLES,62,36,26,0
Wise,1,LIEUTENANT GOVERNOR,,REP,DAVID DEWHURST,56,34,22,0
Wise,1,ATTORNEY GENERAL,,REP,DAN BRANCH,102,65,37,0
Wise,1,ATTORNEY GENERAL,,REP,Over Votes,0,0,0,0
Wise,1,ATTORNEY GENERAL,,REP,Under Votes,31,17,14,0
Wise,1,ATTORNEY GENERAL,,REP,KEN PAXTON,130,60,70,0
Wise,1,ATTORNEY GENERAL,,REP,BARRY SMITHERMAN,27,15,12,0
Wise,1,COMPTROLLER OF PUBLIC ACCOUNTS,,REP,RAUL TORRES,22,12,10,0
Wise,1,COMPTROLLER OF PUBLIC ACCOUNTS,,REP,Over Votes,0,0,0,0
Wise,1,COMPTROLLER OF PUBLIC ACCOUNTS,,REP,Under Votes,53,27,26,0
Wise,1,COMPTROLLER OF PUBLIC ACCOUNTS,,REP,GLEN HEGAR,120,63,57,0
Wise,1,COMPTROLLER OF PUBLIC ACCOUNTS,,REP,HARVEY HILDERBRAN,39,23,16,0
Wise,1,COMPTROLLER OF PUBLIC ACCOUNTS,,REP,DEBRA MEDINA,56,32,24,0
Wise,1,COMMISSIONER OF THE GENERAL LAND OFFICE,,REP,DAVID WATTS,102,45,57,0
Wise,1,COMMISSIONER OF THE GENERAL LAND OFFICE,,REP,Over Votes,0,0,0,0
Wise,1,COMMISSIONER OF THE GENERAL LAND OFFICE,,REP,Under Votes,30,16,14,0
Wise,1,COMMISSIONER OF THE GENERAL LAND OFFICE,,REP,GEORGE P. BUSH,158,96,62,0
Wise,1,COMMISSIONER OF AGRICULTURE,,REP,J. ALLEN CARNES,36,25,11,0
Wise,1,COMMISSIONER OF AGRICULTURE,,REP,Over Votes,0,0,0,0
Wise,1,COMMISSIONER OF AGRICULTURE,,REP,Under Votes,43,24,19,0
Wise,1,COMMISSIONER OF AGRICULTURE,,REP,TOMMY MERRITT,38,22,16,0
Wise,1,COMMISSIONER OF AGRICULTURE,,REP,SID MILLER,95,47,48,0
Wise,1,COMMISSIONER OF AGRICULTURE,,REP,ERIC OPIELA,50,25,25,0
Wise,1,COMMISSIONER OF AGRICULTURE,,REP,JOE COTTEN,28,14,14,0
Wise,1,RAILROAD COMMISSIONER,,REP,WAYNE CHRISTIAN,119,61,58,0
Wise,1,RAILROAD COMMISSIONER,,REP,Over Votes,0,0,0,0
Wise,1,RAILROAD COMMISSIONER,,REP,Under Votes,50,28,22,0
Wise,1,RAILROAD COMMISSIONER,,REP,RYAN SITTON,62,40,22,0
Wise,1,RAILROAD COMMISSIONER,,REP,MALACHI BOYULS,18,10,8,0
Wise,1,RAILROAD COMMISSIONER,,REP,BECKY BERGER,41,18,23,0
Wise,1,"CHIEF JUSTICE, SUPREME COURT",,REP,NATHAN HECHT,156,77,79,0
Wise,1,"CHIEF JUSTICE, SUPREME COURT",,REP,Over Votes,0,0,0,0
Wise,1,"CHIEF JUSTICE, SUPREME COURT",,REP,Under Votes,59,35,24,0
Wise,1,"CHIEF JUSTICE, SUPREME COURT",,REP,ROBERT TALTON,75,45,30,0
Wise,1,"JUSTICE, SUPREME COURT, PLACE 6, UNEXPIRED TERM",,REP,JEFF BROWN,174,90,84,0
Wise,1,"JUSTICE, SUPREME COURT, PLACE 6, UNEXPIRED TERM",,REP,Over Votes,0,0,0,0
Wise,1,"JUSTICE, SUPREME COURT, PLACE 6, UNEXPIRED TERM",,REP,Under Votes,60,36,24,0
Wise,1,"JUSTICE, SUPREME COURT, PLACE 6, UNEXPIRED TERM",,REP,JOE POOL,56,31,25,0
Wise,1,"JUSTICE, SUPREME COURT, PLACE 7",,REP,JEFF BOYD,208,106,102,0
Wise,1,"JUSTICE, SUPREME COURT, PLACE 7",,REP,Over Votes,0,0,0,0
Wise,1,"JUSTICE, SUPREME COURT, PLACE 7",,REP,Under Votes,82,51,31,0
Wise,1,"JUSTICE, SUPREME COURT, PLACE 8",,REP,SHARON MCCALLY,84,47,37,0
Wise,1,"JUSTICE, SUPREME COURT, PLACE 8",,REP,Over Votes,0,0,0,0
Wise,1,"JUSTICE, SUPREME COURT, PLACE 8",,REP,Under Votes,60,36,24,0
Wise,1,"JUSTICE, SUPREME COURT, PLACE 8",,REP,PHIL JOHNSON,146,74,72,0
Wise,1,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 3",,REP,BERT RICHARDSON,148,83,65,0
Wise,1,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 3",,REP,Over Votes,0,0,0,0
Wise,1,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 3",,REP,Under Votes,69,42,27,0
Wise,1,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 3",,REP,BARBARA WALTHER,73,32,41,0
Wise,1,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 4",,REP,JANI JO WOOD,49,29,20,0
Wise,1,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 4",,REP,Over Votes,0,0,0,0
Wise,1,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 4",,REP,Under Votes,76,47,29,0
Wise,1,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 4",,REP,RICHARD DEAN DAVIS,78,42,36,0
Wise,1,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 4",,REP,KEVIN PATRICK YEARY,87,39,48,0
Wise,1,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 9",,REP,"W.C. ""BUD"" KIRKENDALL",114,62,52,0
Wise,1,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 9",,REP,Over Votes,0,0,0,0
Wise,1,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 9",,REP,Under Votes,83,49,34,0
Wise,1,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 9",,REP,DAVID NEWELL,93,46,47,0
Wise,1,"STATE SENATOR, DISTRICT 30",,REP,CRAIG ESTES,219,117,102,0
Wise,1,"STATE SENATOR, DISTRICT 30",,REP,Over Votes,0,0,0,0
Wise,1,"STATE SENATOR, DISTRICT 30",,REP,Under Votes,71,40,31,0
Wise,1,"STATE REPRESENTATIVE, DISTRICT 61",,REP,PHIL KING,230,118,112,0
Wise,1,"STATE REPRESENTATIVE, DISTRICT 61",,REP,Over Votes,0,0,0,0
Wise,1,"STATE REPRESENTATIVE, DISTRICT 61",,REP,Under Votes,60,39,21,0
Wise,1,"JUSTICE, 2ND COURT OF APPEALS, PLACE 2",,REP,BILL MEIER,206,107,99,0
Wise,1,"JUSTICE, 2ND COURT OF APPEALS, PLACE 2",,REP,Over Votes,0,0,0,0
Wise,1,"JUSTICE, 2ND COURT OF APPEALS, PLACE 2",,REP,Under Votes,84,50,34,0
Wise,1,"JUSTICE, 2ND COURT OF APPEALS, PLACE 7",,REP,LEE GABRIEL,195,100,95,0
Wise,1,"JUSTICE, 2ND COURT OF APPEALS, PLACE 7",,REP,Over Votes,0,0,0,0
Wise,1,"JUSTICE, 2ND COURT OF APPEALS, PLACE 7",,REP,Under Votes,95,57,38,0
Wise,1,"DISTRICT JUDGE, 271ST JUDICIAL DISTRICT",,REP,JOHN H. FOSTEL,230,120,110,0
Wise,1,"DISTRICT JUDGE, 271ST JUDICIAL DISTRICT",,REP,Over Votes,0,0,0,0
Wise,1,"DISTRICT JUDGE, 271ST JUDICIAL DISTRICT",,REP,Under Votes,60,37,23,0
Wise,1,COUNTY JUDGE,,REP,KYLE E. STEPHENS,92,41,51,0
Wise,1,COUNTY JUDGE,,REP,Over Votes,1,1,0,0
Wise,1,COUNTY JUDGE,,REP,Under Votes,20,12,8,0
Wise,1,COUNTY JUDGE,,REP,J.D. CLARK,135,76,59,0
Wise,1,COUNTY JUDGE,,REP,KEITH MCCOMIS,42,27,15,0
Wise,1,"JUDGE,COUNTY COURT AT LAW NUMBER 1",,REP,MELTON D. CUDE,234,122,112,0
Wise,1,"JUDGE,COUNTY COURT AT LAW NUMBER 1",,REP,Over Votes,0,0,0,0
Wise,1,"JUDGE,COUNTY COURT AT LAW NUMBER 1",,REP,Under Votes,56,35,21,0
Wise,1,DISTRICT CLERK,,REP,BRENDA STARNES ROWE,133,68,65,0
Wise,1,DISTRICT CLERK,,REP,Over Votes,0,0,0,0
Wise,1,DISTRICT CLERK,,REP,Under Votes,33,19,14,0
Wise,1,DISTRICT CLERK,,REP,CALLIE WATTS MANNING,124,70,54,0
Wise,1,COUNTY CLERK,,REP,SHERRY COURSEY LEMON,225,115,110,0
Wise,1,COUNTY CLERK,,REP,Over Votes,0,0,0,0
Wise,1,COUNTY CLERK,,REP,Under Votes,65,42,23,0
Wise,1,COUNTY TREASURER,,REP,KATHERINE CANOVA HUDSON,152,82,70,0
Wise,1,COUNTY TREASURER,,REP,Over Votes,0,0,0,0
Wise,1,COUNTY TREASURER,,REP,Under Votes,26,12,14,0
Wise,1,COUNTY TREASURER,,REP,DANIEL E. RIVAS,112,63,49,0
Wise,1,"JUSTICE OF THE PEACE, PRECINCT 1",,REP,JAN MORROW,186,97,89,0
Wise,1,"JUSTICE OF THE PEACE, PRECINCT 1",,REP,Over Votes,0,0,0,0
Wise,1,"JUSTICE OF THE PEACE, PRECINCT 1",,REP,Under Votes,21,12,9,0
Wise,1,"JUSTICE OF THE PEACE, PRECINCT 1",,REP,JOSH REYNOLDS,83,48,35,0
Wise,1,COUNTY CHAIRMAN,,REP,ALLEN L. WILLIAMSON,227,120,107,0
Wise,1,COUNTY CHAIRMAN,,REP,Over Votes,0,0,0,0
Wise,1,COUNTY CHAIRMAN,,REP,Under Votes,63,37,26,0
Wise,1,U.S. SENATOR  D,,DEM,"MICHAEL ""FJET"" FJETLAND",0,0,0,0
Wise,1,U.S. SENATOR  D,,DEM,Over Votes,0,0,0,0
Wise,1,U.S. SENATOR  D,,DEM,Under Votes,1,1,0,0
Wise,1,U.S. SENATOR  D,,DEM,MAXEY MARIE SCHERR,4,1,3,0
Wise,1,U.S. SENATOR  D,,DEM,HARRY KIM,2,1,1,0
Wise,1,U.S. SENATOR  D,,DEM,DAVID M. ALAMEEL,9,5,4,0
Wise,1,U.S. SENATOR  D,,DEM,KESHA ROGERS,4,3,1,0
Wise,1,"U.S. REPRESENTATIVE, DISTRICT 13  D",,DEM,MIKE MINTER,15,8,7,0
Wise,1,"U.S. REPRESENTATIVE, DISTRICT 13  D",,DEM,Over Votes,0,0,0,0
Wise,1,"U.S. REPRESENTATIVE, DISTRICT 13  D",,DEM,Under Votes,5,3,2,0
Wise,1,GOVERNOR  D,,DEM,"REYNALDO ""RAY"" MADRIGAL",1,0,1,0
Wise,1,GOVERNOR  D,,DEM,Over Votes,0,0,0,0
Wise,1,GOVERNOR  D,,DEM,Under Votes,1,0,1,0
Wise,1,GOVERNOR  D,,DEM,WENDY R. DAVIS,18,11,7,0
Wise,1,LIEUTENANT GOVERNOR  D,,DEM,LETICIA VAN DE PUTTE,17,9,8,0
Wise,1,LIEUTENANT GOVERNOR  D,,DEM,Over Votes,0,0,0,0
Wise,1,LIEUTENANT GOVERNOR  D,,DEM,Under Votes,3,2,1,0
Wise,1,ATTORNEY GENERAL  D,,DEM,SAM HOUSTON,18,10,8,0
Wise,1,ATTORNEY GENERAL  D,,DEM,Over Votes,0,0,0,0
Wise,1,ATTORNEY GENERAL  D,,DEM,Under Votes,2,1,1,0
Wise,1,COMPTROLLER OF PUBLIC ACCOUNTS  D,,DEM,MIKE COLLIER,16,9,7,0
Wise,1,COMPTROLLER OF PUBLIC ACCOUNTS  D,,DEM,Over Votes,0,0,0,0
Wise,1,COMPTROLLER OF PUBLIC ACCOUNTS  D,,DEM,Under Votes,4,2,2,0
Wise,1,COMMISSIONER OF THE GENERAL LAND OFFICE  D,,DEM,JOHN COOK,16,9,7,0
Wise,1,COMMISSIONER OF THE GENERAL LAND OFFICE  D,,DEM,Over Votes,0,0,0,0
Wise,1,COMMISSIONER OF THE GENERAL LAND OFFICE  D,,DEM,Under Votes,4,2,2,0
Wise,1,COMMISSIONER OF AGRICULTURE  D,,DEM,JIM HOGAN,9,7,2,0
Wise,1,COMMISSIONER OF AGRICULTURE  D,,DEM,Over Votes,0,0,0,0
Wise,1,COMMISSIONER OF AGRICULTURE  D,,DEM,Under Votes,2,1,1,0
Wise,1,COMMISSIONER OF AGRICULTURE  D,,DEM,"RICHARD ""KINKY"" FRIEDMAN",7,2,5,0
Wise,1,COMMISSIONER OF AGRICULTURE  D,,DEM,HUGH ASA FITZSIMONS III,2,1,1,0
Wise,1,RAILROAD COMMISSIONER  D,,DEM,STEVE BROWN,4,3,1,0
Wise,1,RAILROAD COMMISSIONER  D,,DEM,Over Votes,0,0,0,0
Wise,1,RAILROAD COMMISSIONER  D,,DEM,Under Votes,2,2,0,0
Wise,1,RAILROAD COMMISSIONER  D,,DEM,DALE HENRY,14,6,8,0
Wise,1,"CHIEF JUSTICE, SUPREME COURT  D",,DEM,WILLIAM MOODY,16,8,8,0
Wise,1,"CHIEF JUSTICE, SUPREME COURT  D",,DEM,Over Votes,0,0,0,0
Wise,1,"CHIEF JUSTICE, SUPREME COURT  D",,DEM,Under Votes,4,3,1,0
Wise,1,"JUSTICE, SUPREME COURT, PLACE 6, UNEXPIRED TERM  D",,DEM,LAWRENCE EDWARD MEYERS,16,8,8,0
Wise,1,"JUSTICE, SUPREME COURT, PLACE 6, UNEXPIRED TERM  D",,DEM,Over Votes,0,0,0,0
Wise,1,"JUSTICE, SUPREME COURT, PLACE 6, UNEXPIRED TERM  D",,DEM,Under Votes,4,3,1,0
Wise,1,"JUSTICE, SUPREME COURT, PLACE 7  D",,DEM,GINA BENAVIDES,18,10,8,0
Wise,1,"JUSTICE, SUPREME COURT, PLACE 7  D",,DEM,Over Votes,0,0,0,0
Wise,1,"JUSTICE, SUPREME COURT, PLACE 7  D",,DEM,Under Votes,2,1,1,0
Wise,1,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 3  D",,DEM,JOHN GRANBERG,17,9,8,0
Wise,1,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 3  D",,DEM,Over Votes,0,0,0,0
Wise,1,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 3  D",,DEM,Under Votes,3,2,1,0
Wise,1,"STATE REPRESENTATIVE, DISTRICT 61  D",,DEM,MATTHEW BRITT,18,10,8,0
Wise,1,"STATE REPRESENTATIVE, DISTRICT 61  D",,DEM,Over Votes,0,0,0,0
Wise,1,"STATE REPRESENTATIVE, DISTRICT 61  D",,DEM,Under Votes,2,1,1,0
Wise,1,COUNTY JUDGE  D,,DEM,"JAMES ""JIM"" STEGALL",16,9,7,0
Wise,1,COUNTY JUDGE  D,,DEM,Over Votes,0,0,0,0
Wise,1,COUNTY JUDGE  D,,DEM,Under Votes,4,2,2,0
Wise,1,COUNTY PARTY CHAIR  D,,DEM,TRACY A. SMITH,17,9,8,0
Wise,1,COUNTY PARTY CHAIR  D,,DEM,Over Votes,0,0,0,0
Wise,1,COUNTY PARTY CHAIR  D,,DEM,Under Votes,3,2,1,0
Wise,1,RELIGIOUS FREEDOM,,,YES,276,150,126,0
Wise,1,RELIGIOUS FREEDOM,,,Over Votes,0,0,0,0
Wise,1,RELIGIOUS FREEDOM,,,Under Votes,9,4,5,0
Wise,1,RELIGIOUS FREEDOM,,,NO,5,3,2,0
Wise,1,ON IMMIGRATION REFORM  D,,,FOR,14,8,6,0
Wise,1,ON IMMIGRATION REFORM  D,,,Over Votes,0,0,0,0
Wise,1,ON IMMIGRATION REFORM  D,,,Under Votes,0,0,0,0
Wise,1,ON IMMIGRATION REFORM  D,,,AGAINST,6,3,3,0
Wise,1,SECOND AMENDMENT,,,YES,253,136,117,0
Wise,1,SECOND AMENDMENT,,,Over Votes,0,0,0,0
Wise,1,SECOND AMENDMENT,,,Under Votes,9,3,6,0
Wise,1,SECOND AMENDMENT,,,NO,28,18,10,0
Wise,1,A LIVING WAGE FOR ALL TEXANS  D,,,FOR,17,8,9,0
Wise,1,A LIVING WAGE FOR ALL TEXANS  D,,,Over Votes,0,0,0,0
Wise,1,A LIVING WAGE FOR ALL TEXANS  D,,,Under Votes,0,0,0,0
Wise,1,A LIVING WAGE FOR ALL TEXANS  D,,,AGAINST,3,3,0,0
Wise,1,FRANCHISE TAX,,,YES,241,128,113,0
Wise,1,FRANCHISE TAX,,,Over Votes,0,0,0,0
Wise,1,FRANCHISE TAX,,,Under Votes,21,11,10,0
Wise,1,FRANCHISE TAX,,,NO,28,18,10,0
Wise,1,MEDICAID EXPANSION  D,,,FOR,13,6,7,0
Wise,1,MEDICAID EXPANSION  D,,,Over Votes,0,0,0,0
Wise,1,MEDICAID EXPANSION  D,,,Under Votes,2,2,0,0
Wise,1,MEDICAID EXPANSION  D,,,AGAINST,5,3,2,0
Wise,1,WELFARE REFORM,,,YES,270,145,125,0
Wise,1,WELFARE REFORM,,,Over Votes,0,0,0,0
Wise,1,WELFARE REFORM,,,Under Votes,10,4,6,0
Wise,1,WELFARE REFORM,,,NO,10,8,2,0
Wise,1,ON NON-DISCRIMINATION LEGISLATION  D,,,FOR,15,7,8,0
Wise,1,ON NON-DISCRIMINATION LEGISLATION  D,,,Over Votes,0,0,0,0
Wise,1,ON NON-DISCRIMINATION LEGISLATION  D,,,Under Votes,2,2,0,0
Wise,1,ON NON-DISCRIMINATION LEGISLATION  D,,,AGAINST,3,2,1,0
Wise,1,NO LAWMAKER EXCEPTIONS,,,YES,283,154,129,0
Wise,1,NO LAWMAKER EXCEPTIONS,,,Over Votes,0,0,0,0
Wise,1,NO LAWMAKER EXCEPTIONS,,,Under Votes,7,3,4,0
Wise,1,NO LAWMAKER EXCEPTIONS,,,NO,0,0,0,0
Wise,1,OBAMACARE,,,YES,266,143,123,0
Wise,1,OBAMACARE,,,Over Votes,0,0,0,0
Wise,1,OBAMACARE,,,Under Votes,8,3,5,0
Wise,1,OBAMACARE,,,NO,16,11,5,0
Wise,1,U.S. Senate,,REP,JOHN CORNYN,261,185,76,0
Wise,1,U.S. Senate,,REP,Over Votes,0,0,0,0
Wise,1,U.S. Senate,,REP,Under Votes,34,22,12,0
Wise,1,U.S. Senate,,REP,REID REASOR,15,11,4,0
Wise,1,U.S. Senate,,REP,STEVE STOCKMAN,62,23,39,0
Wise,1,U.S. Senate,,REP,CURT CLEAVER,5,2,3,0
Wise,1,U.S. Senate,,REP,LINDA VEGA,28,21,7,0
Wise,1,U.S. Senate,,REP,KEN COPE,5,4,1,0
Wise,1,U.S. Senate,,REP,DWAYNE STOVALL,25,19,6,0
Wise,1,U.S. Senate,,REP,CHRIS MAPP,6,4,2,0
Wise,1,"U.S. REPRESENTATIVE, DISTRICT 12",,REP,KAY GRANGER,373,242,131,0
Wise,1,"U.S. REPRESENTATIVE, DISTRICT 12",,REP,Over Votes,0,0,0,0
Wise,1,"U.S. REPRESENTATIVE, DISTRICT 12",,REP,Under Votes,68,49,19,0
Wise,1,GOVERNOR,,REP,MIRIAM MARTINEZ,28,18,10,0
Wise,1,GOVERNOR,,REP,Over Votes,0,0,0,0
Wise,1,GOVERNOR,,REP,Under Votes,28,21,7,0
Wise,1,GOVERNOR,,REP,GREG ABBOTT,362,235,127,0
Wise,1,GOVERNOR,,REP,LISA FRITSCH,19,14,5,0
Wise,1,GOVERNOR,,REP,SECEDE KILGORE,4,3,1,0
Wise,1,LIEUTENANT GOVERNOR,,REP,DAN PATRICK,160,105,55,0
Wise,1,LIEUTENANT GOVERNOR,,REP,Over Votes,1,1,0,0
Wise,1,LIEUTENANT GOVERNOR,,REP,Under Votes,32,22,10,0
Wise,1,LIEUTENANT GOVERNOR,,REP,JERRY PATTERSON,46,28,18,0
Wise,1,LIEUTENANT GOVERNOR,,REP,TODD STAPLES,103,63,40,0
Wise,1,LIEUTENANT GOVERNOR,,REP,DAVID DEWHURST,99,72,27,0
Wise,1,ATTORNEY GENERAL,,REP,DAN BRANCH,173,123,50,0
Wise,1,ATTORNEY GENERAL,,REP,Over Votes,0,0,0,0
Wise,1,ATTORNEY GENERAL,,REP,Under Votes,45,32,13,0
Wise,1,ATTORNEY GENERAL,,REP,KEN PAXTON,167,103,64,0
Wise,1,ATTORNEY GENERAL,,REP,BARRY SMITHERMAN,56,33,23,0
Wise,1,COMPTROLLER OF PUBLIC ACCOUNTS,,REP,RAUL TORRES,58,43,15,0
Wise,1,COMPTROLLER OF PUBLIC ACCOUNTS,,REP,Over Votes,0,0,0,0
Wise,1,COMPTROLLER OF PUBLIC ACCOUNTS,,REP,Under Votes,65,41,24,0
Wise,1,COMPTROLLER OF PUBLIC ACCOUNTS,,REP,GLEN HEGAR,162,101,61,0
Wise,1,COMPTROLLER OF PUBLIC ACCOUNTS,,REP,HARVEY HILDERBRAN,70,52,18,0
Wise,1,COMPTROLLER OF PUBLIC ACCOUNTS,,REP,DEBRA MEDINA,86,54,32,0
Wise,1,COMMISSIONER OF THE GENERAL LAND OFFICE,,REP,DAVID WATTS,118,71,47,0
Wise,1,COMMISSIONER OF THE GENERAL LAND OFFICE,,REP,Over Votes,0,0,0,0
Wise,1,COMMISSIONER OF THE GENERAL LAND OFFICE,,REP,Under Votes,40,26,14,0
Wise,1,COMMISSIONER OF THE GENERAL LAND OFFICE,,REP,GEORGE P. BUSH,283,194,89,0
