county,precinct,office,district,party,candidate,votes,early_votes,election_day
Atascosa,,Straight Party,,,Over Votes,0,0,0
Atascosa,,Straight Party,,,Under Votes,156,93,63
Atascosa,,Registered Voters,,,,742,,
Atascosa,,Ballots Cast,,,,253,147,106
Atascosa,,Straight Party,,REP,Republican Party,77,45,32
Atascosa,,Straight Party,,DEM,Democratic Party,20,9,11
Atascosa,,Straight Party,,LIB,Libertarian Party,0,0,0
Atascosa,,Straight Party,,GRN,Green Party,0,0,0
Atascosa,,U.S. Senate,,REP,John Cornyn,185,115,70
Atascosa,,U.S. Senate,,DEM,David M. Alameel,48,23,25
Atascosa,,U.S. Senate,,LIB,Rebecca Paddock,12,7,5
Atascosa,,U.S. Senate,,GRN,"Emily ""Spicybrown"" Sanchez",1,1,0
Atascosa,,U.S. Senate,,,Mohammed Tahiro,0,0,0
Atascosa,,U.S. House,28,DEM,Henry Cuellar,104,60,44
Atascosa,,U.S. House,28,LIB,William Aikens,55,33,22
Atascosa,,U.S. House,28,GRN,Michael D. Cary,5,2,3
Atascosa,,Governor,,REP,Greg Abbott,186,111,75
Atascosa,,Governor,,DEM,Wendy R. Davis,59,31,28
Atascosa,,Governor,,LIB,Kathie Glass,4,3,1
Atascosa,,Governor,,GRN,Brandon Parmer,1,1,0
Atascosa,,Governor,,,Sarah M. Pavitt,0,0,0
Atascosa,,Lieutenant Governor,,REP,Dan Patrick,172,105,67
Atascosa,,Lieutenant Governor,,DEM,Leticia Van de Putte,70,38,32
Atascosa,,Lieutenant Governor,,LIB,Robert D. Butler,6,3,3
Atascosa,,Lieutenant Governor,,GRN,Chandrakantha Courtney,1,0,1
Atascosa,,Attorney General,,REP,Ken Paxton,193,120,73
Atascosa,,Attorney General,,DEM,Sam Houston,50,23,27
Atascosa,,Attorney General,,LIB,Jamie Balagia,7,3,4
Atascosa,,Attorney General,,GRN,Jamar Osborne,0,0,0
Atascosa,,Comptroller of Public Accounts,,REP,Glenn Hegar,178,109,69
Atascosa,,Comptroller of Public Accounts,,DEM,Mike Collier,57,28,29
Atascosa,,Comptroller of Public Accounts,,LIB,Ben Sanders,9,7,2
Atascosa,,Comptroller of Public Accounts,,GRN,Deb Shafto,1,0,1
Atascosa,,Commissioner of the General Land Office,,REP,George P. Bush,192,116,76
Atascosa,,Commissioner of the General Land Office,,DEM,John Cook,46,22,24
Atascosa,,Commissioner of the General Land Office,,LIB,Justin Knight,10,6,4
Atascosa,,Commissioner of the General Land Office,,GRN,Valerie Alessi,1,1,0
Atascosa,,Commissioner of Agriculture,,REP,Sid Miller,183,110,73
Atascosa,,Commissioner of Agriculture,,DEM,Jim Hogan,56,30,26
Atascosa,,Commissioner of Agriculture,,LIB,David (Rocky) Palmquist,6,4,2
Atascosa,,Commissioner of Agriculture,,GRN,Kenneth Kendrick,4,2,2
Atascosa,,Railroad Commissioner,,REP,Ryan Sitton,177,106,71
Atascosa,,Railroad Commissioner,,DEM,Steve Brown,57,31,26
Atascosa,,Railroad Commissioner,,LIB,Mark A. Miller,7,6,1
Atascosa,,Railroad Commissioner,,GRN,Martina Salinas,5,2,3
Atascosa,,"Chief Justice, Supreme Court",,REP,Nathan Hecht,186,113,73
