county,precinct,office,district,party,candidate,election_day,early_voting,absentee,votes
Bastrop,1001,Registered Voters,,,,,,,2449.0
Bastrop,1001,Ballots Cast,,,,,,,1186.0
Bastrop,1002,Registered Voters,,,,,,,2448.0
Bastrop,1002,Ballots Cast,,,,,,,1048.0
Bastrop,1003,Registered Voters,,,,,,,4959.0
Bastrop,1003,Ballots Cast,,,,,,,2145.0
Bastrop,1004,Registered Voters,,,,,,,2340.0
Bastrop,1004,Ballots Cast,,,,,,,643.0
Bastrop,2005,Registered Voters,,,,,,,2664.0
Bastrop,2005,Ballots Cast,,,,,,,1109.0
Bastrop,2006,Registered Voters,,,,,,,1304.0
Bastrop,2006,Ballots Cast,,,,,,,553.0
Bastrop,2007,Registered Voters,,,,,,,1851.0
Bastrop,2007,Ballots Cast,,,,,,,841.0
Bastrop,2008,Registered Voters,,,,,,,883.0
Bastrop,2008,Ballots Cast,,,,,,,410.0
Bastrop,2009,Registered Voters,,,,,,,1207.0
Bastrop,2009,Ballots Cast,,,,,,,432.0
Bastrop,2010,Registered Voters,,,,,,,1172.0
Bastrop,2010,Ballots Cast,,,,,,,450.0
Bastrop,2011,Registered Voters,,,,,,,2173.0
Bastrop,2011,Ballots Cast,,,,,,,852.0
Bastrop,3012,Registered Voters,,,,,,,860.0
Bastrop,3012,Ballots Cast,,,,,,,380.0
Bastrop,3013,Registered Voters,,,,,,,1369.0
Bastrop,3013,Ballots Cast,,,,,,,610.0
Bastrop,3014,Registered Voters,,,,,,,2277.0
Bastrop,3014,Ballots Cast,,,,,,,729.0
Bastrop,3015,Registered Voters,,,,,,,2275.0
Bastrop,3015,Ballots Cast,,,,,,,715.0
Bastrop,3016,Registered Voters,,,,,,,2520.0
Bastrop,3016,Ballots Cast,,,,,,,979.0
Bastrop,4017,Registered Voters,,,,,,,2450.0
Bastrop,4017,Ballots Cast,,,,,,,916.0
Bastrop,4018,Registered Voters,,,,,,,543.0
Bastrop,4018,Ballots Cast,,,,,,,289.0
Bastrop,4019,Registered Voters,,,,,,,2260.0
Bastrop,4019,Ballots Cast,,,,,,,985.0
Bastrop,4020,Registered Voters,,,,,,,3374.0
Bastrop,4020,Ballots Cast,,,,,,,1295.0
Bastrop,4021,Registered Voters,,,,,,,1171.0
Bastrop,4021,Ballots Cast,,,,,,,509.0
Bastrop,Total:,Registered Voters,,,,,,,42549.0
Bastrop,Total:,Ballots Cast,,,,,,,17076.0
Bastrop,1001,Straight Party,,,Republican Party,142.0,164.0,0.0,306.0
Bastrop,1001,Straight Party,,,Democratic Party,96.0,73.0,0.0,169.0
Bastrop,1001,Straight Party,,,Libertarian Party,5.0,3.0,0.0,8.0
Bastrop,1001,Straight Party,,,Green Party,0.0,1.0,0.0,1.0
Bastrop,1002,Straight Party,,,Republican Party,84.0,68.0,1.0,153.0
Bastrop,1002,Straight Party,,,Democratic Party,171.0,60.0,1.0,232.0
Bastrop,1002,Straight Party,,,Libertarian Party,5.0,2.0,0.0,7.0
Bastrop,1002,Straight Party,,,Green Party,0.0,1.0,0.0,1.0
Bastrop,1003,Straight Party,,,Republican Party,357.0,235.0,1.0,593.0
Bastrop,1003,Straight Party,,,Democratic Party,206.0,101.0,1.0,308.0
Bastrop,1003,Straight Party,,,Libertarian Party,2.0,9.0,0.0,11.0
Bastrop,1003,Straight Party,,,Green Party,0.0,1.0,0.0,1.0
Bastrop,1004,Straight Party,,,Republican Party,63.0,66.0,0.0,129.0
Bastrop,1004,Straight Party,,,Democratic Party,77.0,49.0,0.0,126.0
Bastrop,1004,Straight Party,,,Libertarian Party,2.0,3.0,0.0,5.0
Bastrop,1004,Straight Party,,,Green Party,1.0,2.0,0.0,3.0
Bastrop,2005,Straight Party,,,Republican Party,174.0,118.0,1.0,293.0
Bastrop,2005,Straight Party,,,Democratic Party,112.0,86.0,1.0,199.0
Bastrop,2005,Straight Party,,,Libertarian Party,2.0,1.0,0.0,3.0
Bastrop,2005,Straight Party,,,Green Party,1.0,0.0,0.0,1.0
Bastrop,2006,Straight Party,,,Republican Party,78.0,84.0,0.0,162.0
Bastrop,2006,Straight Party,,,Democratic Party,36.0,44.0,0.0,80.0
Bastrop,2006,Straight Party,,,Libertarian Party,1.0,1.0,0.0,2.0
Bastrop,2006,Straight Party,,,Green Party,0.0,1.0,0.0,1.0
Bastrop,2007,Straight Party,,,Republican Party,123.0,135.0,2.0,260.0
Bastrop,2007,Straight Party,,,Democratic Party,36.0,43.0,0.0,79.0
Bastrop,2007,Straight Party,,,Libertarian Party,2.0,4.0,0.0,6.0
Bastrop,2007,Straight Party,,,Green Party,0.0,1.0,0.0,1.0
Bastrop,2008,Straight Party,,,Republican Party,72.0,44.0,0.0,116.0
Bastrop,2008,Straight Party,,,Democratic Party,25.0,15.0,0.0,40.0
Bastrop,2008,Straight Party,,,Libertarian Party,3.0,1.0,0.0,4.0
Bastrop,2008,Straight Party,,,Green Party,0.0,0.0,0.0,0.0
Bastrop,2009,Straight Party,,,Republican Party,63.0,50.0,0.0,113.0
Bastrop,2009,Straight Party,,,Democratic Party,35.0,15.0,0.0,50.0
Bastrop,2009,Straight Party,,,Libertarian Party,1.0,0.0,0.0,1.0
Bastrop,2009,Straight Party,,,Green Party,0.0,0.0,0.0,0.0
Bastrop,2010,Straight Party,,,Republican Party,43.0,85.0,0.0,128.0
Bastrop,2010,Straight Party,,,Democratic Party,18.0,17.0,0.0,35.0
Bastrop,2010,Straight Party,,,Libertarian Party,0.0,2.0,0.0,2.0
Bastrop,2010,Straight Party,,,Green Party,1.0,0.0,0.0,1.0
Bastrop,2011,Straight Party,,,Republican Party,104.0,83.0,0.0,187.0
Bastrop,2011,Straight Party,,,Democratic Party,80.0,52.0,0.0,132.0
Bastrop,2011,Straight Party,,,Libertarian Party,1.0,0.0,0.0,1.0
Bastrop,2011,Straight Party,,,Green Party,0.0,0.0,0.0,0.0
Bastrop,3012,Straight Party,,,Republican Party,59.0,50.0,0.0,109.0
Bastrop,3012,Straight Party,,,Democratic Party,13.0,16.0,2.0,31.0
Bastrop,3012,Straight Party,,,Libertarian Party,0.0,2.0,0.0,2.0
Bastrop,3012,Straight Party,,,Green Party,0.0,0.0,0.0,0.0
Bastrop,3013,Straight Party,,,Republican Party,37.0,96.0,0.0,133.0
Bastrop,3013,Straight Party,,,Democratic Party,26.0,50.0,0.0,76.0
Bastrop,3013,Straight Party,,,Libertarian Party,1.0,1.0,0.0,2.0
Bastrop,3013,Straight Party,,,Green Party,0.0,0.0,0.0,0.0
Bastrop,3014,Straight Party,,,Republican Party,74.0,92.0,0.0,166.0
Bastrop,3014,Straight Party,,,Democratic Party,74.0,58.0,1.0,133.0
Bastrop,3014,Straight Party,,,Libertarian Party,0.0,3.0,0.0,3.0
Bastrop,3014,Straight Party,,,Green Party,0.0,1.0,0.0,1.0
Bastrop,3015,Straight Party,,,Republican Party,83.0,64.0,0.0,147.0
Bastrop,3015,Straight Party,,,Democratic Party,85.0,76.0,2.0,163.0
Bastrop,3015,Straight Party,,,Libertarian Party,5.0,3.0,0.0,8.0
Bastrop,3015,Straight Party,,,Green Party,0.0,0.0,0.0,0.0
Bastrop,3016,Straight Party,,,Republican Party,110.0,127.0,0.0,237.0
Bastrop,3016,Straight Party,,,Democratic Party,94.0,57.0,0.0,151.0
Bastrop,3016,Straight Party,,,Libertarian Party,0.0,5.0,0.0,5.0
Bastrop,3016,Straight Party,,,Green Party,0.0,1.0,0.0,1.0
Bastrop,4017,Straight Party,,,Republican Party,106.0,79.0,0.0,185.0
Bastrop,4017,Straight Party,,,Democratic Party,130.0,72.0,1.0,203.0
Bastrop,4017,Straight Party,,,Libertarian Party,0.0,3.0,0.0,3.0
Bastrop,4017,Straight Party,,,Green Party,1.0,0.0,0.0,1.0
Bastrop,4018,Straight Party,,,Republican Party,33.0,34.0,0.0,67.0
Bastrop,4018,Straight Party,,,Democratic Party,16.0,13.0,0.0,29.0
Bastrop,4018,Straight Party,,,Libertarian Party,1.0,2.0,0.0,3.0
Bastrop,4018,Straight Party,,,Green Party,0.0,0.0,0.0,0.0
Bastrop,4019,Straight Party,,,Republican Party,111.0,108.0,0.0,219.0
Bastrop,4019,Straight Party,,,Democratic Party,73.0,68.0,0.0,141.0
Bastrop,4019,Straight Party,,,Libertarian Party,0.0,6.0,0.0,6.0
Bastrop,4019,Straight Party,,,Green Party,2.0,2.0,0.0,4.0
Bastrop,4020,Straight Party,,,Republican Party,161.0,78.0,0.0,239.0
Bastrop,4020,Straight Party,,,Democratic Party,198.0,131.0,1.0,330.0
Bastrop,4020,Straight Party,,,Libertarian Party,5.0,2.0,0.0,7.0
Bastrop,4020,Straight Party,,,Green Party,0.0,0.0,0.0,0.0
Bastrop,4021,Straight Party,,,Republican Party,30.0,70.0,0.0,100.0
Bastrop,4021,Straight Party,,,Democratic Party,33.0,30.0,0.0,63.0
Bastrop,4021,Straight Party,,,Libertarian Party,0.0,2.0,0.0,2.0
Bastrop,4021,Straight Party,,,Green Party,0.0,1.0,0.0,1.0
Bastrop,Totals:,Straight Party,,,Republican Party,2107.0,1930.0,5.0,4042.0
Bastrop,Totals:,Straight Party,,,Democratic Party,1634.0,1126.0,10.0,2770.0
Bastrop,Totals:,Straight Party,,,Libertarian Party,36.0,55.0,0.0,91.0
Bastrop,Totals:,Straight Party,,,Green Party,6.0,12.0,0.0,18.0
Bastrop,1001,United States Senator,,,John Cornyn,385.0,352.0,0.0,737.0
Bastrop,1001,United States Senator,,,David M. Alameel,196.0,158.0,0.0,354.0
Bastrop,1001,United States Senator,,,Rebecca Paddock,31.0,28.0,0.0,59.0
Bastrop,1001,United States Senator,,,"Emily ""Spicybrown"" Sanchez",6.0,11.0,0.0,17.0
Bastrop,1002,United States Senator,,,John Cornyn,317.0,188.0,1.0,506.0
Bastrop,1002,United States Senator,,,David M. Alameel,319.0,125.0,1.0,445.0
Bastrop,1002,United States Senator,,,Rebecca Paddock,21.0,25.0,0.0,46.0
Bastrop,1002,United States Senator,,,"Emily ""Spicybrown"" Sanchez",10.0,10.0,0.0,20.0
Bastrop,1003,United States Senator,,,John Cornyn,765.0,559.0,2.0,1326.0
Bastrop,1003,United States Senator,,,David M. Alameel,431.0,241.0,1.0,673.0
Bastrop,1003,United States Senator,,,Rebecca Paddock,39.0,44.0,0.0,83.0
Bastrop,1003,United States Senator,,,"Emily ""Spicybrown"" Sanchez",13.0,12.0,0.0,25.0
Bastrop,1004,United States Senator,,,John Cornyn,157.0,182.0,0.0,339.0
Bastrop,1004,United States Senator,,,David M. Alameel,121.0,106.0,0.0,227.0
Bastrop,1004,United States Senator,,,Rebecca Paddock,19.0,30.0,0.0,49.0
Bastrop,1004,United States Senator,,,"Emily ""Spicybrown"" Sanchez",8.0,10.0,0.0,18.0
Bastrop,2005,United States Senator,,,John Cornyn,392.0,261.0,1.0,654.0
Bastrop,2005,United States Senator,,,David M. Alameel,225.0,162.0,1.0,388.0
Bastrop,2005,United States Senator,,,Rebecca Paddock,15.0,17.0,0.0,32.0
Bastrop,2005,United States Senator,,,"Emily ""Spicybrown"" Sanchez",9.0,7.0,0.0,16.0
Bastrop,2006,United States Senator,,,John Cornyn,149.0,197.0,0.0,346.0
Bastrop,2006,United States Senator,,,David M. Alameel,80.0,69.0,0.0,149.0
Bastrop,2006,United States Senator,,,Rebecca Paddock,16.0,26.0,0.0,42.0
Bastrop,2006,United States Senator,,,"Emily ""Spicybrown"" Sanchez",4.0,3.0,0.0,7.0
Bastrop,2007,United States Senator,,,John Cornyn,276.0,320.0,2.0,598.0
Bastrop,2007,United States Senator,,,David M. Alameel,85.0,89.0,0.0,174.0
Bastrop,2007,United States Senator,,,Rebecca Paddock,19.0,26.0,0.0,45.0
Bastrop,2007,United States Senator,,,"Emily ""Spicybrown"" Sanchez",4.0,9.0,0.0,13.0
Bastrop,2008,United States Senator,,,John Cornyn,157.0,115.0,0.0,272.0
Bastrop,2008,United States Senator,,,David M. Alameel,65.0,41.0,0.0,106.0
Bastrop,2008,United States Senator,,,Rebecca Paddock,13.0,6.0,0.0,19.0
Bastrop,2008,United States Senator,,,"Emily ""Spicybrown"" Sanchez",3.0,0.0,0.0,3.0
Bastrop,2009,United States Senator,,,John Cornyn,151.0,115.0,0.0,266.0
Bastrop,2009,United States Senator,,,David M. Alameel,85.0,44.0,0.0,129.0
Bastrop,2009,United States Senator,,,Rebecca Paddock,10.0,12.0,0.0,22.0
Bastrop,2009,United States Senator,,,"Emily ""Spicybrown"" Sanchez",4.0,3.0,0.0,7.0
Bastrop,2010,United States Senator,,,John Cornyn,108.0,205.0,0.0,313.0
Bastrop,2010,United States Senator,,,David M. Alameel,52.0,37.0,0.0,89.0
Bastrop,2010,United States Senator,,,Rebecca Paddock,8.0,27.0,0.0,35.0
Bastrop,2010,United States Senator,,,"Emily ""Spicybrown"" Sanchez",4.0,2.0,0.0,6.0
Bastrop,2011,United States Senator,,,John Cornyn,269.0,229.0,0.0,498.0
Bastrop,2011,United States Senator,,,David M. Alameel,164.0,119.0,0.0,283.0
Bastrop,2011,United States Senator,,,Rebecca Paddock,33.0,16.0,0.0,49.0
Bastrop,2011,United States Senator,,,"Emily ""Spicybrown"" Sanchez",2.0,9.0,0.0,11.0
Bastrop,3012,United States Senator,,,John Cornyn,145.0,127.0,0.0,272.0
Bastrop,3012,United States Senator,,,David M. Alameel,36.0,39.0,2.0,77.0
Bastrop,3012,United States Senator,,,Rebecca Paddock,7.0,12.0,0.0,19.0
Bastrop,3012,United States Senator,,,"Emily ""Spicybrown"" Sanchez",1.0,2.0,0.0,3.0
Bastrop,3013,United States Senator,,,John Cornyn,102.0,272.0,0.0,374.0
Bastrop,3013,United States Senator,,,David M. Alameel,67.0,109.0,0.0,176.0
Bastrop,3013,United States Senator,,,Rebecca Paddock,3.0,29.0,0.0,32.0
Bastrop,3013,United States Senator,,,"Emily ""Spicybrown"" Sanchez",0.0,8.0,0.0,8.0
Bastrop,3014,United States Senator,,,John Cornyn,191.0,224.0,0.0,415.0
Bastrop,3014,United States Senator,,,David M. Alameel,136.0,122.0,1.0,259.0
Bastrop,3014,United States Senator,,,Rebecca Paddock,14.0,27.0,0.0,41.0
Bastrop,3014,United States Senator,,,"Emily ""Spicybrown"" Sanchez",1.0,5.0,0.0,6.0
Bastrop,3015,United States Senator,,,John Cornyn,204.0,167.0,1.0,372.0
Bastrop,3015,United States Senator,,,David M. Alameel,151.0,140.0,3.0,294.0
Bastrop,3015,United States Senator,,,Rebecca Paddock,14.0,18.0,0.0,32.0
Bastrop,3015,United States Senator,,,"Emily ""Spicybrown"" Sanchez",4.0,3.0,0.0,7.0
Bastrop,3016,United States Senator,,,John Cornyn,278.0,303.0,0.0,581.0
Bastrop,3016,United States Senator,,,David M. Alameel,178.0,130.0,1.0,309.0
Bastrop,3016,United States Senator,,,Rebecca Paddock,23.0,35.0,0.0,58.0
Bastrop,3016,United States Senator,,,"Emily ""Spicybrown"" Sanchez",7.0,11.0,0.0,18.0
Bastrop,4017,United States Senator,,,John Cornyn,267.0,203.0,0.0,470.0
Bastrop,4017,United States Senator,,,David M. Alameel,241.0,130.0,1.0,372.0
Bastrop,4017,United States Senator,,,Rebecca Paddock,13.0,24.0,0.0,37.0
Bastrop,4017,United States Senator,,,"Emily ""Spicybrown"" Sanchez",8.0,8.0,0.0,16.0
