county,precinct,office,district,party,candidate,early_voting,election_day,votes
Gillespie,1,Registered Voters,,,,,,2165
Gillespie,2,Registered Voters,,,,,,1280
Gillespie,3,Registered Voters,,,,,,1265
Gillespie,4,Registered Voters,,,,,,2930
Gillespie,5,Registered Voters,,,,,,1499
Gillespie,6,Registered Voters,,,,,,588
Gillespie,7,Registered Voters,,,,,,2435
Gillespie,8,Registered Voters,,,,,,300
Gillespie,9,Registered Voters,,,,,,166
Gillespie,10,Registered Voters,,,,,,946
Gillespie,11,Registered Voters,,,,,,0
Gillespie,12,Registered Voters,,,,,,2171
Gillespie,13,Registered Voters,,,,,,1737
Gillespie,14,Registered Voters,,,,,,0
Gillespie,15,Registered Voters,,,,,,692
Gillespie,1,Ballots Cast,,,,645,418,1063
Gillespie,2,Ballots Cast,,,,329,185,514
Gillespie,3,Ballots Cast,,,,338,177,515
Gillespie,4,Ballots Cast,,,,758,594,1352
Gillespie,5,Ballots Cast,,,,263,477,740
Gillespie,6,Ballots Cast,,,,101,195,296
Gillespie,7,Ballots Cast,,,,768,454,1222
Gillespie,8,Ballots Cast,,,,59,96,155
Gillespie,9,Ballots Cast,,,,30,71,101
Gillespie,10,Ballots Cast,,,,262,183,445
Gillespie,11,Ballots Cast,,,,0,0,0
Gillespie,12,Ballots Cast,,,,667,449,1116
Gillespie,13,Ballots Cast,,,,524,356,880
Gillespie,14,Ballots Cast,,,,0,0,0
Gillespie,15,Ballots Cast,,,,170,307,477
Gillespie,1,U.S. Senate,,REP,John Cornyn,512,340,852
Gillespie,1,U.S. Senate,,DEM,David M. Alameel,101,49,150
Gillespie,1,U.S. Senate,,LIB,Rebecca Paddock,21,21,42
Gillespie,1,U.S. Senate,,GRN,"Emily ""Spicybrown"" Sanchez",4,4,8
Gillespie,1,U.S. Senate,,,Mohammed Tahiro,0,0,0
Gillespie,2,U.S. Senate,,REP,John Cornyn,264,136,400
Gillespie,2,U.S. Senate,,DEM,David M. Alameel,49,34,83
Gillespie,2,U.S. Senate,,LIB,Rebecca Paddock,13,11,24
Gillespie,2,U.S. Senate,,GRN,"Emily ""Spicybrown"" Sanchez",1,3,4
Gillespie,2,U.S. Senate,,,Mohammed Tahiro,0,0,0
Gillespie,3,U.S. Senate,,REP,John Cornyn,273,141,414
Gillespie,3,U.S. Senate,,DEM,David M. Alameel,53,19,72
Gillespie,3,U.S. Senate,,LIB,Rebecca Paddock,5,14,19
Gillespie,3,U.S. Senate,,GRN,"Emily ""Spicybrown"" Sanchez",1,1,2
Gillespie,3,U.S. Senate,,,Mohammed Tahiro,0,0,0
Gillespie,4,U.S. Senate,,REP,John Cornyn,563,455,1018
Gillespie,4,U.S. Senate,,DEM,David M. Alameel,153,92,245
Gillespie,4,U.S. Senate,,LIB,Rebecca Paddock,26,33,59
Gillespie,4,U.S. Senate,,GRN,"Emily ""Spicybrown"" Sanchez",1,7,8
Gillespie,4,U.S. Senate,,,Mohammed Tahiro,0,0,0
Gillespie,5,U.S. Senate,,REP,John Cornyn,220,408,628
Gillespie,5,U.S. Senate,,DEM,David M. Alameel,29,37,66
Gillespie,5,U.S. Senate,,LIB,Rebecca Paddock,12,20,32
Gillespie,5,U.S. Senate,,GRN,"Emily ""Spicybrown"" Sanchez",1,5,6
Gillespie,5,U.S. Senate,,,Mohammed Tahiro,0,0,0
Gillespie,6,U.S. Senate,,REP,John Cornyn,74,165,239
Gillespie,6,U.S. Senate,,DEM,David M. Alameel,21,22,43
Gillespie,6,U.S. Senate,,LIB,Rebecca Paddock,4,5,9
Gillespie,6,U.S. Senate,,GRN,"Emily ""Spicybrown"" Sanchez",0,2,2
Gillespie,6,U.S. Senate,,,Mohammed Tahiro,0,0,0
Gillespie,7,U.S. Senate,,REP,John Cornyn,645,372,1017
Gillespie,7,U.S. Senate,,DEM,David M. Alameel,83,41,124
Gillespie,7,U.S. Senate,,LIB,Rebecca Paddock,33,26,59
Gillespie,7,U.S. Senate,,GRN,"Emily ""Spicybrown"" Sanchez",0,2,2
Gillespie,7,U.S. Senate,,,Mohammed Tahiro,0,0,0
Gillespie,8,U.S. Senate,,REP,John Cornyn,51,79,130
Gillespie,8,U.S. Senate,,DEM,David M. Alameel,4,10,14
Gillespie,8,U.S. Senate,,LIB,Rebecca Paddock,2,7,9
Gillespie,8,U.S. Senate,,GRN,"Emily ""Spicybrown"" Sanchez",1,0,1
Gillespie,8,U.S. Senate,,,Mohammed Tahiro,0,0,0
Gillespie,9,U.S. Senate,,REP,John Cornyn,26,63,89
Gillespie,9,U.S. Senate,,DEM,David M. Alameel,2,5,7
Gillespie,9,U.S. Senate,,LIB,Rebecca Paddock,2,1,3
Gillespie,9,U.S. Senate,,GRN,"Emily ""Spicybrown"" Sanchez",0,1,1
Gillespie,9,U.S. Senate,,,Mohammed Tahiro,0,0,0
Gillespie,10,U.S. Senate,,REP,John Cornyn,216,154,370
Gillespie,10,U.S. Senate,,DEM,David M. Alameel,32,20,52
Gillespie,10,U.S. Senate,,LIB,Rebecca Paddock,9,7,16
Gillespie,10,U.S. Senate,,GRN,"Emily ""Spicybrown"" Sanchez",2,1,3
Gillespie,10,U.S. Senate,,,Mohammed Tahiro,0,0,0
Gillespie,11,U.S. Senate,,REP,John Cornyn,0,0,0
Gillespie,11,U.S. Senate,,DEM,David M. Alameel,0,0,0
Gillespie,11,U.S. Senate,,LIB,Rebecca Paddock,0,0,0
Gillespie,11,U.S. Senate,,GRN,"Emily ""Spicybrown"" Sanchez",0,0,0
Gillespie,11,U.S. Senate,,,Mohammed Tahiro,0,0,0
Gillespie,12,U.S. Senate,,REP,John Cornyn,555,384,939
Gillespie,12,U.S. Senate,,DEM,David M. Alameel,85,47,132
Gillespie,12,U.S. Senate,,LIB,Rebecca Paddock,19,11,30
Gillespie,12,U.S. Senate,,GRN,"Emily ""Spicybrown"" Sanchez",2,2,4
Gillespie,12,U.S. Senate,,,Mohammed Tahiro,0,0,0
Gillespie,13,U.S. Senate,,REP,John Cornyn,456,298,754
Gillespie,13,U.S. Senate,,DEM,David M. Alameel,38,37,75
Gillespie,13,U.S. Senate,,LIB,Rebecca Paddock,22,11,33
Gillespie,13,U.S. Senate,,GRN,"Emily ""Spicybrown"" Sanchez",0,3,3
Gillespie,13,U.S. Senate,,,Mohammed Tahiro,0,0,0
Gillespie,14,U.S. Senate,,REP,John Cornyn,0,0,0
Gillespie,14,U.S. Senate,,DEM,David M. Alameel,0,0,0
Gillespie,14,U.S. Senate,,LIB,Rebecca Paddock,0,0,0
Gillespie,14,U.S. Senate,,GRN,"Emily ""Spicybrown"" Sanchez",0,0,0
Gillespie,14,U.S. Senate,,,Mohammed Tahiro,0,0,0
Gillespie,15,U.S. Senate,,REP,John Cornyn,131,236,367
Gillespie,15,U.S. Senate,,DEM,David M. Alameel,35,55,90
Gillespie,15,U.S. Senate,,LIB,Rebecca Paddock,2,13,15
Gillespie,15,U.S. Senate,,GRN,"Emily ""Spicybrown"" Sanchez",1,0,1
Gillespie,15,U.S. Senate,,,Mohammed Tahiro,0,0,0
Gillespie,1,U.S. House,21,REP,Lamar Smith,531,343,874
Gillespie,1,U.S. House,21,LIB,Ryan Shields,45,44,89
Gillespie,1,U.S. House,21,GRN,Antonio Diaz,19,13,32
Gillespie,2,U.S. House,21,REP,Lamar Smith,264,142,406
Gillespie,2,U.S. House,21,LIB,Ryan Shields,25,19,44
Gillespie,2,U.S. House,21,GRN,Antonio Diaz,15,8,23
Gillespie,3,U.S. House,21,REP,Lamar Smith,278,151,429
Gillespie,3,U.S. House,21,LIB,Ryan Shields,17,14,31
Gillespie,3,U.S. House,21,GRN,Antonio Diaz,5,3,8
Gillespie,4,U.S. House,21,REP,Lamar Smith,585,472,1057
Gillespie,4,U.S. House,21,LIB,Ryan Shields,53,45,98
Gillespie,4,U.S. House,21,GRN,Antonio Diaz,41,36,77
Gillespie,5,U.S. House,21,REP,Lamar Smith,217,406,623
Gillespie,5,U.S. House,21,LIB,Ryan Shields,25,39,64
