county,precinct,office,district,party,candidate,votes,early_voting,election_day,provisional
SanAug,PRECINCT 1,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1368,,,
SanAug,PRECINCT 2,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,414,,,
SanAug,PRECINCT 3,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,247,,,
SanAug,PRECINCT 4,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,395,,,
SanAug,PRECINCT 5,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,423,,,
SanAug,PRECINCT 6,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,322,,,
SanAug,PRECINCT 7,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,399,,,
SanAug,PRECINCT 8,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,724,,,
SanAug,PRECINCT 9,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,781,,,
SanAug,PRECINCT 10,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,437,,,
SanAug,PRECINCT 11,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,554,,,
SanAug,PRECINCT 1,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,207,,,
SanAug,PRECINCT 2,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,73,,,
SanAug,PRECINCT 3,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,45,,,
SanAug,PRECINCT 4,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,115,,,
SanAug,PRECINCT 5,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,65,,,
SanAug,PRECINCT 6,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,93,,,
SanAug,PRECINCT 7,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,96,,,
SanAug,PRECINCT 8,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,194,,,
SanAug,PRECINCT 9,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,230,,,
SanAug,PRECINCT 10,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,120,,,
SanAug,PRECINCT 11,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,48,,,
SanAug,PRECINCT 1,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,105,,,
SanAug,PRECINCT 2,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,35,,,
SanAug,PRECINCT 3,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,26,,,
SanAug,PRECINCT 4,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,69,,,
SanAug,PRECINCT 5,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,37,,,
SanAug,PRECINCT 6,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,74,,,
SanAug,PRECINCT 7,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,62,,,
SanAug,PRECINCT 8,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,151,,,
SanAug,PRECINCT 9,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,188,,,
SanAug,PRECINCT 10,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,112,,,
SanAug,PRECINCT 11,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,0,,,
SanAug,PRECINCT 1,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,102,,,
SanAug,PRECINCT 2,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,38,,,
SanAug,PRECINCT 3,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,19,,,
SanAug,PRECINCT 4,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,46,,,
SanAug,PRECINCT 5,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,28,,,
SanAug,PRECINCT 6,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,19,,,
SanAug,PRECINCT 7,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,34,,,
SanAug,PRECINCT 8,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,43,,,
SanAug,PRECINCT 9,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,42,,,
SanAug,PRECINCT 10,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,8,,,
SanAug,PRECINCT 11,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,48,,,
SanAug,PRECINCT 1,U.S. Senate,,REP,Chris Mapp,1,,,
SanAug,PRECINCT 2,U.S. Senate,,REP,Chris Mapp,1,,,
SanAug,PRECINCT 3,U.S. Senate,,REP,Chris Mapp,1,,,
SanAug,PRECINCT 4,U.S. Senate,,REP,Chris Mapp,0,,,
SanAug,PRECINCT 5,U.S. Senate,,REP,Chris Mapp,1,,,
SanAug,PRECINCT 6,U.S. Senate,,REP,Chris Mapp,0,,,
SanAug,PRECINCT 7,U.S. Senate,,REP,Chris Mapp,2,,,
SanAug,PRECINCT 8,U.S. Senate,,REP,Chris Mapp,6,,,
SanAug,PRECINCT 9,U.S. Senate,,REP,Chris Mapp,16,,,
SanAug,PRECINCT 10,U.S. Senate,,REP,Chris Mapp,4,,,
SanAug,PRECINCT 11,U.S. Senate,,REP,Chris Mapp,0,,,
SanAug,PRECINCT 1,U.S. Senate,,REP,Reid Reasor,0,,,
SanAug,PRECINCT 2,U.S. Senate,,REP,Reid Reasor,2,,,
SanAug,PRECINCT 3,U.S. Senate,,REP,Reid Reasor,0,,,
SanAug,PRECINCT 4,U.S. Senate,,REP,Reid Reasor,0,,,
SanAug,PRECINCT 5,U.S. Senate,,REP,Reid Reasor,0,,,
