county,precinct,office,district,party,candidate,votes,early_votes,election_day
Cherokee,12,Straight Party,,,Over Votes,0,0,0
Cherokee,12,Straight Party,,,Under Votes,233,117,116
Cherokee,12,Registered Voters,,,,0,,
Cherokee,12,Ballots Cast,,,,452,234,218
Cherokee,12,Straight Party,,REP,Republican Party,178,100,218
Cherokee,12,Straight Party,,,Over Votes,0,0,0
Cherokee,12,Straight Party,,,Under Votes,233,117,116
Cherokee,12,Straight Party,,DEM,Democratic Party,39,17,218
Cherokee,12,Straight Party,,LIB,Libertarian Party,2,0,218
Cherokee,12,Straight Party,,GRN,Green Party,0,0,218
Cherokee,12,United States Senator,,REP,John Cornyn,350,184,218
Cherokee,12,United States Senator,,,Over Votes,0,0,0
Cherokee,12,United States Senator,,,Under Votes,20,10,10
Cherokee,12,United States Senator,,DEM,David M. Alameel,69,28,218
Cherokee,12,United States Senator,,LIB,Rebecca Paddock,8,7,218
Cherokee,12,United States Senator,,GRN,"Emily ""Spicybrown"" Sanchez",5,5,218
Cherokee,12,United States Representative,5,REP,Jeb Hensarling,351,181,218
Cherokee,12,United States Representative,5,,Over Votes,0,0,0
Cherokee,12,United States Representative,5,,Under Votes,61,27,34
Cherokee,12,United States Representative,5,LIB,Ken Ashby,40,26,218
Cherokee,12,Governor,,REP,Greg Abbott,368,195,218
Cherokee,12,Governor,,,Over Votes,0,0,0
Cherokee,12,Governor,,,Under Votes,1,1,0
Cherokee,12,Governor,,DEM,Wendy R. Davis,78,34,218
Cherokee,12,Governor,,LIB,Kathie Glass,3,3,218
Cherokee,12,Governor,,GRN,Brandon Parmer,2,1,218
Cherokee,12,Lieutenant Governor,,REP,Dan Patrick,358,190,218
Cherokee,12,Lieutenant Governor,,,Over Votes,0,0,0
Cherokee,12,Lieutenant Governor,,,Under Votes,3,3,0
Cherokee,12,Lieutenant Governor,,DEM,Leticia Van de Putte,76,32,218
Cherokee,12,Lieutenant Governor,,LIB,Robert D. Butler,10,4,218
Cherokee,12,Lieutenant Governor,,GRN,Chandrakantha Courtney,5,5,218
Cherokee,12,Attorney General,,REP,Ken Paxton,352,183,218
Cherokee,12,Attorney General,,,Over Votes,0,0,0
Cherokee,12,Attorney General,,,Under Votes,5,4,1
Cherokee,12,Attorney General,,DEM,Sam Houston,83,38,218
Cherokee,12,Attorney General,,LIB,Jamie Balagia,6,3,218
Cherokee,12,Attorney General,,GRN,Jamar Osborne,6,6,218
Cherokee,12,Comptroller of Public Accounts,,REP,Glenn Hegar,339,182,218
Cherokee,12,Comptroller of Public Accounts,,,Over Votes,0,0,0
Cherokee,12,Comptroller of Public Accounts,,,Under Votes,10,5,5
Cherokee,12,Comptroller of Public Accounts,,DEM,Mike Collier,85,36,218
Cherokee,12,Comptroller of Public Accounts,,LIB,Ben Sanders,13,6,218
Cherokee,12,Comptroller of Public Accounts,,GRN,Deb Shafto,5,5,218
Cherokee,12,Commissioner of the General Land Office,,REP,George P. Bush,345,182,218
Cherokee,12,Commissioner of the General Land Office,,,Over Votes,0,0,0
Cherokee,12,Commissioner of the General Land Office,,,Under Votes,7,3,4
Cherokee,12,Commissioner of the General Land Office,,DEM,John Cook,81,33,218
Cherokee,12,Commissioner of the General Land Office,,LIB,Justin Knight,13,10,218
Cherokee,12,Commissioner of the General Land Office,,GRN,Valerie Alessi,6,6,218
Cherokee,12,Commissioner of Agriculture,,REP,Sid Miller,331,175,218
Cherokee,12,Commissioner of Agriculture,,,Over Votes,0,0,0
Cherokee,12,Commissioner of Agriculture,,,Under Votes,12,7,5
Cherokee,12,Commissioner of Agriculture,,DEM,Jim Hogan,91,39,218
Cherokee,12,Commissioner of Agriculture,,LIB,David (Rocky) Palmquist,11,6,218
Cherokee,12,Commissioner of Agriculture,,GRN,Kenneth Kendrick,7,7,218
Cherokee,12,Railroad Commissioner,,REP,Ryan Sitton,333,179,218
Cherokee,12,Railroad Commissioner,,,Over Votes,0,0,0
Cherokee,12,Railroad Commissioner,,,Under Votes,12,6,6
Cherokee,12,Railroad Commissioner,,DEM,Steve Brown,82,32,218
Cherokee,12,Railroad Commissioner,,LIB,Mark A. Miller,19,11,218
Cherokee,12,Railroad Commissioner,,GRN,Martina Salinas,6,6,218
Cherokee,12,"Chief Justice, Supreme Court",,REP,Nathan Hecht,329,175,218
Cherokee,12,"Chief Justice, Supreme Court",,,Over Votes,0,0,0
Cherokee,12,"Chief Justice, Supreme Court",,,Under Votes,13,6,7
Cherokee,12,"Chief Justice, Supreme Court",,DEM,William Moody,93,42,218
Cherokee,12,"Chief Justice, Supreme Court",,LIB,Tom Oxford,17,11,218
Cherokee,12,"Justice, Supreme Court, Place 6 - Unexpired Term",,REP,Jeff Brown,342,182,218
Cherokee,12,"Justice, Supreme Court, Place 6 - Unexpired Term",,,Over Votes,0,0,0
Cherokee,12,"Justice, Supreme Court, Place 6 - Unexpired Term",,,Under Votes,16,9,7
Cherokee,12,"Justice, Supreme Court, Place 6 - Unexpired Term",,DEM,Lawrence Edward Meyers,79,35,218
Cherokee,12,"Justice, Supreme Court, Place 6 - Unexpired Term",,LIB,Mark Ash,15,8,218
Cherokee,12,"Justice, Supreme Court, Place 7",,REP,Jeff Boyd,340,179,218
Cherokee,12,"Justice, Supreme Court, Place 7",,,Over Votes,0,0,0
Cherokee,12,"Justice, Supreme Court, Place 7",,,Under Votes,16,8,8
Cherokee,12,"Justice, Supreme Court, Place 7",,DEM,Gina Benavides,77,32,218
Cherokee,12,"Justice, Supreme Court, Place 7",,LIB,Don Fulton,13,10,218
Cherokee,12,"Justice, Supreme Court, Place 7",,GRN,Charles E. Waterbury,6,5,218
Cherokee,12,"Justice, Supreme Court, Place 8",,REP,Phil Johnson,350,184,218
Cherokee,12,"Justice, Supreme Court, Place 8",,,Over Votes,0,0,0
Cherokee,12,"Justice, Supreme Court, Place 8",,,Under Votes,58,26,32
Cherokee,12,"Justice, Supreme Court, Place 8",,LIB,RS Roberto Koelsch,28,14,218
Cherokee,12,"Justice, Supreme Court, Place 8",,GRN,Jim Chisolm,16,10,218
Cherokee,12,"Judge, Court of Criminal Appeals Place 3",,REP,Bert Richardson,337,178,218
Cherokee,12,"Judge, Court of Criminal Appeals Place 3",,,Over Votes,0,0,0
Cherokee,12,"Judge, Court of Criminal Appeals Place 3",,,Under Votes,21,11,10
Cherokee,12,"Judge, Court of Criminal Appeals Place 3",,DEM,John Granberg,80,37,218
Cherokee,12,"Judge, Court of Criminal Appeals Place 3",,LIB,Mark W. Bennett,14,8,218
Cherokee,12,"Judge, Court of Criminal Appeals Place 4",,REP,Kevin Patrick Yeary,350,186,218
