county,office,district,candidate,incumbent,party,votes,pct
CHAMBERS,State Senate,4,Brandon Creighton,False,REP,588,78.30
CHAMBERS,State Senate,4,Steve Toth,False,REP,163,21.70
CHAMBERS,State Senate,4,Total,,,751,
GALVESTON,State Senate,4,Brandon Creighton,False,REP,39,79.59
GALVESTON,State Senate,4,Steve Toth,False,REP,10,20.41
GALVESTON,State Senate,4,Total,,,49,
HARRIS,State Senate,4,Brandon Creighton,False,REP,2501,74.26
HARRIS,State Senate,4,Steve Toth,False,REP,867,25.74
HARRIS,State Senate,4,Total,,,3368,
JEFFERSON,State Senate,4,Brandon Creighton,False,REP,3080,71.03
JEFFERSON,State Senate,4,Steve Toth,False,REP,1256,28.97
JEFFERSON,State Senate,4,Total,,,4336,
MONTGOMERY,State Senate,4,Brandon Creighton,False,REP,9024,64.00
MONTGOMERY,State Senate,4,Steve Toth,False,REP,5077,36.00
MONTGOMERY,State Senate,4,Total,,,14101,
