county,precinct,office,district,party,candidate,votes,early_voting,election_day
Kaufman,1SK,Straight Party,,REP,Republican Party,42,33,9
Kaufman,1SK,Straight Party,,,Over Votes,0,0,0
Kaufman,1SK,Straight Party,,,Under Votes,65,41,24
Kaufman,1SK,Straight Party,,DEM,Democratic Party,13,9,4
Kaufman,1SK,Straight Party,,LIB,Libertarian Party,1,0,1
Kaufman,1SK,Straight Party,,GRN,Green Party,0,0,0
Kaufman,1SK,U.S. Senate,,REP,John Cornyn,84,60,24
Kaufman,1SK,U.S. Senate,,,Over Votes,0,0,0
Kaufman,1SK,U.S. Senate,,,Under Votes,8,5,3
Kaufman,1SK,U.S. Senate,,DEM,David M. Alameel,22,14,8
Kaufman,1SK,U.S. Senate,,LIB,Rebecca Paddock,7,4,3
Kaufman,1SK,U.S. Senate,,GRN,"Emily ""Spicybrown"" Sanchez",0,0,0
Kaufman,1SK,U.S. Representative District 5,,REP,Jeb Hensarling,95,67,28
Kaufman,1SK,U.S. Representative District 5,,,Over Votes,0,0,0
Kaufman,1SK,U.S. Representative District 5,,,Under Votes,15,11,4
Kaufman,1SK,U.S. Representative District 5,,LIB,Ken Ashby,11,5,6
Kaufman,1SK,Governor,,REP,Greg Abbott,85,60,25
Kaufman,1SK,Governor,,,Over Votes,0,0,0
Kaufman,1SK,Governor,,,Under Votes,0,0,0
Kaufman,1SK,Governor,,DEM,Wendy R. Davis,32,21,11
Kaufman,1SK,Governor,,LIB,Kathie Glass,3,1,2
Kaufman,1SK,Governor,,GRN,Brandon Parmer,1,1,0
Kaufman,1SK,Lieutenant Governor,,REP,Dan Patrick,81,58,23
Kaufman,1SK,Lieutenant Governor,,,Over Votes,0,0,0
Kaufman,1SK,Lieutenant Governor,,,Under Votes,3,1,2
Kaufman,1SK,Lieutenant Governor,,DEM,Leticia Van de Putte,30,20,10
Kaufman,1SK,Lieutenant Governor,,LIB,Robert D. Butler,7,4,3
Kaufman,1SK,Lieutenant Governor,,GRN,Chandrakantha Courtney,0,0,0
Kaufman,1SK,Attorney General,,REP,Ken Paxton,83,58,25
Kaufman,1SK,Attorney General,,,Over Votes,0,0,0
Kaufman,1SK,Attorney General,,,Under Votes,5,2,3
Kaufman,1SK,Attorney General,,DEM,Sam Houston,29,20,9
Kaufman,1SK,Attorney General,,LIB,Jamie Balagia,4,3,1
Kaufman,1SK,Attorney General,,GRN,Jamar Osborne,0,0,0
Kaufman,1SK,Comptroller of Public Accounts,,REP,Glenn Hegar,81,57,24
Kaufman,1SK,Comptroller of Public Accounts,,,Over Votes,0,0,0
Kaufman,1SK,Comptroller of Public Accounts,,,Under Votes,6,3,3
Kaufman,1SK,Comptroller of Public Accounts,,DEM,Mike Collier,29,19,10
Kaufman,1SK,Comptroller of Public Accounts,,LIB,Ben Sanders,4,3,1
Kaufman,1SK,Comptroller of Public Accounts,,GRN,Deb Shafto,1,1,0
Kaufman,1SK,Commissioner of the General Land Office,,REP,George P. Bush,87,61,26
Kaufman,1SK,Commissioner of the General Land Office,,,Over Votes,0,0,0
Kaufman,1SK,Commissioner of the General Land Office,,,Under Votes,5,3,2
Kaufman,1SK,Commissioner of the General Land Office,,DEM,John Cook,23,16,7
Kaufman,1SK,Commissioner of the General Land Office,,LIB,Justin Knight,6,3,3
Kaufman,1SK,Commissioner of the General Land Office,,GRN,Valerie Alessi,0,0,0
Kaufman,1SK,Commissioner of Agriculture,,REP,Sid Miller,79,56,23
Kaufman,1SK,Commissioner of Agriculture,,,Over Votes,0,0,0
Kaufman,1SK,Commissioner of Agriculture,,,Under Votes,7,4,3
Kaufman,1SK,Commissioner of Agriculture,,DEM,Jim Hogan,30,20,10
Kaufman,1SK,Commissioner of Agriculture,,LIB,David (Rocky) Palmquist,3,1,2
