county,precinct,office,district,party,candidate,votes,early_votes,election_day
Irion,100,U.S. Senate,,REP,Steve Stockman,12,2,10
Irion,100,U.S. Senate,,REP,Linda Vega,1,1,0
Irion,100,U.S. Senate,,REP,Curt Cleaver,1,1,0
Irion,100,U.S. Senate,,REP,Reid Reasor,2,0,2
Irion,100,U.S. Senate,,REP,Over Votes,0,0,0
Irion,100,U.S. Senate,,REP,Under Votes,4,0,4
Irion,100,Registered Voters,,REP,,614,,
Irion,100,Ballots Cast,,REP,,67,18,0
Irion,100,U.S. Senate,,REP,Chris Mapp,1,1,0
Irion,100,U.S. Senate,,REP,Over Votes,0,0,0
Irion,100,U.S. Senate,,REP,Under Votes,4,0,4
Irion,100,U.S. Senate,,REP,Ken Cope,1,0,1
Irion,100,U.S. Senate,,REP,John Cornyn,35,11,24
Irion,100,U.S. Senate,,REP,Dwayne Stovall,4,0,4
Irion,100,United States Representative,11,REP,Wade Brown,14,3,11
Irion,100,United States Representative,11,REP,Mike Conaway,47,13,34
Irion,100,United States Representative,11,REP,Over Votes,0,0,0
Irion,100,United States Representative,11,REP,Under Votes,0,0,0
Irion,100,Governor,,REP,Greg Abbott,52,11,41
Irion,100,Governor,,REP,Miriam Martinez,2,2,0
Irion,100,Governor,,REP,Over Votes,0,0,0
Irion,100,Governor,,REP,Under Votes,2,0,2
Irion,100,Governor,,REP,SECEDE Kilgore,1,1,0
Irion,100,Governor,,REP,Lisa Fritsch,4,2,2
Irion,100,Lieutenant Governor,,REP,Todd Staples,10,4,6
Irion,100,Lieutenant Governor,,REP,Jerry Patterson,6,3,3
Irion,100,Lieutenant Governor,,REP,David Dewhurst,29,7,22
Irion,100,Lieutenant Governor,,REP,Over Votes,0,0,0
Irion,100,Lieutenant Governor,,REP,Under Votes,1,0,1
Irion,100,Lieutenant Governor,,REP,Dan Patrick,15,2,13
Irion,100,Attorney General,,REP,Dan Branch,23,6,17
Irion,100,Attorney General,,REP,Barry Smitherman,16,8,8
Irion,100,Attorney General,,REP,Over Votes,0,0,0
Irion,100,Attorney General,,REP,Under Votes,3,1,2
Irion,100,Attorney General,,REP,Ken Paxton,19,1,18
Irion,100,Comptroller of Public Accounts,,REP,Raul Torres,3,3,0
Irion,100,Comptroller of Public Accounts,,REP,Glenn Hegar,21,3,18
Irion,100,Comptroller of Public Accounts,,REP,Over Votes,0,0,0
Irion,100,Comptroller of Public Accounts,,REP,Under Votes,5,1,4
Irion,100,Comptroller of Public Accounts,,REP,Harvey Hilderbran,29,8,21
Irion,100,Comptroller of Public Accounts,,REP,Debra Medina,3,1,2
Irion,100,Commissioner of the General Land Office,,REP,George P. Bush,44,14,30
Irion,100,Commissioner of the General Land Office,,REP,David Watts,16,2,14
Irion,100,Commissioner of the General Land Office,,REP,Over Votes,0,0,0
Irion,100,Commissioner of the General Land Office,,REP,Under Votes,1,0,1
Irion,100,Commissioner of Agriculture,,REP,Tommy Merritt,12,5,7
Irion,100,Commissioner of Agriculture,,REP,Eric Opiela,6,0,6
Irion,100,Commissioner of Agriculture,,REP,Sid Miller,16,3,13
Irion,100,Commissioner of Agriculture,,REP,J Allen Carnes,11,3,8
Irion,100,Commissioner of Agriculture,,REP,Over Votes,0,0,0
Irion,100,Commissioner of Agriculture,,REP,Under Votes,3,1,2
Irion,100,Commissioner of Agriculture,,REP,Joe Cotten,13,4,9
Irion,100,Railroad Commissioner,,REP,Ryan Sitton,18,7,11
Irion,100,Railroad Commissioner,,REP,Wayne Christian,23,4,19
Irion,100,Railroad Commissioner,,REP,Malachi Boyuls,2,0,2
Irion,100,Railroad Commissioner,,REP,Over Votes,0,0,0
Irion,100,Railroad Commissioner,,REP,Under Votes,9,3,6
Irion,100,Railroad Commissioner,,REP,Becky Berger,9,2,7
Irion,100,"Chief Justice, Supreme Court",,REP,Robert Talton,32,6,26
Irion,100,"Chief Justice, Supreme Court",,REP,Nathan Hecht,17,4,13
Irion,100,"Chief Justice, Supreme Court",,REP,Over Votes,0,0,0
Irion,100,"Chief Justice, Supreme Court",,REP,Under Votes,12,6,6
Irion,100,"Justice, Supreme Court, Place 6 - Unexpired Term",,REP,Jeff Brown,38,7,31
Irion,100,"Justice, Supreme Court, Place 6 - Unexpired Term",,REP,Over Votes,0,0,0
Irion,100,"Justice, Supreme Court, Place 6 - Unexpired Term",,REP,Under Votes,12,5,7
Irion,100,"Justice, Supreme Court, Place 6 - Unexpired Term",,REP,Joe Pool,11,4,7
Irion,100,"Justice, Supreme Court, Place 7",,REP,Jeff Boyd,44,8,36
Irion,100,"Justice, Supreme Court, Place 7",,REP,Over Votes,0,0,0
Irion,100,"Justice, Supreme Court, Place 7",,REP,Under Votes,17,8,9
Irion,100,"Justice, Supreme Court, Place 8",,REP,Phil Johnson,32,6,26
Irion,100,"Justice, Supreme Court, Place 8",,REP,Over Votes,0,0,0
Irion,100,"Justice, Supreme Court, Place 8",,REP,Under Votes,12,4,8
Irion,100,"Justice, Supreme Court, Place 8",,REP,Sharon McCally,17,6,11
Irion,100,"Judge, Court of Criminal Appeals, Place 3",,REP,Barbara Walther,44,12,32
Irion,100,"Judge, Court of Criminal Appeals, Place 3",,REP,Bert Richardson,14,3,11
Irion,100,"Judge, Court of Criminal Appeals, Place 3",,REP,Over Votes,0,0,0
Irion,100,"Judge, Court of Criminal Appeals, Place 3",,REP,Under Votes,3,1,2
Irion,100,"Judge, Court of Criminal Appeals, Place 4",,REP,Richard Dean Davis,19,4,15
Irion,100,"Judge, Court of Criminal Appeals, Place 4",,REP,Kevin Patrick Yeary,23,4,19
Irion,100,"Judge, Court of Criminal Appeals, Place 4",,REP,Over Votes,0,0,0
Irion,100,"Judge, Court of Criminal Appeals, Place 4",,REP,Under Votes,11,5,6
Irion,100,"Judge, Court of Criminal Appeals, Place 4",,REP,Jani Jo Wood,8,3,5
Irion,100,"Judge, Court of Criminal Appeals, Place 9",,REP,"W.C. ""Bud"" Kirkendall",33,9,24
Irion,100,"Judge, Court of Criminal Appeals, Place 9",,REP,David Newell,15,1,14
Irion,100,"Judge, Court of Criminal Appeals, Place 9",,REP,Over Votes,0,0,0
Irion,100,"Judge, Court of Criminal Appeals, Place 9",,REP,Under Votes,13,6,7
Irion,100,State Representative,72,REP,Shannon Thomason,14,5,9
Irion,100,State Representative,72,REP,Drew Darby,45,10,35
Irion,100,State Representative,72,REP,Over Votes,0,0,0
Irion,100,State Representative,72,REP,Under Votes,2,1,1
Irion,100,"Chief Justice, 3rd Court of Appeals District",,REP,Jeff Rose,43,9,34
Irion,100,"Chief Justice, 3rd Court of Appeals District",,REP,Over Votes,0,0,0
Irion,100,"Chief Justice, 3rd Court of Appeals District",,REP,Under Votes,18,7,11
Irion,100,County Judge,,REP,Tom Aiken,53,12,41
Irion,100,County Judge,,REP,Over Votes,0,0,0
Irion,100,County Judge,,REP,Under Votes,8,4,4
Irion,100,District and County Clerk,,REP,Molly Criner,47,8,39
Irion,100,District and County Clerk,,REP,Over Votes,0,0,0
Irion,100,District and County Clerk,,REP,Under Votes,14,8,6
Irion,100,County Treasurer,,REP,Carolyn Huelster,51,12,39
Irion,100,County Treasurer,,REP,Over Votes,0,0,0
Irion,100,County Treasurer,,REP,Under Votes,10,4,6
Irion,100,Justice of the Peace,,REP,Donna Smith,52,11,41
Irion,100,Justice of the Peace,,REP,Over Votes,0,0,0
Irion,100,Justice of the Peace,,REP,Under Votes,9,5,4
Irion,100,Religious Freedom:,,REP,YES,59,14,45
Irion,100,Religious Freedom:,,REP,Over Votes,0,0,0
Irion,100,Religious Freedom:,,REP,Under Votes,0,0,0
Irion,100,Religious Freedom:,,REP,NO,2,2,0
Irion,100,Second Amendment:,,REP,YES,56,13,43
Irion,100,Second Amendment:,,REP,Over Votes,0,0,0
Irion,100,Second Amendment:,,REP,Under Votes,2,1,1
Irion,100,Second Amendment:,,REP,NO,3,2,1
Irion,100,Franchise Tax:,,REP,YES,50,9,41
Irion,100,Franchise Tax:,,REP,Over Votes,0,0,0
Irion,100,Franchise Tax:,,REP,Under Votes,3,1,2
Irion,100,Franchise Tax:,,REP,NO,8,6,2
Irion,100,Welfare Reform:,,REP,YES,54,13,41
Irion,100,Welfare Reform:,,REP,Over Votes,0,0,0
Irion,100,Welfare Reform:,,REP,Under Votes,2,1,1
Irion,100,Welfare Reform:,,REP,NO,5,2,3
Irion,100,No Lawmaker Exceptions:,,REP,YES,60,15,45
Irion,100,No Lawmaker Exceptions:,,REP,Over Votes,0,0,0
Irion,100,No Lawmaker Exceptions:,,REP,Under Votes,1,1,0
Irion,100,No Lawmaker Exceptions:,,REP,NO,0,0,0
Irion,100,Obamacare:,,REP,YES,57,13,44
Irion,100,Obamacare:,,REP,Over Votes,0,0,0
Irion,100,Obamacare:,,REP,Under Votes,1,1,0
Irion,100,Obamacare:,,REP,NO,3,2,1
Irion,200,U.S. Senate,,REP,Steve Stockman,16,5,11
Irion,200,U.S. Senate,,REP,Linda Vega,1,0,1
Irion,200,U.S. Senate,,REP,Curt Cleaver,0,0,0
Irion,200,U.S. Senate,,REP,Reid Reasor,0,0,0
Irion,200,U.S. Senate,,REP,Over Votes,0,0,0
Irion,200,U.S. Senate,,REP,Under Votes,5,0,5
Irion,200,Registered Voters,,REP,,670,,
Irion,200,Ballots Cast,,REP,,67,17,0
Irion,200,U.S. Senate,,REP,Chris Mapp,0,0,0
Irion,200,U.S. Senate,,REP,Over Votes,0,0,0
Irion,200,U.S. Senate,,REP,Under Votes,5,0,5
Irion,200,U.S. Senate,,REP,Ken Cope,3,0,3
Irion,200,U.S. Senate,,REP,John Cornyn,30,9,21
Irion,200,U.S. Senate,,REP,Dwayne Stovall,8,1,7
Irion,200,United States Representative,11,REP,Wade Brown,22,5,17
Irion,200,United States Representative,11,REP,Mike Conaway,38,9,29
Irion,200,United States Representative,11,REP,Over Votes,0,0,0
Irion,200,United States Representative,11,REP,Under Votes,3,1,2
Irion,200,Governor,,REP,Greg Abbott,54,13,41
Irion,200,Governor,,REP,Miriam Martinez,1,0,1
Irion,200,Governor,,REP,Over Votes,0,0,0
Irion,200,Governor,,REP,Under Votes,4,1,3
Irion,200,Governor,,REP,SECEDE Kilgore,0,0,0
Irion,200,Governor,,REP,Lisa Fritsch,4,1,3
Irion,200,Lieutenant Governor,,REP,Todd Staples,7,1,6
Irion,200,Lieutenant Governor,,REP,Jerry Patterson,5,1,4
Irion,200,Lieutenant Governor,,REP,David Dewhurst,25,6,19
Irion,200,Lieutenant Governor,,REP,Over Votes,0,0,0
Irion,200,Lieutenant Governor,,REP,Under Votes,5,1,4
Irion,200,Lieutenant Governor,,REP,Dan Patrick,21,6,15
Irion,200,Attorney General,,REP,Dan Branch,31,7,24
Irion,200,Attorney General,,REP,Barry Smitherman,15,6,9
Irion,200,Attorney General,,REP,Over Votes,0,0,0
Irion,200,Attorney General,,REP,Under Votes,5,0,5
Irion,200,Attorney General,,REP,Ken Paxton,12,2,10
Irion,200,Comptroller of Public Accounts,,REP,Raul Torres,4,1,3
Irion,200,Comptroller of Public Accounts,,REP,Glenn Hegar,15,1,14
Irion,200,Comptroller of Public Accounts,,REP,Over Votes,0,0,0
Irion,200,Comptroller of Public Accounts,,REP,Under Votes,7,1,6
Irion,200,Comptroller of Public Accounts,,REP,Harvey Hilderbran,34,11,23
Irion,200,Comptroller of Public Accounts,,REP,Debra Medina,3,1,2
Irion,200,Commissioner of the General Land Office,,REP,George P. Bush,45,10,35
Irion,200,Commissioner of the General Land Office,,REP,David Watts,14,4,10
Irion,200,Commissioner of the General Land Office,,REP,Over Votes,0,0,0
Irion,200,Commissioner of the General Land Office,,REP,Under Votes,4,1,3
Irion,200,Commissioner of Agriculture,,REP,Tommy Merritt,7,3,4
Irion,200,Commissioner of Agriculture,,REP,Eric Opiela,4,1,3
