county,precinct,office,district,party,candidate,votes,early_votes,election_day
Floyd,1.0,Straight Party,,,Over Votes,0.0,0.0,0.0
Floyd,1.0,Straight Party,,,Under Votes,218.0,106.0,112.0
Floyd,1.0,Registered Voters,,,,1154.0,,
Floyd,1.0,Ballots Cast,,,,454.0,247.0,82.0
Floyd,1.0,Straight Party,,REP,Republican Party,156.0,74.0,82.0
Floyd,1.0,Straight Party,,DEM,Democratic Party,22.0,9.0,13.0
Floyd,1.0,Straight Party,,LIB,Libertarian Party,0.0,0.0,0.0
Floyd,1.0,Straight Party,,GRN,Green Party,0.0,0.0,0.0
Floyd,1.0,U.S. Senate,,REP,John Cornyn,388.0,218.0,170.0
Floyd,1.0,U.S. Senate,,DEM,David M. Alameel,42.0,19.0,23.0
Floyd,1.0,U.S. Senate,,LIB,Rebecca Paddock,7.0,4.0,3.0
Floyd,1.0,U.S. Senate,,GRN,"Emily ""Spicybrown"" Sanchez",2.0,0.0,2.0
Floyd,1.0,U.S. Senate,,"",MOHAMMED TAHIRO,0.0,0.0,0.0
Floyd,1.0,U.S. House,19,REP,Randy Neugebauer,382.0,209.0,173.0
Floyd,1.0,U.S. House,19,DEM,Neal Marchbanks,47.0,24.0,23.0
Floyd,1.0,U.S. House,19,LIB,Richard (Chip) Peterson,13.0,8.0,5.0
Floyd,1.0,U.S. House,19,"",DONALD L. VANCE,0.0,0.0,0.0
Floyd,1.0,Governor,,REP,Greg Abbott,391.0,215.0,176.0
Floyd,1.0,Governor,,DEM,Wendy R. Davis,56.0,30.0,26.0
Floyd,1.0,Governor,,LIB,Kathie Glass,1.0,0.0,1.0
Floyd,1.0,Governor,,GRN,Brandon Parmer,0.0,0.0,0.0
Floyd,1.0,Governor,,"",SARAH M. PAVITT,0.0,0.0,0.0
Floyd,1.0,Lieutenant Governor,,REP,Dan Patrick,384.0,212.0,172.0
Floyd,1.0,Lieutenant Governor,,DEM,Leticia Van de Putte,50.0,24.0,26.0
Floyd,1.0,Lieutenant Governor,,LIB,Robert D. Butler,7.0,5.0,2.0
Floyd,1.0,Lieutenant Governor,,GRN,Chandrakantha Courtney,1.0,0.0,1.0
Floyd,1.0,Attorney General,,REP,Ken Paxton,371.0,199.0,172.0
Floyd,1.0,Attorney General,,DEM,Sam Houston,73.0,42.0,31.0
Floyd,1.0,Attorney General,,LIB,Jamie Balagia,2.0,2.0,0.0
Floyd,1.0,Attorney General,,GRN,Jamar Osborne,1.0,0.0,1.0
Floyd,1.0,Comptroller of Public Accounts,,REP,Glenn Hegar,359.0,193.0,166.0
Floyd,1.0,Comptroller of Public Accounts,,DEM,Mike Collier,62.0,36.0,26.0
Floyd,1.0,Comptroller of Public Accounts,,LIB,Ben Sanders,9.0,4.0,5.0
Floyd,1.0,Comptroller of Public Accounts,,GRN,Deb Shafto,0.0,0.0,0.0
Floyd,1.0,Commissioner of the General Land Office,,REP,George P. Bush,387.0,213.0,174.0
Floyd,1.0,Commissioner of the General Land Office,,DEM,John Cook,51.0,26.0,25.0
Floyd,1.0,Commissioner of the General Land Office,,LIB,Justin Knight,4.0,2.0,2.0
