county,precinct,office,district,party,candidate,votes,early_votes,election_day
Wheeler,1.0,Straight Party,,,Over Votes,0.0,0.0,0.0
Wheeler,1.0,Straight Party,,,Under Votes,62.0,17.0,45.0
Wheeler,1.0,Registered Voters,,,,231.0,,
Wheeler,1.0,Ballots Cast,,,,109.0,36.0,28.0
Wheeler,1.0,Straight Party,,REP,Republican Party,37.0,9.0,28.0
Wheeler,1.0,Straight Party,,DEM,Democratic Party,0.0,0.0,0.0
Wheeler,1.0,Straight Party,,LIB,Libertarian Party,0.0,0.0,0.0
Wheeler,1.0,Straight Party,,GRN,Green Party,0.0,0.0,0.0
Wheeler,1.0,United States Senator,,REP,John Cornyn,99.0,32.0,67.0
Wheeler,1.0,United States Senator,,DEM,David M. Alameel,2.0,1.0,1.0
Wheeler,1.0,United States Senator,,LIB,Rebecca Paddock,1.0,0.0,1.0
Wheeler,1.0,United States Senator,,GRN,"Emily ""Spicybrown"" Sanchez",0.0,0.0,0.0
Wheeler,1.0,United States Senator,,"",Mohammed Tahiro,0.0,0.0,0.0
Wheeler,1.0,United States Representative,13,REP,Mac Thornberry,103.0,34.0,69.0
Wheeler,1.0,United States Representative,13,DEM,Mike Minter,3.0,1.0,2.0
Wheeler,1.0,United States Representative,13,LIB,Emily Pivoda,1.0,0.0,1.0
Wheeler,1.0,United States Representative,13,GRN,Don Cook,0.0,0.0,0.0
Wheeler,1.0,Governor,,REP,Greg Abbott,102.0,34.0,68.0
Wheeler,1.0,Governor,,DEM,Wendy R. Davis,4.0,1.0,3.0
Wheeler,1.0,Governor,,LIB,Kathie Glass,0.0,0.0,0.0
Wheeler,1.0,Governor,,GRN,Brandon Parmer,1.0,0.0,1.0
Wheeler,1.0,Governor,,"",Sarah M. Pavitt,0.0,0.0,0.0
Wheeler,1.0,Lieutenant Governor,,REP,Dan Patrick,102.0,36.0,66.0
Wheeler,1.0,Lieutenant Governor,,DEM,Leticia Van de Putte,3.0,0.0,3.0
Wheeler,1.0,Lieutenant Governor,,LIB,Robert D. Butler,1.0,0.0,1.0
Wheeler,1.0,Lieutenant Governor,,GRN,Chandrakantha Courtney,0.0,0.0,0.0
Wheeler,1.0,Attorney General,,REP,Ken Paxton,102.0,34.0,68.0
Wheeler,1.0,Attorney General,,DEM,Sam Houston,4.0,2.0,2.0
Wheeler,1.0,Attorney General,,LIB,Jamie Balagia,0.0,0.0,0.0
Wheeler,1.0,Attorney General,,GRN,Jamar Osborne,0.0,0.0,0.0
Wheeler,1.0,Comptroller of Public Accounts,,REP,Glenn Hegar,98.0,32.0,66.0
