county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day
Gray,1,Ballots Cast,,,,170,14,12,144
Gray,2 CO,Ballots Cast,,,,366,46,120,200
Gray,3 CO,Ballots Cast,,,,56,3,7,46
Gray,4,Ballots Cast,,,,247,14,11,222
Gray,5 CO,Ballots Cast,,,,12,2,6,4
Gray,6,Ballots Cast,,,,962,142,390,430
Gray,7,Ballots Cast,,,,569,88,195,286
Gray,2 CO CITY,Ballots Cast,,,,387,67,116,204
Gray,2 CO WDISD,Ballots Cast,,,,2,0,1,1
Gray,3 CO WDISD,Ballots Cast,,,,3,0,2,1
Gray,5 CO CITY,Ballots Cast,,,,986,153,420,413
Gray,5 CO MISD,Ballots Cast,,,,10,1,1,8
Gray,1,Registered Voters,,,,458,,,
Gray,2 CO,Registered Voters,,,,2700,,,
Gray,3 CO,Registered Voters,,,,108,,,
Gray,4,Registered Voters,,,,739,,,
Gray,5 CO,Registered Voters,,,,3365,,,
Gray,6,Registered Voters,,,,2943,,,
Gray,7,Registered Voters,,,,2676,,,
Gray,2 CO CITY,Registered Voters,,,,0,,,
Gray,2 CO WDISD,Registered Voters,,,,0,,,
Gray,3 CO WDISD,Registered Voters,,,,0,,,
Gray,5 CO CITY,Registered Voters,,,,0,,,
Gray,5 CO MISD,Registered Voters,,,,0,,,
Gray,1,Straight Party,,,Republican,94,,,
Gray,2 CO,Straight Party,,,Republican,215,,,
Gray,3 CO,Straight Party,,,Republican,25,,,
Gray,4,Straight Party,,,Republican,147,,,
Gray,5 CO,Straight Party,,,Republican,9,,,
Gray,6,Straight Party,,,Republican,554,,,
Gray,7,Straight Party,,,Republican,340,,,
Gray,2 CO CITY,Straight Party,,,Republican,223,,,
Gray,2 CO WDISD,Straight Party,,,Republican,0,,,
Gray,3 CO WDISD,Straight Party,,,Republican,3,,,
Gray,5 CO CITY,Straight Party,,,Republican,563,,,
Gray,5 CO MISD,Straight Party,,,Republican,5,,,
Gray,1,Straight Party,,,Democratic,5,,,
Gray,2 CO,Straight Party,,,Democratic,10,,,
Gray,3 CO,Straight Party,,,Democratic,0,,,
Gray,4,Straight Party,,,Democratic,9,,,
Gray,5 CO,Straight Party,,,Democratic,0,,,
Gray,6,Straight Party,,,Democratic,26,,,
Gray,7,Straight Party,,,Democratic,28,,,
Gray,2 CO CITY,Straight Party,,,Democratic,25,,,
Gray,2 CO WDISD,Straight Party,,,Democratic,0,,,
Gray,3 CO WDISD,Straight Party,,,Democratic,0,,,
Gray,5 CO CITY,Straight Party,,,Democratic,36,,,
Gray,5 CO MISD,Straight Party,,,Democratic,0,,,
Gray,1,Straight Party,,,Libertarian,2,,,
Gray,2 CO,Straight Party,,,Libertarian,3,,,
Gray,3 CO,Straight Party,,,Libertarian,0,,,
Gray,4,Straight Party,,,Libertarian,0,,,
Gray,5 CO,Straight Party,,,Libertarian,0,,,
Gray,6,Straight Party,,,Libertarian,1,,,
Gray,7,Straight Party,,,Libertarian,4,,,
Gray,2 CO CITY,Straight Party,,,Libertarian,4,,,
Gray,2 CO WDISD,Straight Party,,,Libertarian,0,,,
Gray,3 CO WDISD,Straight Party,,,Libertarian,0,,,
Gray,5 CO CITY,Straight Party,,,Libertarian,5,,,
Gray,5 CO MISD,Straight Party,,,Libertarian,0,,,
Gray,1,Straight Party,,,Green,0,,,
Gray,2 CO,Straight Party,,,Green,1,,,
Gray,3 CO,Straight Party,,,Green,0,,,
Gray,4,Straight Party,,,Green,0,,,
Gray,5 CO,Straight Party,,,Green,0,,,
Gray,6,Straight Party,,,Green,4,,,
Gray,7,Straight Party,,,Green,3,,,
Gray,2 CO CITY,Straight Party,,,Green,1,,,
Gray,2 CO WDISD,Straight Party,,,Green,0,,,
Gray,3 CO WDISD,Straight Party,,,Green,0,,,
Gray,5 CO CITY,Straight Party,,,Green,3,,,
Gray,5 CO MISD,Straight Party,,,Green,0,,,
Gray,1,U.S. Senate,,REP,John Cornyn,157,,,
Gray,2 CO,U.S. Senate,,REP,John Cornyn,324,,,
Gray,3 CO,U.S. Senate,,REP,John Cornyn,52,,,
Gray,4,U.S. Senate,,REP,John Cornyn,222,,,
Gray,5 CO,U.S. Senate,,REP,John Cornyn,12,,,
Gray,6,U.S. Senate,,REP,John Cornyn,858,,,
Gray,7,U.S. Senate,,REP,John Cornyn,489,,,
Gray,2 CO CITY,U.S. Senate,,REP,John Cornyn,320,,,
Gray,2 CO WDISD,U.S. Senate,,REP,John Cornyn,1,,,
Gray,3 CO WDISD,U.S. Senate,,REP,John Cornyn,3,,,
Gray,5 CO CITY,U.S. Senate,,REP,John Cornyn,866,,,
Gray,5 CO MISD,U.S. Senate,,REP,John Cornyn,10,,,
Gray,1,U.S. Senate,,DEM,David M. Alameel,5,,,
Gray,2 CO,U.S. Senate,,DEM,David M. Alameel,23,,,
Gray,3 CO,U.S. Senate,,DEM,David M. Alameel,1,,,
Gray,4,U.S. Senate,,DEM,David M. Alameel,12,,,
Gray,5 CO,U.S. Senate,,DEM,David M. Alameel,0,,,
Gray,6,U.S. Senate,,DEM,David M. Alameel,56,,,
Gray,7,U.S. Senate,,DEM,David M. Alameel,42,,,
Gray,2 CO CITY,U.S. Senate,,DEM,David M. Alameel,33,,,
Gray,2 CO WDISD,U.S. Senate,,DEM,David M. Alameel,1,,,
Gray,3 CO WDISD,U.S. Senate,,DEM,David M. Alameel,0,,,
Gray,5 CO CITY,U.S. Senate,,DEM,David M. Alameel,70,,,
Gray,5 CO MISD,U.S. Senate,,DEM,David M. Alameel,0,,,
Gray,1,U.S. Senate,,LIB,Rebecca Paddock,3,,,
Gray,2 CO,U.S. Senate,,LIB,Rebecca Paddock,5,,,
