county,precinct,office,district,party,candidate,votes,early_voting,election_day
Lipscomb,202,Straight Party,,,Over Votes,0,0,0
Lipscomb,202,Straight Party,,,Under Votes,67,16,51
Lipscomb,202,Registered Voters,,,,161,,
Lipscomb,202,Ballots Cast,,,,94,24,19
Lipscomb,202,Straight Party,,REP,Republican Party,27,8,19
Lipscomb,202,Straight Party,,,Over Votes,0,0,0
Lipscomb,202,Straight Party,,,Under Votes,67,16,51
Lipscomb,202,Straight Party,,DEM,Democratic Party,0,0,0
Lipscomb,202,Straight Party,,LIB,Libertarian Party,0,0,0
Lipscomb,202,Straight Party,,GRN,Green Party,0,0,0
Lipscomb,202,U.S. Senate,,REP,John Cornyn,86,21,65
Lipscomb,202,U.S. Senate,,,Over Votes,0,0,0
Lipscomb,202,U.S. Senate,,,Under Votes,0,0,0
Lipscomb,202,U.S. Senate,,DEM,David M. Alameel,6,3,3
Lipscomb,202,U.S. Senate,,LIB,Rebecca Paddock,2,0,2
Lipscomb,202,U.S. Senate,,GRN,"Emily ""Spicybrown"" Sanchez",0,0,0
Lipscomb,202,U.S. Senate,,"",Mohammed Tahiro,0,0,0
Lipscomb,202,U.S. House,13,REP,Mac Thornberry,90,21,69
Lipscomb,202,U.S. House,13,,Over Votes,0,0,0
Lipscomb,202,U.S. House,13,,Under Votes,1,1,0
Lipscomb,202,U.S. House,13,DEM,Mike Minter,3,2,1
Lipscomb,202,U.S. House,13,LIB,Emily Pivoda,0,0,0
Lipscomb,202,U.S. House,13,GRN,Don Cook,0,0,0
Lipscomb,202,Governor,,REP,Greg Abbott,82,19,63
Lipscomb,202,Governor,,,Over Votes,0,0,0
Lipscomb,202,Governor,,,Under Votes,1,0,1
Lipscomb,202,Governor,,DEM,Wendy R. Davis,8,4,4
Lipscomb,202,Governor,,LIB,Kathie Glass,2,1,1
Lipscomb,202,Governor,,GRN,Brandon Parmer,0,0,0
Lipscomb,202,Governor,,"",Sarah M Pavitt,1,0,1
Lipscomb,202,Lieutenant Governor,,REP,Dan Patrick,85,20,65
Lipscomb,202,Lieutenant Governor,,,Over Votes,0,0,0
Lipscomb,202,Lieutenant Governor,,,Under Votes,0,0,0
Lipscomb,202,Lieutenant Governor,,DEM,Leticia Van de Putte,8,4,4
Lipscomb,202,Lieutenant Governor,,LIB,Robert D. Butler,1,0,1
Lipscomb,202,Lieutenant Governor,,GRN,Chandrakantha Courtney,0,0,0
Lipscomb,202,Attorney General,,REP,Ken Paxton,85,20,65
Lipscomb,202,Attorney General,,,Over Votes,0,0,0
Lipscomb,202,Attorney General,,,Under Votes,2,0,2
Lipscomb,202,Attorney General,,DEM,Sam Houston,6,4,2
Lipscomb,202,Attorney General,,LIB,Jamie Balagia,0,0,0
Lipscomb,202,Attorney General,,GRN,Jamar Osborne,1,0,1
Lipscomb,202,Comptroller of Public Accounts,,REP,Glenn Hegar,80,20,60
Lipscomb,202,Comptroller of Public Accounts,,,Over Votes,0,0,0
Lipscomb,202,Comptroller of Public Accounts,,,Under Votes,6,1,5
Lipscomb,202,Comptroller of Public Accounts,,DEM,Mike Collier,5,3,2
Lipscomb,202,Comptroller of Public Accounts,,LIB,Ben Sanders,2,0,2
Lipscomb,202,Comptroller of Public Accounts,,GRN,Deb Shafto,1,0,1
Lipscomb,202,Commissioner of the General Land Office,,REP,George P. Bush,83,16,67
Lipscomb,202,Commissioner of the General Land Office,,,Over Votes,0,0,0
Lipscomb,202,Commissioner of the General Land Office,,,Under Votes,3,2,1
Lipscomb,202,Commissioner of the General Land Office,,DEM,John Cook,5,4,1
Lipscomb,202,Commissioner of the General Land Office,,LIB,Justin Knight,2,2,0
Lipscomb,202,Commissioner of the General Land Office,,GRN,Valerie Alessi,1,0,1
Lipscomb,202,Commissioner of Agriculture,,REP,Sid Miller,81,19,62
Lipscomb,202,Commissioner of Agriculture,,,Over Votes,0,0,0
Lipscomb,202,Commissioner of Agriculture,,,Under Votes,6,2,4
Lipscomb,202,Commissioner of Agriculture,,DEM,Jim Hogan,5,3,2
Lipscomb,202,Commissioner of Agriculture,,LIB,David (Rocky) Palmquist,2,0,2
Lipscomb,202,Commissioner of Agriculture,,GRN,Kenneth Kendrick,0,0,0
Lipscomb,202,Railroad Commissioner,,REP,Ryan Sitton,80,18,62
Lipscomb,202,Railroad Commissioner,,,Over Votes,0,0,0
Lipscomb,202,Railroad Commissioner,,,Under Votes,5,1,4
Lipscomb,202,Railroad Commissioner,,DEM,Steve Brown,4,3,1
Lipscomb,202,Railroad Commissioner,,LIB,Mark A. Miller,4,2,2
Lipscomb,202,Railroad Commissioner,,GRN,Martina Salinas,1,0,1
Lipscomb,202,"Chief Justice, Supreme Court",,REP,Nathan Hecht,80,18,62
Lipscomb,202,"Chief Justice, Supreme Court",,,Over Votes,0,0,0
Lipscomb,202,"Chief Justice, Supreme Court",,,Under Votes,7,2,5
Lipscomb,202,"Chief Justice, Supreme Court",,DEM,William Moody,5,3,2
Lipscomb,202,"Chief Justice, Supreme Court",,LIB,Tom Oxford,2,1,1
Lipscomb,202,"Justice, Supreme Court, Place 6 - Unexpired Term",,REP,Jeff Brown,80,19,61
Lipscomb,202,"Justice, Supreme Court, Place 6 - Unexpired Term",,,Over Votes,0,0,0
Lipscomb,202,"Justice, Supreme Court, Place 6 - Unexpired Term",,,Under Votes,6,1,5
Lipscomb,202,"Justice, Supreme Court, Place 6 - Unexpired Term",,DEM,Lawrence Edward Meyers,6,3,3
Lipscomb,202,"Justice, Supreme Court, Place 6 - Unexpired Term",,LIB,Mark Ash,2,1,1
Lipscomb,202,"Justice, Supreme Court, Place 7",,REP,Jeff Boyd,79,19,60
Lipscomb,202,"Justice, Supreme Court, Place 7",,,Over Votes,0,0,0
Lipscomb,202,"Justice, Supreme Court, Place 7",,,Under Votes,7,2,5
Lipscomb,202,"Justice, Supreme Court, Place 7",,DEM,Gina Benavides,5,2,3
Lipscomb,202,"Justice, Supreme Court, Place 7",,LIB,Don Fulton,3,1,2
Lipscomb,202,"Justice, Supreme Court, Place 7",,GRN,Charles E. Waterbury,0,0,0
Lipscomb,202,"Justice, Supreme Court, Place 8",,REP,Phil Johnson,79,19,60
Lipscomb,202,"Justice, Supreme Court, Place 8",,,Over Votes,0,0,0
Lipscomb,202,"Justice, Supreme Court, Place 8",,,Under Votes,8,3,5
Lipscomb,202,"Justice, Supreme Court, Place 8",,LIB,RS Roberto Koelsch,3,1,2
Lipscomb,202,"Justice, Supreme Court, Place 8",,GRN,Jim Chisolm,4,1,3
Lipscomb,202,"Judge, Court of Criminal Appeals Place 3",,REP,Bert Richardson,76,18,58
Lipscomb,202,"Judge, Court of Criminal Appeals Place 3",,,Over Votes,0,0,0
Lipscomb,202,"Judge, Court of Criminal Appeals Place 3",,,Under Votes,8,3,5
Lipscomb,202,"Judge, Court of Criminal Appeals Place 3",,DEM,John Granberg,5,2,3
Lipscomb,202,"Judge, Court of Criminal Appeals Place 3",,LIB,Mark W. Bennett,5,1,4
Lipscomb,202,"Judge, Court of Criminal Appeals Place 4",,REP,Kevin Patrick Yeary,81,18,63
Lipscomb,202,"Judge, Court of Criminal Appeals Place 4",,,Over Votes,0,0,0
Lipscomb,202,"Judge, Court of Criminal Appeals Place 4",,,Under Votes,8,3,5
Lipscomb,202,"Judge, Court of Criminal Appeals Place 4",,LIB,Quanah Parker,5,3,2
Lipscomb,202,"Judge, Court of Criminal Appeals Place 4",,GRN,Judith Sanders-Castro,0,0,0
Lipscomb,202,"Judge, Court of Criminal Appeals Place 9",,REP,David Newell,81,20,61
Lipscomb,202,"Judge, Court of Criminal Appeals Place 9",,,Over Votes,0,0,0
Lipscomb,202,"Judge, Court of Criminal Appeals Place 9",,,Under Votes,8,3,5
Lipscomb,202,"Judge, Court of Criminal Appeals Place 9",,LIB,"William Bryan Strange, III",5,1,4
Lipscomb,202,"Judge, Court of Criminal Appeals Place 9",,GRN,George Joseph Altgelt,0,0,0
Lipscomb,202,State Senator,31,REP,Kel Seliger,86,22,64
Lipscomb,202,State Senator,31,,Over Votes,0,0,0
Lipscomb,202,State Senator,31,,Under Votes,4,1,3
Lipscomb,202,State Senator,31,LIB,Steven Gibson,4,1,3
Lipscomb,202,State Representative,88,REP,Ken King,89,24,65
Lipscomb,202,State Representative,88,,Over Votes,0,0,0
Lipscomb,202,State Representative,88,,Under Votes,2,0,2
Lipscomb,202,State Representative,88,LIB,Kerry McKennon,3,0,3
Lipscomb,202,"Chief Justice, 7th Court of Appeals District",,REP,Brian Quinn,85,23,62
Lipscomb,202,"Chief Justice, 7th Court of Appeals District",,,Over Votes,0,0,0
Lipscomb,202,"Chief Justice, 7th Court of Appeals District",,,Under Votes,9,1,8
Lipscomb,202,"District Judge, 31st Judicial District",,REP,Steven R. Emmert,84,22,62
Lipscomb,202,"District Judge, 31st Judicial District",,,Over Votes,0,0,0
Lipscomb,202,"District Judge, 31st Judicial District",,,Under Votes,10,2,8
Lipscomb,202,County Judge,,REP,Willis Smith,52,17,35
Lipscomb,202,County Judge,,,Over Votes,0,0,0
Lipscomb,202,County Judge,,,Under Votes,2,0,2
Lipscomb,202,County Judge,,"",Jon Nichols,40,7,33
Lipscomb,202,District and County Clerk,,REP,Kim Blau,89,23,66
Lipscomb,202,District and County Clerk,,,Over Votes,0,0,0
Lipscomb,202,District and County Clerk,,,Under Votes,5,1,4
Lipscomb,202,County Treasurer,,REP,Diana Schoenhals,84,23,61
Lipscomb,202,County Treasurer,,,Over Votes,0,0,0
Lipscomb,202,County Treasurer,,,Under Votes,10,1,9
Lipscomb,202,"County Commissioner, Precinct No. 2",,REP,Merle Miller,81,19,62
Lipscomb,202,"County Commissioner, Precinct No. 2",,,Over Votes,0,0,0
Lipscomb,202,"County Commissioner, Precinct No. 2",,,Under Votes,13,5,8
Lipscomb,202,Justice of the Peace,,REP,Nancy Shepherd,89,23,66
Lipscomb,202,Justice of the Peace,,,Over Votes,0,0,0
Lipscomb,202,Justice of the Peace,,,Under Votes,5,1,4
Lipscomb,202,PROPOSITION 1,,"",For,76,20,56
Lipscomb,202,PROPOSITION 1,,,Over Votes,0,0,0
Lipscomb,202,PROPOSITION 1,,,Under Votes,10,2,8
Lipscomb,202,PROPOSITION 1,,"",Against,8,2,6
Lipscomb,303,Straight Party,,,Over Votes,0,0,0
Lipscomb,303,Straight Party,,,Under Votes,154,37,117
