county,precinct,office,district,party,candidate,votes,early_votes,election_day,absentee
Upshur,2,"Chief Justice, Supreme Court",,DEM,Under Votes,3,0,3,0
Upshur,2,"Justice, Supreme Court, Place 6 - Unexpired Term",,DEM,Lawrence Edward Meyers,4,1,3,0
Upshur,2,"Justice, Supreme Court, Place 6 - Unexpired Term",,DEM,Over Votes,0,0,0,0
Upshur,2,"Justice, Supreme Court, Place 6 - Unexpired Term",,DEM,Under Votes,3,0,3,0
Upshur,2,"Justice, Supreme Court, Place 7",,DEM,Gina Benavides,4,1,3,0
Upshur,2,"Justice, Supreme Court, Place 7",,DEM,Over Votes,0,0,0,0
Upshur,2,"Justice, Supreme Court, Place 7",,DEM,Under Votes,3,0,3,0
Upshur,2,"Judge, Court of Criminal Appeals, Place 3",,DEM,John Granberg,4,1,3,0
Upshur,2,"Judge, Court of Criminal Appeals, Place 3",,DEM,Over Votes,0,0,0,0
Upshur,2,"Judge, Court of Criminal Appeals, Place 3",,DEM,Under Votes,3,0,3,0
Upshur,2,County Chairman,,DEM,"Dan Miles, Jr.",4,1,3,0
Upshur,2,County Chairman,,DEM,Over Votes,0,0,0,0
Upshur,2,County Chairman,,DEM,Under Votes,3,0,3,0
Upshur,2,ON IMMIGRATION REFORM,,DEM,FOR,6,1,5,0
Upshur,2,ON IMMIGRATION REFORM,,DEM,Over Votes,0,0,0,0
Upshur,2,ON IMMIGRATION REFORM,,DEM,Under Votes,0,0,0,0
Upshur,2,ON IMMIGRATION REFORM,,DEM,AGAINST,1,0,1,0
Upshur,2,A LIVING WAGE FOR ALL TEXANS,,DEM,FOR,7,1,6,0
Upshur,2,A LIVING WAGE FOR ALL TEXANS,,DEM,Over Votes,0,0,0,0
Upshur,2,A LIVING WAGE FOR ALL TEXANS,,DEM,Under Votes,0,0,0,0
Upshur,2,A LIVING WAGE FOR ALL TEXANS,,DEM,AGAINST,0,0,0,0
Upshur,2,MEDICAID EXPANSION,,DEM,FOR,5,1,4,0
Upshur,2,MEDICAID EXPANSION,,DEM,Over Votes,0,0,0,0
Upshur,2,MEDICAID EXPANSION,,DEM,Under Votes,0,0,0,0
Upshur,2,MEDICAID EXPANSION,,DEM,AGAINST,2,0,2,0
Upshur,2,ON NON-DISCRIMINATION LEGISLATION,,DEM,FOR,6,1,5,0
Upshur,2,ON NON-DISCRIMINATION LEGISLATION,,DEM,Over Votes,0,0,0,0
Upshur,2,ON NON-DISCRIMINATION LEGISLATION,,DEM,Under Votes,0,0,0,0
Upshur,2,ON NON-DISCRIMINATION LEGISLATION,,DEM,AGAINST,1,0,1,0
Upshur,3,U.S. Senate,,DEM,"Michael ""Fjet"" Fjetland",0,0,0,0
Upshur,3,U.S. Senate,,DEM,Harry Kim,1,0,1,0
Upshur,3,U.S. Senate,,DEM,Kesha Rogers,3,0,3,0
Upshur,3,U.S. Senate,,DEM,Maxey Marie Scherr,4,0,4,0
Upshur,3,U.S. Senate,,DEM,Over Votes,0,0,0,0
Upshur,3,U.S. Senate,,DEM,Under Votes,0,0,0,0
Upshur,3,Registered Voters,,DEM,,2982,,,
Upshur,3,Ballots Cast,,DEM,,248,90,158,0
Upshur,3,U.S. Senate,,DEM,David M. Alameel,5,3,2,0
Upshur,3,U.S. Senate,,DEM,Over Votes,0,0,0,0
Upshur,3,U.S. Senate,,DEM,Under Votes,0,0,0,0
Upshur,3,Governor,,DEM,Wendy R. Davis,11,3,8,0
Upshur,3,Governor,,DEM,Over Votes,0,0,0,0
Upshur,3,Governor,,DEM,Under Votes,0,0,0,0
Upshur,3,Governor,,DEM,"Reynaldo ""Ray"" Madrigal",2,0,2,0
Upshur,3,Lieutenant Governor,,DEM,Leticia Van de Putte,10,3,7,0
Upshur,3,Lieutenant Governor,,DEM,Over Votes,0,0,0,0
Upshur,3,Lieutenant Governor,,DEM,Under Votes,3,0,3,0
Upshur,3,Attorney General,,DEM,Sam Houston,10,3,7,0
Upshur,3,Attorney General,,DEM,Over Votes,0,0,0,0
Upshur,3,Attorney General,,DEM,Under Votes,3,0,3,0
Upshur,3,Comptroller of Public Accounts,,DEM,Mike Collier,10,3,7,0
Upshur,3,Comptroller of Public Accounts,,DEM,Over Votes,0,0,0,0
Upshur,3,Comptroller of Public Accounts,,DEM,Under Votes,3,0,3,0
Upshur,3,Commissioner of the General Land Office,,DEM,John Cook,10,3,7,0
Upshur,3,Commissioner of the General Land Office,,DEM,Over Votes,0,0,0,0
Upshur,3,Commissioner of the General Land Office,,DEM,Under Votes,3,0,3,0
Upshur,3,Commissioner of Agriculture,,DEM,"Richard ""Kinky"" Friedman",4,2,2,0
Upshur,3,Commissioner of Agriculture,,DEM,Jim Hogan,6,0,6,0
Upshur,3,Commissioner of Agriculture,,DEM,Hugh Asa Fitzsimons III,2,1,1,0
Upshur,3,Commissioner of Agriculture,,DEM,Over Votes,0,0,0,0
Upshur,3,Commissioner of Agriculture,,DEM,Under Votes,1,0,1,0
Upshur,3,Railroad Commissioner,,DEM,Steve Brown,8,2,6,0
Upshur,3,Railroad Commissioner,,DEM,Over Votes,0,0,0,0
Upshur,3,Railroad Commissioner,,DEM,Under Votes,3,0,3,0
Upshur,3,Railroad Commissioner,,DEM,Dale Henry,2,1,1,0
Upshur,3,"Chief Justice, Supreme Court",,DEM,William Moody,10,3,7,0
Upshur,3,"Chief Justice, Supreme Court",,DEM,Over Votes,0,0,0,0
Upshur,3,"Chief Justice, Supreme Court",,DEM,Under Votes,3,0,3,0
Upshur,3,"Justice, Supreme Court, Place 6 - Unexpired Term",,DEM,Lawrence Edward Meyers,10,3,7,0
Upshur,3,"Justice, Supreme Court, Place 6 - Unexpired Term",,DEM,Over Votes,0,0,0,0
Upshur,3,"Justice, Supreme Court, Place 6 - Unexpired Term",,DEM,Under Votes,3,0,3,0
Upshur,3,"Justice, Supreme Court, Place 7",,DEM,Gina Benavides,10,3,7,0
Upshur,3,"Justice, Supreme Court, Place 7",,DEM,Over Votes,0,0,0,0
Upshur,3,"Justice, Supreme Court, Place 7",,DEM,Under Votes,3,0,3,0
Upshur,3,"Judge, Court of Criminal Appeals, Place 3",,DEM,John Granberg,10,3,7,0
Upshur,3,"Judge, Court of Criminal Appeals, Place 3",,DEM,Over Votes,0,0,0,0
Upshur,3,"Judge, Court of Criminal Appeals, Place 3",,DEM,Under Votes,3,0,3,0
Upshur,3,County Chairman,,DEM,"Dan Miles, Jr.",10,3,7,0
Upshur,3,County Chairman,,DEM,Over Votes,0,0,0,0
Upshur,3,County Chairman,,DEM,Under Votes,3,0,3,0
Upshur,3,ON IMMIGRATION REFORM,,DEM,FOR,12,3,9,0
Upshur,3,ON IMMIGRATION REFORM,,DEM,Over Votes,0,0,0,0
Upshur,3,ON IMMIGRATION REFORM,,DEM,Under Votes,0,0,0,0
Upshur,3,ON IMMIGRATION REFORM,,DEM,AGAINST,1,0,1,0
Upshur,3,A LIVING WAGE FOR ALL TEXANS,,DEM,FOR,11,2,9,0
Upshur,3,A LIVING WAGE FOR ALL TEXANS,,DEM,Over Votes,0,0,0,0
Upshur,3,A LIVING WAGE FOR ALL TEXANS,,DEM,Under Votes,0,0,0,0
Upshur,3,A LIVING WAGE FOR ALL TEXANS,,DEM,AGAINST,2,1,1,0
Upshur,3,MEDICAID EXPANSION,,DEM,FOR,11,3,8,0
Upshur,3,MEDICAID EXPANSION,,DEM,Over Votes,0,0,0,0
Upshur,3,MEDICAID EXPANSION,,DEM,Under Votes,0,0,0,0
Upshur,3,MEDICAID EXPANSION,,DEM,AGAINST,2,0,2,0
Upshur,3,ON NON-DISCRIMINATION LEGISLATION,,DEM,FOR,8,3,5,0
Upshur,3,ON NON-DISCRIMINATION LEGISLATION,,DEM,Over Votes,0,0,0,0
Upshur,3,ON NON-DISCRIMINATION LEGISLATION,,DEM,Under Votes,0,0,0,0
Upshur,3,ON NON-DISCRIMINATION LEGISLATION,,DEM,AGAINST,5,0,5,0
Upshur,4,U.S. Senate,,DEM,"Michael ""Fjet"" Fjetland",2,0,2,0
Upshur,4,U.S. Senate,,DEM,Harry Kim,3,0,3,0
Upshur,4,U.S. Senate,,DEM,Kesha Rogers,7,3,4,0
Upshur,4,U.S. Senate,,DEM,Maxey Marie Scherr,1,1,0,0
Upshur,4,U.S. Senate,,DEM,Over Votes,0,0,0,0
Upshur,4,U.S. Senate,,DEM,Under Votes,2,0,2,0
Upshur,4,Registered Voters,,DEM,,1986,,,
Upshur,4,Ballots Cast,,DEM,,138,53,85,0
Upshur,4,U.S. Senate,,DEM,David M. Alameel,5,2,3,0
Upshur,4,U.S. Senate,,DEM,Over Votes,0,0,0,0
Upshur,4,U.S. Senate,,DEM,Under Votes,2,0,2,0
Upshur,4,Governor,,DEM,Wendy R. Davis,15,6,9,0
Upshur,4,Governor,,DEM,Over Votes,0,0,0,0
Upshur,4,Governor,,DEM,Under Votes,2,0,2,0
Upshur,4,Governor,,DEM,"Reynaldo ""Ray"" Madrigal",3,0,3,0
Upshur,4,Lieutenant Governor,,DEM,Leticia Van de Putte,16,5,11,0
Upshur,4,Lieutenant Governor,,DEM,Over Votes,0,0,0,0
Upshur,4,Lieutenant Governor,,DEM,Under Votes,4,1,3,0
Upshur,4,Attorney General,,DEM,Sam Houston,16,5,11,0
Upshur,4,Attorney General,,DEM,Over Votes,0,0,0,0
Upshur,4,Attorney General,,DEM,Under Votes,4,1,3,0
Upshur,4,Comptroller of Public Accounts,,DEM,Mike Collier,15,4,11,0
Upshur,4,Comptroller of Public Accounts,,DEM,Over Votes,0,0,0,0
Upshur,4,Comptroller of Public Accounts,,DEM,Under Votes,5,2,3,0
Upshur,4,Commissioner of the General Land Office,,DEM,John Cook,15,4,11,0
Upshur,4,Commissioner of the General Land Office,,DEM,Over Votes,0,0,0,0
Upshur,4,Commissioner of the General Land Office,,DEM,Under Votes,5,2,3,0
Upshur,4,Commissioner of Agriculture,,DEM,"Richard ""Kinky"" Friedman",4,1,3,0
Upshur,4,Commissioner of Agriculture,,DEM,Jim Hogan,8,2,6,0
Upshur,4,Commissioner of Agriculture,,DEM,Hugh Asa Fitzsimons III,6,3,3,0
Upshur,4,Commissioner of Agriculture,,DEM,Over Votes,0,0,0,0
Upshur,4,Commissioner of Agriculture,,DEM,Under Votes,2,0,2,0
Upshur,4,Railroad Commissioner,,DEM,Steve Brown,10,5,5,0
Upshur,4,Railroad Commissioner,,DEM,Over Votes,0,0,0,0
Upshur,4,Railroad Commissioner,,DEM,Under Votes,3,1,2,0
Upshur,4,Railroad Commissioner,,DEM,Dale Henry,7,0,7,0
Upshur,4,"Chief Justice, Supreme Court",,DEM,William Moody,15,4,11,0
Upshur,4,"Chief Justice, Supreme Court",,DEM,Over Votes,0,0,0,0
Upshur,4,"Chief Justice, Supreme Court",,DEM,Under Votes,5,2,3,0
Upshur,4,"Justice, Supreme Court, Place 6 - Unexpired Term",,DEM,Lawrence Edward Meyers,15,4,11,0
Upshur,4,"Justice, Supreme Court, Place 6 - Unexpired Term",,DEM,Over Votes,0,0,0,0
Upshur,4,"Justice, Supreme Court, Place 6 - Unexpired Term",,DEM,Under Votes,5,2,3,0
Upshur,4,"Justice, Supreme Court, Place 7",,DEM,Gina Benavides,15,4,11,0
Upshur,4,"Justice, Supreme Court, Place 7",,DEM,Over Votes,0,0,0,0
Upshur,4,"Justice, Supreme Court, Place 7",,DEM,Under Votes,5,2,3,0
Upshur,4,"Judge, Court of Criminal Appeals, Place 3",,DEM,John Granberg,15,4,11,0
Upshur,4,"Judge, Court of Criminal Appeals, Place 3",,DEM,Over Votes,0,0,0,0
Upshur,4,"Judge, Court of Criminal Appeals, Place 3",,DEM,Under Votes,5,2,3,0
Upshur,4,County Chairman,,DEM,"Dan Miles, Jr.",16,4,12,0
Upshur,4,County Chairman,,DEM,Over Votes,0,0,0,0
Upshur,4,County Chairman,,DEM,Under Votes,4,2,2,0
Upshur,4,ON IMMIGRATION REFORM,,DEM,FOR,12,5,7,0
Upshur,4,ON IMMIGRATION REFORM,,DEM,Over Votes,0,0,0,0
Upshur,4,ON IMMIGRATION REFORM,,DEM,Under Votes,0,0,0,0
Upshur,4,ON IMMIGRATION REFORM,,DEM,AGAINST,8,1,7,0
Upshur,4,A LIVING WAGE FOR ALL TEXANS,,DEM,FOR,15,6,9,0
Upshur,4,A LIVING WAGE FOR ALL TEXANS,,DEM,Over Votes,0,0,0,0
Upshur,4,A LIVING WAGE FOR ALL TEXANS,,DEM,Under Votes,0,0,0,0
Upshur,4,A LIVING WAGE FOR ALL TEXANS,,DEM,AGAINST,5,0,5,0
Upshur,4,MEDICAID EXPANSION,,DEM,FOR,13,6,7,0
Upshur,4,MEDICAID EXPANSION,,DEM,Over Votes,0,0,0,0
Upshur,4,MEDICAID EXPANSION,,DEM,Under Votes,1,0,1,0
Upshur,4,MEDICAID EXPANSION,,DEM,AGAINST,6,0,6,0
Upshur,4,ON NON-DISCRIMINATION LEGISLATION,,DEM,FOR,15,6,9,0
Upshur,4,ON NON-DISCRIMINATION LEGISLATION,,DEM,Over Votes,0,0,0,0
Upshur,4,ON NON-DISCRIMINATION LEGISLATION,,DEM,Under Votes,1,0,1,0
Upshur,4,ON NON-DISCRIMINATION LEGISLATION,,DEM,AGAINST,4,0,4,0
Upshur,5,U.S. Senate,,DEM,"Michael ""Fjet"" Fjetland",1,1,0,0
Upshur,5,U.S. Senate,,DEM,Harry Kim,1,1,0,0
Upshur,5,U.S. Senate,,DEM,Kesha Rogers,2,2,0,0
Upshur,5,U.S. Senate,,DEM,Maxey Marie Scherr,1,1,0,0
Upshur,5,U.S. Senate,,DEM,Over Votes,0,0,0,0
Upshur,5,U.S. Senate,,DEM,Under Votes,3,2,1,0
Upshur,5,Registered Voters,,DEM,,1676,,,
Upshur,5,Ballots Cast,,DEM,,184,102,82,0
Upshur,5,U.S. Senate,,DEM,David M. Alameel,5,2,3,0
Upshur,5,U.S. Senate,,DEM,Over Votes,0,0,0,0
Upshur,5,U.S. Senate,,DEM,Under Votes,3,2,1,0
Upshur,5,Governor,,DEM,Wendy R. Davis,10,7,3,0
Upshur,5,Governor,,DEM,Over Votes,0,0,0,0
Upshur,5,Governor,,DEM,Under Votes,2,2,0,0
Upshur,5,Governor,,DEM,"Reynaldo ""Ray"" Madrigal",1,0,1,0
Upshur,5,Lieutenant Governor,,DEM,Leticia Van de Putte,6,5,1,0
Upshur,5,Lieutenant Governor,,DEM,Over Votes,0,0,0,0
Upshur,5,Lieutenant Governor,,DEM,Under Votes,7,4,3,0
Upshur,5,Attorney General,,DEM,Sam Houston,7,6,1,0
Upshur,5,Attorney General,,DEM,Over Votes,0,0,0,0
Upshur,5,Attorney General,,DEM,Under Votes,6,3,3,0
Upshur,5,Comptroller of Public Accounts,,DEM,Mike Collier,7,5,2,0
Upshur,5,Comptroller of Public Accounts,,DEM,Over Votes,0,0,0,0
Upshur,5,Comptroller of Public Accounts,,DEM,Under Votes,6,4,2,0
Upshur,5,Commissioner of the General Land Office,,DEM,John Cook,8,7,1,0
Upshur,5,Commissioner of the General Land Office,,DEM,Over Votes,0,0,0,0
Upshur,5,Commissioner of the General Land Office,,DEM,Under Votes,5,2,3,0
Upshur,5,Commissioner of Agriculture,,DEM,"Richard ""Kinky"" Friedman",4,1,3,0
Upshur,5,Commissioner of Agriculture,,DEM,Jim Hogan,6,5,1,0
Upshur,5,Commissioner of Agriculture,,DEM,Hugh Asa Fitzsimons III,1,1,0,0
Upshur,5,Commissioner of Agriculture,,DEM,Over Votes,0,0,0,0
Upshur,5,Commissioner of Agriculture,,DEM,Under Votes,2,2,0,0
Upshur,5,Railroad Commissioner,,DEM,Steve Brown,4,3,1,0
Upshur,5,Railroad Commissioner,,DEM,Over Votes,0,0,0,0
Upshur,5,Railroad Commissioner,,DEM,Under Votes,2,2,0,0
Upshur,5,Railroad Commissioner,,DEM,Dale Henry,7,4,3,0
Upshur,5,"Chief Justice, Supreme Court",,DEM,William Moody,7,5,2,0
Upshur,5,"Chief Justice, Supreme Court",,DEM,Over Votes,0,0,0,0
Upshur,5,"Chief Justice, Supreme Court",,DEM,Under Votes,6,4,2,0
Upshur,5,"Justice, Supreme Court, Place 6 - Unexpired Term",,DEM,Lawrence Edward Meyers,6,4,2,0
Upshur,5,"Justice, Supreme Court, Place 6 - Unexpired Term",,DEM,Over Votes,0,0,0,0
Upshur,5,"Justice, Supreme Court, Place 6 - Unexpired Term",,DEM,Under Votes,7,5,2,0
Upshur,5,"Justice, Supreme Court, Place 7",,DEM,Gina Benavides,6,5,1,0
Upshur,5,"Justice, Supreme Court, Place 7",,DEM,Over Votes,0,0,0,0
Upshur,5,"Justice, Supreme Court, Place 7",,DEM,Under Votes,7,4,3,0
Upshur,5,"Judge, Court of Criminal Appeals, Place 3",,DEM,John Granberg,6,4,2,0
Upshur,5,"Judge, Court of Criminal Appeals, Place 3",,DEM,Over Votes,0,0,0,0
Upshur,5,"Judge, Court of Criminal Appeals, Place 3",,DEM,Under Votes,7,5,2,0
Upshur,5,County Chairman,,DEM,"Dan Miles, Jr.",7,5,2,0
Upshur,5,County Chairman,,DEM,Over Votes,0,0,0,0
Upshur,5,County Chairman,,DEM,Under Votes,6,4,2,0
Upshur,5,ON IMMIGRATION REFORM,,DEM,FOR,8,6,2,0
Upshur,5,ON IMMIGRATION REFORM,,DEM,Over Votes,0,0,0,0
Upshur,5,ON IMMIGRATION REFORM,,DEM,Under Votes,2,1,1,0
Upshur,5,ON IMMIGRATION REFORM,,DEM,AGAINST,3,2,1,0
Upshur,5,A LIVING WAGE FOR ALL TEXANS,,DEM,FOR,12,9,3,0
Upshur,5,A LIVING WAGE FOR ALL TEXANS,,DEM,Over Votes,0,0,0,0
Upshur,5,A LIVING WAGE FOR ALL TEXANS,,DEM,Under Votes,0,0,0,0
Upshur,5,A LIVING WAGE FOR ALL TEXANS,,DEM,AGAINST,1,0,1,0
Upshur,5,MEDICAID EXPANSION,,DEM,FOR,12,9,3,0
Upshur,5,MEDICAID EXPANSION,,DEM,Over Votes,0,0,0,0
Upshur,5,MEDICAID EXPANSION,,DEM,Under Votes,1,0,1,0
Upshur,5,MEDICAID EXPANSION,,DEM,AGAINST,0,0,0,0
Upshur,5,ON NON-DISCRIMINATION LEGISLATION,,DEM,FOR,12,8,4,0
Upshur,5,ON NON-DISCRIMINATION LEGISLATION,,DEM,Over Votes,0,0,0,0
Upshur,5,ON NON-DISCRIMINATION LEGISLATION,,DEM,Under Votes,0,0,0,0
Upshur,5,ON NON-DISCRIMINATION LEGISLATION,,DEM,AGAINST,1,1,0,0
Upshur,6,U.S. Senate,,DEM,"Michael ""Fjet"" Fjetland",1,1,0,0
Upshur,6,U.S. Senate,,DEM,Harry Kim,0,0,0,0
Upshur,6,U.S. Senate,,DEM,Kesha Rogers,1,0,1,0
Upshur,6,U.S. Senate,,DEM,Maxey Marie Scherr,1,0,1,0
Upshur,6,U.S. Senate,,DEM,Over Votes,0,0,0,0
Upshur,6,U.S. Senate,,DEM,Under Votes,0,0,0,0
Upshur,6,Registered Voters,,DEM,,2466,,,
Upshur,6,Ballots Cast,,DEM,,179,57,122,0
Upshur,6,U.S. Senate,,DEM,David M. Alameel,1,1,0,0
Upshur,6,U.S. Senate,,DEM,Over Votes,0,0,0,0
Upshur,6,U.S. Senate,,DEM,Under Votes,0,0,0,0
Upshur,6,Governor,,DEM,Wendy R. Davis,4,2,2,0
Upshur,6,Governor,,DEM,Over Votes,0,0,0,0
Upshur,6,Governor,,DEM,Under Votes,0,0,0,0
Upshur,6,Governor,,DEM,"Reynaldo ""Ray"" Madrigal",0,0,0,0
