county,precinct,office,district,party,candidate,early_voting,election_day,votes
Terry,101,U.S. Senate,,REP,JOHN CORNYN,102,44,146
Terry,101,U.S. Senate,,DEM,DAVID M. ALAMEEL,11,10,21
Terry,101,U.S. Senate,,LIB,REBECCA PADDOCK,5,2,7
Terry,101,U.S. Senate,,GRN,"EMILY ""SPICYBROWN"" SANCHEZ",1,0,1
Terry,101,U.S. Senate,,,MOHAMMED TAHIRO,0,0,0
Terry,102,U.S. Senate,,REP,JOHN CORNYN,485,165,650
Terry,102,U.S. Senate,,DEM,DAVID M. ALAMEEL,51,23,74
Terry,102,U.S. Senate,,LIB,REBECCA PADDOCK,7,3,10
Terry,102,U.S. Senate,,GRN,"EMILY ""SPICYBROWN"" SANCHEZ",10,7,17
Terry,102,U.S. Senate,,,MOHAMMED TAHIRO,0,0,0
Terry,201,U.S. Senate,,REP,JOHN CORNYN,123,76,199
Terry,201,U.S. Senate,,DEM,DAVID M. ALAMEEL,19,10,29
Terry,201,U.S. Senate,,LIB,REBECCA PADDOCK,7,4,11
Terry,201,U.S. Senate,,GRN,"EMILY ""SPICYBROWN"" SANCHEZ",2,4,6
Terry,201,U.S. Senate,,,MOHAMMED TAHIRO,0,0,0
Terry,202,U.S. Senate,,REP,JOHN CORNYN,48,80,128
Terry,202,U.S. Senate,,DEM,DAVID M. ALAMEEL,5,19,24
Terry,202,U.S. Senate,,LIB,REBECCA PADDOCK,0,3,3
Terry,202,U.S. Senate,,GRN,"EMILY ""SPICYBROWN"" SANCHEZ",2,1,3
Terry,202,U.S. Senate,,,MOHAMMED TAHIRO,0,0,0
Terry,301,U.S. Senate,,REP,JOHN CORNYN,165,95,260
Terry,301,U.S. Senate,,DEM,DAVID M. ALAMEEL,63,23,86
Terry,301,U.S. Senate,,LIB,REBECCA PADDOCK,4,6,10
Terry,301,U.S. Senate,,GRN,"EMILY ""SPICYBROWN"" SANCHEZ",8,5,13
Terry,301,U.S. Senate,,,MOHAMMED TAHIRO,0,0,0
Terry,401,U.S. Senate,,REP,JOHN CORNYN,250,106,356
Terry,401,U.S. Senate,,DEM,DAVID M. ALAMEEL,43,27,70
Terry,401,U.S. Senate,,LIB,REBECCA PADDOCK,3,2,5
Terry,401,U.S. Senate,,GRN,"EMILY ""SPICYBROWN"" SANCHEZ",5,6,11
Terry,401,U.S. Senate,,,MOHAMMED TAHIRO,0,0,0
Terry,402,U.S. Senate,,REP,JOHN CORNYN,26,53,79
Terry,402,U.S. Senate,,DEM,DAVID M. ALAMEEL,1,2,3
Terry,402,U.S. Senate,,LIB,REBECCA PADDOCK,0,1,1
Terry,402,U.S. Senate,,GRN,"EMILY ""SPICYBROWN"" SANCHEZ",0,1,1
Terry,402,U.S. Senate,,,MOHAMMED TAHIRO,0,0,0
Terry,101,U.S. House,19,REP,RANDY NEUGEBAUER,100,44,144
Terry,101,U.S. House,19,DEM,NEAL MARCHBANKS,16,13,29
Terry,101,U.S. House,19,LIB,RICHARD (CHIP) PETERSON,4,0,4
Terry,101,U.S. House,19,,DONALD L. VANCE,0,0,0
Terry,102,U.S. House,19,REP,RANDY NEUGEBAUER,466,168,634
Terry,102,U.S. House,19,DEM,NEAL MARCHBANKS,84,29,113
Terry,102,U.S. House,19,LIB,RICHARD (CHIP) PETERSON,20,7,27
Terry,102,U.S. House,19,,DONALD L. VANCE,0,0,0
Terry,201,U.S. House,19,REP,RANDY NEUGEBAUER,124,79,203
Terry,201,U.S. House,19,DEM,NEAL MARCHBANKS,24,14,38
Terry,201,U.S. House,19,LIB,RICHARD (CHIP) PETERSON,5,6,11
Terry,201,U.S. House,19,,DONALD L. VANCE,0,0,0
Terry,202,U.S. House,19,REP,RANDY NEUGEBAUER,47,78,125
Terry,202,U.S. House,19,DEM,NEAL MARCHBANKS,9,25,34
Terry,202,U.S. House,19,LIB,RICHARD (CHIP) PETERSON,2,2,4
Terry,202,U.S. House,19,,DONALD L. VANCE,0,0,0
Terry,301,U.S. House,19,REP,RANDY NEUGEBAUER,172,102,274
Terry,301,U.S. House,19,DEM,NEAL MARCHBANKS,66,23,89
Terry,301,U.S. House,19,LIB,RICHARD (CHIP) PETERSON,5,7,12
Terry,301,U.S. House,19,,DONALD L. VANCE,0,0,0
Terry,401,U.S. House,19,REP,RANDY NEUGEBAUER,248,114,362
Terry,401,U.S. House,19,DEM,NEAL MARCHBANKS,47,27,74
Terry,401,U.S. House,19,LIB,RICHARD (CHIP) PETERSON,8,3,11
Terry,401,U.S. House,19,,DONALD L. VANCE,0,0,0
Terry,402,U.S. House,19,REP,RANDY NEUGEBAUER,24,52,76
Terry,402,U.S. House,19,DEM,NEAL MARCHBANKS,1,3,4
Terry,402,U.S. House,19,LIB,RICHARD (CHIP) PETERSON,3,2,5
Terry,402,U.S. House,19,,DONALD L. VANCE,0,0,0
Terry,101,Governor,,REP,GREG ABBOTT,107,48,155
Terry,101,Governor,,DEM,WENDY R. DAVIS,11,14,25
Terry,101,Governor,,LIB,KATHIE GLASS,0,0,0
Terry,101,Governor,,GRN,BRANDON PARMER,1,0,1
Terry,101,Governor,,,SARAH M. PAVITT,0,0,0
Terry,102,Governor,,REP,GREG ABBOTT,495,178,673
Terry,102,Governor,,DEM,WENDY R. DAVIS,67,26,93
Terry,102,Governor,,LIB,KATHIE GLASS,5,2,7
Terry,102,Governor,,GRN,BRANDON PARMER,4,1,5
Terry,102,Governor,,,SARAH M. PAVITT,0,0,0
Terry,201,Governor,,REP,GREG ABBOTT,130,83,213
Terry,201,Governor,,DEM,WENDY R. DAVIS,25,15,40
Terry,201,Governor,,LIB,KATHIE GLASS,2,1,3
Terry,201,Governor,,GRN,BRANDON PARMER,0,0,0
Terry,201,Governor,,,SARAH M. PAVITT,0,0,0
Terry,202,Governor,,REP,GREG ABBOTT,49,83,132
Terry,202,Governor,,DEM,WENDY R. DAVIS,9,21,30
Terry,202,Governor,,LIB,KATHIE GLASS,0,0,0
Terry,202,Governor,,GRN,BRANDON PARMER,0,1,1
Terry,202,Governor,,,SARAH M. PAVITT,0,0,0
Terry,301,Governor,,REP,GREG ABBOTT,178,103,281
Terry,301,Governor,,DEM,WENDY R. DAVIS,63,27,90
Terry,301,Governor,,LIB,KATHIE GLASS,1,2,3
Terry,301,Governor,,GRN,BRANDON PARMER,0,2,2
Terry,301,Governor,,,SARAH M. PAVITT,0,0,0
Terry,401,Governor,,REP,GREG ABBOTT,256,110,366
Terry,401,Governor,,DEM,WENDY R. DAVIS,47,34,81
Terry,401,Governor,,LIB,KATHIE GLASS,2,1,3
Terry,401,Governor,,GRN,BRANDON PARMER,2,0,2
Terry,401,Governor,,,SARAH M. PAVITT,0,0,0
Terry,402,Governor,,REP,GREG ABBOTT,24,52,76
Terry,402,Governor,,DEM,WENDY R. DAVIS,2,5,7
Terry,402,Governor,,LIB,KATHIE GLASS,3,1,4
Terry,402,Governor,,GRN,BRANDON PARMER,0,0,0
Terry,402,Governor,,,SARAH M. PAVITT,0,0,0
Terry,101,Lieutenant Governor,,REP,DAN PATRICK,107,44,151
Terry,101,Lieutenant Governor,,DEM,LETICIA VAN DE PUTTE,10,13,23
Terry,101,Lieutenant Governor,,LIB,ROBERT D. BUTLER,2,1,3
Terry,101,Lieutenant Governor,,GRN,CHANDRAKANTHA COURTNEY,0,0,0
Terry,102,Lieutenant Governor,,REP,DAN PATRICK,482,169,651
Terry,102,Lieutenant Governor,,DEM,LETICIA VAN DE PUTTE,73,27,100
Terry,102,Lieutenant Governor,,LIB,ROBERT D. BUTLER,4,4,8
Terry,102,Lieutenant Governor,,GRN,CHANDRAKANTHA COURTNEY,3,1,4
Terry,201,Lieutenant Governor,,REP,DAN PATRICK,128,79,207
Terry,201,Lieutenant Governor,,DEM,LETICIA VAN DE PUTTE,21,15,36
Terry,201,Lieutenant Governor,,LIB,ROBERT D. BUTLER,4,1,5
Terry,201,Lieutenant Governor,,GRN,CHANDRAKANTHA COURTNEY,0,1,1
Terry,202,Lieutenant Governor,,REP,DAN PATRICK,45,78,123
Terry,202,Lieutenant Governor,,DEM,LETICIA VAN DE PUTTE,8,21,29
Terry,202,Lieutenant Governor,,LIB,ROBERT D. BUTLER,2,1,3
Terry,202,Lieutenant Governor,,GRN,CHANDRAKANTHA COURTNEY,0,1,1
Terry,301,Lieutenant Governor,,REP,DAN PATRICK,166,92,258
Terry,301,Lieutenant Governor,,DEM,LETICIA VAN DE PUTTE,68,29,97
Terry,301,Lieutenant Governor,,LIB,ROBERT D. BUTLER,3,9,12
Terry,301,Lieutenant Governor,,GRN,CHANDRAKANTHA COURTNEY,1,1,2
Terry,401,Lieutenant Governor,,REP,DAN PATRICK,251,105,356
Terry,401,Lieutenant Governor,,DEM,LETICIA VAN DE PUTTE,46,31,77
Terry,401,Lieutenant Governor,,LIB,ROBERT D. BUTLER,3,4,7
Terry,401,Lieutenant Governor,,GRN,CHANDRAKANTHA COURTNEY,1,3,4
Terry,402,Lieutenant Governor,,REP,DAN PATRICK,25,55,80
Terry,402,Lieutenant Governor,,DEM,LETICIA VAN DE PUTTE,2,3,5
Terry,402,Lieutenant Governor,,LIB,ROBERT D. BUTLER,1,0,1
Terry,402,Lieutenant Governor,,GRN,CHANDRAKANTHA COURTNEY,0,0,0
Terry,101,Attorney General,,REP,KEN PAXTON,104,41,145
Terry,101,Attorney General,,DEM,SAM HOUSTON,12,15,27
Terry,101,Attorney General,,LIB,JAMIE BALAGIA,1,0,1
Terry,101,Attorney General,,GRN,JAMAR OSBORNE,0,1,1
Terry,102,Attorney General,,REP,KEN PAXTON,464,157,621
