county,precinct,office,district,candidate,party,votes,absentee,early_voting,election_day,provisional
Ellis,PRECINCT 112,District Clerk,,Melanie Price Reed,REP,442,24,211,207,0
Ellis,PRECINCT 112,District Clerk,,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 112,District Clerk,,Under Votes,,112,5,42,65,0
Ellis,PRECINCT 112,County Clerk,,Cindy Polley .,REP,447,24,212,211,0
Ellis,PRECINCT 112,County Clerk,,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 112,County Clerk,,Under Votes,,107,5,41,61,0
Ellis,PRECINCT 112,County Treasurer,,Cheryl Chambers,REP,448,24,208,216,0
Ellis,PRECINCT 112,County Treasurer,,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 112,County Treasurer,,Under Votes,,106,5,45,56,0
Ellis,PRECINCT 112,"Justice of the Peace, Precinct No. 2",,"Jackie Miller, Jr.",REP,443,24,204,215,0
Ellis,PRECINCT 112,"Justice of the Peace, Precinct No. 2",,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 112,"Justice of the Peace, Precinct No. 2",,Under Votes,,111,5,49,57,0
Ellis,PRECINCT 112,Constitutional Amendment,,FOR,,374,17,168,189,0
Ellis,PRECINCT 112,Constitutional Amendment,,AGAINST,,70,6,37,27,0
Ellis,PRECINCT 112,Constitutional Amendment,,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 112,Constitutional Amendment,,Under Votes,,110,6,48,56,0
Ellis,PRECINCT 113,REGISTERED VOTERS,,,,1686,,,,
Ellis,PRECINCT 113,BALLOTS CAST,,,,416,21,133,262,0
Ellis,PRECINCT 113,Straight Party,,REPUBLICAN PARTY,REP,40,4,13,23,0
Ellis,PRECINCT 113,Straight Party,,DEMOCRATIC PARTY,DEM,284,13,83,188,0
Ellis,PRECINCT 113,Straight Party,,LIBERTARIAN PARTY,LIB,0,0,0,0,0
Ellis,PRECINCT 113,Straight Party,,GREEN PARTY,GRN,0,0,0,0,0
Ellis,PRECINCT 113,Straight Party,,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 113,Straight Party,,Under Votes,,92,4,37,51,0
Ellis,PRECINCT 113,United States Senator,,John Cornyn,REP,66,4,21,41,0
Ellis,PRECINCT 113,United States Senator,,David M. Alameel,DEM,330,16,102,212,0
Ellis,PRECINCT 113,United States Senator,,Rebecca Paddock,LIB,4,0,0,4,0
Ellis,PRECINCT 113,United States Senator,,"Emily ""Spicybrown"" Sanchez",GRN,1,0,1,0,0
Ellis,PRECINCT 113,United States Senator,,Write-ins,,0,0,0,0,0
Ellis,PRECINCT 113,United States Senator,,Over Votes,,1,0,1,0,0
Ellis,PRECINCT 113,United States Senator,,Under Votes,,14,1,8,5,0
Ellis,PRECINCT 113,U.S. House,6,Joe Barton,REP,69,4,24,41,0
Ellis,PRECINCT 113,U.S. House,6,David E. Cozad,DEM,331,16,100,215,0
Ellis,PRECINCT 113,U.S. House,6,Hugh Chauvin,LIB,3,0,1,2,0
Ellis,PRECINCT 113,U.S. House,6,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 113,U.S. House,6,Under Votes,,13,1,8,4,0
Ellis,PRECINCT 113,Governor,,Greg Abbott,REP,64,4,21,39,0
Ellis,PRECINCT 113,Governor,,Wendy R. Davis,DEM,347,17,108,222,0
Ellis,PRECINCT 113,Governor,,Kathie Glass,LIB,1,0,1,0,0
Ellis,PRECINCT 113,Governor,,Brandon Parmer,GRN,1,0,0,1,0
Ellis,PRECINCT 113,Governor,,Write-ins,,0,0,0,0,0
Ellis,PRECINCT 113,Governor,,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 113,Governor,,Under Votes,,3,0,3,0,0
Ellis,PRECINCT 113,Lieutenant Governor,,Dan Patrick,REP,62,4,20,38,0
Ellis,PRECINCT 113,Lieutenant Governor,,Leticia Van de Putte,DEM,337,16,104,217,0
Ellis,PRECINCT 113,Lieutenant Governor,,Robert D. Butler,LIB,6,0,2,4,0
Ellis,PRECINCT 113,Lieutenant Governor,,Chandrakantha Courtney,GRN,0,0,0,0,0
Ellis,PRECINCT 113,Lieutenant Governor,,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 113,Lieutenant Governor,,Under Votes,,11,1,7,3,0
Ellis,PRECINCT 113,Attorney General,,Ken Paxton,REP,64,4,22,38,0
Ellis,PRECINCT 113,Attorney General,,Sam Houston,DEM,332,16,100,216,0
Ellis,PRECINCT 113,Attorney General,,Jamie Balagia,LIB,6,0,2,4,0
Ellis,PRECINCT 113,Attorney General,,Jamar Osborne,GRN,0,0,0,0,0
Ellis,PRECINCT 113,Attorney General,,Over Votes,,1,0,1,0,0
Ellis,PRECINCT 113,Attorney General,,Under Votes,,13,1,8,4,0
Ellis,PRECINCT 113,Comptroller of Public Accounts,,Glenn Hegar,REP,60,4,18,38,0
Ellis,PRECINCT 113,Comptroller of Public Accounts,,Mike Collier,DEM,337,16,104,217,0
Ellis,PRECINCT 113,Comptroller of Public Accounts,,Ben Sanders,LIB,4,0,1,3,0
Ellis,PRECINCT 113,Comptroller of Public Accounts,,Deb Shafto,GRN,2,0,1,1,0
Ellis,PRECINCT 113,Comptroller of Public Accounts,,Over Votes,,1,0,1,0,0
Ellis,PRECINCT 113,Comptroller of Public Accounts,,Under Votes,,12,1,8,3,0
Ellis,PRECINCT 113,Commissioner of the General Land Office,,George P. Bush,REP,71,4,23,44,0
Ellis,PRECINCT 113,Commissioner of the General Land Office,,John Cook,DEM,332,16,103,213,0
Ellis,PRECINCT 113,Commissioner of the General Land Office,,Justin Knight,LIB,1,0,0,1,0
Ellis,PRECINCT 113,Commissioner of the General Land Office,,Valerie Alessi,GRN,1,0,0,1,0
Ellis,PRECINCT 113,Commissioner of the General Land Office,,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 113,Commissioner of the General Land Office,,Under Votes,,11,1,7,3,0
Ellis,PRECINCT 113,Commissioner of Agriculture,,Sid Miller,REP,63,4,23,36,0
Ellis,PRECINCT 113,Commissioner of Agriculture,,Jim Hogan,DEM,334,16,101,217,0
Ellis,PRECINCT 113,Commissioner of Agriculture,,David (Rocky) Palmquist,LIB,2,0,0,2,0
Ellis,PRECINCT 113,Commissioner of Agriculture,,Kenneth Kendrick,GRN,2,0,1,1,0
Ellis,PRECINCT 113,Commissioner of Agriculture,,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 113,Commissioner of Agriculture,,Under Votes,,15,1,8,6,0
Ellis,PRECINCT 113,Railroad Commissioner,,Ryan Sitton,REP,58,4,18,36,0
Ellis,PRECINCT 113,Railroad Commissioner,,Steve Brown,DEM,336,16,104,216,0
Ellis,PRECINCT 113,Railroad Commissioner,,Mark A. Miller,LIB,6,0,2,4,0
Ellis,PRECINCT 113,Railroad Commissioner,,Martina Salinas,GRN,4,0,2,2,0
Ellis,PRECINCT 113,Railroad Commissioner,,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 113,Railroad Commissioner,,Under Votes,,12,1,7,4,0
Ellis,PRECINCT 113,"Chief Justice, Supreme Court",,Nathan Hecht,REP,59,4,19,36,0
Ellis,PRECINCT 113,"Chief Justice, Supreme Court",,William Moody,DEM,336,16,105,215,0
Ellis,PRECINCT 113,"Chief Justice, Supreme Court",,Tom Oxford,LIB,5,0,1,4,0
Ellis,PRECINCT 113,"Chief Justice, Supreme Court",,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 113,"Chief Justice, Supreme Court",,Under Votes,,16,1,8,7,0
Ellis,PRECINCT 113,"Justice, Supreme Court, Place 6",,Jeff Brown,REP,62,4,21,37,0
Ellis,PRECINCT 113,"Justice, Supreme Court, Place 6",,Lawrence Edward Meyers,DEM,332,16,103,213,0
Ellis,PRECINCT 113,"Justice, Supreme Court, Place 6",,Mark Ash,LIB,6,0,1,5,0
Ellis,PRECINCT 113,"Justice, Supreme Court, Place 6",,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 113,"Justice, Supreme Court, Place 6",,Under Votes,,16,1,8,7,0
Ellis,PRECINCT 113,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,58,4,19,35,0
Ellis,PRECINCT 113,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,338,16,105,217,0
Ellis,PRECINCT 113,"Justice, Supreme Court, Place 7",,Don Fulton,LIB,4,0,1,3,0
Ellis,PRECINCT 113,"Justice, Supreme Court, Place 7",,Charles E. Waterbury,GRN,3,0,2,1,0
Ellis,PRECINCT 113,"Justice, Supreme Court, Place 7",,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 113,"Justice, Supreme Court, Place 7",,Under Votes,,13,1,6,6,0
Ellis,PRECINCT 113,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,73,5,23,45,0
Ellis,PRECINCT 113,"Justice, Supreme Court, Place 8",,RS Roberto Koelsch,DEM,35,0,12,23,0
Ellis,PRECINCT 113,"Justice, Supreme Court, Place 8",,Jim Chisolm,LIB,32,1,10,21,0
Ellis,PRECINCT 113,"Justice, Supreme Court, Place 8",,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 113,"Justice, Supreme Court, Place 8",,Under Votes,,276,15,88,173,0
Ellis,PRECINCT 113,"Judge, Court of Criminal Appeals, Pl 3",,Bert Richardson,REP,59,4,20,35,0
Ellis,PRECINCT 113,"Judge, Court of Criminal Appeals, Pl 3",,John Granberg,DEM,334,16,102,216,0
Ellis,PRECINCT 113,"Judge, Court of Criminal Appeals, Pl 3",,Mark W. Bennett,LIB,8,0,3,5,0
Ellis,PRECINCT 113,"Judge, Court of Criminal Appeals, Pl 3",,Over Votes,,1,0,1,0,0
Ellis,PRECINCT 113,"Judge, Court of Criminal Appeals, Pl 3",,Under Votes,,14,1,7,6,0
Ellis,PRECINCT 113,"Judge, Court of Criminal Appeals, Pl 4",,Kevin Patrick Yeary,REP,72,5,24,43,0
Ellis,PRECINCT 113,"Judge, Court of Criminal Appeals, Pl 4",,Quanah Parker,LIB,47,1,18,28,0
Ellis,PRECINCT 113,"Judge, Court of Criminal Appeals, Pl 4",,Judith Sanders-Castro,GRN,22,0,6,16,0
Ellis,PRECINCT 113,"Judge, Court of Criminal Appeals, Pl 4",,Over Votes,,2,1,1,0,0
Ellis,PRECINCT 113,"Judge, Court of Criminal Appeals, Pl 4",,Under Votes,,273,14,84,175,0
Ellis,PRECINCT 113,"Judge, Court of Criminal Appeals, Pl 9",,David Newell,REP,73,4,24,45,0
Ellis,PRECINCT 113,"Judge, Court of Criminal Appeals, Pl 9",,"William Bryan Strange, III",LIB,44,1,17,26,0
Ellis,PRECINCT 113,"Judge, Court of Criminal Appeals, Pl 9",,George Joseph Altgelt,GRN,20,1,6,13,0
Ellis,PRECINCT 113,"Judge, Court of Criminal Appeals, Pl 9",,Over Votes,,2,0,2,0,0
Ellis,PRECINCT 113,"Judge, Court of Criminal Appeals, Pl 9",,Under Votes,,277,15,84,178,0
Ellis,PRECINCT 113,State Representative,10,John Wray,REP,99,7,31,61,0
Ellis,PRECINCT 113,State Representative,10,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 113,State Representative,10,Under Votes,,317,14,102,201,0
Ellis,PRECINCT 113,"10th Court of Appeals District, Place 2",,Rex Davis,REP,90,6,26,58,0
Ellis,PRECINCT 113,"10th Court of Appeals District, Place 2",,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 113,"10th Court of Appeals District, Place 2",,Under Votes,,326,15,107,204,0
Ellis,PRECINCT 113,"District Judge, 40th Judicial District",,Bob Carroll,REP,98,6,28,64,0
Ellis,PRECINCT 113,"District Judge, 40th Judicial District",,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 113,"District Judge, 40th Judicial District",,Under Votes,,318,15,105,198,0
Ellis,PRECINCT 113,County Judge,,Carol Bush,REP,92,7,28,57,0
Ellis,PRECINCT 113,County Judge,,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 113,County Judge,,Under Votes,,324,14,105,205,0
Ellis,PRECINCT 113,"Judge, County Court at Law, Place 1",,Jim Chapman,REP,99,7,29,63,0
Ellis,PRECINCT 113,"Judge, County Court at Law, Place 1",,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 113,"Judge, County Court at Law, Place 1",,Under Votes,,317,14,104,199,0
Ellis,PRECINCT 113,"Judge, County Court at Law, Place 2",,"A. Gene Calvert, Jr.",REP,98,7,30,61,0
Ellis,PRECINCT 113,"Judge, County Court at Law, Place 2",,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 113,"Judge, County Court at Law, Place 2",,Under Votes,,318,14,103,201,0
Ellis,PRECINCT 113,District Clerk,,Melanie Price Reed,REP,94,7,28,59,0
Ellis,PRECINCT 113,District Clerk,,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 113,District Clerk,,Under Votes,,322,14,105,203,0
Ellis,PRECINCT 113,County Clerk,,Cindy Polley .,REP,101,7,29,65,0
Ellis,PRECINCT 113,County Clerk,,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 113,County Clerk,,Under Votes,,315,14,104,197,0
Ellis,PRECINCT 113,County Treasurer,,Cheryl Chambers,REP,93,7,29,57,0
Ellis,PRECINCT 113,County Treasurer,,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 113,County Treasurer,,Under Votes,,323,14,104,205,0
Ellis,PRECINCT 113,"Justice of the Peace, Precinct No. 3",,Curtis Polk,DEM,360,17,112,231,0
Ellis,PRECINCT 113,"Justice of the Peace, Precinct No. 3",,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 113,"Justice of the Peace, Precinct No. 3",,Under Votes,,56,4,21,31,0
Ellis,PRECINCT 113,Constitutional Amendment,,FOR,,180,14,52,114,0
Ellis,PRECINCT 113,Constitutional Amendment,,AGAINST,,40,0,12,28,0
Ellis,PRECINCT 113,Constitutional Amendment,,Over Votes,,2,0,1,1,0
Ellis,PRECINCT 113,Constitutional Amendment,,Under Votes,,194,7,68,119,0
Ellis,PRECINCT 114,REGISTERED VOTERS,,,,1639,,,,
Ellis,PRECINCT 114,BALLOTS CAST,,,,474,40,219,215,0
Ellis,PRECINCT 114,Straight Party,,REPUBLICAN PARTY,REP,204,16,95,93,0
Ellis,PRECINCT 114,Straight Party,,DEMOCRATIC PARTY,DEM,61,8,29,24,0
Ellis,PRECINCT 114,Straight Party,,LIBERTARIAN PARTY,LIB,1,0,1,0,0
Ellis,PRECINCT 114,Straight Party,,GREEN PARTY,GRN,0,0,0,0,0
Ellis,PRECINCT 114,Straight Party,,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 114,Straight Party,,Under Votes,,208,16,94,98,0
Ellis,PRECINCT 114,United States Senator,,John Cornyn,REP,340,26,163,151,0
Ellis,PRECINCT 114,United States Senator,,David M. Alameel,DEM,106,12,47,47,0
Ellis,PRECINCT 114,United States Senator,,Rebecca Paddock,LIB,11,0,4,7,0
Ellis,PRECINCT 114,United States Senator,,"Emily ""Spicybrown"" Sanchez",GRN,6,0,3,3,0
Ellis,PRECINCT 114,United States Senator,,Write-ins,,0,0,0,0,0
Ellis,PRECINCT 114,United States Senator,,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 114,United States Senator,,Under Votes,,11,2,2,7,0
Ellis,PRECINCT 114,U.S. House,6,Joe Barton,REP,329,27,152,150,0
Ellis,PRECINCT 114,U.S. House,6,David E. Cozad,DEM,111,11,49,51,0
Ellis,PRECINCT 114,U.S. House,6,Hugh Chauvin,LIB,20,0,12,8,0
Ellis,PRECINCT 114,U.S. House,6,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 114,U.S. House,6,Under Votes,,14,2,6,6,0
Ellis,PRECINCT 114,Governor,,Greg Abbott,REP,328,25,159,144,0
Ellis,PRECINCT 114,Governor,,Wendy R. Davis,DEM,132,15,55,62,0
Ellis,PRECINCT 114,Governor,,Kathie Glass,LIB,6,0,3,3,0
Ellis,PRECINCT 114,Governor,,Brandon Parmer,GRN,3,0,1,2,0
Ellis,PRECINCT 114,Governor,,Write-ins,,0,0,0,0,0
Ellis,PRECINCT 114,Governor,,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 114,Governor,,Under Votes,,5,0,1,4,0
Ellis,PRECINCT 114,Lieutenant Governor,,Dan Patrick,REP,331,27,159,145,0
Ellis,PRECINCT 114,Lieutenant Governor,,Leticia Van de Putte,DEM,122,12,52,58,0
Ellis,PRECINCT 114,Lieutenant Governor,,Robert D. Butler,LIB,13,0,7,6,0
Ellis,PRECINCT 114,Lieutenant Governor,,Chandrakantha Courtney,GRN,2,0,1,1,0
Ellis,PRECINCT 114,Lieutenant Governor,,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 114,Lieutenant Governor,,Under Votes,,6,1,0,5,0
Ellis,PRECINCT 114,Attorney General,,Ken Paxton,REP,334,26,160,148,0
Ellis,PRECINCT 114,Attorney General,,Sam Houston,DEM,114,11,48,55,0
Ellis,PRECINCT 114,Attorney General,,Jamie Balagia,LIB,13,0,7,6,0
Ellis,PRECINCT 114,Attorney General,,Jamar Osborne,GRN,1,0,1,0,0
Ellis,PRECINCT 114,Attorney General,,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 114,Attorney General,,Under Votes,,12,3,3,6,0
Ellis,PRECINCT 114,Comptroller of Public Accounts,,Glenn Hegar,REP,317,24,147,146,0
Ellis,PRECINCT 114,Comptroller of Public Accounts,,Mike Collier,DEM,116,12,54,50,0
Ellis,PRECINCT 114,Comptroller of Public Accounts,,Ben Sanders,LIB,16,0,7,9,0
Ellis,PRECINCT 114,Comptroller of Public Accounts,,Deb Shafto,GRN,3,0,2,1,0
Ellis,PRECINCT 114,Comptroller of Public Accounts,,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 114,Comptroller of Public Accounts,,Under Votes,,22,4,9,9,0
Ellis,PRECINCT 114,Commissioner of the General Land Office,,George P. Bush,REP,333,26,158,149,0
Ellis,PRECINCT 114,Commissioner of the General Land Office,,John Cook,DEM,105,12,47,46,0
Ellis,PRECINCT 114,Commissioner of the General Land Office,,Justin Knight,LIB,14,1,5,8,0
Ellis,PRECINCT 114,Commissioner of the General Land Office,,Valerie Alessi,GRN,8,0,3,5,0
Ellis,PRECINCT 114,Commissioner of the General Land Office,,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 114,Commissioner of the General Land Office,,Under Votes,,14,1,6,7,0
Ellis,PRECINCT 114,Commissioner of Agriculture,,Sid Miller,REP,327,25,151,151,0
Ellis,PRECINCT 114,Commissioner of Agriculture,,Jim Hogan,DEM,113,13,54,46,0
Ellis,PRECINCT 114,Commissioner of Agriculture,,David (Rocky) Palmquist,LIB,12,0,6,6,0
Ellis,PRECINCT 114,Commissioner of Agriculture,,Kenneth Kendrick,GRN,6,0,3,3,0
Ellis,PRECINCT 114,Commissioner of Agriculture,,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 114,Commissioner of Agriculture,,Under Votes,,16,2,5,9,0
Ellis,PRECINCT 114,Railroad Commissioner,,Ryan Sitton,REP,315,24,149,142,0
Ellis,PRECINCT 114,Railroad Commissioner,,Steve Brown,DEM,111,13,52,46,0
Ellis,PRECINCT 114,Railroad Commissioner,,Mark A. Miller,LIB,21,0,8,13,0
Ellis,PRECINCT 114,Railroad Commissioner,,Martina Salinas,GRN,9,0,4,5,0
Ellis,PRECINCT 114,Railroad Commissioner,,Over Votes,,1,0,0,1,0
Ellis,PRECINCT 114,Railroad Commissioner,,Under Votes,,17,3,6,8,0
Ellis,PRECINCT 114,"Chief Justice, Supreme Court",,Nathan Hecht,REP,336,23,160,153,0
Ellis,PRECINCT 114,"Chief Justice, Supreme Court",,William Moody,DEM,104,12,50,42,0
Ellis,PRECINCT 114,"Chief Justice, Supreme Court",,Tom Oxford,LIB,16,1,3,12,0
Ellis,PRECINCT 114,"Chief Justice, Supreme Court",,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 114,"Chief Justice, Supreme Court",,Under Votes,,18,4,6,8,0
Ellis,PRECINCT 114,"Justice, Supreme Court, Place 6",,Jeff Brown,REP,331,23,157,151,0
Ellis,PRECINCT 114,"Justice, Supreme Court, Place 6",,Lawrence Edward Meyers,DEM,106,12,50,44,0
Ellis,PRECINCT 114,"Justice, Supreme Court, Place 6",,Mark Ash,LIB,16,1,5,10,0
Ellis,PRECINCT 114,"Justice, Supreme Court, Place 6",,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 114,"Justice, Supreme Court, Place 6",,Under Votes,,21,4,7,10,0
Ellis,PRECINCT 114,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,331,24,157,150,0
Ellis,PRECINCT 114,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,108,10,50,48,0
Ellis,PRECINCT 114,"Justice, Supreme Court, Place 7",,Don Fulton,LIB,12,1,4,7,0
Ellis,PRECINCT 114,"Justice, Supreme Court, Place 7",,Charles E. Waterbury,GRN,3,1,1,1,0
Ellis,PRECINCT 114,"Justice, Supreme Court, Place 7",,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 114,"Justice, Supreme Court, Place 7",,Under Votes,,20,4,7,9,0
Ellis,PRECINCT 114,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,340,26,159,155,0
Ellis,PRECINCT 114,"Justice, Supreme Court, Place 8",,RS Roberto Koelsch,DEM,30,2,13,15,0
Ellis,PRECINCT 114,"Justice, Supreme Court, Place 8",,Jim Chisolm,LIB,31,2,14,15,0
Ellis,PRECINCT 114,"Justice, Supreme Court, Place 8",,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 114,"Justice, Supreme Court, Place 8",,Under Votes,,73,10,33,30,0
Ellis,PRECINCT 114,"Judge, Court of Criminal Appeals, Pl 3",,Bert Richardson,REP,331,24,156,151,0
Ellis,PRECINCT 114,"Judge, Court of Criminal Appeals, Pl 3",,John Granberg,DEM,104,11,49,44,0
Ellis,PRECINCT 114,"Judge, Court of Criminal Appeals, Pl 3",,Mark W. Bennett,LIB,23,1,8,14,0
Ellis,PRECINCT 114,"Judge, Court of Criminal Appeals, Pl 3",,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 114,"Judge, Court of Criminal Appeals, Pl 3",,Under Votes,,16,4,6,6,0
Ellis,PRECINCT 114,"Judge, Court of Criminal Appeals, Pl 4",,Kevin Patrick Yeary,REP,333,25,156,152,0
Ellis,PRECINCT 114,"Judge, Court of Criminal Appeals, Pl 4",,Quanah Parker,LIB,52,2,23,27,0
Ellis,PRECINCT 114,"Judge, Court of Criminal Appeals, Pl 4",,Judith Sanders-Castro,GRN,22,2,9,11,0
Ellis,PRECINCT 114,"Judge, Court of Criminal Appeals, Pl 4",,Over Votes,,1,0,0,1,0
Ellis,PRECINCT 114,"Judge, Court of Criminal Appeals, Pl 4",,Under Votes,,66,11,31,24,0
Ellis,PRECINCT 114,"Judge, Court of Criminal Appeals, Pl 9",,David Newell,REP,339,26,158,155,0
Ellis,PRECINCT 114,"Judge, Court of Criminal Appeals, Pl 9",,"William Bryan Strange, III",LIB,42,2,22,18,0
Ellis,PRECINCT 114,"Judge, Court of Criminal Appeals, Pl 9",,George Joseph Altgelt,GRN,24,2,8,14,0
Ellis,PRECINCT 114,"Judge, Court of Criminal Appeals, Pl 9",,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 114,"Judge, Court of Criminal Appeals, Pl 9",,Under Votes,,69,10,31,28,0
Ellis,PRECINCT 114,State Representative,10,John Wray,REP,362,26,169,167,0
Ellis,PRECINCT 114,State Representative,10,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 114,State Representative,10,Under Votes,,112,14,50,48,0
Ellis,PRECINCT 114,"10th Court of Appeals District, Place 2",,Rex Davis,REP,362,26,169,167,0
Ellis,PRECINCT 114,"10th Court of Appeals District, Place 2",,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 114,"10th Court of Appeals District, Place 2",,Under Votes,,112,14,50,48,0
Ellis,PRECINCT 114,"District Judge, 40th Judicial District",,Bob Carroll,REP,365,26,172,167,0
Ellis,PRECINCT 114,"District Judge, 40th Judicial District",,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 114,"District Judge, 40th Judicial District",,Under Votes,,109,14,47,48,0
Ellis,PRECINCT 114,County Judge,,Carol Bush,REP,351,29,158,164,0
Ellis,PRECINCT 114,County Judge,,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 114,County Judge,,Under Votes,,123,11,61,51,0
Ellis,PRECINCT 114,"Judge, County Court at Law, Place 1",,Jim Chapman,REP,363,27,167,169,0
Ellis,PRECINCT 114,"Judge, County Court at Law, Place 1",,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 114,"Judge, County Court at Law, Place 1",,Under Votes,,111,13,52,46,0
Ellis,PRECINCT 114,"Judge, County Court at Law, Place 2",,"A. Gene Calvert, Jr.",REP,362,28,168,166,0
Ellis,PRECINCT 114,"Judge, County Court at Law, Place 2",,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 114,"Judge, County Court at Law, Place 2",,Under Votes,,112,12,51,49,0
Ellis,PRECINCT 114,District Clerk,,Melanie Price Reed,REP,366,28,168,170,0
Ellis,PRECINCT 114,District Clerk,,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 114,District Clerk,,Under Votes,,108,12,51,45,0
Ellis,PRECINCT 114,County Clerk,,Cindy Polley .,REP,373,29,170,174,0
Ellis,PRECINCT 114,County Clerk,,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 114,County Clerk,,Under Votes,,101,11,49,41,0
Ellis,PRECINCT 114,County Treasurer,,Cheryl Chambers,REP,359,27,160,172,0
Ellis,PRECINCT 114,County Treasurer,,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 114,County Treasurer,,Under Votes,,115,13,59,43,0
Ellis,PRECINCT 114,"County Commissioner, Precinct No. 2",,Lane Grayson,REP,336,26,153,157,0
Ellis,PRECINCT 114,"County Commissioner, Precinct No. 2",,Tommy Aguilar,DEM,114,10,51,53,0
Ellis,PRECINCT 114,"County Commissioner, Precinct No. 2",,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 114,"County Commissioner, Precinct No. 2",,Under Votes,,24,4,15,5,0
Ellis,PRECINCT 114,"Justice of the Peace, Precinct No. 3",,Curtis Polk,DEM,209,17,85,107,0
Ellis,PRECINCT 114,"Justice of the Peace, Precinct No. 3",,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 114,"Justice of the Peace, Precinct No. 3",,Under Votes,,265,23,134,108,0
Ellis,PRECINCT 114,Constitutional Amendment,,FOR,,325,25,154,146,0
Ellis,PRECINCT 114,Constitutional Amendment,,AGAINST,,61,3,28,30,0
Ellis,PRECINCT 114,Constitutional Amendment,,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 114,Constitutional Amendment,,Under Votes,,88,12,37,39,0
Ellis,PRECINCT 115,REGISTERED VOTERS,,,,1566,,,,
Ellis,PRECINCT 115,BALLOTS CAST,,,,456,35,196,225,0
Ellis,PRECINCT 115,Straight Party,,REPUBLICAN PARTY,REP,197,18,94,85,0
Ellis,PRECINCT 115,Straight Party,,DEMOCRATIC PARTY,DEM,78,6,33,39,0
Ellis,PRECINCT 115,Straight Party,,LIBERTARIAN PARTY,LIB,0,0,0,0,0
Ellis,PRECINCT 115,Straight Party,,GREEN PARTY,GRN,0,0,0,0,0
Ellis,PRECINCT 115,Straight Party,,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 115,Straight Party,,Under Votes,,181,11,69,101,0
Ellis,PRECINCT 115,United States Senator,,John Cornyn,REP,320,22,147,151,0
Ellis,PRECINCT 115,United States Senator,,David M. Alameel,DEM,115,11,45,59,0
Ellis,PRECINCT 115,United States Senator,,Rebecca Paddock,LIB,12,2,2,8,0
